modularity_class,Subtopic,Percentage,Count
0,Media*,40.9,244
0,Films,32.2,192
0,Society,4.4,26
0,History,3.2,19
0,Literature,2.9,17
0,Performing_arts,2.5,15
0,Military_and_warfare,1.5,9
0,Transportation,1.3,8
0,Sports,1.3,8
0,Politics_and_government,1.3,8
0,Music,1.2,7
0,Television,1.0,6
0,Visual_arts*,0.8,5
0,Books,0.7,4
0,Space,0.7,4
0,Technology,0.7,4
0,Medicine_&_Health,0.5,3
0,Philosophy_and_religion,0.5,3
0,Business_and_economics,0.5,3
0,Video_games,0.5,3
0,Entertainment,0.3,2
0,Internet_culture,0.2,1
0,Fashion,0.2,1
0,STEM*,0.2,1
0,Education,0.2,1
0,Computing,0.2,1
0,Biology,0.2,1
1,Society,37.9,203
1,Military_and_warfare,17.5,94
1,Media*,15.5,83
1,Films,9.7,52
1,Performing_arts,6.2,33
1,Literature,3.5,19
1,History,2.8,15
1,Transportation,1.3,7
1,Music,1.1,6
1,Philosophy_and_religion,1.1,6
1,Politics_and_government,0.6,3
1,STEM*,0.6,3
1,Visual_arts*,0.6,3
1,Eastern_Europe,0.4,2
1,Sports,0.4,2
1,Books,0.4,2
1,Medicine_&_Health,0.2,1
1,Television,0.2,1
1,Europe*,0.2,1
2,Space,11.8,9
2,History,9.2,7
2,Literature,9.2,7
2,Media*,9.2,7
2,Mathematics,7.9,6
2,Films,5.3,4
2,Medicine_&_Health,5.3,4
2,Society,5.3,4
2,Philosophy_and_religion,5.3,4
2,STEM*,3.9,3
2,Entertainment,3.9,3
2,Biology,2.6,2
2,Transportation,2.6,2
2,Technology,2.6,2
2,Visual_arts*,2.6,2
2,North_America,2.6,2
2,Earth_and_environment,2.6,2
2,Physics,1.3,1
2,Southern_Europe,1.3,1
2,Chemistry,1.3,1
2,Linguistics,1.3,1
2,Video_games,1.3,1
2,Military_and_warfare,1.3,1
3,Society,16.4,11
3,Military_and_warfare,11.9,8
3,Engineering,10.4,7
3,Space,10.4,7
3,Transportation,9.0,6
3,Philosophy_and_religion,7.5,5
3,Politics_and_government,6.0,4
3,History,6.0,4
3,Earth_and_environment,6.0,4
3,Media*,4.5,3
3,Physics,3.0,2
3,Africa*,1.5,1
3,North_America,1.5,1
3,Northern_Europe,1.5,1
3,Medicine_&_Health,1.5,1
3,Europe*,1.5,1
3,Visual_arts*,1.5,1
4,Films,61.5,8
4,Media*,15.4,2
4,Engineering,7.7,1
4,Transportation,7.7,1
4,Visual_arts*,7.7,1
5,Society,41.6,72
5,Business_and_economics,7.5,13
5,Engineering,5.8,10
5,Transportation,5.2,9
5,Media*,5.2,9
5,Military_and_warfare,4.6,8
5,Politics_and_government,4.6,8
5,Sports,3.5,6
5,Philosophy_and_religion,3.5,6
5,Music,2.9,5
5,Space,2.3,4
5,History,2.3,4
5,Medicine_&_Health,1.7,3
5,Linguistics,1.7,3
5,STEM*,1.7,3
5,Literature,1.2,2
5,Technology,1.2,2
5,Films,1.2,2
5,Computing,0.6,1
5,Internet_culture,0.6,1
5,Television,0.6,1
5,Video_games,0.6,1
6,Sports,90.5,172
6,Society,3.2,6
6,Media*,2.1,4
6,Films,1.1,2
6,Military_and_warfare,1.1,2
6,Business_and_economics,0.5,1
6,Europe*,0.5,1
6,Politics_and_government,0.5,1
6,STEM*,0.5,1
7,Music,28.9,28
7,Media*,18.6,18
7,Society,13.4,13
7,Earth_and_environment,12.4,12
7,Military_and_warfare,5.2,5
7,Politics_and_government,3.1,3
7,Architecture,3.1,3
7,History,2.1,2
7,Literature,2.1,2
7,Geographical,1.0,1
7,Business_and_economics,1.0,1
7,Films,1.0,1
7,North_America,1.0,1
7,Philosophy_and_religion,1.0,1
7,Physics,1.0,1
7,Europe*,1.0,1
7,Central_America,1.0,1
7,Southern_Europe,1.0,1
7,Sports,1.0,1
7,Visual_arts*,1.0,1
8,Society,32.9,57
8,Media*,12.1,21
8,Politics_and_government,9.8,17
8,Military_and_warfare,9.2,16
8,Literature,6.9,12
8,History,5.2,9
8,Visual_arts*,4.0,7
8,STEM*,2.9,5
8,Philosophy_and_religion,2.9,5
8,Business_and_economics,2.3,4
8,Food_and_drink,1.2,2
8,Films,1.2,2
8,Technology,1.2,2
8,Television,1.2,2
8,Music,1.2,2
8,Space,0.6,1
8,Sports,0.6,1
8,Asia*,0.6,1
8,Performing_arts,0.6,1
8,Biology,0.6,1
8,Linguistics,0.6,1
8,Internet_culture,0.6,1
8,Eastern_Europe,0.6,1
8,Computing,0.6,1
8,Medicine_&_Health,0.6,1
9,Politics_and_government,19.9,33
9,Society,10.2,17
9,Military_and_warfare,9.6,16
9,History,8.4,14
9,Media*,7.8,13
9,Medicine_&_Health,6.6,11
9,Philosophy_and_religion,5.4,9
9,Biology,5.4,9
9,Films,2.4,4
9,Sports,2.4,4
9,Business_and_economics,2.4,4
9,Space,1.8,3
9,Europe*,1.8,3
9,Internet_culture,1.8,3
9,Literature,1.8,3
9,STEM*,1.8,3
9,Geographical,1.2,2
9,North_America,1.2,2
9,Performing_arts,1.2,2
9,Video_games,0.6,1
9,Physics,0.6,1
9,Architecture,0.6,1
9,Northern_Europe,0.6,1
9,Music,0.6,1
9,Asia*,0.6,1
9,List_Disambig,0.6,1
9,Eastern_Europe,0.6,1
9,East_Asia,0.6,1
9,Comics_and_Anime,0.6,1
9,Visual_arts*,0.6,1
