modularity_class,Subtopic,Percentage,Count
0,Medicine_&_Health,26.4,48
0,Biology,14.3,26
0,Politics_and_government,11.5,21
0,Society,6.0,11
0,Media*,6.0,11
0,History,3.3,6
0,Films,2.7,5
0,Business_and_economics,2.7,5
0,Philosophy_and_religion,2.2,4
0,Transportation,2.2,4
0,Technology,2.2,4
0,Physics,2.2,4
0,Military_and_warfare,2.2,4
0,Visual_arts*,1.6,3
0,Literature,1.6,3
0,Space,1.1,2
0,Southern_Europe,1.1,2
0,STEM*,1.1,2
0,Performing_arts,1.1,2
0,Education,1.1,2
0,Food_and_drink,1.1,2
0,Engineering,1.1,2
0,Earth_and_environment,0.5,1
0,Computing,0.5,1
0,Books,0.5,1
0,Internet_culture,0.5,1
0,Fashion,0.5,1
0,Sports,0.5,1
0,Europe*,0.5,1
0,Television,0.5,1
0,East_Asia,0.5,1
1,Media*,18.1,19
1,History,15.2,16
1,Southern_Europe,15.2,16
1,Visual_arts*,6.7,7
1,Films,6.7,7
1,Politics_and_government,5.7,6
1,Philosophy_and_religion,4.8,5
1,Military_and_warfare,3.8,4
1,Biology,3.8,4
1,Architecture,2.9,3
1,Geographical,2.9,3
1,Europe*,2.9,3
1,Medicine_&_Health,1.9,2
1,Society,1.9,2
1,Literature,1.9,2
1,Food_and_drink,1.0,1
1,Earth_and_environment,1.0,1
1,Chemistry,1.0,1
1,Books,1.0,1
1,Sports,1.0,1
1,Television,1.0,1
2,Media*,33.0,120
2,History,18.4,67
2,Films,12.4,45
2,Music,7.7,28
2,Performing_arts,4.4,16
2,Literature,4.1,15
2,Sports,3.0,11
2,Politics_and_government,2.5,9
2,Visual_arts*,2.5,9
2,Philosophy_and_religion,2.2,8
2,Television,1.6,6
2,Linguistics,1.4,5
2,Southern_Europe,1.4,5
2,Business_and_economics,1.1,4
2,Medicine_&_Health,0.8,3
2,Military_and_warfare,0.8,3
2,STEM*,0.8,3
2,Society,0.8,3
2,North_America,0.3,1
2,Fashion,0.3,1
2,Europe*,0.3,1
2,Biology,0.3,1
3,Sports,64.9,50
3,Literature,6.5,5
3,Business_and_economics,5.2,4
3,Media*,5.2,4
3,Transportation,2.6,2
3,Films,1.3,1
3,Geographical,1.3,1
3,Linguistics,1.3,1
3,Fashion,1.3,1
3,Engineering,1.3,1
3,Military_and_warfare,1.3,1
3,Performing_arts,1.3,1
3,Philosophy_and_religion,1.3,1
3,STEM*,1.3,1
3,Southern_Europe,1.3,1
3,Europe*,1.3,1
3,Visual_arts*,1.3,1
4,Southern_Europe,18.3,45
4,Europe*,15.4,38
4,History,8.5,21
4,Politics_and_government,6.9,17
4,Media*,6.5,16
4,Music,4.9,12
4,Society,4.1,10
4,Sports,3.3,8
4,Earth_and_environment,3.3,8
4,Military_and_warfare,3.3,8
4,Visual_arts*,2.8,7
4,Films,2.4,6
4,STEM*,2.4,6
4,Biology,2.0,5
4,Philosophy_and_religion,1.6,4
4,Western_Europe,1.6,4
4,Food_and_drink,1.6,4
4,Business_and_economics,1.6,4
4,Medicine_&_Health,1.2,3
4,Linguistics,1.2,3
4,Geographical,1.2,3
4,Architecture,1.2,3
4,List_Disambig,0.8,2
4,Transportation,0.8,2
4,Literature,0.4,1
4,North_America,0.4,1
4,Physics,0.4,1
4,Engineering,0.4,1
4,Education,0.4,1
4,Space,0.4,1
4,Comics_and_Anime,0.4,1
5,Media*,42.3,157
5,Films,19.1,71
5,Literature,8.9,33
5,Television,3.5,13
5,History,3.5,13
5,Society,3.0,11
5,Visual_arts*,2.7,10
5,Sports,2.7,10
5,Performing_arts,2.2,8
5,Politics_and_government,1.3,5
