modularity_class,Subtopic,Percentage,Count
0,Media*,47.7,21
0,Music,29.5,13
0,Films,9.1,4
0,Society,4.5,2
0,Business_and_economics,2.3,1
0,Literature,2.3,1
0,Politics_and_government,2.3,1
0,Sports,2.3,1
1,Media*,39.1,101
1,Films,32.2,83
1,Literature,7.0,18
1,Society,5.8,15
1,Military_and_warfare,2.3,6
1,Performing_arts,2.3,6
1,History,1.9,5
1,Television,1.9,5
1,Politics_and_government,1.6,4
1,Sports,1.2,3
1,Earth_and_environment,1.2,3
1,STEM*,0.8,2
1,Transportation,0.8,2
1,Visual_arts*,0.8,2
1,Southern_Europe,0.4,1
1,Philosophy_and_religion,0.4,1
1,Video_games,0.4,1
2,Society,41.2,169
2,Media*,28.5,117
2,Music,10.2,42
2,Military_and_warfare,3.9,16
2,Films,3.4,14
2,Television,2.7,11
2,Literature,2.4,10
2,Performing_arts,2.2,9
2,STEM*,1.7,7
2,Politics_and_government,1.0,4
2,Transportation,0.5,2
2,Visual_arts*,0.5,2
2,Business_and_economics,0.2,1
2,Linguistics,0.2,1
2,Sports,0.2,1
2,Technology,0.2,1
2,Entertainment,0.2,1
2,Education,0.2,1
2,Asia*,0.2,1
3,Sports,90.3,130
3,Society,2.1,3
3,Geographical,1.4,2
3,History,1.4,2
3,Business_and_economics,0.7,1
3,Films,0.7,1
3,Music,0.7,1
3,Politics_and_government,0.7,1
3,South_America,0.7,1
3,Southern_Europe,0.7,1
3,Video_games,0.7,1
4,Politics_and_government,29.9,23
4,Philosophy_and_religion,16.9,13
4,History,15.6,12
4,Society,10.4,8
4,Literature,5.2,4
4,Military_and_warfare,5.2,4
4,Media*,3.9,3
4,Sports,1.3,1
4,Southern_Europe,1.3,1
4,STEM*,1.3,1
4,Architecture,1.3,1
4,Business_and_economics,1.3,1
4,Libraries_&_Information,1.3,1
4,Internet_culture,1.3,1
4,Computing,1.3,1
4,Comics_and_Anime,1.3,1
4,Visual_arts*,1.3,1
5,Society,41.2,117
5,Military_and_warfare,18.0,51
5,Media*,13.7,39
5,Films,12.3,35
5,Performing_arts,3.5,10
5,History,2.8,8
5,Literature,1.4,4
5,Music,1.4,4
5,STEM*,1.1,3
5,Politics_and_government,0.7,2
5,Engineering,0.7,2
5,Television,0.7,2
5,Philosophy_and_religion,0.7,2
5,Business_and_economics,0.4,1
5,Education,0.4,1
5,Linguistics,0.4,1
5,Entertainment,0.4,1
5,Western_Europe,0.4,1
6,Society,33.3,38
6,Media*,23.7,27
6,Military_and_warfare,15.8,18
6,Films,7.0,8
6,History,3.5,4
6,Technology,2.6,3
6,Biology,2.6,3
6,Medicine_&_Health,1.8,2
6,Music,1.8,2
6,Literature,0.9,1
6,Business_and_economics,0.9,1
6,Politics_and_government,0.9,1
6,Europe*,0.9,1
6,South_America,0.9,1
6,Entertainment,0.9,1
6,Television,0.9,1
6,Transportation,0.9,1
6,Visual_arts*,0.9,1
7,Transportation,32.2,49
7,Engineering,30.3,46
7,Military_and_warfare,5.9,9
7,Technology,5.3,8
7,Society,5.3,8
7,Politics_and_government,4.6,7
7,Philosophy_and_religion,2.6,4
7,Medicine_&_Health,2.0,3
7,Visual_arts*,2.0,3
7,Business_and_economics,2.0,3
7,Geographical,1.3,2
7,STEM*,1.3,2
7,Literature,0.7,1
7,Biology,0.7,1
7,Physics,0.7,1
7,Computing,0.7,1
7,Central_Asia,0.7,1
7,Sports,0.7,1
7,Central_America,0.7,1
7,Asia*,0.7,1
8,Society,37.5,3
8,Films,25.0,2
8,Media*,25.0,2
8,Business_and_economics,12.5,1
9,Philosophy_and_religion,36.5,54
9,History,20.3,30
9,Society,6.8,10
9,Space,5.4,8
9,Literature,4.1,6
9,Visual_arts*,3.4,5
9,STEM*,3.4,5
9,Military_and_warfare,2.7,4
9,Food_and_drink,2.7,4
9,Politics_and_government,2.0,3
9,Transportation,2.0,3
9,Music,2.0,3
9,Linguistics,1.4,2
9,Media*,1.4,2
9,Technology,0.7,1
9,Architecture,0.7,1
9,Performing_arts,0.7,1
9,Biology,0.7,1
9,List_Disambig,0.7,1
9,Geographical,0.7,1
9,Europe*,0.7,1
9,Computing,0.7,1
9,West_Asia,0.7,1
10,Sports,85.6,77
10,Media*,3.3,3
10,Europe*,2.2,2
10,Politics_and_government,2.2,2
10,Films,1.1,1
10,History,1.1,1
10,Literature,1.1,1
10,Military_and_warfare,1.1,1
10,Society,1.1,1
10,Television,1.1,1
11,Sports,74.6,47
11,Media*,9.5,6
11,Society,9.5,6
11,Music,3.2,2
11,Films,1.6,1
11,Visual_arts*,1.6,1
12,Sports,59.7,40
12,Society,28.4,19
12,Films,3.0,2
12,STEM*,3.0,2
12,Business_and_economics,1.5,1
12,Military_and_warfare,1.5,1
12,Technology,1.5,1
12,Western_Europe,1.5,1
13,Society,43.7,45
13,Military_and_warfare,24.3,25
13,History,5.8,6
13,Linguistics,3.9,4
13,Media*,2.9,3
13,Performing_arts,2.9,3
13,Politics_and_government,2.9,3
13,Visual_arts*,2.9,3
13,STEM*,1.9,2
13,Technology,1.9,2
13,Transportation,1.9,2
13,Europe*,1.0,1
13,Films,1.0,1
13,Literature,1.0,1
13,Philosophy_and_religion,1.0,1
13,Space,1.0,1
14,Sports,89.4,59
14,Society,6.1,4
14,Fashion,1.5,1
14,Visual_arts*,1.5,1
14,Western_Europe,1.5,1
15,Military_and_warfare,35.6,69
15,Society,27.8,54
15,Media*,6.2,12
15,Business_and_economics,4.6,9
15,History,3.6,7
15,Transportation,3.1,6
15,Films,3.1,6
15,Politics_and_government,2.6,5
15,Biology,2.6,5
15,Music,2.1,4
15,STEM*,1.5,3
15,Food_and_drink,1.5,3
15,Performing_arts,1.0,2
15,Medicine_&_Health,1.0,2
15,Literature,0.5,1
15,Engineering,0.5,1
15,Earth_and_environment,0.5,1
15,Space,0.5,1
15,Sports,0.5,1
15,Technology,0.5,1
15,Architecture,0.5,1
16,Transportation,33.3,18
16,Society,16.7,9
16,Politics_and_government,13.0,7
16,Chemistry,9.3,5
16,Military_and_warfare,7.4,4
16,Central_Asia,3.7,2
16,Engineering,3.7,2
16,Architecture,1.9,1
16,Biology,1.9,1
16,History,1.9,1
16,List_Disambig,1.9,1
16,Literature,1.9,1
16,Media*,1.9,1
16,Technology,1.9,1
17,Space,14.1,10
17,Physics,12.7,9
17,Society,9.9,7
17,Technology,8.5,6
17,Military_and_warfare,7.0,5
17,Philosophy_and_religion,5.6,4
17,Transportation,5.6,4
17,Visual_arts*,5.6,4
17,Medicine_&_Health,5.6,4
17,Chemistry,4.2,3
17,Politics_and_government,4.2,3
17,STEM*,4.2,3
17,Engineering,4.2,3
17,Media*,2.8,2
17,Business_and_economics,2.8,2
17,Literature,1.4,1
17,Computing,1.4,1
18,Society,41.4,75
18,Military_and_warfare,17.7,32
18,Politics_and_government,9.4,17
18,STEM*,5.0,9
18,Media*,3.3,6
18,Philosophy_and_religion,2.8,5
18,Visual_arts*,2.8,5
18,Business_and_economics,2.8,5
18,Transportation,1.7,3
18,Films,1.7,3
18,History,1.7,3
18,Biology,1.1,2
18,Music,1.1,2
18,Sports,1.1,2
18,Earth_and_environment,1.1,2
18,Geographical,0.6,1
18,Books,0.6,1
18,Television,0.6,1
18,Technology,0.6,1
18,Engineering,0.6,1
18,Oceania,0.6,1
18,North_America,0.6,1
18,Medicine_&_Health,0.6,1
18,Libraries_&_Information,0.6,1
18,Architecture,0.6,1
19,Society,34.9,30
19,Media*,27.9,24
19,Films,12.8,11
19,Military_and_warfare,10.5,9
19,Literature,3.5,3
19,History,2.3,2
19,Performing_arts,2.3,2
19,Business_and_economics,1.2,1
19,Entertainment,1.2,1
19,Internet_culture,1.2,1
19,Music,1.2,1
19,Video_games,1.2,1
20,Military_and_warfare,27.8,10
20,Technology,22.2,8
20,Society,13.9,5
20,Transportation,13.9,5
20,Politics_and_government,5.6,2
20,Computing,2.8,1
20,Europe*,2.8,1
20,Linguistics,2.8,1
20,Media*,2.8,1
20,STEM*,2.8,1
20,Visual_arts*,2.8,1
21,Sports,76.3,58
21,Society,17.1,13
21,STEM*,2.6,2
21,Europe*,1.3,1
21,Media*,1.3,1
21,Transportation,1.3,1
22,Society,46.6,27
22,Military_and_warfare,27.6,16
22,Sports,6.9,4
22,History,5.2,3
22,STEM*,5.2,3
22,Philosophy_and_religion,3.4,2
22,Films,1.7,1
22,Media*,1.7,1
22,Visual_arts*,1.7,1
23,Society,19.5,15
23,Military_and_warfare,19.5,15
23,Politics_and_government,11.7,9
23,Chemistry,9.1,7
23,History,7.8,6
23,Technology,3.9,3
23,Films,3.9,3
23,Medicine_&_Health,2.6,2
23,Transportation,2.6,2
23,Linguistics,2.6,2
23,Media*,2.6,2
23,Philosophy_and_religion,2.6,2
23,Space,1.3,1
23,South_Asia,1.3,1
23,Business_and_economics,1.3,1
23,STEM*,1.3,1
23,Geographical,1.3,1
23,Europe*,1.3,1
23,Eastern_Europe,1.3,1
23,Earth_and_environment,1.3,1
23,Visual_arts*,1.3,1
24,Films,24.6,15
24,Media*,24.6,15
24,Society,11.5,7
24,Space,11.5,7
24,Transportation,6.6,4
24,Military_and_warfare,4.9,3
24,Technology,3.3,2
24,Television,3.3,2
24,Business_and_economics,1.6,1
24,Europe*,1.6,1
24,Geographical,1.6,1
24,Literature,1.6,1
24,Performing_arts,1.6,1
24,STEM*,1.6,1
25,Military_and_warfare,38.6,22
25,Society,26.3,15
25,Films,7.0,4
25,Europe*,5.3,3
25,History,5.3,3
25,Media*,5.3,3
25,Philosophy_and_religion,5.3,3
25,Politics_and_government,3.5,2
25,Sports,1.8,1
25,Transportation,1.8,1
26,Society,32.3,20
26,Media*,21.0,13
26,Films,14.5,9
26,STEM*,6.5,4
26,Politics_and_government,4.8,3
26,Business_and_economics,3.2,2
26,Entertainment,3.2,2
26,History,3.2,2
26,Engineering,1.6,1
26,Medicine_&_Health,1.6,1
26,Military_and_warfare,1.6,1
26,Music,1.6,1
26,Oceania,1.6,1
26,Television,1.6,1
26,Visual_arts*,1.6,1
27,Media*,26.7,4
27,Films,20.0,3
27,History,13.3,2
27,Literature,13.3,2
27,Military_and_warfare,13.3,2
27,Politics_and_government,6.7,1
27,Television,6.7,1
28,Society,26.8,19
28,Philosophy_and_religion,19.7,14
28,Military_and_warfare,16.9,12
