,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
48,Лавра,48,3,2,494.43685052382614,Q824786
173,Охрана окружающей среды,173,16,6,71334.53458182505,Q832237
191,Страна,191,9,0,25416.913364053507,Q6256
372,Древнеегипетская религия,372,6,18,4787.431784546913,Q447131
475,Авеста,475,2,5,0.0,Q83426
611,Аввакум Петров,611,4,2,21953.515162218548,Q318473
690,Хронологическая таблица,690,1,5,0.0,Q27305
849,Белорусский алфавит,849,3,10,4244.7869870670165,Q792216
893,Классическая механика,893,9,5,9490.003553000482,Q11397
909,Модем,909,8,7,46224.26499532941,Q5607
1052,Картография,1052,11,6,16086.182091285054,Q42515
1090,Тегеран-43,1090,3,2,2602.0,Q1125687
1182,"Стриженов, Глеб Александрович",1182,1,2,0.0,Q4443978
1204,Философ,1204,16,5,81651.33438320115,Q4964182
1219,Анаксимандр,1219,11,5,32292.676137781003,Q42458
1227,Парменид,1227,4,5,0.0,Q125551
1402,Музей,1402,8,4,66172.12999622273,Q33506
1454,Астролябия,1454,3,5,5171.168623318857,Q164992
1644,"Чирков, Борис Петрович",1644,3,10,31712.76320466265,Q584450
1754,Мокошь,1754,4,10,14386.994554110963,Q817358
2583,Линейная алгебра,2583,7,6,4338.9959163791345,Q82571
2768,Коморы,2768,3,2,10399.0,Q970
2879,Древнегреческая философия,2879,12,5,48173.074615222606,Q999259
2968,Натурфилософия,2968,13,5,24963.826220427287,Q269323
3042,Плутарх,3042,10,5,41348.26420310623,Q41523
3074,Теофраст,3074,6,5,15193.495263393586,Q160362
3078,Хрисипп,3078,2,5,30.38244077729855,Q211411
3132,Гипатия,3132,3,6,5203.0,Q11903
3149,Освоение космоса,3149,9,9,28322.417100671937,Q180046
3341,Вселенские соборы,3341,8,2,10149.661020230895,Q51645
3373,География США,3373,7,6,21192.4893043996,Q272160
3689,Суперкомпьютер,3689,5,7,13605.366324798908,Q121117
3741,Речь,3741,9,13,32971.423975865684,Q52946
3883,Компьютерная память,3883,11,7,11334.292697994544,Q66221
4036,Западно-Сибирская равнина,4036,3,6,1362.8803423784107,Q191566
4425,Море Лаптевых,4425,5,18,4129.981459357357,Q7988
4428,Чукотское море,4428,5,18,3583.197554938255,Q159252
4438,Берингово море,4438,5,18,9605.08758099932,Q44725
4456,Японское море,4456,9,10,32067.411677819622,Q27092
4496,Бейсик,4496,5,6,7977.1000530617275,Q42979
4500,Ада (язык программирования),4500,4,6,2116.230289339465,Q154755
4679,Конфликт,4679,3,0,2769.011506850549,Q180684
4727,"Флоренский, Павел Александрович",4727,3,5,4891.774591965809,Q336769
5236,Фундаментальные взаимодействия,5236,10,5,16416.653144733165,Q104934
6037,"Опарин, Александр Иванович",6037,1,1,0.0,Q44483
6340,Официальный язык,6340,6,10,7586.292573949994,Q23492
6499,"Джанибеков, Владимир Александрович",6499,2,8,18172.0,Q466513
6605,"Гречко, Георгий Михайлович",6605,2,9,1835.7886295652474,Q434555
6628,"Николаев, Андриян Григорьевич",6628,2,9,3228.795031831953,Q312474
7235,"Каденюк, Леонид Константинович",7235,1,8,0.0,Q382150
7245,Международные отношения,7245,6,0,9102.020979348228,Q166542
7327,Бонистика,7327,2,23,2602.0,Q646836
7374,"Васютин, Владимир Владимирович",7374,3,8,15587.0,Q708689
7516,Дыхание,7516,3,5,648.9013815726745,Q9530
7553,Сербия и Черногория,7553,3,12,6129.697348892926,Q37024
7676,Системное программное обеспечение,7676,4,7,1889.9667542235952,Q676202
8025,Окружающая среда,8025,12,6,25263.41634201296,Q43619
8149,Якуб Колас,8149,5,23,7832.705015246199,Q483709
8218,Индийская философия,8218,3,5,2945.461636847546,Q376022
8325,Адрон,8325,8,5,3754.2715237924235,Q101667
8327,Атомное ядро,8327,15,5,24836.230559711537,Q37147
8438,Арифметика,8438,11,6,40013.126979777415,Q11205
8519,Симметрия,8519,10,5,87793.54854888852,Q12485
8591,Предложение (лингвистика),8591,8,13,10934.33747425397,Q41796
8614,Этология,8614,11,5,5217.685256490986,Q7155
8676,Восток (космический корабль),8676,2,9,5454.134541616639,Q624038
8806,"Планк, Макс",8806,8,5,12263.858990570152,Q9021
8892,Пунктуация,8892,4,13,2970.970035596996,Q82622
9175,Квантовая гравитация,9175,6,5,12982.884033240502,Q234181
9360,Полиграфия,9360,6,23,18272.948279657558,Q11892257
9461,Рынок,9461,13,0,8659.18718804031,Q37654
9553,Вояджер,9553,4,9,6887.620425906109,Q155311
9555,Вояджер-2,9555,3,9,839.9833980572935,Q48475
9649,Хайле Селассие,9649,1,1,0.0,Q41178
10126,Долина,10126,1,6,0.0,Q39816
10293,Скандий,10293,9,5,2614.9828265497463,Q713
10511,Германий,10511,17,5,89838.05619364974,Q867
10613,Прямоугольник,10613,6,6,2841.0008686911983,Q209
10618,Ромб,10618,10,6,11237.870980971284,Q41159
10624,Четырёхугольник,10624,9,6,2789.6711021115657,Q36810
10630,Угол,10630,15,6,27524.875827731936,Q11352
10841,Файл,10841,4,7,5387.663051904528,Q82753
10941,История письменности,10941,4,23,4698.749352998801,Q1340267
11014,Морфология,11014,2,5,0.0,Q178224
11107,"Рыбалко, Павел Семёнович",11107,3,8,323.1386765012435,Q1332642
11295,Народная песня,11295,3,10,444.4174774786619,Q943929
11398,Ария (группа),11398,3,11,19062.16060646411,Q785828
11656,Бровары,11656,1,18,0.0,Q841026
11681,Александрийская православная церковь,11681,17,2,43808.45579342408,Q251268
11741,Гринпис,11741,8,6,10097.560116602062,Q81307
11800,Нейтрон,11800,8,5,6735.37840234018,Q2348
11938,Маглев,11938,1,5,0.0,Q160047
11999,Подлежащее,11999,2,13,433.77048919732937,Q164573
12182,Морфология (биология),12182,8,5,4252.743535188663,Q183252
12211,Неорганическая химия,12211,9,5,14658.290905634209,Q11165
12249,Гедимин,12249,4,23,12996.0,Q244852
12266,Кулон,12266,1,5,0.0,Q25406
12286,Стронций,12286,9,5,6826.570917837108,Q938
12378,Генетическая инженерия,12378,6,5,34541.559003058566,Q159236
12498,Формула Герона,12498,2,6,0.0,Q182714
12519,Тропический циклон,12519,14,6,112926.84132458852,Q8092
12647,Гуманистическая психология,12647,2,5,1443.2618745058894,Q23364
13034,Гипербола (математика),13034,6,6,8633.808759854357,Q165301
13164,Света (певица),13164,1,11,0.0,Q4410254
13588,Чувашский язык,13588,1,10,0.0,Q33348
13743,Шаманизм,13743,8,18,23455.75131982144,Q42042
13907,Наибольший общий делитель,13907,3,6,5201.999999999999,Q131752
13910,Рений,13910,11,5,9031.753790408833,Q737
13927,Астат,13927,8,5,686.065028068177,Q999
13930,Радий,13930,9,5,9146.246153006463,Q1128
14101,Гипотенуза,14101,1,6,0.0,Q104962
14157,Европейский парламент,14157,11,0,30480.410719632677,Q8889
14162,Наименьшее общее кратное,14162,2,6,0.0,Q102761
14228,Линия перемены даты,14228,7,18,21112.61007779385,Q131389
14498,Циклопы,14498,6,5,6943.557599571024,Q128430
14822,"Родина (партия, Россия)",14822,20,1,7662.219116886039,Q1190255
