modularity_class,Subtopic,Percentage,Count
0,Sports,87.6,550
0,Media*,1.8,11
0,Southern_Europe,1.1,7
0,Europe*,1.0,6
0,Visual_arts*,0.8,5
0,Business_and_economics,0.6,4
0,Films,0.6,4
0,Linguistics,0.6,4
0,Society,0.6,4
0,STEM*,0.6,4
0,Performing_arts,0.5,3
0,Western_Europe,0.5,3
0,Music,0.5,3
0,Medicine_&_Health,0.5,3
0,Literature,0.5,3
0,History,0.5,3
0,South_America,0.3,2
0,Geographical,0.3,2
0,Transportation,0.3,2
0,Computing,0.2,1
0,Politics_and_government,0.2,1
0,Television,0.2,1
0,Engineering,0.2,1
0,Northern_Europe,0.2,1
1,Visual_arts*,10.4,66
1,Business_and_economics,10.3,65
1,History,9.8,62
1,Medicine_&_Health,7.3,46
1,Politics_and_government,7.0,44
1,Philosophy_and_religion,6.0,38
1,Media*,5.1,32
1,Society,4.4,28
1,Earth_and_environment,3.2,20
1,Technology,3.2,20
1,Southern_Europe,3.2,20
1,Biology,2.8,18
1,Architecture,2.7,17
1,Literature,2.2,14
1,Space,2.2,14
1,Physics,2.1,13
1,Chemistry,2.1,13
1,Sports,1.7,11
1,Transportation,1.6,10
1,Military_and_warfare,1.6,10
1,STEM*,1.6,10
1,Europe*,1.4,9
1,Engineering,1.1,7
1,Films,0.9,6
1,Food_and_drink,0.9,6
1,Geographical,0.8,5
1,Music,0.8,5
1,Computing,0.5,3
1,South_Asia,0.3,2
1,Western_Europe,0.3,2
1,Performing_arts,0.3,2
1,Asia*,0.3,2
1,Education,0.3,2
1,Northern_Europe,0.2,1
1,North_America,0.2,1
1,List_Disambig,0.2,1
1,Linguistics,0.2,1
1,Internet_culture,0.2,1
1,Fashion,0.2,1
1,Television,0.2,1
1,East_Asia,0.2,1
1,Books,0.2,1
1,Mathematics,0.2,1
2,Media*,41.1,399
2,Films,20.8,202
2,Literature,6.5,63
2,Television,5.2,50
2,Performing_arts,4.8,47
2,History,3.5,34
2,Visual_arts*,2.5,24
2,Music,1.6,16
2,Society,1.5,15
2,Business_and_economics,1.1,11
2,Computing,1.0,10
2,Politics_and_government,1.0,10
2,Sports,0.8,8
2,Philosophy_and_religion,0.8,8
2,North_America,0.7,7
2,Video_games,0.7,7
2,Geographical,0.6,6
2,Transportation,0.5,5
