Id,Label,timeset,modularity_class,wID,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
6947166,The_Nifty_Nineties,,24,6947166,3,24,0.093587,0.102295,52319
46389968,John_Hussey_(American_football_official),,29,46389968,1,22,0.121464,0.138152,0
1263594,Seychelles_national_football_team,,45,1263594,19,23,0.110045,0.128009,8738
4634230,Emmaline_Henry,,9,4634230,1,25,0.096157,0.105602,0
49252552,Chidozie_Awaziem,,45,49252552,2,24,0.09914,0.11078,0
1148654,Battle_of_Rabaul_(1942),,40,1148654,1,25,0.084173,0.089871,0
42429912,Arina_Averina,,13,42429912,7,25,0.083123,0.09062,1092.283333
34911226,James_Tedesco,,10,34911226,3,22,0.09364,0.103039,30548
1874546,Arizona_Stadium,,19,1874546,8,21,0.135783,0.171574,3849.826849
26608934,Eyewall_replacement_cycle,,3,26608934,13,21,0.128767,0.154748,6192.313448
32368376,Outline_of_the_September_11_attacks,,5,32368376,23,19,0.129869,0.153483,21685.916785
23498576,Raymore_Drive,,3,23498576,3,22,0.115011,0.132081,0
42526094,Belgium_national_football_team_records_and_statistics,,46,42526094,1,24,0.096157,0.105659,0
35510968,Jerry_Reed_discography,,9,35510968,1,22,0.123408,0.140014,0
14270662,2008_Italian_Grand_Prix,,14,14270662,3,26,0.08008,0.086199,8738
2593926,Kingsmill_massacre,,48,2593926,3,21,0.102346,0.110708,13106
27919944,Beno?t_Paire,,32,27919944,5,23,0.098366,0.110288,106861.891537
408016,Mike_Castle,,35,408016,1,24,0.08222,0.08956,0
10652530,2004_Cleveland_Browns_season,,15,10652530,8,21,0.130376,0.15747,0
50946840,Mac_Miller_production_discography,,42,50946840,29,20,0.124084,0.143726,3451.662739
34771400,Roger_Tuivasa-Sheck,,10,34771400,3,22,0.093613,0.102738,0.5
37807154,Hroniss_Grasu,,15,37807154,9,21,0.138921,0.170078,5124.998862
1266124,Rob_Davis_(musician),,22,1266124,1,24,0.095395,0.10323,0
18895212,Shamus_(film),,9,18895212,2,22,0.130082,0.15349,0
3426562,K._T._Stevens,,9,3426562,2,29,0.068527,0.072116,4370
5796580,Project_Runway_(season_1),,29,5796580,18,23,0.105915,0.120232,0
1482874,Saratoga_Trunk,,12,1482874,2,24,0.095489,0.102249,4017.051527
8384094,"Glory,_Glory_(fight_song)",,19,8384094,3,21,0.129125,0.155111,0
35845624,2012_JPMorgan_Chase_trading_loss,,27,35845624,1,24,0.088545,0.094871,0
23315594,Utegate,,41,23315594,2,21,0.110555,0.122963,4370
4272946,Philippine_Area_of_Responsibility,,3,4272946,2,22,0.112934,0.127952,0.416667
46227806,Henry_Anderson_(American_football),,15,46227806,9,22,0.126707,0.150917,0.111111
3970700,Lois_Andrews,,9,3970700,2,27,0.079818,0.085069,0
25678472,Naz_Foundation_(India)_Trust,,21,25678472,9,21,0.104921,0.116155,1251.891645
11084010,Florence_(given_name),,3,11084010,2,22,0.1154,0.131168,1.142857
21156182,Jeff_Grimes,,19,21156182,7,21,0.132354,0.163928,1224.770101
38373890,Mo_Cowan,,35,38373890,3,24,0.085097,0.093991,0
1204876,Madagascar_national_football_team,,45,1204876,20,23,0.110312,0.129196,55416.716447
26518740,Chad_Hall,,15,26518740,2,23,0.108022,0.123141,0
39593620,"List_of_cultural_heritage_sites_in_Punjab,_Pakistan",,21,39593620,1,27,0.066226,0.069962,0
19266144,Improbable_(The_X-Files),,9,19266144,2,22,0.130082,0.15349,0
6855420,Ayesha_Kapur,,21,6855420,1,22,0.095245,0.103344,0
37902068,List_of_counties_by_U.S._state_and_territory,,9,37902068,1,24,0.104186,0.114682,0
49839512,Enric_Mas,,36,49839512,2,30,0.06242,0.06563,4370
50562628,Cedric_Teuchert,,46,50562628,1,25,0.088712,0.098161,0
7390824,Bob_Glidden,,20,7390824,4,24,0.089964,0.097325,8739
53915390,Jordan_Evans_(American_football),,37,53915390,10,22,0.120224,0.142475,360.82924
44290416,Amy_Olson,,16,44290416,3,22,0.107185,0.120886,0
870738,Dominic_Kinnear,,29,870738,2,23,0.104662,0.117743,0
41224170,Marlon_James_(novelist),,19,41224170,1,24,0.095102,0.104459,0
18940624,Amnesty,,35,18940624,4,22,0.095906,0.10667,13271.720923
21151614,All-WNBA_Team,,6,21151614,5,21,0.116392,0.13365,943.472589
17257508,Abigail_Kinoiki_Kekaulike_Kaw?nanakoa,,23,17257508,4,27,0.076491,0.081844,0
53339612,2017_Rugby_Championship,,26,53339612,15,24,0.079146,0.087481,46748.116667
1173854,Tourist_guy,,5,1173854,28,19,0.130287,0.154707,364.234823
52457228,Mayans_M.C.,,41,52457228,1,24,0.083061,0.088154,0
3320006,Williamstown_Football_Club,,8,3320006,2,24,0.101769,0.117435,0
6939396,South_American_coati,,9,6939396,1,27,0.078862,0.083243,0
42626598,Jeremy_McGovern,,8,42626598,16,23,0.112559,0.136059,30551.281968
8665998,Tyson_Goldsack,,8,8665998,14,23,0.118046,0.144965,52650.341459
2156608,Rodney_Bewes,,1,2156608,2,27,0.076861,0.081654,4370
224694,Radio_network,,15,224694,14,20,0.14254,0.169906,44446.304269
371548,"Combat_Zone,_Boston",,27,371548,3,23,0.104305,0.116235,13106
3201036,John_Carter_Cash,,22,3201036,1,23,0.110585,0.122662,0
769530,Lockheed_LC-130,,44,769530,1,23,0.101401,0.111618,0
23967594,Jennifer_Beattie,,19,23967594,2,26,0.086194,0.094213,0
35075784,George_Zimmerman,,11,35075784,1,18,0.145943,0.169493,0
40343640,The_Elizabeth_Smart_Story,,23,40343640,3,30,0.062258,0.065512,0
432374,HMAS_AE1,,30,432374,3,25,0.086004,0.092607,4370
6159402,Northern_Mariana_Islands_national_football_team,,45,6159402,3,26,0.082792,0.089622,4370
2198410,Billy_Redden,,9,2198410,5,23,0.116337,0.132402,16.75
127256,"Brentwood,_New_York",,11,127256,1,23,0.092453,0.099104,0
55679810,Frank_Camacho,,29,55679810,1,25,0.087551,0.095166,0
3762624,Navajo_Joe,,9,3762624,4,21,0.139684,0.165081,692.558616
43692710,Boston_College?Holy_Cross_football_rivalry,,19,43692710,1,23,0.114996,0.134512,0
109396,"Hobe_Sound,_Florida",,9,109396,2,22,0.131395,0.155032,0
8324498,List_of_retired_Pacific_hurricane_names,,3,8324498,10,21,0.125571,0.149518,194.241157
13055518,Hurricane_Felix,,3,13055518,26,21,0.134113,0.163914,3146.056464
789420,Leleiohoku_II,,23,789420,1,30,0.062245,0.065076,0
9551038,Black_Sunday_(1977_film),,15,9551038,4,20,0.141663,0.1656,2903.893558
31252592,The_Ghost_Train_(1931_film),,12,31252592,3,25,0.094527,0.103184,0
468360,Fred_Upton,,35,468360,11,23,0.089592,0.100614,13133.993531
15108852,Temple_of_Music,,23,15108852,3,25,0.090172,0.098132,0
5262704,William_E._Lori,,28,5262704,2,31,0.060395,0.063473,8738
44202866,Alan_Eustace,,33,44202866,3,24,0.088582,0.095084,4370
28284492,Juan_Sebasti?n_Cabal,,32,28284492,6,25,0.083572,0.092032,17552.172066
49969940,Miss_America_2017,,4,49969940,52,21,0.125029,0.149203,13005.643517
28156,Salem_al-Hazmi,,5,28156,12,19,0.129773,0.150294,1459.79868
5876742,Interstate_95_in_South_Carolina,,3,5876742,5,21,0.124084,0.142723,946.624495
28070,Communication_during_the_September_11_attacks,,5,28070,32,19,0.1304,0.155602,19354.845151
25448862,Alexander_Kellner,,31,25448862,7,29,0.062437,0.068207,1448.619048
8725622,Segestria_florentina,,48,8725622,1,21,0.105679,0.115582,0
31120442,Jerrold_Tarog,,21,31120442,2,21,0.107687,0.118359,4370
1456454,Jim_Fassel,,15,1456454,7,21,0.129297,0.152256,9937.597511
28178642,Dzsenifer_Marozs?n,,19,28178642,3,23,0.116213,0.137735,17468
2134800,Rasheed_Marshall,,19,2134800,1,22,0.123429,0.147646,0
57317280,Queen_America,,22,57317280,1,23,0.107711,0.116665,0
351930,The_Protectors,,12,351930,4,30,0.061764,0.065944,17473
58433730,Kate_Courtney_(cyclist),,13,58433730,2,27,0.071331,0.076171,0
42417070,Maritime_Squadron_of_the_Armed_Forces_of_Malta,,12,42417070,2,31,0.05815,0.06105,0
28372628,Haska_Meyna_wedding_party_airstrike,,5,28372628,2,19,0.128491,0.144432,0
5308244,Simcha_Felder,,2,5308244,10,22,0.097831,0.107764,432.112745
1293500,NFL_Films,,27,1293500,4,19,0.14606,0.170841,26313.579263
123870,"Fremont,_Nebraska",,4,123870,3,22,0.111108,0.124753,17471
31640118,Matt_Bosher,,19,31640118,9,22,0.132962,0.15681,116222.158158
19337214,"Corrina,_Corrina_(film)",,9,19337214,1,30,0.064133,0.066942,0
13271870,Ahna_Capri,,9,13271870,3,22,0.130151,0.153946,8517.199111
25526560,Mario_Gavranovi?,,46,25526560,5,23,0.107485,0.123391,40444.397281
9097942,The_Quiller_Memorandum,,12,9097942,4,29,0.065808,0.070594,21837
31159404,List_of_Auburn_Tigers_head_football_coaches,,19,31159404,4,21,0.126979,0.15071,797.580513
13281082,List_of_Virginia_Tech_IMG_Sports_Network_stations,,19,13281082,5,22,0.11802,0.139486,98.247749
242702,Monkeypox,,21,242702,2,22,0.097228,0.104905,4370
18505502,Higenamine,,42,18505502,1,22,0.106834,0.117656,0
56808650,Greedy_Williams,,19,56808650,8,21,0.134625,0.16305,10437.966377
5816902,Jan_Murray,,9,5816902,1,22,0.130035,0.153198,0
23562494,Project_Runway_(season_6),,29,23562494,18,23,0.105915,0.120232,0
3350098,Sam_Whiskey,,9,3350098,3,22,0.130093,0.153661,0
38300100,David_Quessenberry,,15,38300100,6,22,0.12436,0.145552,787.649655
40169918,Freddie_Veseli,,46,40169918,4,25,0.089458,0.099547,1422.955043
4529108,Pacific_Division_(NHL),,34,4529108,9,29,0.064592,0.072371,145.69697
13351372,Project_Runway_(season_4),,29,13351372,18,23,0.105915,0.120232,0
1653508,Wendy_Pepper,,29,1653508,18,23,0.105915,0.120232,0
3740032,Desperate_(film),,9,3740032,5,25,0.094966,0.104442,26591.433333
456168,Mark_Lamarr,,41,456168,4,23,0.090615,0.097854,17473
35270284,Jonathan_Capehart,,11,35270284,2,22,0.113977,0.127174,4370
24964834,Bob_Shoop,,19,24964834,3,21,0.131756,0.159108,514.815289
14650,Indonesian_National_Armed_Forces,,12,14650,3,24,0.085984,0.092607,0
5900240,Cynthia_McFadden,,11,5900240,2,22,0.097825,0.104982,8738
35410766,George_McCaskey,,15,35410766,12,21,0.14075,0.175882,525.797077
30330896,Caroline_Dries,,5,30330896,1,21,0.103541,0.114061,0
50157132,Francis_Perron,,34,50157132,2,28,0.068973,0.076248,0
31474340,Brian_Loughnane,,41,31474340,1,24,0.08304,0.087996,0
495296,Kimiko_Date,,32,495296,2,25,0.078585,0.084845,0
51411910,Myles_Gaskin,,19,51411910,4,21,0.128517,0.154938,2155.49242
599992,Robert_Stigwood,,22,599992,2,23,0.088173,0.094598,8738
50389534,Canvas_Stadium,,19,50389534,5,21,0.137939,0.169905,6811.830563
5380540,Anitra_Ford,,9,5380540,1,23,0.115293,0.13042,0
56196178,2018_Evian_Championship,,16,56196178,6,22,0.107193,0.121229,3623.166667
25846930,Tom_McEwen_(drag_racer),,20,25846930,2,24,0.089957,0.09702,0
23643784,Effects_of_Hurricane_Hazel_in_Canada,,3,23643784,4,22,0.115296,0.132948,402038
1372732,Instituto_Butantan,,31,1372732,2,30,0.058789,0.063428,0
37312026,Lewis_Hornby,,46,37312026,2,26,0.080456,0.087254,4370
12186508,Jon_Condo,,15,12186508,1,21,0.129827,0.151903,0
34256214,Elliot_Yeo,,8,34256214,12,24,0.101938,0.12023,410.667129
10040990,1995_Ryder_Cup,,16,10040990,8,23,0.096937,0.108393,56588.466667
53979852,Atif_Mian,,35,53979852,3,23,0.089724,0.098317,8739
51638648,Jerod_Evans,,19,51638648,3,22,0.120175,0.14248,29.156895
42210630,Albian_Ajeti,,46,42210630,3,23,0.104682,0.117633,11857.427084
1460248,Ontario_Superior_Court_of_Justice,,34,1460248,5,24,0.09439,0.104969,322200
134490,"Pawleys_Island,_South_Carolina",,3,134490,7,21,0.127721,0.149724,1722.734978
605676,Them!,,9,605676,4,27,0.07908,0.084219,13107
14990732,2008_New_York_Jets_season,,15,14990732,24,20,0.143854,0.178349,10319.313833
2116084,Kara_Lawson,,6,2116084,4,21,0.129519,0.156319,14250.982401
7891368,Vincent_Simone,,36,7891368,24,24,0.099481,0.113934,4761.909091
40350832,Strictly_Come_Dancing_(series_11),,36,40350832,26,24,0.100181,0.11562,20728.133127
9430036,List_of_Grand_Slam_singles_champions_by_country,,32,9430036,5,23,0.098256,0.107645,37010.440977
2941202,Cameron_Ciraldo,,10,2941202,1,23,0.085624,0.092188,0
25398680,Mack_Miller,,42,25398680,1,21,0.116769,0.131856,0
3357322,Jay_Cutler,,15,3357322,22,21,0.142946,0.181849,29260.425109
446872,Tha_Dogg_Pound,,42,446872,4,21,0.116778,0.1322,0.75
54060932,Burt_Reynolds_filmography,,9,54060932,79,21,0.143035,0.179983,256336.41524
10318642,Robert_Smith_(running_back),,19,10318642,6,20,0.137561,0.16499,10739.592371
2724108,Moondial_(TV_serial),,12,2724108,2,31,0.058175,0.061434,4370
889148,Southeast_Asia_Treaty_Organization,,21,889148,1,27,0.065229,0.068816,0
13286294,Otto_the_Orange,,19,13286294,5,21,0.126027,0.151342,75.558202
58424644,I_Love_It_(Kanye_West_and_Lil_Pump_song),,42,58424644,3,25,0.08145,0.086614,8739
23363890,Yogyakarta_Principles,,21,23363890,5,20,0.116622,0.129812,4.25
55263014,J._K._Dobbins,,19,55263014,2,21,0.123888,0.144699,4370
1505440,Rowing,,13,1505440,2,22,0.110382,0.125222,143154
5144976,Drenica,,46,5144976,3,25,0.090585,0.10069,2184.5
44801688,Ferial_Govashiri,,35,44801688,4,21,0.105052,0.11585,476.224625
3969018,Tampere_Stadium,,46,3969018,1,27,0.075061,0.08071,0
34773520,Dan_Sarginson,,10,34773520,1,23,0.085624,0.092284,0
47138390,The_Greg_Gutfeld_Show,,27,47138390,2,26,0.08564,0.092055,4370
48268960,Daniil_Medvedev,,32,48268960,3,25,0.083074,0.090659,23882.492361
708720,Governor_of_Puerto_Rico,,2,708720,8,22,0.117532,0.135552,71657.254521
3188952,Marshall_Thompson,,9,3188952,2,24,0.105168,0.116477,4370
128112,"Swansboro,_North_Carolina",,3,128112,8,21,0.128642,0.152328,448.941453
53237060,Fr?d?ric_Vasseur,,14,53237060,5,25,0.089515,0.098706,9915.230006
229108,David_Trimble,,48,229108,3,18,0.147281,0.172803,491605.015334
415250,Big_Eight_Conference,,19,415250,19,21,0.140244,0.180383,45546.337095
36746412,Yekaterina_Samutsevich,,41,36746412,2,23,0.090581,0.097391,0
6322722,Broken_Bridges,,9,6322722,2,22,0.130082,0.15349,0
2151676,Virginia_Ruzici,,32,2151676,3,23,0.09886,0.108325,429.575976
9689088,Bobby_Hauck,,19,9689088,2,22,0.124084,0.14872,78.211609
1748294,John_Worsfold,,8,1748294,4,23,0.102205,0.117669,4370.395833
41315532,2011_Helmand_Province_incident,,5,41315532,1,21,0.103,0.111495,0
34282002,Brian_Robinson_(loyalist),,48,34282002,1,22,0.093006,0.099121,0
440836,Stephen_F._Lynch,,35,440836,15,23,0.091812,0.103827,13236.333359
391036,Maxim_Afinogenov,,34,391036,1,30,0.060674,0.065694,0
939966,Far_Ultraviolet_Spectroscopic_Explorer,,0,939966,2,25,0.073163,0.076713,0
93320,"Cumberland_County,_North_Carolina",,3,93320,29,20,0.136906,0.165821,2792.331957
47367908,2016_Davis_Cup,,32,47367908,8,23,0.098081,0.109724,1457.933333
418594,Final_Fantasy_Crystal_Chronicles,,7,418594,4,22,0.092449,0.099065,0
124678,"Pascagoula,_Mississippi",,2,124678,3,22,0.097573,0.105673,13106
5629994,List_of_tenants_in_7_World_Trade_Center,,5,5629994,16,19,0.129262,0.151442,0.456183
11604278,No_More_Ladies,,28,11604278,4,26,0.086339,0.093866,27661.666667
3626752,Primetime_Emmy_Award_for_Outstanding_Guest_Actress_in_a_Comedy_Series,,22,3626752,11,21,0.12204,0.137585,338.854202
54030710,Pyry_Soiri,,46,54030710,2,26,0.08115,0.08872,4370
26428048,List_of_Playboy_Playmates_of_2010,,11,26428048,1,20,0.112992,0.123154,0
26000830,Gareth_Widdop,,10,26000830,8,21,0.103282,0.115557,186130.758437
4632354,Paul_Campbell_(Canadian_actor),,35,4632354,1,26,0.070564,0.074847,0
4991888,Dmitry_Tursunov,,32,4991888,2,25,0.083081,0.090416,0
21987786,Ryan_McGee,,19,21987786,1,20,0.137713,0.162049,0
1647256,The_Ghost_Train_(play),,12,1647256,5,25,0.094631,0.103797,1070.76184
14157520,Assassination_of_William_McKinley,,23,14157520,7,25,0.090179,0.098589,8.333333
9382724,Colin_Ingram,,41,9382724,5,22,0.099763,0.109313,13104
44159530,Nehe_Milner-Skudder,,26,44159530,5,25,0.073354,0.079301,34.6
93286,"Lenoir_County,_North_Carolina",,3,93286,28,20,0.136893,0.16563,2052.351078
58090936,Navtej_Singh_Johar_v._Union_of_India,,21,58090936,16,21,0.105269,0.117785,153905.839706
18708000,Janice_Bryant_Howroyd,,11,18708000,2,18,0.152268,0.180859,492207.593236
4136278,Sunday_NFL_Countdown,,15,4136278,29,19,0.161643,0.20069,123588.932659
61172,Imitation_of_Life_(novel),,18,61172,3,24,0.10339,0.114315,2180.5
51804948,2020_Ryder_Cup,,16,51804948,6,24,0.088401,0.097171,8717.233333
52523172,Tadasuke_Makino,,14,52523172,3,23,0.099968,0.109975,13717.370762
244074,Moment_of_silence,,11,244074,2,18,0.147564,0.171524,0
55172516,Ryan_Bounds,,35,55172516,1,22,0.09826,0.109466,0
56285544,Kevin_Toliver_II,,15,56285544,7,21,0.131696,0.159123,1946.704679
25932,Two-round_system,,2,25932,2,21,0.102382,0.110656,4370
123464,Fail_Safe_(1964_film),,9,123464,4,23,0.116136,0.132827,8854.891065
2592176,Michael_D._Brown,,3,2592176,6,22,0.122884,0.141158,8142.828389
38163018,Brian_Polian,,19,38163018,5,22,0.129243,0.162948,2259.608564
322540,Don_Ohlmeyer,,27,322540,2,21,0.113474,0.12469,13383.894785
207112,Elizabeth_Smart,,23,207112,4,29,0.066387,0.070409,17468
