,Degree,Eccentricity,Id,Label,Probability,Qid,Topic,betweenesscentrality,closnesscentrality,harmonicclosnesscentrality,modularity_class
0,4.0,26.0,14290886.0,List of American supercentenarians,1.0,Q2309504,Compilation.List_Disambig,0.0,0.088918,0.094958,9.0
1,4.0,26.0,14290886.0,List of American supercentenarians,0.2568419873714447,Q2309504,Culture.Biography.Biography*,0.0,0.088918,0.094958,9.0
2,4.0,26.0,14290886.0,List of American supercentenarians,0.19194278120994568,Q2309504,Culture.Sports,0.0,0.088918,0.094958,9.0
3,4.0,26.0,14290886.0,List of American supercentenarians,0.18714269995689392,Q2309504,History_and_Society.History,0.0,0.088918,0.094958,9.0
4,4.0,26.0,14290886.0,List of American supercentenarians,0.14415885508060455,Q2309504,History_and_Society.Politics_and_government,0.0,0.088918,0.094958,9.0
5,4.0,26.0,14290886.0,List of American supercentenarians,0.0,Q2309504,Geography.Regions.Europe.Europe*,0.0,0.088918,0.094958,9.0
6,4.0,26.0,14290886.0,List of American supercentenarians,0.0,Q2309504,Geography.Regions.Asia.Asia*,0.0,0.088918,0.094958,9.0
7,4.0,26.0,14290886.0,List of American supercentenarians,0.0,Q2309504,Geography.Regions.Americas.North_America,0.0,0.088918,0.094958,9.0
8,4.0,26.0,14290886.0,List of American supercentenarians,0.0,Q2309504,Geography.Regions.Europe.Northern_Europe,0.0,0.088918,0.094958,9.0
9,4.0,26.0,14290886.0,List of American supercentenarians,0.0,Q2309504,Geography.Regions.Europe.Western_Europe,0.0,0.088918,0.094958,9.0
10,1.0,26.0,126458.0,"Constable, New York",1.0000100135803223,Q3708867,Geography.Regions.Americas.North_America,0.0,0.07396799999999999,0.077167,27.0
11,1.0,26.0,126458.0,"Constable, New York",0.9046605229377747,Q3708867,Geography.Geographical,0.0,0.07396799999999999,0.077167,27.0
12,5.0,27.0,32746050.0,Twittering Machine,0.7879412174224854,Q3210239,Culture.Visual_arts.Visual_arts*,0.25,0.082775,0.087963,37.0
13,5.0,27.0,32746050.0,Twittering Machine,0.13297423720359802,Q3210239,Culture.Media.Media*,0.25,0.082775,0.087963,37.0
14,5.0,27.0,32746050.0,Twittering Machine,0.0,Q3210239,Geography.Regions.Europe.Western_Europe,0.25,0.082775,0.087963,37.0
15,5.0,27.0,32746050.0,Twittering Machine,0.0,Q3210239,Geography.Regions.Europe.Europe*,0.25,0.082775,0.087963,37.0
16,7.0,24.0,7497898.0,Steve Hilton,0.9591643214225769,Q3498953,Culture.Biography.Biography*,32467.205236,0.10102,0.11113900000000003,30.0
17,7.0,24.0,7497898.0,Steve Hilton,0.1097157895565033,Q3498953,History_and_Society.Politics_and_government,32467.205236,0.10102,0.11113900000000003,30.0
18,11.0,21.0,679746.0,Independence Stadium (Shreveport),0.8479777574539185,Q3150014,Culture.Sports,15588.370583000002,0.143189,0.17406300000000002,20.0
19,11.0,21.0,679746.0,Independence Stadium (Shreveport),0.839743971824646,Q3150014,Geography.Regions.Americas.North_America,15588.370583000002,0.143189,0.17406300000000002,20.0
20,11.0,21.0,679746.0,Independence Stadium (Shreveport),0.1732981950044632,Q3150014,Culture.Visual_arts.Visual_arts*,15588.370583000002,0.143189,0.17406300000000002,20.0
21,11.0,21.0,679746.0,Independence Stadium (Shreveport),0.12253321707248688,Q3150014,Culture.Visual_arts.Architecture,15588.370583000002,0.143189,0.17406300000000002,20.0
22,10.0,25.0,198474.0,Pinkerton (album),0.9879562258720398,Q1536639,Culture.Media.Music,0.0,0.094049,0.100965,18.0
23,10.0,25.0,198474.0,Pinkerton (album),0.9814634323120117,Q1536639,Culture.Media.Media*,0.0,0.094049,0.100965,18.0
24,1.0,23.0,2590442.0,Square degree,0.982567548751831,Q254532,STEM.STEM*,0.0,0.111251,0.120377,54.0
25,1.0,23.0,2590442.0,Square degree,0.16886694729328156,Q254532,STEM.Physics,0.0,0.111251,0.120377,54.0
26,5.0,23.0,8161118.0,Bobby Carpenter (American football),0.997894287109375,Q4845743,Culture.Biography.Biography*,1045.177334,0.12806800000000002,0.156201,25.0
27,5.0,23.0,8161118.0,Bobby Carpenter (American football),0.9971204400062561,Q4845743,Culture.Sports,1045.177334,0.12806800000000002,0.156201,25.0
28,5.0,23.0,8161118.0,Bobby Carpenter (American football),0.0068218579292297354,Q4845743,Geography.Regions.Americas.North_America,1045.177334,0.12806800000000002,0.156201,25.0
29,1.0,27.0,30736752.0,Bob Adelman,0.9935217499732971,Q4931634,Culture.Biography.Biography*,0.0,0.08378300000000001,0.089335,46.0
30,1.0,27.0,30736752.0,Bob Adelman,0.2689514458179474,Q4931634,Culture.Visual_arts.Visual_arts*,0.0,0.08378300000000001,0.089335,46.0
31,1.0,27.0,30736752.0,Bob Adelman,0.0,Q4931634,Geography.Regions.Americas.North_America,0.0,0.08378300000000001,0.089335,46.0
32,4.0,26.0,1612372.0,Nuclear option,0.880807101726532,Q7068154,History_and_Society.Politics_and_government,5296.0,0.092347,0.100284,30.0
33,5.0,26.0,44649280.0,Robin Norell,0.9970290064811707,Q18637810,Culture.Biography.Biography*,16925.068537,0.08401,0.0947,50.0
34,5.0,26.0,44649280.0,Robin Norell,0.982567548751831,Q18637810,Culture.Sports,16925.068537,0.08401,0.0947,50.0
35,5.0,26.0,44649280.0,Robin Norell,0.311877357006073,Q18637810,Geography.Regions.Americas.North_America,16925.068537,0.08401,0.0947,50.0
36,5.0,26.0,44649280.0,Robin Norell,0.0,Q18637810,Geography.Regions.Europe.Northern_Europe,16925.068537,0.08401,0.0947,50.0
37,5.0,26.0,44649280.0,Robin Norell,0.0,Q18637810,Geography.Regions.Europe.Europe*,16925.068537,0.08401,0.0947,50.0
38,13.0,26.0,59518104.0,2021 World Junior Ice Hockey Championships,0.8267217874526978,Q60213024,History_and_Society.Military_and_warfare,0.0,0.083993,0.094946,50.0
39,13.0,26.0,59518104.0,2021 World Junior Ice Hockey Championships,0.7186043858528137,Q60213024,Culture.Sports,0.0,0.083993,0.094946,50.0
40,13.0,26.0,59518104.0,2021 World Junior Ice Hockey Championships,0.49668686294555664,Q60213024,Geography.Regions.Americas.North_America,0.0,0.083993,0.094946,50.0
41,13.0,26.0,59518104.0,2021 World Junior Ice Hockey Championships,0.48209510946273804,Q60213024,Geography.Regions.Asia.North_Asia,0.0,0.083993,0.094946,50.0
42,13.0,26.0,59518104.0,2021 World Junior Ice Hockey Championships,0.4352950325012207,Q60213024,Geography.Regions.Europe.Eastern_Europe,0.0,0.083993,0.094946,50.0
43,13.0,26.0,59518104.0,2021 World Junior Ice Hockey Championships,0.4209318628311157,Q60213024,Geography.Regions.Asia.Asia*,0.0,0.083993,0.094946,50.0
44,13.0,26.0,59518104.0,2021 World Junior Ice Hockey Championships,0.32119916582107544,Q60213024,Geography.Regions.Europe.Europe*,0.0,0.083993,0.094946,50.0
45,13.0,26.0,59518104.0,2021 World Junior Ice Hockey Championships,0.17818872833251953,Q60213024,Geography.Regions.Europe.Northern_Europe,0.0,0.083993,0.094946,50.0
46,13.0,26.0,59518104.0,2021 World Junior Ice Hockey Championships,0.1294127255678177,Q60213024,History_and_Society.Society,0.0,0.083993,0.094946,50.0
47,6.0,27.0,3502288.0,Roger (Hellboy),0.91965252161026,Q3439640,Culture.Literature,0.0,0.077925,0.082715,9.0
48,6.0,27.0,3502288.0,Roger (Hellboy),0.6513648629188538,Q3439640,Culture.Visual_arts.Comics_and_Anime,0.0,0.077925,0.082715,9.0
49,6.0,27.0,3502288.0,Roger (Hellboy),0.4765896201133728,Q3439640,Culture.Visual_arts.Visual_arts*,0.0,0.077925,0.082715,9.0
50,31.0,21.0,1341060.0,Kick the Can,0.9995657801628113,Q2625465,Culture.Media.Television,15885.49498,0.114334,0.12761,43.0
51,31.0,21.0,1341060.0,Kick the Can,0.9990402460098267,Q2625465,Culture.Media.Media*,15885.49498,0.114334,0.12761,43.0
52,13.0,23.0,57005490.0,List of Trump administration dismissals and resignations,1.0,Q52458850,Compilation.List_Disambig,34058.475568,0.117125,0.134353,30.0
53,13.0,23.0,57005490.0,List of Trump administration dismissals and resignations,0.22271016240119934,Q52458850,STEM.STEM*,34058.475568,0.117125,0.134353,30.0
54,13.0,23.0,57005490.0,List of Trump administration dismissals and resignations,0.1259327530860901,Q52458850,Culture.Media.Media*,34058.475568,0.117125,0.134353,30.0
55,13.0,23.0,57005490.0,List of Trump administration dismissals and resignations,0.10088862478733063,Q52458850,Culture.Sports,34058.475568,0.117125,0.134353,30.0
56,13.0,23.0,57005490.0,List of Trump administration dismissals and resignations,0.0,Q52458850,Geography.Regions.Americas.North_America,34058.475568,0.117125,0.134353,30.0
57,13.0,23.0,57005490.0,List of Trump administration dismissals and resignations,0.0,Q52458850,Geography.Regions.Europe.Europe*,34058.475568,0.117125,0.134353,30.0
58,13.0,23.0,57005490.0,List of Trump administration dismissals and resignations,0.0,Q52458850,Geography.Regions.Asia.Asia*,34058.475568,0.117125,0.134353,30.0
59,4.0,23.0,14502992.0,Khalid Yafai,1.0000100135803223,Q1740501,Culture.Biography.Biography*,7942.5,0.096157,0.102102,38.0
60,4.0,23.0,14502992.0,Khalid Yafai,0.998599648475647,Q1740501,Culture.Sports,7942.5,0.096157,0.102102,38.0
61,4.0,23.0,14502992.0,Khalid Yafai,0.0,Q1740501,Geography.Regions.Europe.Europe*,7942.5,0.096157,0.102102,38.0
62,4.0,23.0,14502992.0,Khalid Yafai,0.0,Q1740501,Geography.Regions.Europe.Northern_Europe,7942.5,0.096157,0.102102,38.0
63,8.0,21.0,20396806.0,U.S. Route 250 in West Virginia,0.4745869507789612,Q42376969,Geography.Regions.Americas.North_America,109.120532,0.125694,0.14306300000000002,23.0
64,6.0,21.0,1380590.0,S-200 (missile),1.0000100135803223,Q326673,History_and_Society.Military_and_warfare,20235.083333,0.117523,0.131117,12.0
65,6.0,21.0,1380590.0,S-200 (missile),0.4301573634147644,Q326673,History_and_Society.Society,20235.083333,0.117523,0.131117,12.0
66,6.0,21.0,1380590.0,S-200 (missile),0.0,Q326673,Geography.Regions.Asia.Asia*,20235.083333,0.117523,0.131117,12.0
67,30.0,21.0,3058848.0,The Hunt (The Twilight Zone),0.9990700483322144,Q2920713,Culture.Media.Television,3.4949800000000004,0.114327,0.127468,43.0
68,30.0,21.0,3058848.0,The Hunt (The Twilight Zone),0.9987651705741882,Q2920713,Culture.Media.Media*,3.4949800000000004,0.114327,0.127468,43.0
69,1.0,22.0,10370526.0,Fenella Woolgar,0.9995066523551941,Q5443309,Culture.Biography.Biography*,0.0,0.108325,0.117707,47.0
70,1.0,22.0,10370526.0,Fenella Woolgar,0.6859594583511353,Q5443309,Culture.Biography.Women,0.0,0.108325,0.117707,47.0
71,1.0,22.0,10370526.0,Fenella Woolgar,0.15611489117145538,Q5443309,Culture.Media.Television,0.0,0.108325,0.117707,47.0
72,1.0,22.0,10370526.0,Fenella Woolgar,0.0,Q5443309,Geography.Regions.Europe.Northern_Europe,0.0,0.108325,0.117707,47.0
73,1.0,22.0,10370526.0,Fenella Woolgar,0.0,Q5443309,Geography.Regions.Europe.Europe*,0.0,0.108325,0.117707,47.0
74,3.0,26.0,24043868.0,Doc Holliday (American football),1.0000100135803223,Q5287062,Culture.Sports,16.221086,0.0972,0.107627,3.0
75,3.0,26.0,24043868.0,Doc Holliday (American football),0.9994029402732849,Q5287062,Culture.Biography.Biography*,16.221086,0.0972,0.107627,3.0
76,5.0,24.0,36931292.0,A League of Their Own (TV series),0.9949496984481812,Q4657651,Culture.Media.Media*,1.257143,0.106848,0.118346,19.0
77,5.0,24.0,36931292.0,A League of Their Own (TV series),0.982567548751831,Q4657651,Culture.Media.Television,1.257143,0.106848,0.118346,19.0
78,5.0,24.0,36931292.0,A League of Their Own (TV series),0.0,Q4657651,Geography.Regions.Americas.North_America,1.257143,0.106848,0.118346,19.0
79,3.0,24.0,36331538.0,Rosemary Frankau,0.9777238368988037,Q7368364,Culture.Biography.Biography*,4834.643278000001,0.113777,0.125771,9.0
80,3.0,24.0,36331538.0,Rosemary Frankau,0.6791887283325195,Q7368364,Culture.Biography.Women,4834.643278000001,0.113777,0.125771,9.0
81,3.0,24.0,36331538.0,Rosemary Frankau,0.20690405368804932,Q7368364,History_and_Society.History,4834.643278000001,0.113777,0.125771,9.0
82,3.0,24.0,36331538.0,Rosemary Frankau,0.0,Q7368364,Geography.Regions.Europe.Northern_Europe,4834.643278000001,0.113777,0.125771,9.0
83,3.0,24.0,36331538.0,Rosemary Frankau,0.0,Q7368364,Geography.Regions.Europe.Europe*,4834.643278000001,0.113777,0.125771,9.0
84,19.0,22.0,20993474.0,2010 Rose Bowl,0.9995794296264648,Q4618288,Culture.Sports,1252.173855,0.147821,0.186284,20.0
85,19.0,22.0,20993474.0,2010 Rose Bowl,0.10667316818237305,Q4618288,Geography.Regions.Americas.North_America,1252.173855,0.147821,0.186284,20.0
86,43.0,22.0,1475872.0,1997–98 NFL playoffs,0.9845854640007019,Q4593202,Culture.Sports,44775.437546,0.149426,0.195783,25.0
87,34.0,22.0,48447944.0,2016 Arizona Cardinals season,0.994098961353302,Q22021759,Culture.Sports,22947.900016,0.14973399999999998,0.197052,25.0
88,34.0,22.0,48447944.0,2016 Arizona Cardinals season,0.47739468717575073,Q22021759,Geography.Regions.Americas.North_America,22947.900016,0.14973399999999998,0.197052,25.0
89,8.0,23.0,48645136.0,Tyler Matakevich,0.9850529432296753,Q21621984,Culture.Biography.Biography*,4558.305834000002,0.134159,0.168052,25.0
90,8.0,23.0,48645136.0,Tyler Matakevich,0.982567548751831,Q21621984,Culture.Sports,4558.305834000002,0.134159,0.168052,25.0
91,8.0,23.0,48645136.0,Tyler Matakevich,0.0,Q21621984,Geography.Regions.Americas.North_America,4558.305834000002,0.134159,0.168052,25.0
