modularity_class,Subtopic,Percentage,Count
0,Sports,84.8,123
0,Biology,3.4,5
0,Music,2.1,3
0,Media*,1.4,2
0,Medicine_&_Health,1.4,2
0,Military_and_warfare,1.4,2
0,Politics_and_government,1.4,2
0,Visual_arts*,1.4,2
0,Earth_and_environment,0.7,1
0,Films,0.7,1
0,History,0.7,1
0,Transportation,0.7,1
1,Politics_and_government,28.3,30
1,Films,13.2,14
1,Military_and_warfare,13.2,14
1,Media*,10.4,11
1,Earth_and_environment,4.7,5
1,Literature,3.8,4
1,South_America,3.8,4
1,Music,2.8,3
1,Business_and_economics,2.8,3
1,Education,2.8,3
1,STEM*,1.9,2
1,Television,1.9,2
1,Society,1.9,2
1,Sports,0.9,1
1,Space,0.9,1
1,Architecture,0.9,1
1,Philosophy_and_religion,0.9,1
1,Performing_arts,0.9,1
1,Books,0.9,1
1,Medicine_&_Health,0.9,1
1,Engineering,0.9,1
1,Visual_arts*,0.9,1
2,History,71.4,10
2,Politics_and_government,14.3,2
2,Europe*,7.1,1
2,Military_and_warfare,7.1,1
3,Visual_arts*,29.0,18
3,Media*,17.7,11
3,Films,6.5,4
3,History,6.5,4
3,Business_and_economics,4.8,3
3,Performing_arts,4.8,3
3,Society,4.8,3
3,Fashion,3.2,2
3,Literature,3.2,2
3,Music,3.2,2
3,Southern_Europe,3.2,2
3,Architecture,3.2,2
3,Entertainment,1.6,1
3,Europe*,1.6,1
3,Biology,1.6,1
3,Military_and_warfare,1.6,1
3,Philosophy_and_religion,1.6,1
3,Politics_and_government,1.6,1
4,Sports,89.7,52
4,Europe*,5.2,3
4,Media*,1.7,1
4,Southern_Europe,1.7,1
4,Western_Europe,1.7,1
5,Media*,46.7,35
5,Films,18.7,14
5,Music,8.0,6
5,Television,5.3,4
5,History,4.0,3
5,Performing_arts,4.0,3
5,Business_and_economics,2.7,2
5,Literature,2.7,2
5,Military_and_warfare,2.7,2
5,Entertainment,1.3,1
5,Fashion,1.3,1
5,Food_and_drink,1.3,1
5,Medicine_&_Health,1.3,1
6,Sports,23.1,12
6,Literature,15.4,8
6,History,9.6,5
6,Media*,9.6,5
6,Films,7.7,4
6,Visual_arts*,7.7,4
6,Internet_culture,5.8,3
6,Military_and_warfare,5.8,3
6,Philosophy_and_religion,3.8,2
6,Western_Europe,3.8,2
6,Entertainment,1.9,1
6,Fashion,1.9,1
6,Food_and_drink,1.9,1
6,Society,1.9,1
7,Sports,91.2,145
7,Media*,4.4,7
7,Business_and_economics,1.3,2
7,Linguistics,1.3,2
7,Politics_and_government,0.6,1
7,Television,0.6,1
7,Visual_arts*,0.6,1
8,Media*,45.8,33
8,Films,22.2,16
8,Music,11.1,8
8,Sports,6.9,5
8,Politics_and_government,4.2,3
8,Education,2.8,2
8,Business_and_economics,1.4,1
8,Literature,1.4,1
8,Military_and_warfare,1.4,1
8,South_America,1.4,1
8,Television,1.4,1
9,Media*,43.9,29
9,Films,19.7,13
9,Military_and_warfare,9.1,6
9,Performing_arts,7.6,5
9,History,4.5,3
9,Politics_and_government,3.0,2
9,Society,3.0,2
9,Television,3.0,2
9,Architecture,1.5,1
9,Literature,1.5,1
9,Philosophy_and_religion,1.5,1
9,Southern_Europe,1.5,1
10,Business_and_economics,29.2,7
10,Military_and_warfare,25.0,6
10,Films,8.3,2
10,Media*,8.3,2
10,Society,8.3,2
10,Sports,8.3,2
10,History,4.2,1
10,Literature,4.2,1
10,South_America,4.2,1
11,Media*,32.6,15
11,South_America,15.2,7
