,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,1.0,1647.0,Literatura rusa,0.6001983880996704,Q179161,History_and_Society.Society,1647.0,0.0,14.0,30456.0,0.6001983880996704,History_and_Society,Society
1,4.0,3651.0,Provincia de Segovia,0.998142421245575,Q55283,Geography.Regions.Europe.Southern_Europe,3651.0,8965.0,16.0,2871.0,0.0,Geography,Southern_Europe
2,4.0,6938.0,La fierecilla domada,0.9992778301239014,Q332387,Culture.Performing_arts,6938.0,106871.07445876175,9.0,2649.0,3.9971113204956055,Culture,Performing_arts
3,5.0,7376.0,Manuel Vázquez Montalbán,0.2509227991104126,Q316884,Culture.Literature,7376.0,50196.985143303034,20.0,3081.0,1.254613995552063,Culture,Literature
4,3.0,8534.0,Jacqueline Bisset,0.3276783227920532,Q232477,Culture.Media.Media*,8534.0,3924.721295586843,9.0,3679.0,0.9830349683761597,Culture,Media*
5,3.0,9324.0,Tolosa (Guipúzcoa),0.812877357006073,Q497801,History_and_Society.Society,9324.0,6725.0,29.0,2519.0,2.438632071018219,History_and_Society,Society
6,11.0,10737.0,Albert Uderzo,0.7122421860694885,Q206685,Culture.Visual_arts.Visual_arts*,10737.0,16244.154842568423,6.0,35170.0,7.834664046764374,Culture,Visual_arts*
7,2.0,10752.0,Hergé,0.8634016513824463,Q52985,Culture.Literature,10752.0,0.0,6.0,2754.0,1.7268033027648926,Culture,Literature
8,6.0,10974.0,Georges Bizet,0.8439050912857056,Q56158,Culture.Media.Media*,10974.0,17912.0,19.0,3609.0,5.063430547714233,Culture,Media*
9,3.0,11558.0,Campeonato Mundial de Atletismo,1.0000100135803225,Q182653,Culture.Sports,11558.0,6725.0,0.0,3867.0,3.0000300407409677,Culture,Sports
10,8.0,14079.0,Human Rights Watch,0.7310686111450195,Q187052,History_and_Society.Business_and_economics,14079.0,9928.318098800735,1.0,2756.0,5.848548889160156,History_and_Society,Business_and_economics
11,1.0,14792.0,Marcelo I,0.9019306898117064,Q102131,Culture.Philosophy_and_religion,14792.0,0.0,21.0,1578.0,0.9019306898117064,Culture,Philosophy_and_religion
12,2.0,16490.0,Electrónica analógica,0.8933194279670715,Q174925,STEM.Technology,16490.0,2243.0,19.0,3037.0,1.786638855934143,STEM,Technology
