,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
0,22.0,1593.0,Alexander I of Scotland,0.8354935646057129,Q60843,History_and_Society.History,571.3929391749613,3.0,117.0,1144.0,0.10227272727272728,History,History_and_Society,2150.560435295105,298919.4603864625,0.0071944477369078625
1,3.0,1979.0,Alpha Centauri,0.9994397163391112,Q12176,STEM.STEM*,12481.0,14.0,137.0,3551.0,0.03858068149816953,STEM*,STEM,410.76972341537453,383311.8499387503,0.001071633249744332
2,4.0,2799.0,American Registry for Internet Numbers,0.6654205918312073,Q282503,Culture.Media.Media*,24952.0,14.0,316.0,3551.0,0.08898901717825965,Media*,Culture,841.091628074646,383311.8499387503,0.002194275048394785
3,3.0,3355.0,Benjamin Lee Whorf,0.2689514458179474,Q331853,STEM.STEM*,6241.0,14.0,137.0,3551.0,0.03858068149816953,STEM*,STEM,110.53904423117638,383311.8499387503,0.0002883788858832293
4,7.0,3862.0,American League Division Series,0.9241518378257751,Q465503,Culture.Sports,33410.53224166467,7.0,208.0,718.0,0.28969359331476324,Sports,Culture,1345.5650758743284,153559.10762754086,0.00876252211062603
5,2.0,4871.0,Bob Knight,0.9937201142311096,Q888594,Culture.Sports,6241.0,11.0,516.0,1984.0,0.2600806451612903,Sports,Culture,1025.5191578865054,1171216.4784088284,0.0008756017156450341
6,2.0,4942.0,Bagpuss,0.9871888160705566,Q2879179,Culture.Media.Media*,0.0,6.0,152.0,1435.0,0.1059233449477352,Media*,Culture,300.10540008544916,2165224.1913192268,0.00013860246033118678
7,76.0,6231.0,Comic book,0.8080772161483765,Q1760610,Culture.Visual_arts.Visual_arts*,319225.8502207616,6.0,166.0,1435.0,0.1156794425087108,Visual_arts*,Culture,10194.702158927916,2165224.1913192268,0.004708381792426073
8,87.0,7729.0,Captain America,0.9908843636512756,Q190679,Culture.Literature,5234.537044155226,6.0,186.0,1435.0,0.12961672473867594,Literature,Culture,16034.49077260494,2165224.1913192268,0.007405464448850191
9,3.0,7740.0,Charles C. Krulak,0.9814634323120116,Q328390,History_and_Society.Military_and_warfare,360.4246632604945,12.0,216.0,1815.0,0.11900826446280993,Military_and_warfare,History_and_Society,635.9883041381835,272616.5850846246,0.002332903935176073
10,2.0,7767.0,Circuit Zandvoort,0.7122421860694885,Q173083,Culture.Sports,6241.0,16.0,21.0,683.0,0.030746705710102486,Sports,Culture,29.914171814918518,22402.209477871656,0.0013353223861453038
11,2.0,8222.0,Deseret alphabet,0.946606695652008,Q1200582,Culture.Linguistics,6241.000000000001,15.0,2.0,740.0,0.0027027027027027033,Linguistics,Culture,3.786426782608032,54872.534156680114,6.900404438760693e-05
12,103.0,9105.0,DC Comics,0.8080772161483765,Q2924461,Culture.Visual_arts.Comics_and_Anime,289023.0869969496,6.0,155.0,1435.0,0.10801393728222997,Comics_and_Anime,Culture,12900.95275580883,2165224.1913192268,0.005958252640780141
13,2.0,11036.0,Fin,0.4301573634147644,Q778612,STEM.STEM*,6241.0,14.0,137.0,3551.0,0.03858068149816953,STEM*,STEM,117.86311757564545,383311.8499387503,0.0003074862350185075
14,6.0,11457.0,Fra Angelico,0.4532718360424042,Q5664,Culture.Visual_arts.Visual_arts*,6670.654357686629,14.0,68.0,3551.0,0.019149535342157138,Visual_arts*,Culture,184.9349091053009,383311.8499387503,0.00048246593246426326
15,91.0,11664.0,Fantastic Four,0.993317186832428,Q152098,Culture.Literature,2192.774321097339,6.0,186.0,1435.0,0.12961672473867594,Literature,Culture,16812.886704325676,2165224.1913192268,0.007764963448926702
16,1.0,13865.0,Heart of Oak,0.9790457487106324,Q2894680,Culture.Media.Media*,0.0,12.0,56.0,1815.0,0.030853994490358132,Media*,Culture,54.82656192779542,272616.5850846246,0.0002011123494587696
17,2.0,14382.0,Hi-hat,0.9825675487518308,Q963334,Culture.Media.Media*,6241.0,5.0,217.0,1509.0,0.14380384360503645,Media*,Culture,426.4343161582946,146260.45907979461,0.00291558168790956
18,16.0,14883.0,Iberian Peninsula,0.9979592561721802,Q12837,Geography.Regions.Europe.Europe*,192498.60634059648,23.0,61.0,546.0,0.11172161172161173,Europe*,Geography,0.0,11687.080436363816,0.0
19,1.0,16023.0,Juno,0.7057950496673584,Q226151,Culture.Linguistics,0.0,20.0,1.0,291.0,0.003436426116838488,Linguistics,Culture,0.7057950496673584,17568.57953746617,4.0173711719960246e-05
