,Degree,Eccentricity,Id,Label,Probability,Qid,Topic,betweenesscentrality,closnesscentrality,harmonicclosnesscentrality,modularity_class
0,2.0,19.0,45340726.0,Bush shoeing incident,0.546748161315918,Q18236869,History_and_Society.Politics_and_government,7324.871290000001,0.140757,0.15848299999999998,33.0
1,2.0,19.0,45340726.0,Bush shoeing incident,0.36960725688934326,Q18236869,Geography.Regions.Americas.North_America,7324.871290000001,0.140757,0.15848299999999998,33.0
2,2.0,19.0,45340726.0,Bush shoeing incident,0.11280541121959686,Q18236869,Culture.Philosophy_and_religion,7324.871290000001,0.140757,0.15848299999999998,33.0
3,2.0,19.0,45340726.0,Bush shoeing incident,0.0,Q18236869,Geography.Regions.Asia.West_Asia,7324.871290000001,0.140757,0.15848299999999998,33.0
4,2.0,19.0,45340726.0,Bush shoeing incident,0.0,Q18236869,Geography.Regions.Asia.Asia*,7324.871290000001,0.140757,0.15848299999999998,33.0
5,2.0,20.0,53327602.0,Steven Engel,0.9963027834892273,Q28858779,Culture.Biography.Biography*,6241.0,0.124083,0.139283,26.0
6,2.0,20.0,53327602.0,Steven Engel,0.11597072333097458,Q28858779,History_and_Society.Politics_and_government,6241.0,0.124083,0.139283,26.0
7,2.0,20.0,53327602.0,Steven Engel,0.0,Q28858779,Geography.Regions.Americas.North_America,6241.0,0.124083,0.139283,26.0
8,165.0,17.0,47384600.0,Salud Carbajal,1.0000100135803223,Q27805429,Culture.Biography.Biography*,389937.213071,0.178231,0.236527,18.0
9,165.0,17.0,47384600.0,Salud Carbajal,0.9990989565849304,Q27805429,History_and_Society.Politics_and_government,389937.213071,0.178231,0.236527,18.0
10,165.0,17.0,47384600.0,Salud Carbajal,0.40366052293777466,Q27805429,Geography.Regions.Americas.North_America,389937.213071,0.178231,0.236527,18.0
11,165.0,17.0,47384600.0,Salud Carbajal,0.12253321707248688,Q27805429,Culture.Biography.Women,389937.213071,0.178231,0.236527,18.0
12,1.0,19.0,22964860.0,2009–10 Australian region cyclone season,0.7186043858528137,Q783178,STEM.Earth_and_environment,0.0,0.10992,0.116147,30.0
13,1.0,19.0,22964860.0,2009–10 Australian region cyclone season,0.6926519870758057,Q783178,STEM.STEM*,0.0,0.10992,0.116147,30.0
14,1.0,19.0,22964860.0,2009–10 Australian region cyclone season,0.2763098945617676,Q783178,Geography.Regions.Oceania,0.0,0.10992,0.116147,30.0
15,1.0,19.0,22964860.0,2009–10 Australian region cyclone season,0.15036486291885376,Q783178,Geography.Regions.Asia.Southeast_Asia,0.0,0.10992,0.116147,30.0
16,1.0,19.0,22964860.0,2009–10 Australian region cyclone season,0.0,Q783178,Geography.Regions.Asia.Asia*,0.0,0.10992,0.116147,30.0
17,3.0,19.0,1086750.0,LaMar Baker,0.9987257122993469,Q1798557,Culture.Biography.Biography*,1.705391,0.147241,0.179253,44.0
18,3.0,19.0,1086750.0,LaMar Baker,0.9949496984481812,Q1798557,History_and_Society.Politics_and_government,1.705391,0.147241,0.179253,44.0
19,3.0,19.0,1086750.0,LaMar Baker,0.48102377557754517,Q1798557,Geography.Regions.Americas.North_America,1.705391,0.147241,0.179253,44.0
20,3.0,19.0,1086750.0,LaMar Baker,0.11597072333097458,Q1798557,History_and_Society.Military_and_warfare,1.705391,0.147241,0.179253,44.0
21,2.0,24.0,53664544.0,"Ivan Ilić (footballer, born 2001)",0.9659096002578735,Q29081863,Culture.Biography.Biography*,0.0,0.081105,0.08692000000000001,22.0
22,2.0,24.0,53664544.0,"Ivan Ilić (footballer, born 2001)",0.9219318628311157,Q29081863,Culture.Sports,0.0,0.081105,0.08692000000000001,22.0
23,2.0,24.0,53664544.0,"Ivan Ilić (footballer, born 2001)",0.30218379402160644,Q29081863,Geography.Regions.Europe.Southern_Europe,0.0,0.081105,0.08692000000000001,22.0
24,2.0,24.0,53664544.0,"Ivan Ilić (footballer, born 2001)",0.08411114120483398,Q29081863,Geography.Regions.Europe.Europe*,0.0,0.081105,0.08692000000000001,22.0
25,7.0,17.0,3782138.0,Slipknot discography,0.9496793746948242,Q513485,Culture.Media.Media*,8314.666667,0.16286199999999998,0.189871,13.0
26,7.0,17.0,3782138.0,Slipknot discography,0.9496793746948242,Q513485,Culture.Media.Music,8314.666667,0.16286199999999998,0.189871,13.0
27,7.0,17.0,3782138.0,Slipknot discography,0.0,Q513485,Geography.Regions.Americas.North_America,8314.666667,0.16286199999999998,0.189871,13.0
28,7.0,17.0,3782138.0,Slipknot discography,0.0,Q513485,Geography.Regions.Europe.Europe*,8314.666667,0.16286199999999998,0.189871,13.0
29,1.0,19.0,30736752.0,Bob Adelman,0.9935217499732971,Q4931634,Culture.Biography.Biography*,0.0,0.1392,0.16228299999999998,44.0
30,1.0,19.0,30736752.0,Bob Adelman,0.2689514458179474,Q4931634,Culture.Visual_arts.Visual_arts*,0.0,0.1392,0.16228299999999998,44.0
31,1.0,19.0,30736752.0,Bob Adelman,0.0,Q4931634,Geography.Regions.Americas.North_America,0.0,0.1392,0.16228299999999998,44.0
32,4.0,17.0,126724.0,"Hewlett Harbor, New York",1.0000100135803223,Q3451824,Geography.Regions.Americas.North_America,141533.92907,0.163236,0.187236,6.0
33,4.0,17.0,126724.0,"Hewlett Harbor, New York",0.7606606483459473,Q3451824,Geography.Geographical,141533.92907,0.163236,0.187236,6.0
34,2.0,22.0,57435678.0,Matheus Cunha,0.9466066956520081,Q35831063,Culture.Biography.Biography*,0.0,0.08302999999999999,0.086786,22.0
35,2.0,22.0,57435678.0,Matheus Cunha,0.8774868249893188,Q35831063,Culture.Sports,0.0,0.08302999999999999,0.086786,22.0
36,2.0,22.0,57435678.0,Matheus Cunha,0.05348043346405029,Q35831063,Geography.Regions.Americas.South_America,0.0,0.08302999999999999,0.086786,22.0
37,2.0,22.0,36000462.0,Lance McCullers Jr.,1.0000100135803223,Q6483473,Culture.Biography.Biography*,12480.0,0.096546,0.103131,43.0
38,2.0,22.0,36000462.0,Lance McCullers Jr.,0.9993836879730225,Q6483473,Culture.Sports,12480.0,0.096546,0.103131,43.0
39,2.0,22.0,36000462.0,Lance McCullers Jr.,0.24809722805023193,Q6483473,Geography.Regions.Americas.North_America,12480.0,0.096546,0.103131,43.0
40,3.0,18.0,43963356.0,Tim Frazier,0.9990094900131226,Q18156606,Culture.Sports,18717.0,0.135208,0.14466500000000002,16.0
41,3.0,18.0,43963356.0,Tim Frazier,0.9972090721130371,Q18156606,Culture.Biography.Biography*,18717.0,0.135208,0.14466500000000002,16.0
42,3.0,18.0,43963356.0,Tim Frazier,0.0,Q18156606,Geography.Regions.Americas.North_America,18717.0,0.135208,0.14466500000000002,16.0
43,1.0,19.0,2927366.0,Wheat weevil,1.0000100135803223,Q217350,STEM.STEM*,0.0,0.124058,0.13486099999999998,36.0
44,1.0,19.0,2927366.0,Wheat weevil,1.0000100135803223,Q217350,STEM.Biology,0.0,0.124058,0.13486099999999998,36.0
45,2.0,18.0,6215228.0,"David Pannick, Baron Pannick",0.9970290064811707,Q337098,Culture.Biography.Biography*,471.017107,0.129467,0.14017000000000002,12.0
46,2.0,18.0,6215228.0,"David Pannick, Baron Pannick",0.3775506913661957,Q337098,History_and_Society.Education,471.017107,0.129467,0.14017000000000002,12.0
47,2.0,18.0,6215228.0,"David Pannick, Baron Pannick",0.3629792034626007,Q337098,History_and_Society.Politics_and_government,471.017107,0.129467,0.14017000000000002,12.0
48,2.0,18.0,6215228.0,"David Pannick, Baron Pannick",0.0,Q337098,Geography.Regions.Europe.Europe*,471.017107,0.129467,0.14017000000000002,12.0
49,2.0,21.0,2273518.0,Debra Stephenson,0.9886782765388489,Q5248519,Culture.Biography.Biography*,0.0,0.110145,0.119246,11.0
50,2.0,21.0,2273518.0,Debra Stephenson,0.3923468291759491,Q5248519,Culture.Biography.Women,0.0,0.110145,0.119246,11.0
51,2.0,21.0,2273518.0,Debra Stephenson,0.287777841091156,Q5248519,Culture.Media.Media*,0.0,0.110145,0.119246,11.0
52,2.0,21.0,2273518.0,Debra Stephenson,0.24509501457214355,Q5248519,Culture.Media.Entertainment,0.0,0.110145,0.119246,11.0
53,2.0,21.0,2273518.0,Debra Stephenson,0.20182321965694427,Q5248519,Culture.Media.Television,0.0,0.110145,0.119246,11.0
54,2.0,21.0,2273518.0,Debra Stephenson,0.12878464365005493,Q5248519,Geography.Regions.Europe.Northern_Europe,0.0,0.110145,0.119246,11.0
55,2.0,21.0,2273518.0,Debra Stephenson,0.06118653917312622,Q5248519,Geography.Regions.Europe.Europe*,0.0,0.110145,0.119246,11.0
56,165.0,18.0,31254090.0,Lois Frankel,1.0000100135803223,Q3182451,Culture.Biography.Biography*,2348.996612,0.166894,0.218613,18.0
57,165.0,18.0,31254090.0,Lois Frankel,0.9980832934379578,Q3182451,History_and_Society.Politics_and_government,2348.996612,0.166894,0.218613,18.0
58,165.0,18.0,31254090.0,Lois Frankel,0.6224693655967712,Q3182451,Culture.Biography.Women,2348.996612,0.166894,0.218613,18.0
59,165.0,18.0,31254090.0,Lois Frankel,0.4569222798347473,Q3182451,Geography.Regions.Americas.North_America,2348.996612,0.166894,0.218613,18.0
60,3.0,17.0,343782.0,Parliamentary Labour Party,0.7663036584854126,Q14472169,History_and_Society.Politics_and_government,6768.494912,0.152919,0.170874,12.0
61,3.0,17.0,343782.0,Parliamentary Labour Party,0.0,Q14472169,Geography.Regions.Europe.Europe*,6768.494912,0.152919,0.170874,12.0
62,3.0,17.0,343782.0,Parliamentary Labour Party,0.0,Q14472169,Geography.Regions.Asia.Asia*,6768.494912,0.152919,0.170874,12.0
63,3.0,17.0,343782.0,Parliamentary Labour Party,0.0,Q14472169,Geography.Regions.Europe.Western_Europe,6768.494912,0.152919,0.170874,12.0
64,2.0,19.0,1221238.0,Constitution of Alabama,0.8991314172744751,Q5164160,History_and_Society.Politics_and_government,0.0,0.144094,0.171049,44.0
65,2.0,19.0,1221238.0,Constitution of Alabama,0.48732273483276367,Q5164160,Geography.Regions.Americas.North_America,0.0,0.144094,0.171049,44.0
66,2.0,18.0,1067318.0,Brian Dennehy,0.9985549449920654,Q313545,Culture.Biography.Biography*,6241.0,0.140043,0.155897,13.0
67,2.0,18.0,1067318.0,Brian Dennehy,0.15611489117145538,Q313545,Culture.Performing_arts,6241.0,0.140043,0.155897,13.0
68,2.0,18.0,1067318.0,Brian Dennehy,0.0,Q313545,Geography.Regions.Americas.North_America,6241.0,0.140043,0.155897,13.0
69,13.0,20.0,53748336.0,Jonnu Smith,0.9959398508071899,Q29453129,Culture.Biography.Biography*,433.92131,0.133166,0.149312,46.0
70,13.0,20.0,53748336.0,Jonnu Smith,0.91965252161026,Q29453129,Culture.Sports,433.92131,0.133166,0.149312,46.0
71,13.0,20.0,53748336.0,Jonnu Smith,0.0,Q29453129,Geography.Regions.Americas.North_America,433.92131,0.133166,0.149312,46.0
72,3.0,19.0,2287298.0,Ulster Banner,0.9706977605819702,Q6321128,History_and_Society.History,5909.994999000001,0.118662,0.12884,24.0
73,3.0,19.0,2287298.0,Ulster Banner,0.0,Q6321128,Geography.Regions.Europe.Europe*,5909.994999000001,0.118662,0.12884,24.0
74,3.0,19.0,2287298.0,Ulster Banner,0.0,Q6321128,Geography.Regions.Asia.Asia*,5909.994999000001,0.118662,0.12884,24.0
75,3.0,19.0,2287298.0,Ulster Banner,0.0,Q6321128,Geography.Regions.Europe.Northern_Europe,5909.994999000001,0.118662,0.12884,24.0
76,3.0,19.0,2287298.0,Ulster Banner,0.0,Q6321128,Geography.Regions.Americas.South_America,5909.994999000001,0.118662,0.12884,24.0
77,1.0,22.0,264920.0,List of Wimbledon Open Era champions,1.0,Q2058656,Compilation.List_Disambig,0.0,0.08595900000000001,0.08907999999999999,29.0
78,1.0,22.0,264920.0,List of Wimbledon Open Era champions,0.9615437984466553,Q2058656,Culture.Sports,0.0,0.08595900000000001,0.08907999999999999,29.0
79,1.0,22.0,264920.0,List of Wimbledon Open Era champions,0.11921291798353195,Q2058656,Culture.Biography.Biography*,0.0,0.08595900000000001,0.08907999999999999,29.0
80,1.0,22.0,264920.0,List of Wimbledon Open Era champions,0.0,Q2058656,Geography.Regions.Europe.Europe*,0.0,0.08595900000000001,0.08907999999999999,29.0
81,1.0,22.0,264920.0,List of Wimbledon Open Era champions,0.0,Q2058656,Geography.Regions.Europe.Northern_Europe,0.0,0.08595900000000001,0.08907999999999999,29.0
82,1.0,18.0,35658844.0,Ashes Remain,0.9511522054672241,Q4804877,Culture.Media.Music,0.0,0.128151,0.13653900000000002,37.0
