,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views
0,17.0,800.0,Cable News Network,21.0,0.4843900501728058,Q48340,Culture.Media.Media*,0.0,13047.866058133477,163.0,0.0,60.0,25.157894,2.3236747,4.5467667999999986,4907.0
1,17.0,800.0,Cable News Network,21.0,0.3557848632335663,Q48340,History_and_Society.Business_and_economics,0.0,13047.866058133477,163.0,0.0,60.0,25.157894,2.3236747,4.5467667999999986,4907.0
2,17.0,800.0,Cable News Network,21.0,0.3344935646057129,Q48340,Geography.Regions.Americas.North_America,0.0,13047.866058133477,163.0,0.0,60.0,25.157894,2.3236747,4.5467667999999986,4907.0
3,17.0,800.0,Cable News Network,21.0,0.1294127255678177,Q48340,Culture.Media.Television,0.0,13047.866058133477,163.0,0.0,60.0,25.157894,2.3236747,4.5467667999999986,4907.0
4,17.0,800.0,Cable News Network,21.0,0.10088862478733064,Q48340,STEM.STEM*,0.0,13047.866058133477,163.0,0.0,60.0,25.157894,2.3236747,4.5467667999999986,4907.0
5,12.0,819.0,Chanson,10.0,0.5234303474426271,Q7366,Culture.Media.Media*,233.0,2462.260190754661,124.0,0.0,54.0,20.421053,18.918,-11.734865,5402.0
6,12.0,819.0,Chanson,10.0,0.3557848632335663,Q7366,Culture.Media.Music,233.0,2462.260190754661,124.0,0.0,54.0,20.421053,18.918,-11.734865,5402.0
7,12.0,819.0,Chanson,10.0,0.11280541121959685,Q7366,STEM.STEM*,233.0,2462.260190754661,124.0,0.0,54.0,20.421053,18.918,-11.734865,5402.0
8,12.0,819.0,Chanson,10.0,0.10088862478733064,Q7366,Culture.Philosophy_and_religion,233.0,2462.260190754661,124.0,0.0,54.0,20.421053,18.918,-11.734865,5402.0
9,12.0,819.0,Chanson,10.0,0.10088862478733064,Q7366,History_and_Society.Politics_and_government,233.0,2462.260190754661,124.0,0.0,54.0,20.421053,18.918,-11.734865,5402.0
10,41.0,1328.0,Genre musical,10.0,0.8080772161483765,Q188451,Culture.Media.Media*,233.0,1114.5467423983087,124.0,0.0,54.0,47.894737,-5.8847466,-0.91086686,5423.0
11,41.0,1328.0,Genre musical,10.0,0.3415925204753876,Q188451,Culture.Media.Music,233.0,1114.5467423983087,124.0,0.0,54.0,47.894737,-5.8847466,-0.91086686,5423.0
12,3.0,2335.0,Prix Nobel de physiologie ou médecine,18.0,0.8596737384796143,Q80061,History_and_Society.Society,88.0,8473.756567930763,77.0,1.0,193.0,11.894737,7.70993,-22.049393,3726.0
13,3.0,2335.0,Prix Nobel de physiologie ou médecine,18.0,0.5544804334640503,Q80061,STEM.STEM*,88.0,8473.756567930763,77.0,1.0,193.0,11.894737,7.70993,-22.049393,3726.0
14,3.0,2335.0,Prix Nobel de physiologie ou médecine,18.0,0.4932797422409058,Q80061,Geography.Regions.Europe.Northern_Europe,88.0,8473.756567930763,77.0,1.0,193.0,11.894737,7.70993,-22.049393,3726.0
15,3.0,2335.0,Prix Nobel de physiologie ou médecine,18.0,0.4820951094627381,Q80061,Geography.Regions.Europe.Europe*,88.0,8473.756567930763,77.0,1.0,193.0,11.894737,7.70993,-22.049393,3726.0
16,3.0,2335.0,Prix Nobel de physiologie ou médecine,18.0,0.2689514458179474,Q80061,STEM.Biology,88.0,8473.756567930763,77.0,1.0,193.0,11.894737,7.70993,-22.049393,3726.0
17,3.0,2335.0,Prix Nobel de physiologie ou médecine,18.0,0.24509501457214355,Q80061,STEM.Medicine_&_Health,88.0,8473.756567930763,77.0,1.0,193.0,11.894737,7.70993,-22.049393,3726.0
18,33.0,2516.0,Philippe Pétain,6.0,0.996837317943573,Q5721,Culture.Biography.Biography*,183.0,32593.39783575636,168.0,2.0,0.0,40.31579,17.314072,9.912496,292224.0
19,33.0,2516.0,Philippe Pétain,6.0,0.8311530351638794,Q5721,History_and_Society.Military_and_warfare,183.0,32593.39783575636,168.0,2.0,0.0,40.31579,17.314072,9.912496,292224.0
20,33.0,2516.0,Philippe Pétain,6.0,0.38304929637908935,Q5721,Geography.Regions.Europe.Europe*,183.0,32593.39783575636,168.0,2.0,0.0,40.31579,17.314072,9.912496,292224.0
21,33.0,2516.0,Philippe Pétain,6.0,0.3624016513824463,Q5721,Geography.Regions.Europe.Western_Europe,183.0,32593.39783575636,168.0,2.0,0.0,40.31579,17.314072,9.912496,292224.0
22,29.0,2898.0,Musique soul,10.0,0.9987257122993468,Q131272,History_and_Society.Society,233.0,143.47316785786782,124.0,0.0,54.0,36.526314,8.653236,-9.598515,4467.0
23,29.0,2898.0,Musique soul,10.0,0.94500470161438,Q131272,Culture.Media.Music,233.0,143.47316785786782,124.0,0.0,54.0,36.526314,8.653236,-9.598515,4467.0
