modularity_class,Subtopic,Percentage,Count
0,Media*,36.5,31
0,Music,29.4,25
0,Society,9.4,8
0,Business_and_economics,7.1,6
0,Films,4.7,4
0,Earth_and_environment,2.4,2
0,Politics_and_government,2.4,2
0,Education,1.2,1
0,Food_and_drink,1.2,1
0,Literature,1.2,1
0,Medicine_&_Health,1.2,1
0,STEM*,1.2,1
0,Sports,1.2,1
0,Television,1.2,1
1,Politics_and_government,20.7,38
1,Military_and_warfare,13.6,25
1,History,9.2,17
1,Society,8.2,15
1,Transportation,6.5,12
1,Biology,6.5,12
1,Business_and_economics,4.9,9
1,Media*,4.3,8
1,Philosophy_and_religion,3.3,6
1,Sports,2.7,5
1,North_America,2.7,5
1,STEM*,2.2,4
1,Europe*,2.2,4
1,Films,2.2,4
1,Asia*,1.1,2
1,Northern_Europe,1.1,2
1,Literature,1.1,2
1,Geographical,1.1,2
1,Chemistry,1.1,2
1,Western_Europe,1.1,2
1,Music,0.5,1
1,List_Disambig,0.5,1
1,Linguistics,0.5,1
1,Entertainment,0.5,1
1,East_Asia,0.5,1
1,Earth_and_environment,0.5,1
1,Space,0.5,1
1,Computing,0.5,1
2,Military_and_warfare,50.0,47
2,History,8.5,8
2,Politics_and_government,7.4,7
2,STEM*,6.4,6
2,Media*,5.3,5
2,Philosophy_and_religion,3.2,3
2,Sports,3.2,3
2,Biology,2.1,2
2,Society,2.1,2
2,Western_Europe,2.1,2
2,Europe*,2.1,2
2,Computing,1.1,1
2,Music,1.1,1
2,Linguistics,1.1,1
2,Education,1.1,1
2,Transportation,1.1,1
2,Visual_arts*,1.1,1
2,Performing_arts,1.1,1
3,Literature,12.5,8
3,Military_and_warfare,12.5,8
3,History,12.5,8
3,Philosophy_and_religion,10.9,7
3,Western_Europe,9.4,6
3,Politics_and_government,7.8,5
3,Media*,6.2,4
3,Films,4.7,3
3,Sports,4.7,3
3,Society,3.1,2
3,Transportation,3.1,2
3,Visual_arts*,3.1,2
3,Linguistics,1.6,1
3,Libraries_&_Information,1.6,1
3,Comics_and_Anime,1.6,1
3,Europe*,1.6,1
3,Earth_and_environment,1.6,1
3,Architecture,1.6,1
4,Politics_and_government,85.7,24
4,Media*,7.1,2
4,Business_and_economics,3.6,1
4,Geographical,3.6,1
5,Media*,18.8,6
5,Films,15.6,5
5,History,15.6,5
5,Business_and_economics,6.2,2
5,Literature,6.2,2
5,Medicine_&_Health,6.2,2
5,Performing_arts,6.2,2
5,Physics,6.2,2
5,Politics_and_government,6.2,2
5,Biology,3.1,1
5,Philosophy_and_religion,3.1,1
5,Technology,3.1,1
5,Western_Europe,3.1,1
6,Politics_and_government,31.0,9
6,Geographical,17.2,5
6,Western_Europe,13.8,4
6,Business_and_economics,6.9,2
6,History,6.9,2
6,STEM*,6.9,2
6,Society,6.9,2
6,Biology,3.4,1
6,Computing,3.4,1
6,List_Disambig,3.4,1
7,Literature,36.4,4
7,Media*,18.2,2
7,Society,18.2,2
7,Business_and_economics,9.1,1
7,STEM*,9.1,1
7,Television,9.1,1
8,History,55.6,5
8,Films,11.1,1
8,Transportation,11.1,1
8,Visual_arts*,11.1,1
8,Western_Europe,11.1,1
9,Sports,93.8,15
9,Films,6.2,1
10,Media*,42.9,9
10,History,19.0,4
10,Music,14.3,3
10,Films,9.5,2
10,Television,9.5,2
10,Politics_and_government,4.8,1
11,Media*,38.9,7
11,Literature,16.7,3
11,History,11.1,2
11,Television,11.1,2
11,Military_and_warfare,5.6,1
11,Philosophy_and_religion,5.6,1
11,Society,5.6,1
11,Sports,5.6,1
12,Philosophy_and_religion,23.5,4
12,History,11.8,2
12,STEM*,11.8,2
12,Transportation,11.8,2
12,Biology,5.9,1
12,Engineering,5.9,1
12,Films,5.9,1
12,Linguistics,5.9,1
12,Medicine_&_Health,5.9,1
12,Society,5.9,1
12,Visual_arts*,5.9,1
13,Literature,25.0,4
13,Films,18.8,3
13,History,18.8,3
13,Books,12.5,2
13,Media*,12.5,2
13,Europe*,6.2,1
13,Western_Europe,6.2,1
14,Literature,28.6,2
14,Philosophy_and_religion,28.6,2
14,Education,14.3,1
14,Society,14.3,1
14,Visual_arts*,14.3,1
15,Media*,50.0,4
15,Films,25.0,2
15,History,12.5,1
15,Literature,12.5,1
16,Sports,100.0,3
17,Media*,50.0,3
17,Music,33.3,2
17,Literature,16.7,1
