modularity_class,Subtopic,Percentage,Count
0,Films,27.8,5
0,Media*,22.2,4
0,Performing_arts,11.1,2
0,Engineering,5.6,1
0,Food_and_drink,5.6,1
0,History,5.6,1
0,Literature,5.6,1
0,Politics_and_government,5.6,1
0,Society,5.6,1
0,Visual_arts*,5.6,1
1,Media*,34.8,16
1,Films,15.2,7
1,History,10.9,5
1,Performing_arts,10.9,5
1,Military_and_warfare,4.3,2
1,Society,4.3,2
1,Sports,4.3,2
1,Visual_arts*,4.3,2
1,Biology,2.2,1
1,Medicine_&_Health,2.2,1
1,Politics_and_government,2.2,1
1,STEM*,2.2,1
1,Transportation,2.2,1
2,Media*,12.8,5
2,Military_and_warfare,12.8,5
2,Politics_and_government,12.8,5
2,Biology,10.3,4
2,History,10.3,4
2,Society,10.3,4
2,Earth_and_environment,5.1,2
2,Philosophy_and_religion,5.1,2
2,Transportation,5.1,2
2,Business_and_economics,2.6,1
2,Europe*,2.6,1
2,Medicine_&_Health,2.6,1
2,North_America,2.6,1
2,Television,2.6,1
2,Western_Europe,2.6,1
3,Sports,96.9,63
3,Business_and_economics,1.5,1
3,Southern_Europe,1.5,1
4,Technology,18.9,7
4,Engineering,16.2,6
4,Media*,13.5,5
4,Business_and_economics,8.1,3
4,Society,8.1,3
4,Military_and_warfare,5.4,2
4,North_America,5.4,2
4,Transportation,5.4,2
4,Biology,2.7,1
4,Computing,2.7,1
4,Food_and_drink,2.7,1
4,Literature,2.7,1
4,Performing_arts,2.7,1
4,STEM*,2.7,1
4,Visual_arts*,2.7,1
5,Media*,39.1,18
5,History,21.7,10
5,Films,10.9,5
5,Literature,8.7,4
5,Sports,6.5,3
5,Visual_arts*,4.3,2
5,Engineering,2.2,1
5,Performing_arts,2.2,1
5,Society,2.2,1
5,Western_Europe,2.2,1
6,Politics_and_government,28.6,12
6,Media*,21.4,9
6,Military_and_warfare,14.3,6
6,Philosophy_and_religion,9.5,4
6,Films,4.8,2
6,Architecture,2.4,1
6,Chemistry,2.4,1
6,Europe*,2.4,1
6,Fashion,2.4,1
6,History,2.4,1
6,Literature,2.4,1
6,Medicine_&_Health,2.4,1
6,Music,2.4,1
6,Society,2.4,1
7,Sports,95.2,59
7,Media*,3.2,2
7,Television,1.6,1
8,Sports,100.0,21
9,Politics_and_government,60.8,59
9,Media*,5.2,5
9,Sports,5.2,5
9,History,5.2,5
9,Visual_arts*,3.1,3
9,Transportation,3.1,3
9,Literature,3.1,3
9,Military_and_warfare,3.1,3
9,Music,1.0,1
9,STEM*,1.0,1
9,Performing_arts,1.0,1
9,Architecture,1.0,1
9,Books,1.0,1
9,Linguistics,1.0,1
9,Films,1.0,1
9,Europe*,1.0,1
9,Education,1.0,1
9,Business_and_economics,1.0,1
9,Western_Europe,1.0,1
10,Literature,26.3,10
10,Media*,21.1,8
10,Films,13.2,5
10,Music,13.2,5
10,Medicine_&_Health,5.3,2
10,North_America,5.3,2
10,Business_and_economics,2.6,1
10,Geographical,2.6,1
10,History,2.6,1
10,Military_and_warfare,2.6,1
10,Technology,2.6,1
10,Television,2.6,1
11,Military_and_warfare,26.8,11
11,Politics_and_government,17.1,7
11,Society,12.2,5
11,History,9.8,4
11,Western_Europe,7.3,3
11,Architecture,4.9,2
11,Philosophy_and_religion,4.9,2
11,Sports,4.9,2
11,Africa*,2.4,1
11,Books,2.4,1
11,Computing,2.4,1
11,Media*,2.4,1
11,Technology,2.4,1
12,Media*,39.1,9
12,History,26.1,6
12,Films,13.0,3
12,Literature,8.7,2
12,Television,8.7,2
12,Biology,4.3,1
13,Politics_and_government,33.3,19
13,Earth_and_environment,12.3,7
13,Military_and_warfare,10.5,6
13,History,8.8,5
13,Media*,5.3,3
13,Music,5.3,3
13,Society,5.3,3
13,North_America,3.5,2
13,Philosophy_and_religion,3.5,2
13,Transportation,3.5,2
13,Central_America,1.8,1
13,Films,1.8,1
13,Geographical,1.8,1
13,STEM*,1.8,1
13,Television,1.8,1
14,Sports,85.0,34
14,Politics_and_government,10.0,4
14,Asia*,2.5,1
14,Military_and_warfare,2.5,1
15,Sports,93.5,29
15,Media*,6.5,2
16,Politics_and_government,25.6,10
16,Visual_arts*,15.4,6
16,History,10.3,4
16,Architecture,7.7,3
16,Engineering,7.7,3
16,Films,7.7,3
16,Media*,5.1,2
16,Philosophy_and_religion,5.1,2
16,Transportation,5.1,2
16,North_America,2.6,1
16,Society,2.6,1
16,Space,2.6,1
16,Technology,2.6,1
17,Sports,90.9,20
17,Engineering,4.5,1
17,Southern_Europe,4.5,1
18,Engineering,36.4,4
18,Transportation,36.4,4
18,Military_and_warfare,27.3,3
19,Media*,17.9,7
19,Business_and_economics,7.7,3
19,Chemistry,7.7,3
19,History,7.7,3
19,Biology,7.7,3
19,Medicine_&_Health,7.7,3
19,Performing_arts,7.7,3
19,Visual_arts*,5.1,2
19,Films,5.1,2
19,Politics_and_government,5.1,2
19,Music,2.6,1
19,Transportation,2.6,1
19,Architecture,2.6,1
19,Military_and_warfare,2.6,1
19,Literature,2.6,1
19,Fashion,2.6,1
19,Europe*,2.6,1
19,Western_Europe,2.6,1
20,Media*,41.4,12
20,Television,17.2,5
20,Entertainment,6.9,2
20,Films,6.9,2
20,Literature,6.9,2
20,Society,6.9,2
20,Business_and_economics,3.4,1
20,Music,3.4,1
20,Radio,3.4,1
20,Sports,3.4,1
21,Media*,50.0,22
21,Music,15.9,7
21,Western_Europe,6.8,3
21,Africa*,4.5,2
21,History,4.5,2
21,Business_and_economics,2.3,1
21,Entertainment,2.3,1
21,Films,2.3,1
21,Geographical,2.3,1
21,Internet_culture,2.3,1
21,Literature,2.3,1
21,Northern_Africa,2.3,1
21,Performing_arts,2.3,1
22,Media*,63.8,30
22,Films,8.5,4
22,Music,8.5,4
22,History,4.3,2
22,Society,4.3,2
22,Sports,4.3,2
22,Education,2.1,1
22,Geographical,2.1,1
22,Politics_and_government,2.1,1
23,Sports,91.3,21
23,Business_and_economics,4.3,1
23,Media*,4.3,1
24,Sports,25.0,5
24,History,15.0,3
24,Films,10.0,2
24,Media*,10.0,2
24,Earth_and_environment,5.0,1
24,Linguistics,5.0,1
24,Literature,5.0,1
24,Military_and_warfare,5.0,1
24,Politics_and_government,5.0,1
24,STEM*,5.0,1
24,Society,5.0,1
24,Space,5.0,1
25,Media*,57.1,4
25,Films,14.3,1
25,Literature,14.3,1
25,Sports,14.3,1
