,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic,Label_en
0,2.0,15.0,Geografía de Andorra,1.0000100135803225,Q853007,Geography.Regions.Europe.Europe*,15.0,274.35687219886603,6.0,2295.0,0.0,Geography,Europe*,Andorra Geography
1,3.0,193.0,Anaxímenes,0.9841036200523376,Q80612,Culture.Philosophy_and_religion,193.0,1922.397037919852,10.0,2425.0,2.952310860157013,Culture,Philosophy_and_religion,Anaximenes
2,27.0,264.0,Antigüedad clásica,0.9939124584197998,Q486761,History_and_Society.History,264.0,211077.24256363657,0.0,3162.0,26.835636377334595,History_and_Society,History,Classical antiquity
3,3.0,305.0,Axiología,0.9859463572502136,Q186531,Culture.Philosophy_and_religion,305.0,2630.2740268713915,6.0,3253.0,2.957839071750641,Culture,Philosophy_and_religion,Axiology
4,8.0,390.0,BIOS,0.6442351341247559,Q226264,STEM.Computing,390.0,5157.095196835738,14.0,3903.0,5.153881072998047,STEM,Computing,BIOS
5,2.0,464.0,Lenguas de Colombia,0.6297846436500549,Q3351503,Culture.Linguistics,464.0,215.5375553221532,7.0,2432.0,1.25956928730011,Culture,Linguistics,Languages ​​of Colombia
6,20.0,486.0,Cuadrado,0.2393593490123749,Q164,Culture.Philosophy_and_religion,486.0,61091.494454904474,10.0,3756.0,4.787186980247498,Culture,Philosophy_and_religion,Square
7,3.0,587.0,Casuarina,1.0000100135803225,Q756005,STEM.Biology,587.0,216.3433948093845,2.0,1396.0,3.000030040740968,STEM,Biology,Casuarina
8,14.0,615.0,Compilador,0.7490972280502319,Q47506,STEM.Computing,615.0,29240.427062573384,14.0,2877.0,10.487361192703249,STEM,Computing,Compiler
9,7.0,873.0,Distancia,0.20182321965694427,Q126017,STEM.Physics,873.0,9519.918838169076,10.0,4110.0,1.4127625375986101,STEM,Physics,Distance
10,13.0,977.0,Electronvoltio,0.8221991658210754,Q83327,STEM.Physics,977.0,8454.445083545492,10.0,3548.0,10.68858915567398,STEM,Physics,Electronvolt
11,14.0,1006.0,Euskal Herria,1.0000100135803225,Q47588,History_and_Society.Society,1006.0,90248.04896712893,16.0,9618.0,14.000140190124517,History_and_Society,Society,Euskal Herria
12,18.0,1044.0,Entretenimiento,0.7490972280502319,Q173799,History_and_Society.Society,1044.0,217274.28035655574,0.0,2858.0,13.483750104904175,History_and_Society,Society,Entertainment
13,17.0,1194.0,Filogenia,0.5621865391731262,Q171184,STEM.Biology,1194.0,24820.622043501582,2.0,3542.0,9.557171165943148,STEM,Biology,Phylogeny
14,6.0,1217.0,Fisiología humana,0.41490885615348816,Q2892439,STEM.Medicine_&_Health,1217.0,11886.598119792134,0.0,3068.0,2.4894531369209294,STEM,Medicine_&_Health,Human physiology
15,3.0,1245.0,Gustave Flaubert,0.546748161315918,Q43444,Culture.Literature,1245.0,7532.054811970619,0.0,3327.0,1.6402444839477541,Culture,Literature,Gustave Flaubert
16,13.0,1350.0,Geografía económica,0.22816647589206696,Q187097,History_and_Society.Politics_and_government,1350.0,29235.21727774755,6.0,3039.0,2.9661641865968704,History_and_Society,Politics_and_government,Economic geography
17,10.0,1467.0,Impresora,0.2069040536880493,Q82,History_and_Society.Business_and_economics,1467.0,9306.23579272727,14.0,4240.0,2.0690405368804927,History_and_Society,Business_and_economics,Printer
18,2.0,1554.0,Juan de la Cierva,0.19194278120994568,Q354646,History_and_Society.Military_and_warfare,1554.0,1823.2301408420105,4.0,2379.0,0.38388556241989136,History_and_Society,Military_and_warfare,Juan de la Cierva
19,13.0,1593.0,Núcleo (informática),0.8175845146179199,Q9662,STEM.Computing,1593.0,9198.669938509853,14.0,3415.0,10.62859869003296,STEM,Computing,Core (computing)
20,6.0,1692.0,Lenguaje de alto nivel,0.16886694729328156,Q211496,STEM.Computing,1692.0,4143.289253594435,14.0,2348.0,1.013201683759689,STEM,Computing,High-level language
21,6.0,1697.0,Lisp,0.8439050912857056,Q132874,STEM.Computing,1697.0,463.4772621182318,14.0,2246.0,5.063430547714233,STEM,Computing,Lisp
22,10.0,1845.0,Módem,0.7186043858528137,Q5607,STEM.Technology,1845.0,32207.781923493443,14.0,2944.0,7.186043858528137,STEM,Technology,Modem
23,7.0,1908.0,Matemáticas discretas,0.1968362182378769,Q121416,STEM.Mathematics,1908.0,10415.195643590208,10.0,3004.0,1.3778535276651382,STEM,Mathematics,Discrete mathematics
24,1.0,2114.0,Procesador,0.14805719256401062,Q1314879,History_and_Society.Transportation,2114.0,0.0,14.0,2432.0,0.14805719256401062,History_and_Society,Transportation,Processor
25,9.0,2157.0,Principio de exclusión de Pauli,0.3073680400848389,Q131594,STEM.Chemistry,2157.0,13515.345938466604,10.0,2972.0,2.7663123607635502,STEM,Chemistry,Pauli's exclusion principle
26,2.0,2196.0,Péndulo,0.3140605390071869,Q20702,STEM.Technology,2196.0,574.4252123456265,10.0,3092.0,0.6281210780143738,STEM,Technology,Pendulum
27,1.0,2249.0,Programación estructurada,0.9566442370414734,Q223335,STEM.Computing,2249.0,0.0,14.0,2577.0,0.9566442370414734,STEM,Computing,Structured programming
28,5.0,2512.0,Receta culinaria,0.2568419873714447,Q219239,Culture.Food_and_drink,2512.0,13041.093390207649,10.0,6.0,1.2842099368572235,Culture,Food_and_drink,Culinary recipe
29,4.0,2595.0,Sistema Cegesimal de Unidades,0.9344051480293274,Q26240,STEM.STEM*,2595.0,1075.4321165149388,10.0,3575.0,0.0,STEM,STEM*,Cegesimal System of Units
30,3.0,2665.0,SCADA,0.3073680400848389,Q17498,STEM.Technology,2665.0,596.686995998895,10.0,2784.0,0.9221041202545168,STEM,Technology,SCADA
31,9.0,2737.0,Taxón,0.9814634323120116,Q16521,STEM.Biology,2737.0,7219.677934187913,2.0,3152.0,8.833170890808104,STEM,Biology,Taxon
32,3.0,2850.0,Teoría del derecho,0.348655104637146,Q1331392,History_and_Society.Politics_and_government,2850.0,0.0,0.0,2336.0,1.045965313911438,History_and_Society,Politics_and_government,Law teory
33,9.0,2877.0,Tipo de dato,0.585111141204834,Q190087,STEM.Computing,2877.0,6061.274998950526,14.0,2815.0,5.266000270843506,STEM,Computing,Datatype
34,21.0,2922.0,Vacío,0.8840492963790894,Q11475,STEM.Physics,2922.0,94325.31691549066,10.0,3049.0,18.56503522396088,STEM,Physics,Empty
35,7.0,2968.0,Red de área amplia,0.3415925204753876,Q11384,STEM.Technology,2968.0,2332.029141317331,14.0,2954.0,2.391147643327713,STEM,Technology,Wide area network
36,31.0,3103.0,Ciencias humanas,0.16886694729328156,Q1587903,STEM.Earth_and_environment,3103.0,138299.02367831967,0.0,2836.0,5.234875366091729,STEM,Earth_and_environment,Human Sciences
37,6.0,3263.0,Codón,0.7490972280502319,Q165052,STEM.Biology,3263.0,1523.1334550420318,2.0,2550.0,4.494583368301392,STEM,Biology,Codon
38,4.0,3279.0,Homo antecessor,0.951152205467224,Q310846,STEM.Biology,3279.0,7483.5496476096605,2.0,3420.0,3.804608821868897,STEM,Biology,Homo antecessor
39,20.0,3368.0,Química analítica,0.5312193632125854,Q2346,STEM.Chemistry,3368.0,44941.31078024661,10.0,2845.0,10.624387264251707,STEM,Chemistry,Analytic chemistry
40,9.0,3370.0,Modelo estándar de la física de partículas,0.6076731681823729,Q18338,STEM.Physics,3370.0,8953.085790434454,10.0,3405.0,5.4690585136413565,STEM,Physics,Standard model of particle physics
41,3.0,3378.0,Unidades de masa,0.24509501457214355,Q3647172,STEM.Space,3378.0,452.8247562961631,10.0,3077.0,0.7352850437164307,STEM,Space,Mass units
42,14.0,3461.0,Geomorfología,0.4378334879875183,Q52109,STEM.Earth_and_environment,3461.0,33793.36467242765,0.0,3496.0,6.129668831825256,STEM,Earth_and_environment,Geomorphology
43,17.0,3468.0,Paisaje,0.23371636867523202,Q107425,History_and_Society.Society,3468.0,83087.5807134497,0.0,4134.0,3.973178267478944,History_and_Society,Society,Landscape
44,12.0,3474.0,Biogeografía,0.4921981394290924,Q52106,STEM.Biology,3474.0,40273.82314179042,2.0,2239.0,5.906377673149109,STEM,Biology,Biogeography
45,13.0,3475.0,Geografía humana,0.3998216390609741,Q12831143,History_and_Society.Politics_and_government,3475.0,28703.614986386317,0.0,4076.0,5.1976813077926645,History_and_Society,Politics_and_government,Human geography
46,16.0,3599.0,Literatura española,0.3007555902004242,Q238499,History_and_Society.History,3599.0,35233.277807720864,0.0,3312.0,4.812089443206787,History_and_Society,History,Spanish literature
47,1.0,3607.0,Antonio Meucci,0.23371636867523202,Q273314,STEM.Physics,3607.0,0.0,0.0,2944.0,0.23371636867523202,STEM,Physics,Antonio Meucci
48,6.0,3691.0,Subcultura,0.9344051480293274,Q264965,History_and_Society.Society,3691.0,23383.27139056709,0.0,3273.0,5.606430888175964,History_and_Society,Society,Subculture
49,4.0,3801.0,Vicente Aleixandre,0.2509227991104126,Q134644,Culture.Literature,3801.0,24135.230381898207,4.0,3070.0,1.0036911964416504,Culture,Literature,Vicente Aleixandre
50,6.0,3863.0,Ramón Gómez de la Serna,0.4843900501728058,Q444893,Culture.Literature,3863.0,8701.578404196885,6.0,2966.0,2.9063403010368347,Culture,Literature,Ramón Gómez de la Serna
51,2.0,3950.0,ARPANET,0.38492217659950256,Q177524,STEM.Technology,3950.0,230.00937834446412,14.0,4432.0,0.7698443531990051,STEM,Technology,ARPANET
52,7.0,3979.0,Viola,0.9481645226478576,Q80284,Culture.Media.Music,3979.0,26822.052615783905,4.0,3213.0,6.637151658535003,Culture,Music,Viola
53,8.0,4043.0,Fonología,0.967909336090088,Q40998,Culture.Linguistics,4043.0,19976.622431001153,0.0,2823.0,7.743274688720704,Culture,Linguistics,Phonology
54,4.0,4076.0,Arcipreste de Hita,0.4301573634147644,Q434597,Culture.Literature,4076.0,3940.1197197241827,0.0,3373.0,1.7206294536590576,Culture,Literature,Archpriest of Hita
55,12.0,4320.0,Arte pop,0.8991314172744751,Q134147,Culture.Visual_arts.Visual_arts*,4320.0,32884.25889219721,0.0,5569.0,10.7895770072937,Culture,Visual_arts*,Pop Art
56,1.0,4343.0,Anatoli Kárpov,0.8933194279670715,Q131674,History_and_Society.Society,4343.0,0.0,15.0,3553.0,0.8933194279670715,History_and_Society,Society,Anatoli Kárpov
57,5.0,4627.0,Baltasar Gracián,0.9648651480674744,Q360512,Culture.Philosophy_and_religion,4627.0,3897.634625127776,0.0,2650.0,4.824325740337372,Culture,Philosophy_and_religion,Baltasar Gracian
58,10.0,4751.0,Édouard Manet,0.6584275364875793,Q40599,Culture.Visual_arts.Visual_arts*,4751.0,5297.736221625516,0.0,3219.0,6.5842753648757935,Culture,Visual_arts*,Édouard Manet
59,10.0,4827.0,Cable de par trenzado,0.4455395638942719,Q192808,STEM.Technology,4827.0,4861.577558800321,14.0,4357.0,4.4553956389427185,STEM,Technology,Twisted pair cable
60,7.0,4828.0,Cable,0.585111141204834,Q188447,STEM.Technology,4828.0,2953.837032045879,14.0,3042.0,4.095777988433838,STEM,Technology,Cable
61,10.0,4867.0,Tarjeta de red,0.952584147453308,Q165233,STEM.Computing,4867.0,6496.784144148465,14.0,4763.0,9.52584147453308,STEM,Computing,Network card
62,23.0,4959.0,Memoria (informática),0.8354935646057129,Q66221,STEM.Computing,4959.0,61643.516610603554,14.0,3863.0,19.2163519859314,STEM,Computing,Memory (computing)
63,1.0,5027.0,Augusto Monterroso,0.1778208613395691,Q447026,Culture.Literature,5027.0,0.0,10.0,2686.0,0.1778208613395691,Culture,Literature,Augusto Monterroso
64,4.0,5273.0,Cámara oscura,0.22816647589206696,Q183998,STEM.Technology,5273.0,4941.728869313582,0.0,3691.0,0.9126659035682678,STEM,Technology,Dark camera
65,5.0,5306.0,Historia de Panamá,0.5234303474426271,Q1516574,History_and_Society.History,5306.0,2773.8396650464647,7.0,2774.0,2.6171517372131348,History_and_Society,History,Panama history
66,4.0,5624.0,Historia prehispánica de Tlaxcala,0.4945416321754456,Q16487168,Geography.Regions.Americas.North_America,5624.0,3144.9250949637512,11.0,3022.0,0.0,Geography,North_America,Pre-Hispanic history of Tlaxcala
67,5.0,5683.0,Waterpolo,0.9615437984466552,Q7707,Culture.Sports,5683.0,23660.449914035562,8.0,3228.0,4.807718992233276,Culture,Sports,Water polo
68,6.0,6286.0,Fonética,0.546748161315918,Q35395,Culture.Linguistics,6286.0,23364.666871031408,0.0,3576.0,3.2804889678955083,Culture,Linguistics,Phonetics
69,7.0,6350.0,Litografía,0.23371636867523202,Q133036,Culture.Visual_arts.Visual_arts*,6350.0,21852.59220060364,0.0,3172.0,1.6360145807266242,Culture,Visual_arts*,Lithography
70,3.0,6437.0,Windows 2000,0.7490972280502319,Q483881,STEM.Computing,6437.0,7.850196927995813,14.0,1894.0,2.247291684150696,STEM,Computing,Windows 2000
71,2.0,6484.0,Tim Berners-Lee,0.2689514458179474,Q80,STEM.Computing,6484.0,1817.896523792948,14.0,4327.0,0.5379028916358948,STEM,Computing,Tim Berners-Lee
72,12.0,6516.0,Literatura de México,0.14034625887870789,Q1050166,History_and_Society.Society,6516.0,36552.238428621204,0.0,2312.0,1.6841551065444946,History_and_Society,Society,Literature of Mexico
73,6.0,6570.0,Producto cartesiano,0.2814156115055084,Q173740,Culture.Philosophy_and_religion,6570.0,1402.7507955121446,10.0,2567.0,1.6884936690330503,Culture,Philosophy_and_religion,Cartesian product
74,5.0,6613.0,Reutilización,0.8670457601547241,Q846574,History_and_Society.Society,6613.0,9072.958708378468,10.0,2563.0,4.3352288007736215,History_and_Society,Society,Reuse
75,13.0,6792.0,Teoría de la probabilidad,0.1520422399044037,Q5862903,History_and_Society.Society,6792.0,29056.041282774164,10.0,3332.0,1.976549118757248,History_and_Society,Society,Probability theory
76,15.0,6959.0,Micrófono,0.2509227991104126,Q46384,STEM.Technology,6959.0,264407.9867546204,10.0,3899.0,3.763841986656189,STEM,Technology,Microphone
77,6.0,6973.0,Cohete espacial,0.2942249774932861,Q97369508,STEM.STEM*,6973.0,54549.85943292932,10.0,3275.0,0.0,STEM,STEM*,Space rocket
78,8.0,7010.0,Filosofía del derecho,0.8670457601547241,Q126842,Culture.Philosophy_and_religion,7010.0,21012.885570032475,0.0,3179.0,6.936366081237793,Culture,Philosophy_and_religion,Philosophy of law
79,5.0,7034.0,Mediatriz,0.1259327530860901,Q1420204,STEM.Technology,7034.0,4429.437119049029,10.0,2434.0,0.6296637654304504,STEM,Technology,Mediatrix
80,1.0,7154.0,Tasa Tobin,0.2689514458179474,Q853044,History_and_Society.Business_and_economics,7154.0,0.0,16.0,3003.0,0.2689514458179474,History_and_Society,Business_and_economics,Tobin rate
81,15.0,7302.0,Filosofía de la ciencia,0.7310686111450195,Q59115,Culture.Philosophy_and_religion,7302.0,14329.033382081072,0.0,3155.0,10.966029167175293,Culture,Philosophy_and_religion,Philosophy of science
82,6.0,7323.0,Manuel Azaña,0.9850529432296752,Q203708,Culture.Biography.Biography*,7323.0,26646.340628294198,16.0,25357.0,0.0,Culture,Biography*,Manuel Azaña
