Index,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
211,8.0,45555.0,Paris Première,14.0,0.8634016513824463,Q2459910,Culture.Media.Media*,172.0,4803.267345426612,126.0,0.0,0.0,22.857143,9.445131,9.76716,45.0,461.0,0.09761388286334056,Media*,Culture,310.82459449768066,3153.900178357959,0.09855245154255575
3289,5.0,9414271.0,Le Grand Partage,8.0,0.9783946871757508,Q21009141,Culture.Media.Media*,0.0,775.5,163.0,0.0,60.0,17.34694,20.764172,-3.847806,45.0,461.0,0.09761388286334056,Media*,Culture,220.13880461454394,3153.900178357959,0.06979891314415558
305,4.0,57455.0,Le Hussard sur le toit (film),8.0,0.9796776771545409,Q1194500,Culture.Media.Media*,0.0,2338.0,163.0,0.0,60.0,15.510204000000002,7.066017,-21.023615,45.0,461.0,0.09761388286334056,Media*,Culture,176.34198188781735,3153.900178357959,0.055912353567140395
3474,3.0,10724877.0,"Garde alternée (film, 2017)",8.0,0.9808859825134276,Q30742369,Culture.Media.Media*,0.0,0.0,163.0,0.0,60.0,13.673470000000002,15.274937,22.027199,45.0,461.0,0.09761388286334056,Media*,Culture,132.41960763931272,3153.900178357959,0.041985985652930664
1883,3.0,1333416.0,Supercopter,8.0,0.9591643214225768,Q409389,Culture.Media.Media*,0.0,2836.693191464541,163.0,0.0,60.0,13.673470000000002,-12.771095,21.0664,45.0,461.0,0.09761388286334056,Media*,Culture,129.48718339204785,3153.900178357959,0.04105620852574473
3047,3.0,7061993.0,Cherif (série télévisée),14.0,0.9553291201591492,Q10934130,Culture.Media.Media*,172.0,1561.0,126.0,0.0,0.0,13.673470000000002,2.2263381,-18.635908,45.0,461.0,0.09761388286334056,Media*,Culture,128.96943122148514,3153.900178357959,0.040892046015429555
1069,4.0,358341.0,Christine Bravo,14.0,0.59267657995224,Q8322448,Culture.Media.Media*,172.0,4205.337901544956,126.0,0.0,0.0,15.510204000000002,-4.4340725,17.43366,45.0,461.0,0.09761388286334056,Media*,Culture,106.6817843914032,3153.900178357959,0.03382535221737608
950,3.0,301236.0,Vladimir Cosma,14.0,0.7663036584854126,Q507940,Culture.Media.Media*,172.0,3597.701801062076,126.0,0.0,0.0,13.673470000000002,12.146378,11.792938,45.0,461.0,0.09761388286334056,Media*,Culture,103.4509938955307,3153.900178357959,0.032800972778216225
2296,3.0,3319401.0,Causeur,8.0,0.6992644667625427,Q2943153,Culture.Media.Media*,0.0,111879.3945569402,163.0,0.0,60.0,13.673470000000002,8.505136,23.666712,45.0,461.0,0.09761388286334056,Media*,Culture,94.40070301294327,3153.900178357959,0.02993141750671763
1240,3.0,460254.0,Bing Crosby,8.0,0.59267657995224,Q72984,Culture.Media.Media*,0.0,3302.114650819145,163.0,0.0,60.0,13.673470000000002,-9.255122,-20.56672,45.0,461.0,0.09761388286334056,Media*,Culture,80.0113382935524,3153.900178357959,0.025369014163032062
212,8.0,45555.0,Paris Première,14.0,0.7606606483459473,Q2459910,Culture.Media.Television,172.0,4803.267345426612,126.0,0.0,0.0,22.857143,9.445131,9.76716,13.0,461.0,0.028199566160520606,Television,Culture,79.10870742797852,3153.900178357959,0.025082819034927584
1652,3.0,850250.0,Philippe Tesson,14.0,0.4921981394290924,Q3380767,Culture.Media.Media*,172.0,188.11688528731003,126.0,0.0,0.0,13.673470000000002,-7.8712152999999985,-4.226094,45.0,461.0,0.09761388286334056,Media*,Culture,66.44674882292747,3153.900178357959,0.021068120443026257
2407,2.0,3772340.0,Chevallier et Laspalès,14.0,0.6150978803634644,Q2963041,Culture.Media.Media*,172.0,0.0,126.0,0.0,0.0,11.836735,-23.330654,2.5404532000000004,45.0,461.0,0.09761388286334056,Media*,Culture,55.35880923271179,3153.900178357959,0.017552492502008642
744,4.0,217410.0,Herbert Léonard,15.0,0.3007555902004242,Q3133481,Culture.Media.Media*,0.0,4001.8334946787104,129.0,0.0,152.0,15.510204000000002,-5.5459432999999985,-14.812655,45.0,461.0,0.09761388286334056,Media*,Culture,54.136006236076355,3153.900178357959,0.017164781120073885
1767,3.0,1151886.0,Lova Moor,15.0,0.3629792034626007,Q3264095,Culture.Media.Media*,0.0,900.2266101287712,129.0,0.0,152.0,13.673470000000002,-13.503697,-6.975581,45.0,461.0,0.09761388286334056,Media*,Culture,49.002192467451096,3153.900178357959,0.015537014393703327
2080,2.0,2344534.0,Sophie Jovillard,14.0,0.5312193632125854,Q3490956,Culture.Media.Media*,172.0,781.0,126.0,0.0,0.0,11.836735,-13.094572,-22.280527,45.0,461.0,0.09761388286334056,Media*,Culture,47.80974268913269,3153.900178357959,0.015158927038085357
3132,1.0,7848053.0,Gods of Egypt,8.0,0.9850529432296752,Q15972938,Culture.Media.Media*,0.0,0.0,163.0,0.0,60.0,10.0,4.7737594,-9.563713,45.0,461.0,0.09761388286334056,Media*,Culture,44.32738244533538,3153.900178357959,0.014054782947637207
749,2.0,217769.0,Hervé Vilard,15.0,0.4921981394290924,Q2403441,Culture.Media.Media*,0.0,1262.2011676489951,129.0,0.0,152.0,11.836735,-18.490906,10.96814,45.0,461.0,0.09761388286334056,Media*,Culture,44.29783254861832,3153.900178357959,0.014045413628684172
2017,3.0,1914758.0,Casimir Oberfeld,14.0,0.3276783227920532,Q1047487,Culture.Media.Media*,172.0,781.0,126.0,0.0,0.0,13.673470000000002,-17.900772,-4.2206626,45.0,461.0,0.09761388286334056,Media*,Culture,44.236573576927185,3153.900178357959,0.014025990385009091
1393,2.0,599136.0,Ringo (chanteur),14.0,0.4843900501728058,Q3108731,Culture.Media.Media*,172.0,0.0,126.0,0.0,0.0,11.836735,-18.847485,19.180586,45.0,461.0,0.09761388286334056,Media*,Culture,43.59510451555252,3153.900178357959,0.013822601239792504
3252,1.0,8960220.0,Mystère à la Tour Eiffel,8.0,0.9579222798347472,Q19721362,Culture.Media.Media*,0.0,0.0,163.0,0.0,60.0,10.0,11.851773,23.970175,45.0,461.0,0.09761388286334056,Media*,Culture,43.10650259256362,3153.900178357959,0.013667681332579942
2492,1.0,4177195.0,"Maréchal, nous voilà !",14.0,0.9304682612419128,Q690115,Culture.Media.Media*,172.0,0.0,126.0,0.0,0.0,10.0,19.812159,-18.070368,45.0,461.0,0.09761388286334056,Media*,Culture,41.87107175588608,3153.900178357959,0.01327596606994891
2398,1.0,3758651.0,Échappées belles,14.0,0.8596737384796143,Q3577405,Culture.Media.Media*,172.0,0.0,126.0,0.0,0.0,10.0,-4.425528,-22.196377,45.0,461.0,0.09761388286334056,Media*,Culture,38.68531823158264,3153.900178357959,0.012265866401556089
912,3.0,275132.0,Asia Argento,8.0,0.2814156115055084,Q232052,Culture.Media.Media*,0.0,1561.0,163.0,0.0,60.0,13.673470000000002,-11.562096,14.526892000000002,45.0,461.0,0.09761388286334056,Media*,Culture,37.99110755324364,3153.900178357959,0.01204575459107373
1306,2.0,508488.0,Guillaume Durand,14.0,0.3998216390609741,Q3119826,Culture.Media.Media*,172.0,0.0,126.0,0.0,0.0,11.836735,6.3484473,8.502288,45.0,461.0,0.09761388286334056,Media*,Culture,35.98394751548767,3153.900178357959,0.01140934889518992
1572,4.0,770613.0,Titoff,14.0,0.1968362182378769,Q3529590,Culture.Media.Media*,172.0,7281.211368703754,126.0,0.0,0.0,15.510204000000002,20.648207,-18.46587,45.0,461.0,0.09761388286334056,Media*,Culture,35.43051928281784,3153.900178357959,0.011233874656509999
3048,3.0,7061993.0,Cherif (série télévisée),14.0,0.8634016513824463,Q10934130,Culture.Media.Television,172.0,1561.0,126.0,0.0,0.0,13.673470000000002,2.2263381,-18.635908,13.0,461.0,0.028199566160520606,Television,Culture,33.672664403915405,3153.900178357959,0.010676515583776873
1884,3.0,1333416.0,Supercopter,8.0,0.8519628047943115,Q409389,Culture.Media.Television,0.0,2836.693191464541,163.0,0.0,60.0,13.673470000000002,-12.771095,21.0664,13.0,461.0,0.028199566160520606,Television,Culture,33.22654938697815,3153.900178357959,0.01053506690382229
566,3.0,153035.0,Danièle Gilbert,14.0,0.24509501457214355,Q3015129,Culture.Media.Media*,172.0,3412.1732551096857,126.0,0.0,0.0,13.673470000000002,6.816834,-21.931261,45.0,461.0,0.09761388286334056,Media*,Culture,33.08782696723938,3153.900178357959,0.010491082499784813
3136,3.0,7886930.0,Noah Klieger,14.0,0.22816647589206696,Q12409804,Culture.Media.Media*,172.0,30049.899333193443,126.0,0.0,0.0,13.673470000000002,22.180817,0.84989417,45.0,461.0,0.09761388286334056,Media*,Culture,30.80247424542904,3153.900178357959,0.009766470878436611
574,3.0,158029.0,Ernest Borgnine,8.0,0.21734751760959625,Q102551,Culture.Media.Media*,0.0,2682.476233422584,163.0,0.0,60.0,13.673470000000002,-17.566408,-3.4213226000000003,45.0,461.0,0.09761388286334056,Media*,Culture,29.341914877295494,3153.900178357959,0.009303374621251335
3290,5.0,9414271.0,Le Grand Partage,8.0,0.9763205647468568,Q21009141,Culture.Media.Films,0.0,775.5,163.0,0.0,60.0,17.34694,20.764172,-3.847806,6.0,461.0,0.013015184381778741,Films,Culture,29.289616942405704,3153.900178357959,0.009286792633257974
805,3.0,232067.0,Jean-Luc Lemoine,14.0,0.19194278120994568,Q3167188,Culture.Media.Media*,172.0,1093.3379015449584,126.0,0.0,0.0,13.673470000000002,-22.943333,19.250343,45.0,461.0,0.09761388286334056,Media*,Culture,25.912275463342667,3153.900178357959,0.008215946605143853
949,3.0,301236.0,Vladimir Cosma,14.0,0.8311530351638794,Q507940,Culture.Media.Music,172.0,3597.701801062076,126.0,0.0,0.0,13.673470000000002,12.146378,11.792938,10.0,461.0,0.021691973969631236,Music,Culture,24.934591054916382,3153.900178357959,0.007905954419869523
306,4.0,57455.0,Le Hussard sur le toit (film),8.0,0.9732507467269896,Q1194500,Culture.Media.Films,0.0,2338.0,163.0,0.0,60.0,15.510204000000002,7.066017,-21.023615,6.0,461.0,0.013015184381778741,Films,Culture,23.35801792144775,3153.900178357959,0.0074060739403644755
2297,3.0,3319401.0,Causeur,8.0,0.6150978803634644,Q2943153,Culture.Literature,0.0,111879.3945569402,163.0,0.0,60.0,13.673470000000002,8.505136,23.666712,12.0,461.0,0.026030368763557483,Literature,Culture,22.143523693084717,3153.900178357959,0.007020997000803457
3690,2.0,12179047.0,Paul Niedermann,14.0,0.24509501457214355,Q2061486,Culture.Media.Media*,172.0,0.0,126.0,0.0,0.0,11.836735,-7.3885303,-23.731552,45.0,461.0,0.09761388286334056,Media*,Culture,22.05855131149292,3153.900178357959,0.006994054999856542
2138,2.0,2695632.0,Didier Barbelivien,15.0,0.2393593490123749,Q1210514,Culture.Media.Media*,0.0,590.7277777777781,129.0,0.0,152.0,11.836735,-10.109534,12.98303,45.0,461.0,0.09761388286334056,Media*,Culture,21.542341411113743,3153.900178357959,0.0068303814936620825
1669,4.0,884938.0,Denise Glaser,14.0,0.11921291798353195,Q3023044,Culture.Media.Media*,172.0,4826.886509435423,126.0,0.0,0.0,15.510204000000002,-7.951828,-0.5128383,45.0,461.0,0.09761388286334056,Media*,Culture,21.45832523703575,3153.900178357959,0.006803742675270013
2647,1.0,4705052.0,Justine Fraioli,14.0,0.4688006341457367,Q3190530,Culture.Media.Media*,172.0,0.0,126.0,0.0,0.0,10.0,4.731715,-12.258449,45.0,461.0,0.09761388286334056,Media*,Culture,21.09602853655815,3153.900178357959,0.006688870079439722
3475,3.0,10724877.0,"Garde alternée (film, 2017)",8.0,0.9770326614379884,Q30742369,Culture.Media.Films,0.0,0.0,163.0,0.0,60.0,13.673470000000002,15.274937,22.027199,6.0,461.0,0.013015184381778741,Films,Culture,17.586587905883793,3153.900178357959,0.005576139671941058
2189,3.0,2903676.0,Olivier Martinez,8.0,0.1294127255678177,Q504886,Culture.Media.Media*,0.0,781.0,163.0,0.0,60.0,13.673470000000002,-19.638971,-1.8907223,45.0,461.0,0.09761388286334056,Media*,Culture,17.470717951655388,3153.900178357959,0.00553940104748379
1302,3.0,508158.0,Philippe Chevallier (humoriste),14.0,0.12253321707248688,Q3292070,Culture.Media.Media*,172.0,2337.0,126.0,0.0,0.0,13.673470000000002,2.52527,-18.109518,45.0,461.0,0.09761388286334056,Media*,Culture,16.54198430478573,3153.900178357959,0.005244929569520529
705,3.0,205557.0,Raphaël Mezrahi,14.0,0.11597072333097458,Q3419486,Culture.Media.Media*,172.0,2841.398132097061,126.0,0.0,0.0,13.673470000000002,22.078972,-24.544798,45.0,461.0,0.09761388286334056,Media*,Culture,15.656047649681568,3153.900178357959,0.004964027636991576
2858,3.0,5541087.0,Jérôme Pitorin,14.0,0.1067005917429924,Q3191029,Culture.Media.Media*,172.0,2339.0,126.0,0.0,0.0,13.673470000000002,7.4094105,12.306307,45.0,461.0,0.09761388286334056,Media*,Culture,14.404579885303974,3153.900178357959,0.004567227581946982
480,2.0,102440.0,Karl Zéro,15.0,0.1520422399044037,Q3193481,Culture.Media.Media*,0.0,1090.7488323509965,129.0,0.0,152.0,11.836735,-20.321537,-5.204878,45.0,461.0,0.09761388286334056,Media*,Culture,13.683801591396332,3153.900178357959,0.004338692037653723
284,2.0,56028.0,2e régiment de hussards,8.0,0.966924011707306,Q776014,History_and_Society.Military_and_warfare,0.0,781.0,163.0,0.0,60.0,11.836735,15.285987,-13.305125,7.0,461.0,0.015184381778741865,Military_and_warfare,History_and_Society,13.536936163902284,3153.900178357959,0.004292125748554963
1070,4.0,358341.0,Christine Bravo,14.0,0.2814156115055084,Q8322448,Culture.Literature,172.0,4205.337901544956,126.0,0.0,0.0,15.510204000000002,-4.4340725,17.43366,12.0,461.0,0.026030368763557483,Literature,Culture,13.507949352264404,3153.900178357959,0.004282934965715104
743,4.0,217410.0,Herbert Léonard,15.0,0.33459946513175964,Q3133481,Culture.Media.Music,0.0,4001.8334946787104,129.0,0.0,152.0,15.510204000000002,-5.5459432999999985,-14.812655,10.0,461.0,0.021691973969631236,Music,Culture,13.383978605270386,3153.900178357959,0.0042436278412078966
1054,7.0,355833.0,Danièle Thompson,8.0,0.1520422399044037,Q374760,Culture.Literature,0.0,73581.21552607506,163.0,0.0,60.0,21.020409,-17.781576,18.114275,12.0,461.0,0.026030368763557483,Literature,Culture,12.77154815196991,3153.900178357959,0.004049445901810141
289,2.0,56354.0,Hussard,8.0,0.8439050912857056,Q191713,History_and_Society.Military_and_warfare,0.0,1560.0,163.0,0.0,60.0,11.836735,-1.2267911,-3.965467700000001,7.0,461.0,0.015184381778741865,Military_and_warfare,History_and_Society,11.814671277999878,3153.900178357959,0.0037460511144493634
1392,2.0,599136.0,Ringo (chanteur),14.0,0.585111141204834,Q3108731,Culture.Media.Music,172.0,0.0,126.0,0.0,0.0,11.836735,-18.847485,19.180586,10.0,461.0,0.021691973969631236,Music,Culture,11.70222282409668,3153.900178357959,0.003710397337365733
748,2.0,217769.0,Hervé Vilard,15.0,0.5775054097175598,Q2403441,Culture.Media.Music,0.0,1262.2011676489951,129.0,0.0,152.0,11.836735,-18.490906,10.96814,10.0,461.0,0.021691973969631236,Music,Culture,11.550108194351196,3153.900178357959,0.0036621666955751987
