modularity_class,Subtopic,Percentage,Count
0,Philosophy_and_religion,23.5,4
0,Western_Europe,23.5,4
0,Food_and_drink,11.8,2
0,Visual_arts*,11.8,2
0,Business_and_economics,5.9,1
0,Linguistics,5.9,1
0,Society,5.9,1
0,Sports,5.9,1
0,Transportation,5.9,1
1,Media*,38.8,83
1,Films,26.2,56
1,History,10.3,22
1,Military_and_warfare,4.2,9
1,Society,3.7,8
1,Performing_arts,3.3,7
1,Literature,2.8,6
1,Television,2.3,5
1,Business_and_economics,1.9,4
1,North_America,0.9,2
1,Politics_and_government,0.9,2
1,STEM*,0.5,1
1,Philosophy_and_religion,0.5,1
1,Architecture,0.5,1
1,Medicine_&_Health,0.5,1
1,Linguistics,0.5,1
1,Geographical,0.5,1
1,Europe*,0.5,1
1,Entertainment,0.5,1
1,Education,0.5,1
1,Visual_arts*,0.5,1
2,Sports,94.6,261
2,Business_and_economics,2.2,6
2,Politics_and_government,0.7,2
2,Western_Europe,0.7,2
2,Europe*,0.4,1
2,History,0.4,1
2,Media*,0.4,1
2,Medicine_&_Health,0.4,1
2,Society,0.4,1
3,Sports,90.9,130
3,Media*,2.8,4
3,Films,1.4,2
3,Business_and_economics,0.7,1
3,Education,0.7,1
3,Military_and_warfare,0.7,1
3,Performing_arts,0.7,1
3,STEM*,0.7,1
3,Television,0.7,1
3,Transportation,0.7,1
4,Sports,57.4,39
4,Media*,17.6,12
4,Politics_and_government,5.9,4
4,Western_Europe,4.4,3
4,Europe*,2.9,2
4,Television,2.9,2
4,Business_and_economics,1.5,1
4,Food_and_drink,1.5,1
4,Internet_culture,1.5,1
4,Music,1.5,1
4,Philosophy_and_religion,1.5,1
4,Transportation,1.5,1
5,Media*,48.9,22
5,Music,31.1,14
5,Films,6.7,3
5,Television,4.4,2
5,Entertainment,2.2,1
5,Literature,2.2,1
5,North_America,2.2,1
5,Society,2.2,1
6,Politics_and_government,18.6,26
6,Media*,14.3,20
6,Sports,8.6,12
6,Military_and_warfare,5.7,8
6,North_America,5.7,8
6,Geographical,5.0,7
6,Transportation,4.3,6
6,Television,4.3,6
6,Music,4.3,6
6,Biology,4.3,6
6,Earth_and_environment,4.3,6
6,History,3.6,5
6,Engineering,2.9,4
6,Western_Europe,2.9,4
6,Business_and_economics,2.1,3
6,Linguistics,1.4,2
6,Films,1.4,2
6,Philosophy_and_religion,1.4,2
6,Society,1.4,2
6,Literature,0.7,1
6,Entertainment,0.7,1
6,STEM*,0.7,1
6,Technology,0.7,1
6,Education,0.7,1
7,Sports,16.8,19
7,Media*,15.9,18
