,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views
0,2.0,1762.0,Andronikos I Komnenos,0.9871888160705566,Q41830,Culture.Biography.Biography*,4369.999999999999,7.0,4858.0
1,2.0,1762.0,Andronikos I Komnenos,0.9399233460426332,Q41830,History_and_Society.History,4369.999999999999,7.0,4858.0
2,2.0,1762.0,Andronikos I Komnenos,0.4610267877578736,Q41830,History_and_Society.Military_and_warfare,4369.999999999999,7.0,4858.0
3,2.0,1762.0,Andronikos I Komnenos,0.4406641592979431,Q41830,Geography.Regions.Europe.Europe*,4369.999999999999,7.0,4858.0
4,2.0,1762.0,Andronikos I Komnenos,0.4209318628311157,Q41830,Geography.Regions.Europe.Southern_Europe,4369.999999999999,7.0,4858.0
5,2.0,1762.0,Andronikos I Komnenos,0.14805719256401062,Q41830,Culture.Philosophy_and_religion,4369.999999999999,7.0,4858.0
6,2.0,1762.0,Andronikos I Komnenos,0.0,Q41830,Geography.Regions.Asia.West_Asia,4369.999999999999,7.0,4858.0
7,2.0,1762.0,Andronikos I Komnenos,0.0,Q41830,Geography.Regions.Asia.Asia*,4369.999999999999,7.0,4858.0
8,9.0,1812.0,Amway,0.9399233460426332,Q481800,History_and_Society.Business_and_economics,16911.03830923672,20.0,62609.0
9,9.0,1812.0,Amway,0.3140605390071869,Q481800,STEM.STEM*,16911.03830923672,20.0,62609.0
10,9.0,1812.0,Amway,0.2921159734725952,Q481800,Geography.Regions.Americas.North_America,16911.03830923672,20.0,62609.0
11,9.0,1812.0,Amway,0.1824355274438858,Q481800,History_and_Society.Society,16911.03830923672,20.0,62609.0
12,9.0,1812.0,Amway,0.12253321707248688,Q481800,Culture.Visual_arts.Visual_arts*,16911.03830923672,20.0,62609.0
13,9.0,1812.0,Amway,0.11597072333097458,Q481800,STEM.Medicine_&_Health,16911.03830923672,20.0,62609.0
14,9.0,1812.0,Amway,0.1097157895565033,Q481800,Culture.Visual_arts.Fashion,16911.03830923672,20.0,62609.0
15,9.0,1812.0,Amway,0.0,Q481800,Geography.Regions.Europe.Europe*,16911.03830923672,20.0,62609.0
