,Degree,Id,Label,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
0,2.0,1051.0,Alexis Carrel,0.7371681928634644,Q185777,STEM.Medicine_&_Health,232.0,4602.0,146.0,12.0,0.0,11.25,-9.195307000000001,-9.707448,4.0,677.0,0.005908419497784343,Medicine_&_Health,STEM,5.897345542907715,19834.293213173747,0.00029733076341690635
1,6.0,1200.0,Atomic physics,0.9820237755775452,Q26383,STEM.Physics,97.0,8103.408768368337,136.0,15.0,0.0,16.25,-16.363468,-0.8956069,17.0,575.0,0.02956521739130435,Physics,STEM,100.16642510890959,86087.31400050968,0.001163544550923224
2,37.0,1750.0,Andaman Islands,0.6442351341247559,Q186233,Geography.Regions.Asia.Asia*,255.0,40864.8905530973,135.0,22.0,0.0,55.0,-1.2021897,20.81984,65.0,495.0,0.13131313131313133,Asia*,Geography,0.0,5760.414871402085,0.0
3,7.0,1791.0,Anti-ballistic missile,0.585111141204834,Q574594,History_and_Society.Military_and_warfare,0.0,64294.99999999999,155.0,4.0,69.0,17.5,16.646498,13.823251,97.0,1733.0,0.05597230236583958,Military_and_warfare,History_and_Society,397.2904648780823,131223.97335181385,0.0030275753334563288
4,2.0,2238.0,Antipope John XXIII,0.9099169969558716,Q294599,Culture.Philosophy_and_religion,192.0,0.0,192.0,26.0,192.0,11.25,15.534996,-8.617989999999999,17.0,596.0,0.028523489932885907,Philosophy_and_religion,Culture,30.937177896499637,29150.500319965184,0.0010612914892342603
5,2.0,2340.0,Antipope Felix II,0.812877357006073,Q299410,Culture.Philosophy_and_religion,192.0,0.0,192.0,26.0,192.0,11.25,-11.043402,-22.291103,17.0,596.0,0.028523489932885907,Philosophy_and_religion,Culture,27.637830138206482,29150.500319965184,0.0009481082600588274
6,4.0,4754.0,Blue Streak (missile),0.7186043858528137,Q885899,History_and_Society.Military_and_warfare,0.0,2.5,155.0,4.0,69.0,13.75,18.808428,-0.480191,97.0,1733.0,0.05597230236583958,Military_and_warfare,History_and_Society,278.81850171089167,131223.97335181385,0.0021247527764105593
7,1.0,5574.0,History of Croatia,0.9304682612419128,Q210726,History_and_Society.History,192.0,0.0,192.0,4.0,192.0,10.0,0.25860718,-15.788147,50.0,1733.0,0.028851702250432775,History,History_and_Society,46.52341306209564,131223.97335181385,0.0003545344030801866
8,4.0,6446.0,Camouflage,0.2120788097381592,Q196113,STEM.Biology,54.0,19019.606789788668,159.0,18.0,0.0,13.75,-18.332634,22.744215,10.0,352.0,0.028409090909090905,Biology,STEM,8.483152389526369,36402.05883339793,0.00023304045599045352
9,3.0,6696.0,Chain mail,0.839743971824646,Q659631,History_and_Society.Military_and_warfare,192.0,27587.0,192.0,4.0,192.0,12.5,-17.178188000000002,9.937805,97.0,1733.0,0.05597230236583958,Military_and_warfare,History_and_Society,244.36549580097198,131223.97335181385,0.001862201620323016
