,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,4.0,1097.0,Armed Forces of Armenia,0.839743971824646,Q935464,History_and_Society.Military_and_warfare,33288.0,19.0,2371.0,3.358975887298584,History_and_Society,Military_and_warfare
1,26.0,1943.0,Australian Democrats,0.8311530351638794,Q781392,History_and_Society.Politics_and_government,9514.606110440214,17.0,1825.0,21.609978914260864,History_and_Society,Politics_and_government
2,14.0,2299.0,"American Media, Inc.",0.8519628047943115,Q465666,History_and_Society.Business_and_economics,1904271.2254178063,22.0,1613.0,11.927479267120361,History_and_Society,Business_and_economics
3,8.0,2339.0,Avery Hopwood,0.3415925204753876,Q2479506,Culture.Performing_arts,8088.233213742542,47.0,321.0,2.7327401638031006,Culture,Performing_arts
4,17.0,2847.0,Aung San Suu Kyi,0.5234303474426271,Q36740,History_and_Society.Politics_and_government,2637544.541560249,32.0,64065.0,8.89831590652466,History_and_Society,Politics_and_government
5,12.0,2999.0,Arthur Laurents,0.59267657995224,Q710334,Culture.Performing_arts,440057.05512513727,1.0,1670.0,7.11211895942688,Culture,Performing_arts
6,4.0,3010.0,Alan Jay Lerner,0.839743971824646,Q961893,Culture.Performing_arts,72336.68880734009,0.0,3236.0,3.358975887298584,Culture,Performing_arts
7,11.0,3735.0,Beastie Boys,0.952584147453308,Q214039,Culture.Media.Music,134235.59374922985,2.0,72487.0,10.478425621986387,Culture,Music
8,7.0,4109.0,Leg theory,0.2942249774932861,Q6517148,STEM.STEM*,1741.6297720329467,52.0,450.0,0.0,STEM,STEM*
9,12.0,4240.0,Benedictines,0.4843900501728058,Q131132,Culture.Philosophy_and_religion,118094.91015012328,54.0,561.0,5.812680602073669,Culture,Philosophy_and_religion
10,3.0,4248.0,Bowls,0.9324633479118348,Q895471,Culture.Sports,452755.9702677942,14.0,7871.0,2.7973900437355046,Culture,Sports
11,4.0,4893.0,Bob Costas,0.9481645226478576,Q2458861,Culture.Media.Media*,370243.6031419389,6.0,9339.0,3.79265809059143,Culture,Media*
12,2.0,4948.0,Banacek,0.9958112239837646,Q2071571,Culture.Media.Television,44376.0,21.0,2807.0,1.9916224479675293,Culture,Television
13,3.0,5864.0,Customs union,0.8267217874526978,Q218819,History_and_Society.Business_and_economics,1194.9410762630278,32.0,3480.0,2.4801653623580933,History_and_Society,Business_and_economics
14,52.0,6468.0,Country Liberal Party,0.7057950496673584,Q2496080,History_and_Society.Politics_and_government,15659.483929471124,17.0,1011.0,36.70134258270264,History_and_Society,Politics_and_government
15,3.0,7661.0,Council of Constance,0.754925012588501,Q154001,Culture.Philosophy_and_religion,156199.90234220694,54.0,2881.0,2.264775037765503,Culture,Philosophy_and_religion
16,4.0,7740.0,Charles C. Krulak,0.9814634323120116,Q328390,History_and_Society.Military_and_warfare,1766.5378472531988,6.0,2103.0,3.9258537292480464,History_and_Society,Military_and_warfare
17,6.0,8274.0,Declaration of Arbroath,0.839743971824646,Q598496,History_and_Society.History,18388.499999998898,37.0,2722.0,5.038463830947876,History_and_Society,History
18,1.0,10026.0,Anthem of Europe,0.3775506913661957,Q11993,Culture.Media.Media*,0.0,41.0,6034.0,0.3775506913661957,Culture,Media*
19,10.0,10192.0,Explosive,0.40734341740608215,Q12870,STEM.Technology,578803.0794075736,6.0,9147.0,4.0734341740608215,STEM,Technology
20,42.0,10357.0,Earle Page,0.1259327530860901,Q370926,History_and_Society.Politics_and_government,11367.993490832614,17.0,1241.0,5.289175629615784,History_and_Society,Politics_and_government
21,3.0,10574.0,First National Pictures,0.9886782765388488,Q1188369,Culture.Media.Films,33286.999999999985,6.0,1215.0,2.966034829616546,Culture,Films
22,4.0,10654.0,Forward pass,0.8903042674064636,Q1433685,Culture.Sports,768332.8382658219,14.0,4799.0,3.5612170696258545,Culture,Sports
23,31.0,10667.0,Tackle (football move),0.91965252161026,Q1545990,Culture.Sports,1399267.303834692,43.0,3143.0,28.50922816991806,Culture,Sports
24,73.0,11955.0,George H. W. Bush,0.585111141204834,Q23505,History_and_Society.Politics_and_government,3863011.6611287086,6.0,221870.0,42.71311330795288,History_and_Society,Politics_and_government
25,1.0,12422.0,List of gymnasts,0.1259327530860901,Q4389774,Culture.Media.Media*,0.0,27.0,1339.0,0.1259327530860901,Culture,Media*
26,2.0,12681.0,Geography of Afghanistan,0.4974121918678284,Q1637198,Geography.Regions.Asia.South_Asia,11097.0,18.0,3159.0,0.0,Geography,South_Asia
27,3.0,12835.0,Galla Placidia,0.9942797422409058,Q237907,History_and_Society.History,11090.666666666664,39.0,1982.0,2.9828392267227173,History_and_Society,History
28,5.0,12896.0,Gulf of Oman,0.1968362182378769,Q79948,History_and_Society.Society,572599.173782776,32.0,3076.0,0.9841810911893845,History_and_Society,Society
29,1.0,13018.0,Governor of Michigan,0.26285186409950256,Q5589680,History_and_Society.Politics_and_government,0.0,18.0,2518.0,0.26285186409950256,History_and_Society,Politics_and_government
30,1.0,13034.0,Geyser,0.754925012588501,Q83471,STEM.Earth_and_environment,0.0,6.0,8701.0,0.754925012588501,STEM,Earth_and_environment
31,6.0,13075.0,Gosford,0.9219318628311156,Q605113,Geography.Regions.Oceania,1348486.3444047258,41.0,2951.0,0.0,Geography,Oceania
32,21.0,14045.0,Humphrey Bogart,0.9981998205184937,Q16390,Culture.Biography.Biography*,174928.9710326273,0.0,72794.0,0.0,Culture,Biography*
33,4.0,14097.0,History of Asia,0.275139719247818,Q627531,History_and_Society.History,131314.7328841862,32.0,3925.0,1.100558876991272,History_and_Society,History
34,1.0,14406.0,Harmony Society,0.9875783920288086,Q5659615,Culture.Philosophy_and_religion,0.0,47.0,877.0,0.9875783920288086,Culture,Philosophy_and_religion
35,1.0,14644.0,Geography of Indonesia,0.4792908897399902,Q1977576,Geography.Regions.Asia.Asia*,0.0,32.0,3109.0,0.0,Geography,Asia*
