,Id,Label,modularity_class,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Qid
0,25459752,Erdem Moralıoğlu,43,1,20,0.118244,0.132025,0.0,Q1349083
1,530766,Joseph E. Brennan,29,5,25,0.098021,0.10922799999999999,59.004341000000004,Q550705
2,50222892,Dayana Yastremska,37,7,26,0.077172,0.08607999999999999,8194.645562,Q23888026
3,43963356,Tim Frazier,26,2,25,0.087274,0.093782,4646.0,Q18156606
4,3323606,Ron Waterman,4,2,26,0.095093,0.111338,0.0,Q4352535
5,25636426,Daria Gavrilova,37,5,25,0.083369,0.09341100000000001,1214.887564,Q2446649
6,1911924,Mark Walters,17,2,25,0.077415,0.083054,27846.0,Q762449
7,40001136,Marcus Semien,8,6,26,0.097428,0.11035,0.0,Q15946610
8,4011682,Phil Keating,5,2,24,0.090652,0.096091,4646.0,Q16199757
9,264920,List of Wimbledon Open Era champions,37,3,23,0.09900700000000001,0.109605,7771.678594,Q2058656
10,15134976,The Unicorn and the Wasp,12,3,25,0.079512,0.08568200000000001,0.0,Q2826460
11,51763022,Matthias Farley,1,3,27,0.08391,0.095136,4646.0,Q27049367
12,54658760,Mohamadou Sumareh,11,1,24,0.093029,0.103742,0.0,Q33416162
13,49152556,BRP Tarlac (LD-601),18,1,21,0.094054,0.101449,0.0,Q23022168
14,40982672,American Music Award for Favorite Soul/R&B Album,41,14,29,0.061854,0.067892,0.166667,Q19858107
15,36894194,Trézéguet (Egyptian footballer),22,5,23,0.102862,0.117156,50635.066069,Q6734350
16,135712,"Wellington, Texas",40,2,24,0.091677,0.10105499999999999,0.0,Q979761
17,620854,Robert Del Naja,20,7,25,0.09272899999999999,0.103876,7887.620884999999,Q712176
18,636484,Triangle offense,40,4,23,0.096688,0.10831600000000001,1298.7574869999999,Q847804
19,419550,Dante Bichette,8,3,25,0.10043200000000001,0.113844,679.99193,Q8836231
20,5555590,Panzi Hospital,36,4,24,0.085591,0.09354900000000001,1.0,Q7132053
21,5561322,Augusto Inácio,7,2,28,0.06948,0.073619,0.0,Q2629216
22,48416582,2016 Oakland Raiders season,1,19,22,0.122787,0.151973,301111.486109,Q22096933
23,1181956,Dirty Water,8,3,25,0.10860299999999999,0.123798,4646.0,Q5281109
24,58619120,2018 National League West tie-breaker game,8,16,24,0.111026,0.130725,245.875396,Q60526932
25,37875076,David Fales,1,4,24,0.108025,0.135242,48653.579834,Q5233537
26,20037960,Utøya,28,12,20,0.094825,0.107136,36.818333,Q106357
27,1337606,Didi Conn,21,1,29,0.068095,0.073021,0.0,Q459465
28,4483334,Hurricane King,6,30,19,0.110601,0.136819,4225.3152469999995,Q217707
29,1840612,Communist Party of Luxembourg,28,6,24,0.071288,0.077512,0.0,Q321673
30,57736462,Robbie Eagles,44,7,26,0.08805299999999999,0.10055900000000001,18572.65,Q55138536
31,44316528,Michigan IMG Sports Network,8,14,24,0.11715899999999999,0.14165999999999998,93533.501696,Q18763620
32,30579430,Romaine Sawyers,22,3,22,0.100962,0.11420899999999999,20887.126431,Q3940507
33,5143790,Ohio in the American Civil War,25,2,27,0.084617,0.091892,4646.0,Q7081054
34,11035076,Brigadier general (United States),5,9,23,0.114613,0.130754,231935.126406,Q4967196
35,26579594,Emily Ratajkowski,40,3,27,0.07198099999999999,0.076888,9291.0,Q5372335
36,13016306,Yasutomi Nishizuka,36,4,24,0.089973,0.100531,495.453587,Q900311
37,3599438,2nd Canadian Regiment,5,2,24,0.094158,0.102833,0.0,Q2815846
38,11518852,Kyle Eastmond,32,2,25,0.090813,0.098135,4646.0,Q3200916
39,57773976,Homestead Air Reserve Base,6,4,20,0.104816,0.12304100000000001,1048.45795,Q3139697
40,419720,Continental Navy,43,7,20,0.115695,0.137924,279187.73716,Q2367216
41,47728364,Phil Salt (cricketer),21,1,34,0.050961,0.054011,0.0,Q21030613
42,73276,University of Waterloo,36,6,25,0.08447400000000001,0.09427999999999999,5.641306,Q1049470
43,56213390,Arnór Sigurðsson,26,10,25,0.085889,0.094158,25714.46406,Q47067187
44,541728,Mladen Ivanić,31,4,26,0.072211,0.077045,1.166667,Q944643
45,39936702,Rosemary DiCarlo,5,8,23,0.110796,0.12747999999999998,166.37283100000002,Q15429937
46,179174,Spaceport,0,17,25,0.101868,0.121051,213143.98424000002,Q194188
47,31661732,Wedding of Prince Edward and Sophie Rhys-Jones,43,9,20,0.124795,0.14281300000000002,327961.17837800004,Q2894167
48,2606338,American Conservatory Theater,33,1,35,0.041582,0.043088999999999995,0.0,Q463781
49,15718406,Ubi caritas,43,1,20,0.118244,0.132025,0.0,Q633183
50,19223366,Yuki Bhambri,37,2,24,0.089369,0.09694900000000001,0.0,Q1391241
51,58681018,2018 Tianjin Open – Doubles,37,6,25,0.08266,0.091468,547.254113,Q57069813
52,31194612,Jeffrey Schlupp,17,4,24,0.087986,0.097098,4644.0,Q323046
53,19938000,Nhlanhla Nene,10,5,30,0.057953,0.062753,0.0,Q7023365
54,1371578,Jimmy Murphy (footballer),23,1,24,0.07284299999999999,0.07659500000000001,0.0,Q735062
55,3889758,33⅓,41,1,31,0.055066,0.058309,0.0,Q226210
56,738736,Uruguayan Air Force Flight 571,23,3,22,0.09866699999999999,0.10843,33818.104332,Q737967
57,41161766,Stamp Brooksbank,43,2,20,0.114772,0.130389,34680.784691,Q16205516
58,5319068,Apollo 15 postal covers incident,0,7,25,0.089769,0.102151,396.798035,Q914838
59,878832,Erik Weihenmayer,5,1,23,0.10956800000000001,0.122103,0.0,Q732356
60,45117360,Rafael Gaglianone,27,1,26,0.101672,0.11598499999999999,0.0,Q18921756
61,40620996,Abdellah Zoubir,23,5,27,0.069756,0.074799,1160.75,Q16029854
