modularity_class,Subtopic,Percentage,Count
0,Media*,35.0,50
0,Films,23.1,33
0,History,14.7,21
0,Literature,5.6,8
0,Performing_arts,4.2,6
0,Music,2.8,4
0,Television,2.8,4
0,Visual_arts*,2.8,4
0,Biology,2.1,3
0,Society,2.1,3
0,Military_and_warfare,1.4,2
0,Business_and_economics,0.7,1
0,Europe*,0.7,1
0,Philosophy_and_religion,0.7,1
0,Sports,0.7,1
0,Transportation,0.7,1
1,Media*,28.8,42
1,Literature,12.3,18
1,Sports,10.3,15
1,Films,9.6,14
1,History,8.2,12
1,Performing_arts,6.2,9
1,Television,6.2,9
1,Entertainment,3.4,5
1,Music,2.1,3
1,Radio,1.4,2
1,Visual_arts*,1.4,2
1,Transportation,1.4,2
1,STEM*,1.4,2
1,Business_and_economics,1.4,2
1,Western_Europe,1.4,2
1,Politics_and_government,0.7,1
1,Society,0.7,1
1,Military_and_warfare,0.7,1
1,Medicine_&_Health,0.7,1
1,Linguistics,0.7,1
1,Video_games,0.7,1
1,Internet_culture,0.7,1
2,History,31.0,22
2,Politics_and_government,18.3,13
2,Military_and_warfare,12.7,9
2,Sports,5.6,4
2,Visual_arts*,4.2,3
2,Society,4.2,3
2,Philosophy_and_religion,4.2,3
2,Transportation,2.8,2
2,Literature,2.8,2
2,Architecture,2.8,2
2,STEM*,1.4,1
2,Africa*,1.4,1
2,Medicine_&_Health,1.4,1
2,Media*,1.4,1
2,Linguistics,1.4,1
2,Films,1.4,1
2,Europe*,1.4,1
2,Western_Europe,1.4,1
3,Sports,98.4,60
3,Western_Europe,1.6,1
4,Sports,82.9,29
4,Transportation,5.7,2
4,Media*,2.9,1
4,Northern_Europe,2.9,1
4,Visual_arts*,2.9,1
4,Western_Europe,2.9,1
5,Music,55.6,15
5,Media*,25.9,7
5,Europe*,7.4,2
5,History,3.7,1
5,Linguistics,3.7,1
5,Transportation,3.7,1
6,Sports,93.4,127
6,East_Asia,1.5,2
6,Asia*,0.7,1
6,Computing,0.7,1
6,Films,0.7,1
6,Geographical,0.7,1
6,List_Disambig,0.7,1
6,Medicine_&_Health,0.7,1
6,Western_Europe,0.7,1
7,Media*,37.2,54
7,Films,17.2,25
7,Politics_and_government,11.0,16
7,Performing_arts,4.8,7
7,Music,4.1,6
7,History,3.4,5
7,Literature,3.4,5
7,Visual_arts*,2.8,4
7,Military_and_warfare,2.8,4
7,Society,2.1,3
7,STEM*,2.1,3
7,Western_Europe,2.1,3
7,Business_and_economics,1.4,2
7,Television,1.4,2
7,Philosophy_and_religion,0.7,1
7,Europe*,0.7,1
7,Sports,0.7,1
7,Transportation,0.7,1
7,Earth_and_environment,0.7,1
7,Biology,0.7,1
8,Sports,41.3,19
8,Media*,30.4,14
8,Music,6.5,3
8,History,4.3,2
8,Politics_and_government,4.3,2
8,Television,4.3,2
8,Comics_and_Anime,2.2,1
8,Films,2.2,1
8,Society,2.2,1
8,Visual_arts*,2.2,1
9,Media*,22.3,23
9,Films,9.7,10
9,Europe*,8.7,9
9,Western_Europe,6.8,7
9,History,6.8,7
9,Philosophy_and_religion,5.8,6
