,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,2.0,800.0,"Стам, Яп",0.9986850023269652,Q216917,Culture.Sports,5.8766233766233755,9.0,2036.0,1.9973700046539304,Culture,Sports
1,2.0,1182.0,"Стриженов, Глеб Александрович",0.3140605390071869,Q4443978,History_and_Society.Military_and_warfare,3200.0,0.0,2238.0,0.6281210780143738,History_and_Society,Military_and_warfare
2,2.0,3202.0,Можайск,0.9947898983955384,Q159139,History_and_Society.Society,1444.5567094498815,0.0,20800.0,1.9895797967910769,History_and_Society,Society
3,1.0,3532.0,Клингонский язык,0.9808859825134276,Q10134,Culture.Linguistics,0.0,15.0,2713.0,0.9808859825134276,Culture,Linguistics
4,15.0,3546.0,Квенья,0.9724247455596924,Q56383,Culture.Linguistics,1602.2550787079251,15.0,3946.0,14.586371183395386,Culture,Linguistics
5,1.0,9055.0,Антропософия,0.9591643214225768,Q184719,Culture.Philosophy_and_religion,0.0,4.0,2746.0,0.9591643214225768,Culture,Philosophy_and_religion
6,11.0,9158.0,Алсу,0.33459946513175964,Q270951,Culture.Media.Media*,18062.997652265545,7.0,26628.0,3.680594116449356,Culture,Media*
7,2.0,9618.0,Татьянин день,0.8740872144699097,Q2997205,Culture.Philosophy_and_religion,6392.0,18.0,3644.0,1.7481744289398193,Culture,Philosophy_and_religion
8,2.0,9782.0,Ё,0.9149109721183776,Q30955,Culture.Linguistics,4797.0,13.0,2856.0,1.8298219442367551,Culture,Linguistics
9,1.0,10328.0,История гимнов России и СССР,0.6297846436500549,Q2177093,Culture.Media.Media*,0.0,0.0,2462.0,0.6297846436500549,Culture,Media*
10,2.0,10405.0,Викторина,0.2942249774932861,Q274079,Culture.Media.Media*,4797.0,21.0,3147.0,0.5884499549865722,Culture,Media*
11,32.0,11180.0,Том Бомбадил,0.9836069941520692,Q280608,Culture.Literature,243.93959940190842,15.0,2901.0,31.475423812866214,Culture,Literature
12,14.0,11681.0,Александрийская православная церковь,0.6723417043685913,Q251268,Culture.Philosophy_and_religion,4225.770430991042,4.0,2839.0,9.412783861160278,Culture,Philosophy_and_religion
13,29.0,12343.0,Московская область,0.7122421860694885,Q1697,History_and_Society.Society,90300.91637122596,0.0,36385.0,20.655023396015167,History_and_Society,Society
14,36.0,12556.0,Торин Дубощит,0.9993433356285096,Q46285,Culture.Literature,6867.282264886329,15.0,6161.0,35.97636008262635,Culture,Literature
15,3.0,12816.0,Император Тайсё,0.5156299471855164,Q157052,History_and_Society.Military_and_warfare,3201.0,13.0,2735.0,1.546889841556549,History_and_Society,Military_and_warfare
16,4.0,14880.0,"Френкель, Ян Абрамович",0.6723417043685913,Q771374,Culture.Media.Music,1104.9153549530563,12.0,2524.0,2.6893668174743652,Culture,Music
17,8.0,15439.0,Челябинская область,0.974052667617798,Q5714,History_and_Society.Society,5651.347323192235,0.0,9824.0,7.792421340942384,History_and_Society,Society
18,1.0,17360.0,"Соломина, Мария Антониновна",0.2393593490123749,Q4428290,History_and_Society.Society,0.0,13.0,2702.0,0.2393593490123749,History_and_Society,Society
19,1.0,18412.0,Микронезия,0.9859463572502136,Q3359409,Geography.Regions.Oceania,0.0,20.0,3082.0,0.0,Geography,Oceania
20,5.0,21786.0,"Ищите женщину (фильм, 1982)",0.9344051480293274,Q4205750,Culture.Media.Media*,14941.786744000958,13.0,8404.0,4.672025740146637,Culture,Media*
21,7.0,22142.0,Епархии Русской православной церкви,0.9973783493041992,Q3725311,History_and_Society.Society,9590.0,0.0,2431.0,6.9816484451293945,History_and_Society,Society
22,6.0,22820.0,Магнитогорск,0.9362950325012208,Q95449,History_and_Society.Society,8546.662755864203,0.0,34026.0,5.617770195007325,History_and_Society,Society
23,36.0,23499.0,Арда,0.99219411611557,Q210877,Culture.Literature,522.7897885899766,15.0,2193.0,35.718988180160515,Culture,Literature
24,34.0,23508.0,Эру Илуватар,1.0000100135803225,Q208363,Culture.Literature,252.54944495413048,15.0,3496.0,34.000340461730964,Culture,Literature
25,4.0,23742.0,Шеффилд,0.9688661694526672,Q42448,Geography.Regions.Europe.Europe*,591.7315102424187,9.0,2350.0,0.0,Geography,Europe*
26,1.0,26805.0,Обрезание Господне,0.9149109721183776,Q13510036,Culture.Philosophy_and_religion,0.0,18.0,4129.0,0.9149109721183776,Culture,Philosophy_and_religion
27,14.0,28933.0,Элладская православная церковь,0.9381340146064758,Q59778,Culture.Philosophy_and_religion,3565.272523695971,4.0,3536.0,13.133876204490662,Culture,Philosophy_and_religion
28,1.0,33935.0,Вертеп (театр),0.9814634323120116,Q867960,Culture.Performing_arts,0.0,22.0,2832.0,0.9814634323120116,Culture,Performing_arts
29,9.0,40475.0,Пимен (патриарх Московский),0.8031837940216064,Q547687,History_and_Society.Society,1013.0222697581064,4.0,3257.0,7.228654146194458,History_and_Society,Society
30,3.0,40680.0,Атолл,0.9304682612419128,Q42523,STEM.Earth_and_environment,3201.0,20.0,3666.0,2.7914047837257385,STEM,Earth_and_environment
31,11.0,41603.0,Загреб,0.2120788097381592,Q1435,History_and_Society.History,422069.18834965257,10.0,2811.0,2.3328669071197514,History_and_Society,History
32,3.0,42177.0,Театры Москвы,0.2509227991104126,Q4453582,History_and_Society.Military_and_warfare,6863.017497219822,13.0,2529.0,0.7527683973312378,History_and_Society,Military_and_warfare
33,12.0,42431.0,Малый театр,0.812877357006073,Q1369676,History_and_Society.Society,32248.86518341668,13.0,3577.0,9.754528284072876,History_and_Society,Society
34,2.0,44080.0,"Боже, Царя храни!",0.8080772161483765,Q478470,History_and_Society.Society,0.0,0.0,8217.0,1.616154432296753,History_and_Society,Society
35,2.0,44387.0,Восточнокатолические церкви,0.7310686111450195,Q49376,History_and_Society.Society,0.0,4.0,2294.0,1.462137222290039,History_and_Society,Society
36,3.0,44948.0,"Грабарь, Игорь Эммануилович",0.6076731681823729,Q1030307,History_and_Society.Society,4799.0,13.0,4945.0,1.8230195045471187,History_and_Society,Society
37,4.0,47052.0,Михайловский Златоверхий монастырь,0.5312193632125854,Q1142386,Culture.Philosophy_and_religion,8332.768314301784,4.0,5651.0,2.124877452850342,Culture,Philosophy_and_religion
38,2.0,51624.0,Саввино-Сторожевский монастырь,0.8080772161483765,Q3656882,History_and_Society.Society,1601.0,4.0,1564.0,1.616154432296753,History_and_Society,Society
39,3.0,52994.0,"Ульянова, Инна Ивановна",0.3629792034626007,Q4475076,History_and_Society.Society,750.0504308074188,0.0,3885.0,1.0889376103878021,History_and_Society,Society
40,4.0,53786.0,Олимпик Марсель,0.6442351341247559,Q132885,Culture.Sports,594.3869475296327,9.0,2833.0,2.5769405364990234,Culture,Sports
41,4.0,53879.0,Московский Художественный академический театр имени М. Горького,0.9399233460426332,Q4304019,History_and_Society.Society,36686.512969849886,13.0,2356.0,3.7596933841705327,History_and_Society,Society
42,2.0,54469.0,"Ливанов, Борис Николаевич",0.8175845146179199,Q1959505,History_and_Society.Military_and_warfare,4797.0,0.0,2631.0,1.6351690292358398,History_and_Society,Military_and_warfare
43,2.0,55183.0,"Бестужев-Рюмин, Алексей Петрович",0.6076731681823729,Q632874,History_and_Society.Society,97.31974781911232,7.0,3490.0,1.2153463363647459,History_and_Society,Society
44,8.0,55251.0,"Тухманов, Давид Фёдорович",0.7663036584854126,Q925653,History_and_Society.Society,5072.079364997264,7.0,3617.0,6.130429267883301,History_and_Society,Society
45,5.0,55465.0,Месса,0.8872146010398865,Q132612,Culture.Philosophy_and_religion,6398.0,22.0,3121.0,4.436073005199432,Culture,Philosophy_and_religion
46,2.0,58856.0,"Бардин, Гарри Яковлевич",0.33459946513175964,Q1959564,History_and_Society.Society,1601.0,7.0,4357.0,0.6691989302635193,History_and_Society,Society
47,1.0,61344.0,Иосиф Флавий,0.7879412174224854,Q134461,Culture.Philosophy_and_religion,0.0,22.0,3638.0,0.7879412174224854,Culture,Philosophy_and_religion
48,13.0,63484.0,Антиохийская православная церковь,0.9046605229377748,Q323301,Culture.Philosophy_and_religion,9830.860611685635,4.0,3404.0,11.760586798191072,Culture,Philosophy_and_religion
49,13.0,63485.0,Болгарская православная церковь,0.3557848632335663,Q242758,Culture.Philosophy_and_religion,2916.538916023065,4.0,2925.0,4.625203222036362,Culture,Philosophy_and_religion
50,18.0,63489.0,Иерусалимская православная церковь,0.8903042674064636,Q632602,Culture.Philosophy_and_religion,41197.14214504022,4.0,2976.0,16.025476813316345,Culture,Philosophy_and_religion
51,15.0,63493.0,Польская православная церковь,0.91965252161026,Q463406,Culture.Philosophy_and_religion,4171.412359447767,4.0,3537.0,13.7947878241539,Culture,Philosophy_and_religion
52,14.0,63494.0,Румынская православная церковь,0.59267657995224,Q181901,Culture.Philosophy_and_religion,4461.011506082223,4.0,2738.0,8.29747211933136,Culture,Philosophy_and_religion
53,16.0,63497.0,Сербская православная церковь,0.40734341740608215,Q188814,Culture.Philosophy_and_religion,41365.54058604688,4.0,3054.0,6.5174946784973145,Culture,Philosophy_and_religion
54,2.0,63942.0,"Смолкин, Борис Григорьевич",0.7122421860694885,Q4425048,History_and_Society.Society,3200.0,12.0,3656.0,1.424484372138977,History_and_Society,Society
55,4.0,65514.0,"Ладынина, Марина Алексеевна",0.7490972280502319,Q449770,History_and_Society.Military_and_warfare,9503.343197961103,7.0,3298.0,2.9963889122009277,History_and_Society,Military_and_warfare
56,3.0,66744.0,Иван Кольцо,0.8519628047943115,Q4195613,History_and_Society.Society,800.0,12.0,1943.0,2.5558884143829346,History_and_Society,Society
