,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views
0,4.0,580.0,Astronomer,0.839743971824646,Q11063,STEM.STEM*,13964.0,36.0,15691.0
1,4.0,580.0,Astronomer,0.33459946513175964,Q11063,History_and_Society.Business_and_economics,13964.0,36.0,15691.0
2,2.0,953.0,Azincourt,0.9995221495628356,Q238339,Geography.Regions.Europe.Western_Europe,0.0,28.0,2442.0
3,2.0,953.0,Azincourt,0.9994397163391112,Q238339,Geography.Regions.Europe.Europe*,0.0,28.0,2442.0
4,53.0,1078.0,Antisemitism,0.9763205647468568,Q22649,Culture.Philosophy_and_religion,1217551.10814226,25.0,218353.0
5,53.0,1078.0,Antisemitism,0.4765896201133728,Q22649,History_and_Society.Society,1217551.10814226,25.0,218353.0
6,53.0,1078.0,Antisemitism,0.4225146472454071,Q22649,History_and_Society.History,1217551.10814226,25.0,218353.0
7,53.0,1078.0,Antisemitism,0.1732981950044632,Q22649,History_and_Society.Politics_and_government,1217551.10814226,25.0,218353.0
8,11.0,1354.0,Andes,0.9399233460426332,Q5456,Geography.Regions.Americas.South_America,67469.63745781347,48.0,30584.0
9,11.0,1354.0,Andes,0.9019306898117064,Q5456,Geography.Geographical,67469.63745781347,48.0,30584.0
10,11.0,1354.0,Andes,0.3702353835105896,Q5456,STEM.Earth_and_environment,67469.63745781347,48.0,30584.0
11,11.0,1354.0,Andes,0.3073680400848389,Q5456,STEM.STEM*,67469.63745781347,48.0,30584.0
12,11.0,1354.0,Andes,0.19194278120994568,Q5456,History_and_Society.Politics_and_government,67469.63745781347,48.0,30584.0
13,11.0,1354.0,Andes,0.12253321707248688,Q5456,History_and_Society.Society,67469.63745781347,48.0,30584.0
14,8.0,2345.0,Archbishop of Canterbury,0.91965252161026,Q29282,Culture.Philosophy_and_religion,10456.569047619048,24.0,19599.0
15,8.0,2345.0,Archbishop of Canterbury,0.12878464365005493,Q29282,Geography.Regions.Europe.Europe*,10456.569047619048,24.0,19599.0
16,8.0,2345.0,Archbishop of Canterbury,0.11280541121959685,Q29282,Culture.Biography.Biography*,10456.569047619048,24.0,19599.0
17,8.0,2345.0,Archbishop of Canterbury,0.014629947185516357,Q29282,Geography.Regions.Europe.Northern_Europe,10456.569047619048,24.0,19599.0
18,7.0,3386.0,Black Sea,0.8774868249893188,Q166,Geography.Geographical,365372.03986528405,1.0,64184.0
19,7.0,3386.0,Black Sea,0.6150978803634644,Q166,Geography.Regions.Europe.Europe*,365372.03986528405,1.0,64184.0
20,7.0,3386.0,Black Sea,0.538993239402771,Q166,Geography.Regions.Europe.Eastern_Europe,365372.03986528405,1.0,64184.0
21,7.0,3386.0,Black Sea,0.320831298828125,Q166,History_and_Society.Society,365372.03986528405,1.0,64184.0
22,7.0,3386.0,Black Sea,0.1294127255678177,Q166,Geography.Regions.Asia.West_Asia,365372.03986528405,1.0,64184.0
23,7.0,3386.0,Black Sea,0.12253321707248688,Q166,Geography.Regions.Asia.Asia*,365372.03986528405,1.0,64184.0
24,3.0,3862.0,American League Division Series,0.9241518378257751,Q465503,Culture.Sports,27906.0,2.0,4221.0
25,3.0,3862.0,American League Division Series,0.19826446676254272,Q465503,Geography.Regions.Americas.North_America,27906.0,2.0,4221.0
26,22.0,4054.0,Battleship,0.7931159734725952,Q182531,History_and_Society.Transportation,57541.17356760879,22.0,29404.0
27,22.0,4054.0,Battleship,0.6859594583511353,Q182531,History_and_Society.Military_and_warfare,57541.17356760879,22.0,29404.0
28,22.0,4054.0,Battleship,0.19194278120994568,Q182531,STEM.STEM*,57541.17356760879,22.0,29404.0
29,22.0,4054.0,Battleship,0.1520422399044037,Q182531,STEM.Technology,57541.17356760879,22.0,29404.0
30,6.0,4615.0,Battle of Agincourt,0.9149109721183776,Q188495,History_and_Society.Military_and_warfare,23267.5,28.0,66832.0
31,6.0,4615.0,Battle of Agincourt,0.812877357006073,Q188495,Geography.Regions.Europe.Western_Europe,23267.5,28.0,66832.0
32,6.0,4615.0,Battle of Agincourt,0.8080772161483765,Q188495,Geography.Regions.Europe.Europe*,23267.5,28.0,66832.0
33,6.0,4615.0,Battle of Agincourt,0.4921981394290924,Q188495,History_and_Society.History,23267.5,28.0,66832.0
