,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
0,31.0,53.0,Arménie,18.0,0.3629792034626007,Q399,History_and_Society.Society,88.0,146366.182971155,77.0,3.0,193.0,35.714287,11.572415,18.158169,40.0,1148.0,0.03484320557491289,Society,History_and_Society,450.0942122936249,89077.07779058069,0.005052862346380422
1,17.0,273.0,Arménien,18.0,0.9304682612419128,Q8785,Culture.Linguistics,88.0,32075.642562115787,77.0,3.0,193.0,23.714287,-3.3540544999999997,22.663908,4.0,1148.0,0.003484320557491289,Linguistics,Culture,63.27184176445007,89077.07779058069,0.0007103044165099525
2,12.0,2346.0,Prix Nobel de chimie,15.0,0.538993239402771,Q44585,STEM.STEM*,135.0,3418.356219118096,134.0,9.0,0.0,19.428572,5.092757,-6.174616,15.0,90.0,0.16666666666666666,STEM*,STEM,97.01878309249878,1352.5529535710812,0.07173011809729497
3,2.0,2442.0,Phosphore,15.0,0.952584147453308,Q674,STEM.STEM*,135.0,1345.0,134.0,9.0,0.0,10.857142,-10.072848,12.752747,15.0,90.0,0.16666666666666666,STEM*,STEM,28.57752442359924,1352.5529535710812,0.021128580842729568
4,10.0,3120.0,Var (département),1.0,0.9926641583442688,Q12789,Geography.Regions.Europe.Europe*,0.0,53838.163237576904,94.0,8.0,235.0,17.714287,-22.743174,-8.5528345,80.0,392.0,0.20408163265306126,Europe*,Geography,0.0,1817.019690297544,0.0
5,3.0,7489.0,Dakota du Nord,4.0,0.11921291798353195,Q1207,History_and_Society.Politics_and_government,172.0,49149.068985435246,126.0,2.0,0.0,11.714286,-3.5856812000000007,1.3066876,20.0,628.0,0.03184713375796178,Politics_and_government,History_and_Society,7.152775079011918,11346.972031787038,0.0006303686180748807
6,7.0,7490.0,Dakota du Sud,4.0,0.3276783227920532,Q1211,Geography.Regions.Americas.North_America,172.0,125547.20178578961,126.0,2.0,0.0,15.142857000000001,-5.875222,12.687117,53.0,628.0,0.08439490445859872,North_America,Geography,0.0,11346.972031787038,0.0
7,7.0,7545.0,Maryland,4.0,0.8933194279670715,Q1391,Geography.Regions.Americas.North_America,172.0,135251.4873036269,126.0,2.0,0.0,15.142857000000001,2.929907,23.397373,53.0,628.0,0.08439490445859872,North_America,Geography,0.0,11346.972031787038,0.0
8,6.0,7583.0,Oklahoma,4.0,0.9814634323120116,Q1649,Geography.Geographical,172.0,15702.269918771955,126.0,2.0,0.0,14.285714000000002,7.0809546,-14.483158999999999,12.0,628.0,0.01910828025477707,Geographical,Geography,0.0,11346.972031787038,0.0
9,2.0,9366.0,Julien Dray,10.0,0.14415885508060455,Q3189473,History_and_Society.Politics_and_government,10.0,4029.0,121.0,14.0,114.0,10.857142,20.230482000000002,15.648879999999998,4.0,205.0,0.01951219512195122,Politics_and_government,History_and_Society,1.1532708406448364,3942.2553708329797,0.000292540876265242
10,1.0,9989.0,François Lamy,1.0,0.9991540908813475,Q560944,Culture.Biography.Biography*,0.0,0.0,94.0,8.0,235.0,10.0,12.178045,-24.557272,38.0,392.0,0.09693877551020408,Biography*,Culture,0.0,1817.019690297544,0.0
11,8.0,10182.0,Victoires de la musique,18.0,0.538993239402771,Q2445029,Culture.Media.Media*,88.0,6142.917761678325,77.0,3.0,193.0,16.0,2.3886483,9.314033,133.0,1148.0,0.11585365853658534,Media*,Culture,573.4888067245482,89077.07779058069,0.0064381187725176025
12,4.0,12059.0,Étienne Chatiliez,12.0,0.998977780342102,Q289512,Culture.Biography.Biography*,0.0,2016.5,163.0,5.0,60.0,12.571428,-0.33479583,13.57632,65.0,490.0,0.1326530612244898,Biography*,Culture,0.0,7405.101318039,0.0
13,11.0,12123.0,Georges Lautner,6.0,1.0000100135803225,Q1351715,Culture.Biography.Biography*,47.0,97909.77140707539,42.0,13.0,255.0,18.571428,13.885867000000001,-17.518656,63.0,412.0,0.1529126213592233,Biography*,Culture,0.0,4159.9353199750185,0.0
14,2.0,12587.0,Magdebourg,4.0,0.18714269995689392,Q1733,History_and_Society.History,172.0,1345.0,126.0,2.0,0.0,10.857142,20.537457999999997,-9.810476,17.0,628.0,0.02707006369426752,History,History_and_Society,6.362851798534392,11346.972031787038,0.0005607532812022192
15,13.0,13138.0,Carcassonne,1.0,0.9836069941520692,Q6582,Geography.Regions.Europe.Europe*,0.0,16755.48957446054,94.0,8.0,235.0,20.285713,2.1419639999999998,-13.9439945,80.0,392.0,0.20408163265306126,Europe*,Geography,0.0,1817.019690297544,0.0
16,1.0,13939.0,Simetierre (roman),16.0,0.9992306232452391,Q742226,Culture.Media.Media*,0.0,0.0,129.0,6.0,152.0,10.0,-7.70285,12.020119000000001,50.0,376.0,0.13297872340425532,Media*,Culture,49.96153116226196,43585.30554968119,0.0011462930116507444
17,6.0,14268.0,Lanceur (astronautique),11.0,0.9991540908813475,Q697175,History_and_Society.Transportation,13.0,10919.357366501325,95.0,11.0,175.0,14.285714000000002,22.584124,-12.169388,17.0,254.0,0.06692913385826772,Transportation,History_and_Society,101.91371726989745,6107.195038735867,0.016687483635857918
18,6.0,14397.0,Gibraltar,14.0,0.18714269995689392,Q1410,History_and_Society.History,74.0,9392.0,134.0,4.0,0.0,14.285714000000002,5.593043,24.183039,3.0,360.0,0.008333333333333333,History,History_and_Society,3.3685685992240906,18507.548367738724,0.00018201052523498907
19,18.0,14837.0,Partis politiques belges,8.0,0.5312193632125854,Q792375,History_and_Society.Politics_and_government,160.0,2767.494008580337,96.0,7.0,153.0,24.57143,13.404213,7.796676,48.0,232.0,0.20689655172413796,Politics_and_government,History_and_Society,458.9735298156738,15836.07218939066,0.028982788429264814
20,26.0,14839.0,Ecolo,8.0,0.8175845146179199,Q655611,History_and_Society.Politics_and_government,160.0,12175.49186179638,96.0,7.0,153.0,31.428571999999996,-22.740725,-3.0057395000000002,48.0,232.0,0.20689655172413796,Politics_and_government,History_and_Society,1020.3454742431641,15836.07218939066,0.06443172663274055
21,4.0,15327.0,Édouard III,1.0,0.7490972280502319,Q129247,History_and_Society.History,0.0,24658.371955053022,94.0,8.0,235.0,12.571428,15.65085,16.592882,18.0,392.0,0.04591836734693878,History,History_and_Society,53.9350004196167,1817.019690297544,0.029683222866332636
22,4.0,16934.0,Moruroa,5.0,0.9980222582817078,Q318446,Geography.Regions.Europe.Western_Europe,170.0,1.0,44.0,5.0,235.0,12.571428,13.939285,-22.51979,64.0,490.0,0.1306122448979592,Western_Europe,Geography,0.0,7405.101318039,0.0
23,5.0,17270.0,Politique en Allemagne,8.0,0.9970290064811708,Q159493,History_and_Society.Politics_and_government,160.0,0.0,96.0,7.0,153.0,13.428572,-2.354007,-12.246191,48.0,232.0,0.20689655172413796,Politics_and_government,History_and_Society,239.28696155548096,15836.07218939066,0.015110246953521138
24,5.0,17424.0,IIe concile œcuménique du Vatican,1.0,0.546748161315918,Q169789,Culture.Philosophy_and_religion,0.0,6075.813336703092,94.0,8.0,235.0,13.428572,13.360810999999998,0.28572288,14.0,392.0,0.03571428571428571,Philosophy_and_religion,Culture,38.27237129211426,1817.019690297544,0.021063267226260497
25,5.0,17791.0,Robert Guédiguian,18.0,0.9982553720474244,Q718596,Culture.Biography.Biography*,88.0,3458.1329216702593,77.0,3.0,193.0,13.428572,-10.301871,6.601016499999999,119.0,1148.0,0.10365853658536583,Biography*,Culture,0.0,89077.07779058069,0.0
26,7.0,17824.0,Alliance 90 / Les Verts,8.0,0.7879412174224854,Q49766,History_and_Society.Politics_and_government,160.0,5863.589832776107,96.0,7.0,153.0,15.142857000000001,-16.456638,20.317877,48.0,232.0,0.20689655172413796,Politics_and_government,History_and_Society,264.7482490539551,15836.07218939066,0.016718050150802074
27,2.0,18718.0,Spectre,16.0,0.11280541121959685,Q11471034,History_and_Society.Military_and_warfare,0.0,0.0,129.0,6.0,152.0,10.857142,-18.05848,-1.1234121000000001,11.0,376.0,0.029255319148936167,Military_and_warfare,History_and_Society,2.4817190468311305,43585.30554968119,5.693935181898211e-05
28,17.0,19250.0,Schaerbeek,8.0,0.9980222582817078,Q12887,Geography.Regions.Europe.Western_Europe,160.0,23920.130380081766,96.0,7.0,153.0,23.714287,22.979554999999998,15.935137,56.0,232.0,0.2413793103448276,Western_Europe,Geography,0.0,15836.07218939066,0.0
29,1.0,20890.0,Vaison-la-Romaine,1.0,0.9993836879730223,Q504887,Geography.Regions.Europe.Western_Europe,0.0,0.0,94.0,8.0,235.0,10.0,19.917362,-4.198742,54.0,392.0,0.1377551020408163,Western_Europe,Geography,0.0,1817.019690297544,0.0
30,2.0,22205.0,Ergot du seigle,5.0,0.9995221495628356,Q217227,STEM.STEM*,170.0,0.0,44.0,13.0,235.0,10.857142,14.078005,20.432548999999998,5.0,412.0,0.012135922330097087,STEM*,STEM,9.995221495628355,4159.9353199750185,0.0024027348328310976
31,1.0,23504.0,Total Recall,5.0,0.9949496984481812,Q222018,Culture.Media.Media*,170.0,0.0,44.0,5.0,235.0,10.0,-19.694370000000006,-0.62274307,50.0,490.0,0.1020408163265306,Media*,Culture,49.747484922409065,7405.101318039,0.006718001926755954
32,1.0,24701.0,Saint-Sulpice (Vaud),18.0,1.0000100135803225,Q68019,Geography.Regions.Europe.Western_Europe,88.0,0.0,77.0,3.0,193.0,10.0,-15.636910999999998,12.041547,131.0,1148.0,0.11411149825783973,Western_Europe,Geography,0.0,89077.07779058069,0.0
33,4.0,24935.0,Louis Pasteur,3.0,0.5621865391731262,Q529,STEM.STEM*,220.0,2688.9999999999995,160.0,12.0,0.0,12.571428,22.521667,-4.538189,17.0,221.0,0.07692307692307693,STEM*,STEM,38.228684663772576,1993.836842171848,0.019173426759498947
34,5.0,25538.0,César du meilleur film,18.0,0.7981967926025391,Q645595,Culture.Media.Media*,88.0,4036.0,77.0,3.0,193.0,13.428572,11.45229,20.746023,133.0,1148.0,0.11585365853658534,Media*,Culture,530.8008670806885,89077.07779058069,0.0059588940302756225
35,8.0,28189.0,Laurent Jalabert,10.0,0.9825675487518308,Q13485,Culture.Sports,10.0,8047.91666666667,121.0,14.0,114.0,16.0,0.8185024000000001,-16.008867000000002,30.0,205.0,0.14634146341463414,Sports,Culture,235.81621170043945,3942.2553708329797,0.059817589049441164
36,4.0,29526.0,Ethel et Julius Rosenberg,13.0,0.14034625887870789,Q769097,History_and_Society.Politics_and_government,107.0,5370.0,0.0,15.0,253.0,12.571428,5.3181744,-23.677094,11.0,87.0,0.1264367816091954,Politics_and_government,History_and_Society,6.175235390663147,220.6899776905775,0.027981494471494537
37,4.0,29559.0,United States Air Force,11.0,0.9659096002578736,Q11223,History_and_Society.Military_and_warfare,13.0,18925.187170499208,95.0,11.0,175.0,12.571428,9.526228999999999,8.050345,13.0,254.0,0.05118110236220472,Military_and_warfare,History_and_Society,50.22729921340943,6107.195038735867,0.008224282816388654
38,2.0,29747.0,Charlotte Rampling,0.0,0.14415885508060455,Q234679,Culture.Literature,49.0,52101.66061290491,164.0,1.0,0.0,10.857142,13.323061,-12.577471000000001,6.0,244.0,0.024590163934426233,Literature,Culture,1.7299062609672546,1103.9386851787567,0.001567031107970582
39,2.0,30417.0,Aurore Clément,12.0,0.9996055364608764,Q136221,Culture.Biography.Biography*,0.0,736.6622243266296,163.0,5.0,60.0,10.857142,-18.178808,-21.997679,65.0,490.0,0.1326530612244898,Biography*,Culture,0.0,7405.101318039,0.0
40,2.0,35092.0,Jean-Marc Reiser,12.0,0.5698626637458801,Q707328,Culture.Literature,0.0,1345.0,163.0,5.0,60.0,10.857142,-10.129752,-3.1702,16.0,490.0,0.0326530612244898,Literature,Culture,18.235605239868164,7405.101318039,0.002462573360805449
