,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,12.0,32.0,Aisne (département),0.6992644667625427,Q3093,Geography.Regions.Europe.Europe*,32.0,186228.1149774428,16.0,9308.0,0.0,Geography,Europe*
1,4.0,103.0,Aton,0.9362950325012208,Q130227,History_and_Society.History,103.0,0.825,0.0,2133.0,3.7451801300048833,History_and_Society,History
2,1.0,130.0,Amemet,0.9995657801628112,Q208735,History_and_Society.History,130.0,0.0,0.0,1104.0,0.9995657801628112,History_and_Society,History
3,19.0,141.0,Alain Madelin,0.5698626637458801,Q582101,History_and_Society.Politics_and_government,141.0,16102.13569918683,16.0,6629.0,10.827390611171722,History_and_Society,Politics_and_government
4,1.0,266.0,Arvo Pärt,0.8774868249893188,Q189534,Culture.Media.Music,266.0,0.0,10.0,2211.0,0.8774868249893188,Culture,Music
5,7.0,341.0,Amenhotep III,0.9783946871757508,Q42606,History_and_Society.History,341.0,3804.026762195593,0.0,3397.0,6.848762810230256,History_and_Society,History
6,4.0,431.0,Bille August,0.1067005917429924,Q315062,Culture.Media.Media*,431.0,5614.528924662805,3.0,3787.0,0.4268023669719696,Culture,Media*
7,4.0,464.0,Beffroi,0.7431780099868774,Q815448,Culture.Visual_arts.Architecture,464.0,7357.739423486129,8.0,3298.0,2.9727120399475098,Culture,Architecture
8,3.0,527.0,Carl Sagan,0.5000100135803223,Q410,STEM.Space,527.0,14755.598668192939,8.0,3512.0,1.5000300407409668,STEM,Space
9,7.0,638.0,Corinne Lepage,0.8479777574539185,Q291341,History_and_Society.Politics_and_government,638.0,36705.933737343934,16.0,2009.0,5.935844302177429,History_and_Society,Politics_and_government
10,11.0,796.0,Choisy-le-Roi,1.0000100135803225,Q212987,Geography.Regions.Europe.Western_Europe,796.0,23800.159630887447,16.0,2404.0,0.0,Geography,Western_Europe
11,14.0,1066.0,Enki Bilal,0.5234303474426271,Q333668,Culture.Literature,1066.0,22692.198622058837,24.0,2825.0,7.328024864196779,Culture,Literature
12,14.0,1281.0,Gaule romaine,0.8221991658210754,Q879466,History_and_Society.History,1281.0,101943.50718325586,16.0,3291.0,11.510788321495056,History_and_Society,History
13,69.0,1360.0,Hauts-de-Seine,0.9993003606796264,Q12543,Geography.Regions.Europe.Western_Europe,1360.0,1237551.58676269,16.0,13323.0,0.0,Geography,Western_Europe
14,9.0,1676.0,Kyoto,0.6992644667625427,Q34600,Geography.Geographical,1676.0,40190.810746744486,10.0,3478.0,0.0,Geography,Geographical
15,4.0,1802.0,Las Vegas Parano,0.9959398508071899,Q23395,Culture.Media.Media*,1802.0,5761.223201573646,20.0,3213.0,3.9837594032287598,Culture,Media*
16,6.0,1957.0,Mario Vargas Llosa,0.3557848632335663,Q39803,Culture.Literature,1957.0,16004.627025325892,16.0,3090.0,2.1347091794013977,Culture,Literature
17,29.0,2113.0,Marcel Aymé,0.59267657995224,Q318026,Culture.Literature,2113.0,210772.3708395975,3.0,3018.0,17.18762081861496,Culture,Literature
18,1.0,2135.0,Madness,0.9073222279548644,Q745741,Culture.Media.Music,2135.0,0.0,25.0,3139.0,0.9073222279548644,Culture,Music
19,2.0,2152.0,Numismatique,0.538993239402771,Q631286,History_and_Society.History,2152.0,22187.410654683823,28.0,3118.0,1.077986478805542,History_and_Society,History
20,2.0,2301.0,Physique des particules,0.7431780099868774,Q18334,STEM.Physics,2301.0,3987.0,8.0,2335.0,1.4863560199737549,STEM,Physics
21,36.0,2467.0,Panoramix,0.9976868629455566,Q1756333,Culture.Literature,2467.0,11473.059289319981,24.0,2271.0,35.91672706604004,Culture,Literature
22,5.0,2469.0,Pierre Boulle,0.14415885508060455,Q219910,Culture.Media.Media*,2469.0,6187.713009292462,6.0,5525.0,0.7207942754030228,Culture,Media*
23,62.0,2685.0,René Goscinny,0.9073222279548644,Q192214,Culture.Literature,2685.0,75120.15599054367,24.0,72704.0,56.25397813320159,Culture,Literature
