modularity_class,Subtopic,Percentage,Count
0,Sports,66.7,8
0,Southern_Europe,25.0,3
0,Media*,8.3,1
1,Southern_Europe,14.0,12
1,Military_and_warfare,11.6,10
1,Politics_and_government,9.3,8
1,Media*,8.1,7
1,Sports,8.1,7
1,Europe*,8.1,7
1,Films,8.1,7
1,Society,4.7,4
1,History,4.7,4
1,Linguistics,4.7,4
1,Philosophy_and_religion,4.7,4
1,Literature,2.3,2
1,Performing_arts,1.2,1
1,STEM*,1.2,1
1,Architecture,1.2,1
1,Medicine_&_Health,1.2,1
1,Asia*,1.2,1
1,Geographical,1.2,1
1,Entertainment,1.2,1
1,Business_and_economics,1.2,1
1,Biology,1.2,1
1,Visual_arts*,1.2,1
2,Sports,32.4,34
2,Southern_Europe,12.4,13
2,Media*,11.4,12
2,History,8.6,9
2,Politics_and_government,8.6,9
2,Linguistics,5.7,6
2,Europe*,3.8,4
2,Visual_arts*,2.9,3
2,Literature,2.9,3
2,Philosophy_and_religion,2.9,3
2,Music,1.9,2
2,Performing_arts,1.9,2
2,South_America,1.0,1
2,Architecture,1.0,1
2,Biology,1.0,1
2,Books,1.0,1
2,Military_and_warfare,1.0,1
3,Sports,53.7,36
3,Southern_Europe,23.9,16
3,Europe*,9.0,6
3,Politics_and_government,7.5,5
3,Biology,1.5,1
3,Business_and_economics,1.5,1
3,Engineering,1.5,1
3,Society,1.5,1
4,Media*,37.8,17
4,Films,26.7,12
4,History,11.1,5
4,Literature,6.7,3
4,Performing_arts,6.7,3
4,Music,4.4,2
4,Linguistics,2.2,1
4,Sports,2.2,1
4,Television,2.2,1
5,History,46.7,14
5,Military_and_warfare,10.0,3
5,Politics_and_government,10.0,3
5,Europe*,6.7,2
5,Philosophy_and_religion,6.7,2
5,Visual_arts*,6.7,2
5,Architecture,3.3,1
5,Linguistics,3.3,1
5,Literature,3.3,1
5,Southern_Europe,3.3,1
6,History,15.8,3
6,Literature,15.8,3
6,Military_and_warfare,15.8,3
6,Politics_and_government,15.8,3
6,Music,10.5,2
6,Philosophy_and_religion,5.3,1
6,STEM*,5.3,1
6,Society,5.3,1
6,Southern_Europe,5.3,1
6,Visual_arts*,5.3,1
7,Sports,96.5,55
7,Television,1.8,1
7,Visual_arts*,1.8,1
8,Sports,74.4,29
8,Business_and_economics,12.8,5
8,Politics_and_government,7.7,3
8,Linguistics,2.6,1
8,Music,2.6,1
9,Media*,43.3,13
9,Films,20.0,6
9,Music,10.0,3
9,History,6.7,2
9,Visual_arts*,6.7,2
9,Entertainment,3.3,1
9,Literature,3.3,1
9,North_America,3.3,1
9,Society,3.3,1
10,Media*,54.3,25
10,Music,21.7,10
10,Performing_arts,4.3,2
10,Politics_and_government,4.3,2
10,Sports,4.3,2
10,Architecture,2.2,1
10,Films,2.2,1
10,Literature,2.2,1
10,Transportation,2.2,1
10,Visual_arts*,2.2,1
11,Sports,94.5,52
11,Politics_and_government,3.6,2
11,Southern_Europe,1.8,1
12,Media*,52.2,36
12,Music,10.1,7
12,Films,7.2,5
12,Television,7.2,5
12,South_America,5.8,4
12,Architecture,2.9,2
12,Performing_arts,2.9,2
12,Entertainment,1.4,1
12,Fashion,1.4,1
12,History,1.4,1
12,Literature,1.4,1
12,Military_and_warfare,1.4,1
12,Politics_and_government,1.4,1
12,Sports,1.4,1
12,Visual_arts*,1.4,1
13,Media*,40.0,4
13,Business_and_economics,10.0,1
13,Films,10.0,1
13,Literature,10.0,1
13,Music,10.0,1
13,Television,10.0,1
13,Visual_arts*,10.0,1
14,Sports,100.0,29
15,South_America,32.4,12
15,Media*,24.3,9
15,Music,10.8,4
15,Sports,8.1,3
15,Business_and_economics,5.4,2
15,Films,5.4,2
15,Geographical,5.4,2
15,Politics_and_government,5.4,2
15,Literature,2.7,1
16,Media*,75.0,18
16,Music,8.3,2
16,Television,8.3,2
16,Films,4.2,1
16,Literature,4.2,1
17,Military_and_warfare,38.9,7
17,History,16.7,3
17,Politics_and_government,16.7,3
17,Southern_Europe,11.1,2
17,Europe*,5.6,1
17,Media*,5.6,1
17,Music,5.6,1
18,Sports,59.2,29
18,Media*,18.4,9
18,Music,6.1,3
18,Television,4.1,2
18,Europe*,2.0,1
18,History,2.0,1
18,Internet_culture,2.0,1
18,Medicine_&_Health,2.0,1
18,Military_and_warfare,2.0,1
18,Performing_arts,2.0,1
19,Sports,92.3,24
19,Media*,3.8,1
19,Society,3.8,1
20,South_America,50.0,26
20,Sports,23.1,12
20,Media*,7.7,4
20,Politics_and_government,7.7,4
20,Visual_arts*,3.8,2
20,Architecture,1.9,1
20,Films,1.9,1
20,History,1.9,1
20,Television,1.9,1
21,Sports,77.8,7
21,Europe*,11.1,1
21,Politics_and_government,11.1,1
22,Media*,28.6,2
22,Architecture,14.3,1
22,Entertainment,14.3,1
22,Films,14.3,1
22,History,14.3,1
22,Music,14.3,1
