,Unnamed: 0,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
0,151,Оптический микроскоп,151,5,13,2021.52152178132,Q912313
1,159,Масс-спектрометрия,159,10,13,42589.946369581914,Q180809
2,173,Охрана окружающей среды,173,19,10,37812.92605028457,Q832237
3,178,Ядерный магнитный резонанс,178,2,13,191.47916923097446,Q209402
4,195,Техника,195,14,13,73017.81162341153,-1
5,254,Популяция,254,14,10,22635.063957249717,Q2625603
6,255,Биоценоз,255,10,10,7657.605723723142,Q184806
7,325,Муассанит,325,4,13,8697.750538652279,Q418215
8,365,Нитрат серебра(I),365,11,13,6395.26263730868,Q207442
9,385,Единицы физических величин,385,22,13,93031.29392156657,Q47574
10,409,Сульфат железа(II),409,3,13,380.38190231903764,Q214863
11,578,"Хонеккер, Эрих",578,4,2,36310.02403758549,Q2607
12,604,День России,604,3,2,20982.756229947023,Q1432329
13,607,Первое мая (праздник),607,6,2,22493.3787243137,Q47499
14,657,"Яблочков, Павел Николаевич",657,2,11,6921.999999999999,Q464197
15,804,Афелий,804,2,20,0.0,Q1699691
16,884,Механика,884,25,13,70545.15542225009,Q41217
17,909,Модем,909,5,2,29979.7824866502,Q5607
18,975,POP3,975,9,2,4953.176064453607,Q163393
19,979,SMS,979,10,2,14625.439955214762,Q43024
20,1090,Тегеран-43,1090,2,7,13667.944831766652,Q1125687
21,1129,Сфера,1129,14,13,45635.604903151405,Q12507
22,1182,"Стриженов, Глеб Александрович",1182,3,7,7623.898171763772,Q4443978
23,1244,"Юм, Дэвид",1244,5,2,6227.950013140916,Q37160
24,1383,Теория,1383,12,13,24042.84285984248,Q17737
25,1402,Музей,1402,7,2,72430.96516293485,Q33506
26,1404,Библиотека,1404,11,2,135178.20325552288,Q7075
27,1452,"Черняховский, Иван Данилович",1452,12,10,105263.11050276557,Q444979
28,1454,Астролябия,1454,5,13,431.77914400424555,Q164992
29,1486,Оман,1486,82,9,658417.4519792638,Q842
30,1618,Днестр,1618,13,10,68631.79571867849,Q131210
31,1640,"Черкасов, Николай Константинович",1640,6,8,46971.16075925491,Q713014
32,1644,"Чирков, Борис Петрович",1644,3,7,6910.166639035335,Q584450
33,2482,Транспорт,2482,20,2,96025.4013918734,Q7590
34,2507,Балтийск,2507,7,6,20483.263965193797,Q5660
35,2519,Советск (Калининградская область),2519,10,10,41133.835916183234,Q5647
36,2611,Сент-Винсент и Гренадины,2611,12,9,8212.393437349989,Q757
37,2680,Национальный парк,2680,12,10,23886.484285314215,Q46169
38,2771,Острова Кука,2771,38,9,354018.5794370339,Q26988
39,2794,Гвинея-Бисау,2794,12,9,33329.87191347777,Q1007
40,2829,Патристика,2829,2,16,957.9500995845236,Q189380
41,2854,Ниуэ,2854,22,9,121641.72195388215,Q34020
42,3042,Плутарх,3042,25,8,96374.53261359633,Q41523
43,3065,Главы правительств России,3065,6,2,7249.536308165225,Q13502826
44,3149,Освоение космоса,3149,3,13,2610.343022822049,Q180046
45,3490,"Бирон, Эрнст Иоганн",3490,5,8,23131.016086375523,Q57768
46,3616,Мегабайт,3616,8,13,10982.34774057702,Q79735
47,3618,Гигабайт,3618,6,13,43468.853485864885,Q79738
48,3641,Учкудук,3641,2,4,19372.24679990571,Q6364
49,3706,"Свифт, Джонатан",3706,2,2,698.5371154357142,Q41166
50,3714,Поэзия,3714,25,8,260125.0131881373,Q482
51,3741,Речь,3741,8,6,26144.23865090001,Q52946
52,3970,Фонд Викимедиа,3970,5,2,12055.523956530293,Q180
53,4036,Западно-Сибирская равнина,4036,8,10,3361.3670330912596,Q191566
54,4038,Гипертекст,4038,2,9,1315.7363909128446,Q93241
55,4091,Рыбинское водохранилище,4091,3,10,4095.6280344913134,Q375029
56,4102,Текстовый редактор,4102,2,13,6922.0,Q131212
57,4113,Королевство Нидерландов,4113,5,16,1.5833333333333333,Q29999
58,4317,Фонема,4317,12,6,36204.95132846773,Q8183
59,4425,Море Лаптевых,4425,11,10,19740.054635763103,Q7988
60,4427,Восточно-Сибирское море,4427,5,10,758.9108612816842,Q163434
