,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,5.0,747.0,Доминиканцы,0.4921981394290924,Q131479,Culture.Philosophy_and_religion,747.0,24625.0,1.0,3580.0,2.460990697145462,Culture,Philosophy_and_religion
1,6.0,754.0,"Доницетти, Гаэтано",0.8670457601547241,Q101698,Culture.Media.Music,754.0,10812.160585476298,13.0,1724.0,5.202274560928345,Culture,Music
2,1.0,756.0,Каргополь,0.993317186832428,Q145261,History_and_Society.Society,756.0,0.0,19.0,4344.0,0.993317186832428,History_and_Society,Society
3,2.0,801.0,"Арбатова, Мария Ивановна",0.6992644667625427,Q4068646,History_and_Society.Society,801.0,4107.0,6.0,2293.0,1.3985289335250854,History_and_Society,Society
4,3.0,967.0,Napster,0.6654205918312073,Q275141,Culture.Media.Media*,967.0,62639.59338187874,20.0,2391.0,1.9962617754936218,Culture,Media*
5,3.0,1090.0,Тегеран-43,0.9637899398803712,Q1125687,Culture.Media.Films,1090.0,9561.809680239536,18.0,2688.0,2.8913698196411137,Culture,Films
6,7.0,1179.0,"Филозов, Альберт Леонидович",0.3276783227920532,Q3391400,History_and_Society.Society,1179.0,80646.53694793461,15.0,3069.0,2.2937482595443726,History_and_Society,Society
7,4.0,1191.0,"Каюров, Юрий Иванович",0.3629792034626007,Q1713901,History_and_Society.Society,1191.0,52511.26980020248,6.0,2705.0,1.4519168138504028,History_and_Society,Society
8,2.0,1644.0,"Чирков, Борис Петрович",0.6224693655967712,Q584450,History_and_Society.Military_and_warfare,1644.0,3804.190074537101,21.0,2614.0,1.2449387311935425,History_and_Society,Military_and_warfare
9,1.0,2484.0,Локомотив,0.9124462008476256,Q93301,History_and_Society.Transportation,2484.0,0.0,10.0,3234.0,0.9124462008476256,History_and_Society,Transportation
10,9.0,2569.0,Архимед,0.7773098945617676,Q8739,Culture.Philosophy_and_religion,2569.0,79789.25023109384,21.0,31330.0,6.995789051055908,Culture,Philosophy_and_religion
11,1.0,2810.0,Эвдемонизм,0.538993239402771,Q318401,Culture.Philosophy_and_religion,2810.0,0.0,25.0,2624.0,0.538993239402771,Culture,Philosophy_and_religion
12,2.0,3069.0,Познань,0.3415925204753876,Q268,History_and_Society.History,3069.0,23260.355030555977,15.0,3885.0,0.6831850409507751,History_and_Society,History
13,1.0,3641.0,Учкудук,0.983095109462738,Q6364,Geography.Regions.Asia.Central_Asia,3641.0,0.0,0.0,2722.0,0.0,Geography,Central_Asia
14,1.0,4364.0,Кома (комета),0.996837317943573,Q259854,STEM.Space,4364.0,0.0,23.0,1427.0,0.996837317943573,STEM,Space
