,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,3.0,206.0,Аэропорт,0.21734751760959625,Q1248784,STEM.Engineering,206.0,5155.223034422097,11.0,2923.0,0.6520425528287888,STEM,Engineering
1,1.0,330.0,Жидкое стекло,0.6224693655967712,Q1636041,STEM.Technology,330.0,0.0,0.0,2812.0,0.6224693655967712,STEM,Technology
2,16.0,460.0,Атум,0.9899964332580566,Q170569,History_and_Society.History,460.0,4033.8313489281013,18.0,2568.0,15.839942932128906,History_and_Society,History
3,2.0,578.0,"Хонеккер, Эрих",0.546748161315918,Q2607,History_and_Society.Politics_and_government,578.0,13470.118433043835,4.0,2889.0,1.093496322631836,History_and_Society,Politics_and_government
4,2.0,657.0,"Яблочков, Павел Николаевич",0.7606606483459473,Q464197,History_and_Society.Society,657.0,8014.50912139851,13.0,2606.0,1.5213212966918945,History_and_Society,Society
5,2.0,1023.0,"Литвинов, Максим Максимович",0.6370407938957214,Q310100,History_and_Society.Politics_and_government,1023.0,7508.0,9.0,2877.0,1.2740815877914429,History_and_Society,Politics_and_government
6,3.0,1090.0,Тегеран-43,0.9637899398803712,Q1125687,Culture.Media.Films,1090.0,2985.6158930352067,3.0,2306.0,2.8913698196411137,Culture,Films
7,4.0,1100.0,"Алов, Александр Александрович",0.8354935646057129,Q2359384,History_and_Society.Military_and_warfare,1100.0,13265.766146614858,3.0,1456.0,3.3419742584228516,History_and_Society,Military_and_warfare
8,1.0,1244.0,"Юм, Дэвид",0.9073222279548644,Q37160,Culture.Philosophy_and_religion,1244.0,0.0,4.0,2745.0,0.9073222279548644,Culture,Philosophy_and_religion
9,3.0,1640.0,"Черкасов, Николай Константинович",0.6001983880996704,Q713014,History_and_Society.Society,1640.0,4345.835181434266,3.0,2491.0,1.8005951642990112,History_and_Society,Society
10,4.0,1644.0,"Чирков, Борис Петрович",0.6224693655967712,Q584450,History_and_Society.Military_and_warfare,1644.0,20074.486482358043,5.0,3016.0,2.489877462387085,History_and_Society,Military_and_warfare
11,25.0,2477.0,"Антоник, Владимир Владимирович",0.2120788097381592,Q1717612,History_and_Society.Society,2477.0,358584.84466912656,8.0,2717.0,5.30197024345398,History_and_Society,Society
12,4.0,2599.0,"Ильюшин, Сергей Владимирович",0.9019306898117064,Q175457,History_and_Society.Military_and_warfare,2599.0,12679.882758421567,11.0,4902.0,3.6077227592468257,History_and_Society,Military_and_warfare
13,3.0,2667.0,Науру,0.14805719256401062,Q697,History_and_Society.Society,2667.0,31392.39456826333,23.0,6588.0,0.44417157769203186,History_and_Society,Society
14,6.0,2747.0,"Полтавченко, Георгий Сергеевич",0.8872146010398865,Q983514,History_and_Society.Society,2747.0,20878.775994722404,9.0,1638.0,5.323287606239319,History_and_Society,Society
15,7.0,2768.0,Коморы,0.1259327530860901,Q970,History_and_Society.Society,2768.0,44525.578069351046,4.0,3478.0,0.8815292716026306,History_and_Society,Society
16,11.0,4228.0,Диоксид углерода,0.6723417043685913,Q1997,STEM.Chemistry,4228.0,31637.70821561233,6.0,31215.0,7.395758748054504,STEM,Chemistry
17,3.0,4548.0,Церковь адвентистов седьмого дня,0.6584275364875793,Q104319,Culture.Philosophy_and_religion,4548.0,7509.0,22.0,2711.0,1.975282609462738,Culture,Philosophy_and_religion
18,4.0,5380.0,"Яковлев, Владимир Анатольевич",0.7718535065650941,Q982620,History_and_Society.Society,5380.0,5603.939429397147,9.0,8150.0,3.0874140262603764,History_and_Society,Society
19,2.0,5683.0,Тест Тьюринга,0.26285186409950256,Q189223,Culture.Philosophy_and_religion,5683.0,7508.0,9.0,23901.0,0.5257037281990051,Culture,Philosophy_and_religion
20,3.0,6246.0,Абу-Симбел,0.9890230894088744,Q134140,History_and_Society.History,6246.0,3755.0,18.0,2080.0,2.967069268226623,History_and_Society,History
21,2.0,6393.0,"Беляев, Павел Иванович",0.91965252161026,Q157931,History_and_Society.Military_and_warfare,6393.0,3928.404626440736,22.0,3121.0,1.83930504322052,History_and_Society,Military_and_warfare
22,2.0,7139.0,"Савицкая, Светлана Евгеньевна",0.9637899398803712,Q152318,STEM.Space,7139.0,7314.316995803382,22.0,2578.0,1.9275798797607424,STEM,Space
23,1.0,7618.0,Эрмитаж (значения),0.3629792034626007,Q246286,Culture.Linguistics,7618.0,0.0,4.0,1482.0,0.3629792034626007,Culture,Linguistics
24,17.0,7891.0,"Шарапова, Мария Юрьевна",0.8670457601547241,Q11666,Culture.Sports,7891.0,67590.6196539458,19.0,69194.0,14.73977792263031,Culture,Sports
25,3.0,8266.0,Сублимация (физика),0.59267657995224,Q131800,STEM.Chemistry,8266.0,10759.033904488248,6.0,4420.0,1.77802973985672,STEM,Chemistry
26,10.0,8790.0,Триасовый период,0.8903042674064636,Q47158,STEM.Earth_and_environment,8790.0,33204.460913330266,8.0,3192.0,8.903042674064636,STEM,Earth_and_environment
27,3.0,9158.0,Алсу,0.33459946513175964,Q270951,Culture.Media.Media*,9158.0,13865.015540393184,8.0,39772.0,1.003798395395279,Culture,Media*
28,1.0,9319.0,"Салазар, Антониу ди",0.233716368675232,Q151394,History_and_Society.Politics_and_government,9319.0,0.0,13.0,2220.0,0.233716368675232,History_and_Society,Politics_and_government
29,4.0,9360.0,Полиграфия,0.9697954058647156,Q11892257,STEM.Technology,9360.0,20260.60997784741,11.0,2692.0,3.8791816234588623,STEM,Technology
30,3.0,9791.0,Пепелац,0.9615437984466552,Q3892526,Culture.Media.Media*,9791.0,5951.183238039915,7.0,1756.0,2.8846313953399654,Culture,Media*
31,5.0,9838.0,Чусовая,0.9539760947227478,Q756091,History_and_Society.Society,9838.0,159611.32728187807,6.0,2359.0,4.769880473613739,History_and_Society,Society
32,3.0,10635.0,Орбита,0.6370407938957214,Q4130,STEM.Space,10635.0,52625.18553319376,23.0,2321.0,1.9111223816871643,STEM,Space
33,1.0,10811.0,Евразийство,0.6859594583511353,Q1324222,History_and_Society.Society,10811.0,0.0,9.0,2770.0,0.6859594583511353,History_and_Society,Society
34,1.0,11306.0,Криптозоология,0.6584275364875793,Q180933,Culture.Philosophy_and_religion,11306.0,0.0,8.0,2077.0,0.6584275364875793,Culture,Philosophy_and_religion
35,4.0,11553.0,Орбитальная станция,0.4532718360424042,Q25956,STEM.Technology,11553.0,67440.43553319367,23.0,2742.0,1.8130873441696167,STEM,Technology
36,1.0,11842.0,Бензпирен,0.8903042674064636,Q306051,STEM.Chemistry,11842.0,0.0,6.0,2735.0,0.8903042674064636,STEM,Chemistry
37,1.0,12208.0,"Вольта, Алессандро",0.1520422399044037,Q680,Culture.Philosophy_and_religion,12208.0,0.0,4.0,2464.0,0.1520422399044037,Culture,Philosophy_and_religion
38,3.0,12325.0,Удельная теплота плавления,0.9381340146064758,Q484790,STEM.Physics,12325.0,17.007533539731682,6.0,2717.0,2.8144020438194275,STEM,Physics
39,6.0,12734.0,Бета-частица,0.7663036584854126,Q103531,STEM.Physics,12734.0,30366.857587583687,6.0,2609.0,4.597821950912476,STEM,Physics
40,1.0,13139.0,Тепловой двигатель,0.2814156115055084,Q178185,STEM.Technology,13139.0,0.0,0.0,2647.0,0.2814156115055084,STEM,Technology
41,7.0,13330.0,"Летов, Егор",0.18714269995689392,Q363371,Culture.Media.Media*,13330.0,22510.0,5.0,46113.0,1.3099988996982574,Culture,Media*
42,3.0,13627.0,Теллур,0.9433575868606568,Q1100,STEM.Chemistry,13627.0,1116.8024684902118,6.0,2719.0,2.8300727605819707,STEM,Chemistry
43,3.0,13996.0,Мценск,0.9919480085372924,Q162698,History_and_Society.Society,13996.0,24121.14008170381,4.0,2590.0,2.975844025611877,History_and_Society,Society
44,2.0,14000.0,Люксембургский язык,0.9820237755775452,Q9051,Culture.Linguistics,14000.0,13654.050731370578,4.0,2177.0,1.9640475511550903,Culture,Linguistics
45,4.0,14030.0,Коммунизм (группа),0.6926519870758057,Q4229872,Culture.Media.Music,14030.0,1.0,5.0,1667.0,2.7706079483032227,Culture,Music
46,3.0,14036.0,Егор и опизденевшие,0.3702353835105896,Q4173662,Culture.Media.Media*,14036.0,0.0,5.0,1596.0,1.1107061505317688,Culture,Media*
47,12.0,14617.0,"Ушаков, Фёдор Фёдорович",0.7931159734725952,Q314339,History_and_Society.Military_and_warfare,14617.0,63798.58757450378,3.0,25215.0,9.517391681671143,History_and_Society,Military_and_warfare
48,2.0,14655.0,"Нестеров, Пётр Николаевич",0.9019306898117064,Q966524,History_and_Society.Military_and_warfare,14655.0,3755.0,4.0,2241.0,1.8038613796234129,History_and_Society,Military_and_warfare
49,2.0,14822.0,"Родина (партия, Россия)",0.8670457601547241,Q1190255,History_and_Society.Society,14822.0,3755.0,7.0,2422.0,1.7340915203094482,History_and_Society,Society
50,1.0,14918.0,PvP,1.0000100135803225,Q719798,Culture.Media.Video_games,14918.0,0.0,3.0,2402.0,1.0000100135803225,Culture,Video_games
51,6.0,14922.0,"Добро пожаловать, или Посторонним вход воспрещён",0.9648651480674744,Q4163531,Culture.Media.Media*,14922.0,93153.39683187431,3.0,3176.0,5.789190888404846,Culture,Media*
52,2.0,15401.0,Тахион,0.8080772161483765,Q41995,STEM.Physics,15401.0,3755.0,6.0,3197.0,1.616154432296753,STEM,Physics
53,1.0,16380.0,"Лосев, Алексей Фёдорович",0.7931159734725952,Q1248105,Culture.Philosophy_and_religion,16380.0,0.0,23.0,2370.0,0.7931159734725952,Culture,Philosophy_and_religion
54,3.0,16678.0,Флаг Франции,0.9976868629455566,Q43192,History_and_Society.History,16678.0,7509.0,4.0,3092.0,2.99306058883667,History_and_Society,History
55,3.0,17148.0,Максим Перепелица,0.8872146010398865,Q4276090,History_and_Society.Military_and_warfare,17148.0,16975.047893331117,3.0,3261.0,2.6616438031196594,History_and_Society,Military_and_warfare
56,3.0,17445.0,"Судаев, Алексей Иванович",0.6992644667625427,Q603779,History_and_Society.Military_and_warfare,17445.0,6053.447595891529,15.0,3301.0,2.097793400287628,History_and_Society,Military_and_warfare
57,5.0,17745.0,Удельная теплота парообразования и конденсации,0.94500470161438,Q483538,STEM.Physics,17745.0,11150.088505719934,6.0,2616.0,4.7250235080719,STEM,Physics
58,3.0,18649.0,"Троян, Надежда Викторовна",0.9263137578964232,Q3919648,History_and_Society.Military_and_warfare,18649.0,0.0,12.0,1120.0,2.7789412736892696,History_and_Society,Military_and_warfare
59,1.0,18720.0,"Ширак, Жак",0.4688006341457367,Q2105,History_and_Society.Politics_and_government,18720.0,0.0,5.0,2706.0,0.4688006341457367,History_and_Society,Politics_and_government
60,7.0,19578.0,"Бертолуччи, Бернардо",0.15611489117145538,Q53009,Culture.Media.Media*,19578.0,73054.48131389284,8.0,2733.0,1.0928042382001877,Culture,Media*
61,3.0,19655.0,Римский календарь,0.24509501457214355,Q200966,History_and_Society.History,19655.0,0.0,23.0,2560.0,0.7352850437164307,History_and_Society,History
62,2.0,20419.0,"Стейниц, Вильгельм",0.6859594583511353,Q102648,Culture.Sports,20419.0,0.0,11.0,1453.0,1.3719189167022705,Culture,Sports
63,7.0,20705.0,Западный берег реки Иордан,0.9965265989303588,Q36678,Geography.Regions.Asia.West_Asia,20705.0,78761.57385136742,0.0,2881.0,0.0,Geography,West_Asia
64,13.0,20932.0,Оккупация,0.6370407938957214,Q188686,History_and_Society.Politics_and_government,20932.0,295639.37743189273,9.0,3184.0,8.281530320644379,History_and_Society,Politics_and_government
65,1.0,21048.0,Запорожская область,0.967909336090088,Q171334,Geography.Regions.Europe.Europe*,21048.0,0.0,9.0,2807.0,0.0,Geography,Europe*
66,2.0,21077.0,Реактивный двигатель,0.8311530351638794,Q1922879,STEM.Technology,21077.0,3755.0,0.0,2895.0,1.6623060703277588,STEM,Technology
67,4.0,21526.0,Проконсул,0.9284188151359558,Q2912782,History_and_Society.History,21526.0,28717.7753555974,25.0,964.0,3.7136752605438232,History_and_Society,History
