,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views
0,2.0,1004.0,Espéranto,23.0,0.9626831412315368,Q143,Culture.Linguistics,49.0,44560.0,164.0,1.0,0.0,12.8125,-5.570476,7.649980999999999,10649.0
1,2.0,1004.0,Espéranto,23.0,0.2069040536880493,Q143,History_and_Society.Society,49.0,44560.0,164.0,1.0,0.0,12.8125,-5.570476,7.649980999999999,10649.0
2,2.0,1004.0,Espéranto,23.0,0.18714269995689392,Q143,Culture.Philosophy_and_religion,49.0,44560.0,164.0,1.0,0.0,12.8125,-5.570476,7.649980999999999,10649.0
3,2.0,1004.0,Espéranto,23.0,0.12146936559677125,Q143,Geography.Regions.Europe.Europe*,49.0,44560.0,164.0,1.0,0.0,12.8125,-5.570476,7.649980999999999,10649.0
4,2.0,1004.0,Espéranto,23.0,0.10375863313674928,Q143,History_and_Society.History,49.0,44560.0,164.0,1.0,0.0,12.8125,-5.570476,7.649980999999999,10649.0
5,2.0,1004.0,Espéranto,23.0,0.0,Q143,Geography.Regions.Europe.Eastern_Europe,49.0,44560.0,164.0,1.0,0.0,12.8125,-5.570476,7.649980999999999,10649.0
6,6.0,7490.0,Dakota du Sud,3.0,0.3276783227920532,Q1211,Geography.Regions.Americas.North_America,192.0,28379.5,192.0,5.0,192.0,24.0625,3.1262348,4.867628599999999,2846.0
7,6.0,7490.0,Dakota du Sud,3.0,0.2120788097381592,Q1211,Geography.Geographical,192.0,28379.5,192.0,5.0,192.0,24.0625,3.1262348,4.867628599999999,2846.0
8,4.0,7545.0,Maryland,3.0,0.8933194279670715,Q1391,Geography.Regions.Americas.North_America,192.0,3455.0,192.0,5.0,192.0,18.4375,-6.8982368,7.7248363,2997.0
9,4.0,7545.0,Maryland,3.0,0.5775054097175598,Q1391,Geography.Geographical,192.0,3455.0,192.0,5.0,192.0,18.4375,-6.8982368,7.7248363,2997.0
10,4.0,8338.0,City Hunter,17.0,1.0000100135803225,Q714064,Culture.Visual_arts.Comics_and_Anime,192.0,0.0,192.0,14.0,192.0,18.4375,9.734305,16.181738,7546.0
11,4.0,8338.0,City Hunter,17.0,0.9995517134666444,Q714064,Culture.Visual_arts.Visual_arts*,192.0,0.0,192.0,14.0,192.0,18.4375,9.734305,16.181738,7546.0
12,4.0,8338.0,City Hunter,17.0,0.9991804361343384,Q714064,Culture.Literature,192.0,0.0,192.0,14.0,192.0,18.4375,9.734305,16.181738,7546.0
13,4.0,8338.0,City Hunter,17.0,0.3923468291759491,Q714064,Culture.Media.Television,192.0,0.0,192.0,14.0,192.0,18.4375,9.734305,16.181738,7546.0
14,4.0,8338.0,City Hunter,17.0,0.3415925204753876,Q714064,Culture.Media.Media*,192.0,0.0,192.0,14.0,192.0,18.4375,9.734305,16.181738,7546.0
15,3.0,9407.0,Nauru,3.0,0.9732507467269896,Q697,Geography.Geographical,192.0,3453.0,192.0,5.0,192.0,15.625,15.628523,-3.2695293,11516.0
16,3.0,9407.0,Nauru,3.0,0.6076731681823729,Q697,Geography.Regions.Oceania,192.0,3453.0,192.0,5.0,192.0,15.625,15.628523,-3.2695293,11516.0
17,3.0,9407.0,Nauru,3.0,0.3629792034626007,Q697,Geography.Regions.Europe.Europe*,192.0,3453.0,192.0,5.0,192.0,15.625,15.628523,-3.2695293,11516.0
18,3.0,9407.0,Nauru,3.0,0.1520422399044037,Q697,Geography.Regions.Asia.Asia*,192.0,3453.0,192.0,5.0,192.0,15.625,15.628523,-3.2695293,11516.0
