,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,22.0,1593.0,Alexander I of Scotland,0.9958112239837646,Q60843,Culture.Biography.Biography*,571.3929391749613,3.0,4739.0,21.907846927642822,Culture,Biography*
1,3.0,1979.0,Alpha Centauri,1.0000100135803225,Q12176,STEM.Space,12481.0,14.0,31812.0,3.0000300407409677,STEM,Space
2,4.0,2799.0,American Registry for Internet Numbers,0.9553291201591492,Q282503,STEM.Computing,24952.0,14.0,2526.0,3.8213164806365967,STEM,Computing
3,3.0,3355.0,Benjamin Lee Whorf,0.9886782765388488,Q331853,Culture.Biography.Biography*,6241.0,14.0,3460.0,2.966034829616546,Culture,Biography*
4,7.0,3862.0,American League Division Series,0.9241518378257751,Q465503,Culture.Sports,33410.53224166467,7.0,2656.0,6.469062864780426,Culture,Sports
5,2.0,4871.0,Bob Knight,0.9984121918678284,Q888594,Culture.Biography.Biography*,6241.0,11.0,37100.0,1.9968243837356567,Culture,Biography*
6,2.0,4942.0,Bagpuss,0.9871888160705566,Q2879179,Culture.Media.Media*,0.0,6.0,3569.0,1.9743776321411133,Culture,Media*
7,76.0,6231.0,Comic book,0.8080772161483765,Q1760610,Culture.Visual_arts.Visual_arts*,319225.8502207616,6.0,28820.0,61.41386842727661,Culture,Visual_arts*
8,87.0,7729.0,Captain America,0.9908843636512756,Q190679,Culture.Literature,5234.537044155226,6.0,89456.0,86.20693963766098,Culture,Literature
9,3.0,7740.0,Charles C. Krulak,0.9984121918678284,Q328390,Culture.Biography.Biography*,360.4246632604945,12.0,2519.0,2.995236575603485,Culture,Biography*
10,2.0,7767.0,Circuit Zandvoort,0.7931159734725952,Q173083,Geography.Regions.Europe.Western_Europe,6241.0,16.0,6060.0,1.5862319469451904,Geography,Western_Europe
11,2.0,8222.0,Deseret alphabet,0.946606695652008,Q1200582,Culture.Linguistics,6241.000000000001,15.0,3056.0,1.893213391304016,Culture,Linguistics
12,103.0,9105.0,DC Comics,0.8080772161483765,Q2924461,Culture.Visual_arts.Comics_and_Anime,289023.0869969496,6.0,102721.0,83.23195326328278,Culture,Comics_and_Anime
13,2.0,11036.0,Fin,0.4225146472454071,Q778612,STEM.Engineering,6241.0,14.0,4176.0,0.8450292944908142,STEM,Engineering
14,6.0,11457.0,Fra Angelico,0.9960646033287048,Q5664,Culture.Biography.Biography*,6670.654357686629,14.0,17249.0,5.976387619972229,Culture,Biography*
15,91.0,11664.0,Fantastic Four,0.993317186832428,Q152098,Culture.Literature,2192.774321097339,6.0,47429.0,90.39186400175095,Culture,Literature
16,1.0,13865.0,Heart of Oak,0.9914325475692748,Q2894680,Culture.Media.Music,0.0,12.0,2741.0,0.9914325475692748,Culture,Music
17,2.0,14382.0,Hi-hat,0.9926641583442688,Q963334,Culture.Media.Music,6241.0,5.0,7944.0,1.9853283166885376,Culture,Music
18,16.0,14883.0,Iberian Peninsula,0.9979592561721802,Q12837,Geography.Regions.Europe.Europe*,192498.60634059648,23.0,47406.0,15.967348098754883,Geography,Europe*
19,1.0,16023.0,Juno,0.7057950496673584,Q226151,Culture.Linguistics,0.0,20.0,2991.0,0.7057950496673584,Culture,Linguistics
20,8.0,16121.0,Joshua,0.974052667617798,Q7734,Culture.Philosophy_and_religion,184139.56479299688,14.0,39131.0,7.792421340942384,Culture,Philosophy_and_religion
21,16.0,16207.0,Joseph Gurney Cannon,1.0000100135803225,Q984248,Culture.Biography.Biography*,1354837.555660165,2.0,3018.0,16.00016021728516,Culture,Biography*
22,94.0,16556.0,Jack Kirby,0.99567848443985,Q311607,Culture.Biography.Biography*,112523.06731147926,6.0,250984.0,93.5937775373459,Culture,Biography*
