modularity_class,Subtopic,Percentage,Count
0,Politics_and_government,56.2,365
0,North_America,13.4,87
0,Media*,6.0,39
0,Business_and_economics,4.0,26
0,STEM*,2.9,19
0,Society,2.6,17
0,History,2.3,15
0,Education,2.0,13
0,Sports,1.8,12
0,Military_and_warfare,1.8,12
0,Transportation,1.5,10
0,Visual_arts*,0.9,6
0,Philosophy_and_religion,0.8,5
0,Medicine_&_Health,0.8,5
0,Architecture,0.5,3
0,Linguistics,0.5,3
0,List_Disambig,0.3,2
0,Computing,0.3,2
0,Asia*,0.2,1
0,Internet_culture,0.2,1
0,Food_and_drink,0.2,1
0,Films,0.2,1
0,Europe*,0.2,1
0,Space,0.2,1
0,Television,0.2,1
0,Biology,0.2,1
0,Literature,0.2,1
1,Media*,57.1,28
1,Politics_and_government,16.3,8
1,Business_and_economics,6.1,3
1,Society,6.1,3
1,Literature,4.1,2
1,Medicine_&_Health,4.1,2
1,Military_and_warfare,2.0,1
1,Television,2.0,1
1,Transportation,2.0,1
2,Politics_and_government,85.6,262
2,Media*,3.9,12
2,STEM*,2.6,8
2,North_America,2.3,7
2,Society,1.6,5
2,Sports,1.3,4
2,Business_and_economics,1.0,3
2,Medicine_&_Health,0.7,2
2,Education,0.3,1
2,Linguistics,0.3,1
2,Transportation,0.3,1
3,History,37.1,83
3,Military_and_warfare,15.6,35
3,Northern_Europe,6.7,15
3,Media*,5.4,12
3,Politics_and_government,5.4,12
3,Earth_and_environment,3.1,7
3,Biology,2.7,6
3,Medicine_&_Health,2.7,6
3,Transportation,2.2,5
3,Sports,1.8,4
3,Europe*,1.8,4
3,Society,1.8,4
3,STEM*,1.8,4
3,Television,1.3,3
3,Philosophy_and_religion,1.3,3
3,Architecture,1.3,3
3,Literature,1.3,3
3,Business_and_economics,1.3,3
3,Linguistics,0.9,2
3,Computing,0.9,2
3,Visual_arts*,0.9,2
3,Oceania,0.4,1
3,Food_and_drink,0.4,1
3,Films,0.4,1
3,Fashion,0.4,1
3,Engineering,0.4,1
3,Technology,0.4,1
4,Sports,95.8,391
4,Politics_and_government,1.0,4
4,History,0.7,3
4,Society,0.7,3
4,Business_and_economics,0.5,2
4,Northern_Europe,0.5,2
4,Linguistics,0.2,1
