modularity_class,Subtopic,Percentage,Count
0,History,65.5,38
0,Military_and_warfare,17.2,10
0,Philosophy_and_religion,5.2,3
0,Literature,3.4,2
0,Society,3.4,2
0,Visual_arts*,3.4,2
0,STEM*,1.7,1
1,Sports,58.2,57
1,History,5.1,5
1,Media*,5.1,5
1,Politics_and_government,3.1,3
1,Europe*,3.1,3
1,Music,3.1,3
1,Medicine_&_Health,2.0,2
1,Transportation,2.0,2
1,Films,2.0,2
1,Linguistics,2.0,2
1,Literature,2.0,2
1,Southern_Europe,2.0,2
1,Military_and_warfare,2.0,2
1,Society,1.0,1
1,Books,1.0,1
1,Philosophy_and_religion,1.0,1
1,Performing_arts,1.0,1
1,Business_and_economics,1.0,1
1,Internet_culture,1.0,1
1,Chemistry,1.0,1
1,Video_games,1.0,1
2,Military_and_warfare,16.4,44
2,Society,11.9,32
2,Politics_and_government,11.2,30
2,Media*,7.8,21
2,History,7.5,20
2,Education,5.2,14
2,Philosophy_and_religion,5.2,14
2,Transportation,3.4,9
2,Literature,3.4,9
2,STEM*,3.0,8
2,Business_and_economics,3.0,8
2,Sports,2.6,7
2,Visual_arts*,2.6,7
2,Biology,2.2,6
2,East_Asia,1.9,5
2,Engineering,1.9,5
2,Films,1.5,4
2,Linguistics,1.1,3
2,Asia*,1.1,3
2,Internet_culture,1.1,3
2,North_America,0.7,2
2,Computing,0.7,2
2,Technology,0.4,1
2,Space,0.4,1
2,Video_games,0.4,1
2,Africa*,0.4,1
2,Oceania,0.4,1
2,Music,0.4,1
2,Medicine_&_Health,0.4,1
2,Mathematics,0.4,1
2,Geographical,0.4,1
2,Food_and_drink,0.4,1
2,Earth_and_environment,0.4,1
2,West_Asia,0.4,1
3,Media*,40.8,144
3,Films,36.3,128
3,Literature,6.2,22
3,Society,2.0,7
3,Philosophy_and_religion,2.0,7
3,Military_and_warfare,1.7,6
3,Transportation,0.8,3
3,Television,0.8,3
3,Technology,0.8,3
3,Business_and_economics,0.8,3
3,Visual_arts*,0.8,3
3,Engineering,0.8,3
3,History,0.6,2
3,Medicine_&_Health,0.6,2
3,Fashion,0.6,2
3,Politics_and_government,0.6,2
3,Space,0.6,2
3,Earth_and_environment,0.6,2
3,Geographical,0.3,1
3,Oceania,0.3,1
3,Performing_arts,0.3,1
3,STEM*,0.3,1
3,Sports,0.3,1
3,Comics_and_Anime,0.3,1
3,Chemistry,0.3,1
3,Video_games,0.3,1
3,Biology,0.3,1
4,Politics_and_government,23.6,104
4,Society,12.3,54
4,Media*,7.7,34
4,Military_and_warfare,6.4,28
4,Sports,5.9,26
4,History,4.8,21
4,Geographical,4.5,20
4,Business_and_economics,3.9,17
4,Earth_and_environment,3.2,14
4,Philosophy_and_religion,3.2,14
4,Visual_arts*,2.7,12
4,North_America,2.7,12
4,Biology,2.0,9
4,Medicine_&_Health,1.8,8
4,Films,1.6,7
4,Europe*,1.4,6
4,Technology,0.9,4
4,Literature,0.9,4
4,Music,0.9,4
4,Western_Europe,0.9,4
4,Engineering,0.9,4
4,Education,0.7,3
4,Transportation,0.7,3
4,STEM*,0.7,3
4,Physics,0.5,2
4,Asia*,0.5,2
4,Space,0.5,2
4,South_America,0.5,2
4,List_Disambig,0.5,2
4,Internet_culture,0.5,2
4,Africa*,0.5,2
4,Entertainment,0.2,1
4,Performing_arts,0.2,1
4,Architecture,0.2,1
4,Oceania,0.2,1
4,Southeast_Asia,0.2,1
4,Southern_Europe,0.2,1
4,Food_and_drink,0.2,1
4,Comics_and_Anime,0.2,1
4,Chemistry,0.2,1
4,Television,0.2,1
4,Linguistics,0.2,1
5,Politics_and_government,23.9,28
5,Business_and_economics,12.0,14
5,Media*,9.4,11
5,Biology,8.5,10
5,STEM*,7.7,9
5,East_Asia,6.8,8
5,History,6.8,8
5,Society,4.3,5
5,Visual_arts*,3.4,4
5,Transportation,3.4,4
5,Philosophy_and_religion,2.6,3
5,Military_and_warfare,1.7,2
5,Medicine_&_Health,1.7,2
5,Food_and_drink,1.7,2
5,Northern_Europe,0.9,1
5,Films,0.9,1
5,Space,0.9,1
5,Sports,0.9,1
5,Education,0.9,1
5,Video_games,0.9,1
5,Asia*,0.9,1
6,Society,46.7,175
6,Media*,15.5,58
6,Television,9.1,34
6,Music,6.7,25
6,STEM*,5.1,19
6,Sports,3.5,13
6,Films,2.4,9
6,Military_and_warfare,2.1,8
6,History,1.9,7
6,Literature,1.6,6
6,Business_and_economics,1.6,6
6,Visual_arts*,0.8,3
6,Philosophy_and_religion,0.5,2
6,Internet_culture,0.5,2
6,Video_games,0.5,2
6,Politics_and_government,0.3,1
6,Fashion,0.3,1
6,Education,0.3,1
6,Comics_and_Anime,0.3,1
6,Transportation,0.3,1
6,Biology,0.3,1
7,Media*,32.9,149
7,Films,17.9,81
7,Society,9.5,43
7,Music,7.3,33
7,Television,4.6,21
7,Business_and_economics,4.6,21
7,STEM*,4.2,19
7,Politics_and_government,2.6,12
7,Sports,2.4,11
7,Visual_arts*,2.4,11
7,History,2.2,10
7,Fashion,1.1,5
7,Philosophy_and_religion,1.1,5
7,Military_and_warfare,0.9,4
7,Literature,0.9,4
7,Performing_arts,0.7,3
7,Education,0.4,2
7,Biology,0.4,2
7,Medicine_&_Health,0.4,2
7,Transportation,0.4,2
7,East_Asia,0.4,2
7,Space,0.4,2
7,Technology,0.2,1
7,Video_games,0.2,1
7,Books,0.2,1
7,Internet_culture,0.2,1
7,Computing,0.2,1
7,Engineering,0.2,1
7,Food_and_drink,0.2,1
7,Entertainment,0.2,1
7,Asia*,0.2,1
8,Society,21.1,34
8,Biology,8.7,14
8,Business_and_economics,7.5,12
8,Medicine_&_Health,6.8,11
8,STEM*,5.6,9
8,Chemistry,5.0,8
8,Politics_and_government,5.0,8
8,Physics,4.3,7
8,Food_and_drink,4.3,7
8,Military_and_warfare,3.7,6
8,Media*,3.1,5
8,Transportation,3.1,5
8,Literature,2.5,4
8,Technology,2.5,4
8,Visual_arts*,2.5,4
8,History,1.9,3
8,Films,1.9,3
8,Philosophy_and_religion,1.9,3
8,Sports,1.9,3
8,Music,1.2,2
8,Earth_and_environment,1.2,2
8,Computing,1.2,2
8,Space,1.2,2
8,Education,0.6,1
8,Comics_and_Anime,0.6,1
8,Television,0.6,1
9,Media*,29.9,29
9,Music,23.7,23
9,Television,12.4,12
9,Sports,5.2,5
9,Films,4.1,4
9,Military_and_warfare,4.1,4
9,Asia*,4.1,4
9,STEM*,3.1,3
9,East_Asia,2.1,2
9,Philosophy_and_religion,2.1,2
9,Politics_and_government,2.1,2
9,Engineering,1.0,1
9,Geographical,1.0,1
9,Linguistics,1.0,1
9,Business_and_economics,1.0,1
9,Society,1.0,1
9,South_America,1.0,1
9,Southeast_Asia,1.0,1
10,Media*,17.4,46
10,Comics_and_Anime,16.3,43
10,Literature,16.3,43
10,Visual_arts*,7.2,19
10,Music,5.7,15
10,Television,4.9,13
10,Films,4.9,13
10,Video_games,4.2,11
10,Society,4.2,11
10,Sports,2.7,7
10,Internet_culture,2.7,7
10,Politics_and_government,1.5,4
10,Military_and_warfare,1.5,4
10,Business_and_economics,1.5,4
10,STEM*,1.1,3
10,Entertainment,1.1,3
10,East_Asia,1.1,3
10,Transportation,1.1,3
10,Biology,0.8,2
10,Philosophy_and_religion,0.8,2
10,History,0.8,2
10,Technology,0.8,2
10,Linguistics,0.4,1
10,Physics,0.4,1
10,Computing,0.4,1
10,Asia*,0.4,1
11,Sports,45.1,37
11,Media*,17.1,14
11,Films,11.0,9
11,Literature,6.1,5
11,Internet_culture,3.7,3
11,Computing,2.4,2
11,Society,2.4,2
11,Physics,1.2,1
11,Technology,1.2,1
11,Politics_and_government,1.2,1
11,Biology,1.2,1
11,Philosophy_and_religion,1.2,1
11,Comics_and_Anime,1.2,1
11,Linguistics,1.2,1
11,History,1.2,1
11,Education,1.2,1
11,Television,1.2,1
12,Sports,97.1,33
12,Medicine_&_Health,2.9,1
13,Society,63.0,196
13,Politics_and_government,11.3,35
13,Business_and_economics,6.4,20
13,STEM*,4.2,13
13,Media*,1.9,6
13,Military_and_warfare,1.9,6
13,Sports,1.6,5
13,Physics,1.3,4
13,Engineering,1.3,4
13,Visual_arts*,1.3,4
13,History,1.0,3
13,Films,1.0,3
13,East_Asia,0.6,2
13,Philosophy_and_religion,0.6,2
13,Education,0.6,2
13,Technology,0.6,2
13,Linguistics,0.3,1
13,Literature,0.3,1
13,North_America,0.3,1
13,Entertainment,0.3,1
14,Philosophy_and_religion,37.3,19
14,Visual_arts*,11.8,6
14,History,7.8,4
14,STEM*,5.9,3
14,Media*,5.9,3
14,Literature,3.9,2
14,Biology,3.9,2
14,Military_and_warfare,3.9,2
14,Society,3.9,2
14,Films,2.0,1
14,Internet_culture,2.0,1
14,Medicine_&_Health,2.0,1
14,Education,2.0,1
14,East_Asia,2.0,1
14,Space,2.0,1
14,Technology,2.0,1
14,Asia*,2.0,1
15,Sports,83.3,5
15,Visual_arts*,16.7,1
16,Business_and_economics,46.7,57
16,STEM*,11.5,14
16,Medicine_&_Health,5.7,7
16,Society,4.9,6
16,Visual_arts*,4.9,6
16,Politics_and_government,4.1,5
16,Technology,4.1,5
16,Media*,2.5,3
16,East_Asia,2.5,3
16,Transportation,2.5,3
16,Food_and_drink,1.6,2
16,Literature,1.6,2
16,Military_and_warfare,1.6,2
16,Earth_and_environment,1.6,2
16,History,0.8,1
16,Engineering,0.8,1
16,Physics,0.8,1
16,Sports,0.8,1
16,Architecture,0.8,1
17,Medicine_&_Health,23.9,16
17,Politics_and_government,13.4,9
17,STEM*,11.9,8
17,History,7.5,5
17,Society,7.5,5
17,Transportation,7.5,5
17,Engineering,6.0,4
17,Media*,6.0,4
17,Business_and_economics,3.0,2
17,Literature,3.0,2
17,Military_and_warfare,3.0,2
17,Biology,1.5,1
17,Computing,1.5,1
17,Europe*,1.5,1
17,Films,1.5,1
17,Sports,1.5,1
18,Politics_and_government,32.5,13
18,Engineering,20.0,8
18,Media*,12.5,5
18,Transportation,7.5,3
18,History,5.0,2
18,STEM*,5.0,2
18,Asia*,2.5,1
18,Europe*,2.5,1
18,Military_and_warfare,2.5,1
18,North_America,2.5,1
18,Philosophy_and_religion,2.5,1
18,Society,2.5,1
18,Southeast_Asia,2.5,1
