,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,15.0,270.0,Augusto Pinochet,0.38492217659950256,Q368,History_and_Society.Military_and_warfare,270.0,136625.26799097794,9.0,26042.0,5.7738326489925385,History_and_Society,Military_and_warfare
1,15.0,409.0,Alfredo Binda,0.9982553720474244,Q318051,Culture.Sports,409.0,12359.110423961318,18.0,2538.0,14.973830580711367,Culture,Sports
2,6.0,419.0,Argon,0.8439050912857056,Q696,STEM.Chemistry,419.0,25521.00665619205,12.0,3099.0,5.063430547714233,STEM,Chemistry
3,4.0,497.0,Anguillara Sabazia,1.0000100135803225,Q241693,Geography.Regions.Europe.Southern_Europe,497.0,0.0,7.0,1804.0,0.0,Geography,Southern_Europe
4,2.0,501.0,Air France,0.9019306898117064,Q131005,History_and_Society.Transportation,501.0,4627.323757764104,11.0,1861.0,1.8038613796234129,History_and_Society,Transportation
5,3.0,566.0,ARPANET,0.38492217659950256,Q177524,STEM.Technology,566.0,7109.936786332887,12.0,2731.0,1.1547665297985077,STEM,Technology
6,3.0,635.0,Botanica,0.974052667617798,Q441,STEM.Biology,635.0,5953.241053391053,12.0,2579.0,2.922158002853394,STEM,Biology
7,11.0,710.0,Bandiera,0.6001983880996704,Q14660,History_and_Society.History,710.0,64540.50430762152,5.0,2609.0,6.6021822690963745,History_and_Society,History
8,2.0,732.0,Baci rubati,0.991162657737732,Q324933,Culture.Media.Media*,732.0,0.9166666666666664,2.0,2164.0,1.982325315475464,Culture,Media*
9,3.0,803.0,Balilla,0.275139719247818,Q1177136,History_and_Society.Transportation,803.0,219.62057857246018,10.0,1461.0,0.825419157743454,History_and_Society,Transportation
10,20.0,827.0,Comitato olimpico nazionale italiano,0.9579222798347472,Q1114833,Culture.Sports,827.0,373876.9459386968,18.0,3522.0,19.158445596694943,Culture,Sports
11,3.0,886.0,Codice di avviamento postale,0.12253321707248688,Q2106214,Culture.Visual_arts.Visual_arts*,886.0,14355.196768647495,7.0,3095.0,0.36759965121746063,Culture,Visual_arts*
12,4.0,1303.0,Curling,0.9879562258720398,Q136851,Culture.Sports,1303.0,11019.703566317232,7.0,2620.0,3.951824903488159,Culture,Sports
13,7.0,1464.0,Coppa del mondo di ciclismo su strada,0.9659096002578736,Q786414,Culture.Sports,1464.0,1191.1582370502465,18.0,1808.0,6.761367201805116,Culture,Sports
14,35.0,1748.0,Eddy Merckx,0.9899964332580566,Q103756,Culture.Sports,1748.0,333104.0508631396,18.0,17711.0,34.64987516403198,Culture,Sports
15,7.0,1977.0,Franco Corelli,0.9263137578964232,Q313831,Culture.Media.Music,1977.0,8628.317713623584,5.0,3393.0,6.4841963052749625,Culture,Music
16,3.0,2170.0,Giovan Battista Perasso,0.16886694729328156,Q338710,History_and_Society.Military_and_warfare,2170.0,1347.5714074214575,10.0,2235.0,0.5066008418798447,History_and_Society,Military_and_warfare
17,2.0,2275.0,Il Passatore,0.11921291798353195,Q1658226,History_and_Society.History,2275.0,5863.0,15.0,1874.0,0.2384258359670639,History_and_Society,History
18,5.0,2308.0,Intel,0.9073222279548644,Q248,History_and_Society.Business_and_economics,2308.0,15822.05396846028,8.0,2906.0,4.536611139774322,History_and_Society,Business_and_economics
19,1.0,2367.0,Giochi della II Olimpiade,0.8221991658210754,Q8088,Culture.Sports,2367.0,0.0,18.0,2070.0,0.8221991658210754,Culture,Sports
20,2.0,2399.0,Irving Fisher,0.6584275364875793,Q312739,History_and_Society.Business_and_economics,2399.0,39695.27433047922,8.0,1249.0,1.3168550729751587,History_and_Society,Business_and_economics
21,7.0,2434.0,James Clerk Maxwell,0.41490885615348816,Q9095,STEM.Physics,2434.0,63620.56172602369,12.0,2671.0,2.904361993074417,STEM,Physics
22,4.0,2456.0,Jean-Pierre Léaud,0.9992306232452391,Q295834,Culture.Biography.Biography*,2456.0,7203.747796214643,2.0,2269.0,0.0,Culture,Biography*
23,6.0,2515.0,Kurt Gödel,0.7663036584854126,Q41390,Culture.Philosophy_and_religion,2515.0,109678.48919500313,8.0,3096.0,4.597821950912476,Culture,Philosophy_and_religion
24,4.0,2602.0,Lingua corsa,0.984585464000702,Q33111,Culture.Linguistics,2602.0,23369.600226665752,7.0,2387.0,3.938341856002808,Culture,Linguistics
25,4.0,2854.0,Mariano Comense,1.0000100135803225,Q47448,Geography.Regions.Europe.Southern_Europe,2854.0,7253.389357344104,10.0,1580.0,0.0,Geography,Southern_Europe
26,4.0,2911.0,Montalcino,1.0000100135803225,Q91208,Geography.Regions.Europe.Southern_Europe,2911.0,8295.581438007152,18.0,1888.0,0.0,Geography,Southern_Europe
27,3.0,3043.0,Niels Bohr,0.7663036584854126,Q7085,STEM.Physics,3043.0,15685.186561247307,9.0,3289.0,2.298910975456238,STEM,Physics
28,7.0,3111.0,Ortisei,1.0000100135803225,Q255568,Geography.Regions.Europe.Southern_Europe,3111.0,33419.206209004355,22.0,5978.0,0.0,Geography,Southern_Europe
29,2.0,3144.0,Osmio,0.9659096002578736,Q751,STEM.Chemistry,3144.0,0.0,12.0,2284.0,1.9318192005157473,STEM,Chemistry
30,10.0,3298.0,Provincia di Palermo,0.7879412174224854,Q16227,Geography.Regions.Europe.Europe*,3298.0,73000.2058351222,11.0,2147.0,0.0,Geography,Europe*
31,9.0,3320.0,Papa Clemente V,0.9362950325012208,Q131463,Culture.Philosophy_and_religion,3320.0,155717.61563352434,7.0,3073.0,8.426655292510988,Culture,Philosophy_and_religion
32,3.0,3386.0,Provincia di Matera,0.9481645226478576,Q16206,Geography.Regions.Europe.Europe*,3386.0,5863.0,7.0,2386.0,0.0,Geography,Europe*
33,5.0,3418.0,Pesca sportiva,0.9879562258720398,Q283534,Culture.Sports,3418.0,23445.0,7.0,3984.0,4.939781129360199,Culture,Sports
34,2.0,3428.0,Paul Dirac,0.8634016513824463,Q47480,STEM.Physics,3428.0,9572.056575379722,12.0,2568.0,1.7268033027648926,STEM,Physics
35,9.0,3445.0,Cimitero di Père-Lachaise,0.2689514458179474,Q311,Culture.Visual_arts.Visual_arts*,3445.0,116984.33330025141,7.0,3043.0,2.4205630123615265,Culture,Visual_arts*
36,2.0,3600.0,Pero (Italia),1.0000100135803225,Q42996,Geography.Regions.Europe.Southern_Europe,3600.0,5194.114894128295,7.0,1551.0,0.0,Geography,Southern_Europe
37,11.0,3670.0,Robot,0.5312193632125854,Q11012,STEM.Technology,3670.0,100398.3380647302,4.0,3168.0,5.84341299533844,STEM,Technology
38,4.0,3740.0,Radio (elemento chimico),0.839743971824646,Q1128,STEM.Chemistry,3740.0,22635.384729993875,12.0,2559.0,3.358975887298584,STEM,Chemistry
39,5.0,3847.0,Sarentino,0.9991540908813475,Q256173,Geography.Regions.Europe.Southern_Europe,3847.0,29685.278098511026,22.0,1105.0,0.0,Geography,Southern_Europe
40,4.0,3891.0,Sperlonga,1.0000100135803225,Q128217,Geography.Regions.Europe.Europe*,3891.0,8102.508985609464,7.0,2502.0,0.0,Geography,Europe*
41,1.0,4219.0,Test di Turing,0.26285186409950256,Q189223,Culture.Philosophy_and_religion,4219.0,0.0,8.0,2853.0,0.26285186409950256,Culture,Philosophy_and_religion
42,6.0,4248.0,Tricolore,0.14415885508060455,Q203161,STEM.Technology,4248.0,12626.844958094363,5.0,1549.0,0.8649531304836273,STEM,Technology
43,13.0,4262.0,Topaz,0.9986850023269652,Q224004,Culture.Media.Films,4262.0,0.0,21.0,1998.0,12.982905030250548,Culture,Films
44,4.0,4318.0,Tim Berners-Lee,0.2689514458179474,Q80,STEM.Computing,4318.0,12957.222316476687,12.0,3178.0,1.0758057832717896,STEM,Computing
45,7.0,4415.0,Vipiteno,0.9995657801628112,Q263305,Geography.Regions.Europe.Southern_Europe,4415.0,35457.896205969126,22.0,2220.0,0.0,Geography,Southern_Europe
46,1.0,4440.0,Vigarano Mainarda,1.0000100135803225,Q95146,Geography.Regions.Europe.Southern_Europe,4440.0,0.0,7.0,875.0,0.0,Geography,Southern_Europe
47,32.0,4501.0,Vuelta a España,0.7773098945617676,Q33937,Culture.Sports,4501.0,99561.06818083195,18.0,2709.0,24.873916625976562,Culture,Sports
48,4.0,4631.0,Giochi della XXI Olimpiade,0.9755869507789612,Q8444,Culture.Sports,4631.0,19549.854256768856,18.0,2307.0,3.9023478031158447,Culture,Sports
49,4.0,7615.0,Gilberto Govi,0.13297423720359802,Q659740,Culture.Performing_arts,7615.0,17039.220730689554,7.0,4265.0,0.5318969488143921,Culture,Performing_arts
50,2.0,8738.0,Fratelli Wright,0.9808859825134276,Q35820,History_and_Society.Transportation,8738.0,11724.0,1.0,2639.0,1.9617719650268552,History_and_Society,Transportation
51,15.0,8777.0,Secondo,0.2069040536880493,Q11574,STEM.Physics,8777.0,136590.33961782113,8.0,2542.0,3.1035608053207393,STEM,Physics
52,1.0,8961.0,Marsciano,1.0000100135803225,Q20467,Geography.Regions.Europe.Southern_Europe,8961.0,0.0,11.0,2425.0,0.0,Geography,Southern_Europe
53,5.0,8963.0,Todi,0.9991540908813475,Q20579,Geography.Regions.Europe.Southern_Europe,8963.0,12980.068799641565,11.0,3979.0,0.0,Geography,Southern_Europe
