modularity_class,Subtopic,Percentage,Count
0,Media*,34.8,241
0,History,19.8,137
0,Films,13.6,94
0,Music,6.6,46
0,Performing_arts,6.1,42
0,Literature,4.5,31
0,Television,2.7,19
0,Politics_and_government,1.7,12
0,Visual_arts*,1.4,10
0,Society,1.4,10
0,Sports,1.0,7
0,Western_Europe,0.9,6
0,Architecture,0.6,4
0,Linguistics,0.6,4
0,Business_and_economics,0.6,4
0,Europe*,0.6,4
0,Medicine_&_Health,0.4,3
0,Transportation,0.4,3
0,Military_and_warfare,0.4,3
0,STEM*,0.3,2
0,Entertainment,0.3,2
0,Philosophy_and_religion,0.1,1
0,North_America,0.1,1
0,Engineering,0.1,1
0,Southern_Europe,0.1,1
0,Education,0.1,1
0,Geographical,0.1,1
0,Biology,0.1,1
0,Books,0.1,1
0,List_Disambig,0.1,1
1,Sports,33.3,10
1,Media*,16.7,5
1,Geographical,10.0,3
1,Earth_and_environment,6.7,2
1,Military_and_warfare,6.7,2
1,Books,3.3,1
1,Linguistics,3.3,1
1,Literature,3.3,1
1,Performing_arts,3.3,1
1,Politics_and_government,3.3,1
1,STEM*,3.3,1
1,Society,3.3,1
1,Visual_arts*,3.3,1
2,Media*,39.8,132
2,History,15.7,52
2,Television,8.7,29
2,Western_Europe,6.0,20
2,Literature,4.2,14
2,Films,4.2,14
2,Music,3.3,11
2,Performing_arts,2.4,8
2,Military_and_warfare,2.4,8
2,Politics_and_government,1.5,5
2,Visual_arts*,1.5,5
2,Philosophy_and_religion,1.2,4
2,Society,1.2,4
2,Sports,1.2,4
2,Transportation,1.2,4
2,Business_and_economics,1.2,4
2,Medicine_&_Health,0.9,3
2,STEM*,0.9,3
2,Europe*,0.9,3
2,Food_and_drink,0.6,2
2,List_Disambig,0.3,1
2,Engineering,0.3,1
2,Fashion,0.3,1
3,History,38.8,26
3,Military_and_warfare,29.9,20
3,Politics_and_government,6.0,4
3,Media*,4.5,3
3,Sports,4.5,3
3,Philosophy_and_religion,3.0,2
3,Architecture,1.5,1
3,Biology,1.5,1
3,Europe*,1.5,1
3,Food_and_drink,1.5,1
3,Geographical,1.5,1
3,Literature,1.5,1
3,Medicine_&_Health,1.5,1
3,Society,1.5,1
3,Western_Europe,1.5,1
4,Politics_and_government,31.2,24
4,Media*,19.5,15
4,Business_and_economics,7.8,6
4,History,6.5,5
4,Military_and_warfare,3.9,3
4,Performing_arts,3.9,3
4,Films,3.9,3
4,Literature,3.9,3
4,STEM*,2.6,2
4,Western_Europe,2.6,2
4,Education,2.6,2
4,List_Disambig,1.3,1
4,Europe*,1.3,1
4,Engineering,1.3,1
4,South_America,1.3,1
4,Sports,1.3,1
4,Technology,1.3,1
4,Transportation,1.3,1
4,Visual_arts*,1.3,1
4,Architecture,1.3,1
5,Media*,46.2,139
5,Music,39.5,119
5,History,2.0,6
5,Society,1.7,5
5,Films,1.3,4
5,Sports,1.3,4
5,Linguistics,1.3,4
5,Performing_arts,1.0,3
5,Architecture,0.7,2
5,Transportation,0.7,2
5,Television,0.7,2
5,Western_Europe,0.7,2
5,Literature,0.7,2
5,Military_and_warfare,0.3,1
5,Biology,0.3,1
5,Geographical,0.3,1
5,Food_and_drink,0.3,1
5,Business_and_economics,0.3,1
5,Visual_arts*,0.3,1
5,Medicine_&_Health,0.3,1
6,Media*,45.3,130
6,Films,20.6,59
6,Literature,5.2,15
6,Television,3.8,11
6,History,3.5,10
6,Military_and_warfare,2.8,8
6,Performing_arts,2.8,8
6,Music,2.4,7
6,Visual_arts*,2.4,7
6,Business_and_economics,2.1,6
6,Entertainment,1.4,4
6,Philosophy_and_religion,1.4,4
6,Society,1.0,3
6,Transportation,1.0,3
6,Fashion,0.7,2
6,Politics_and_government,0.7,2
6,Sports,0.7,2
6,Linguistics,0.3,1
6,Biology,0.3,1
6,North_America,0.3,1
6,Earth_and_environment,0.3,1
6,Video_games,0.3,1
6,Africa*,0.3,1
7,History,27.7,18
7,Media*,10.8,7
7,Philosophy_and_religion,10.8,7
7,Visual_arts*,6.2,4
7,Films,4.6,3
7,Military_and_warfare,3.1,2
7,Television,3.1,2
7,Technology,3.1,2
7,Society,3.1,2
7,STEM*,3.1,2
7,Western_Europe,3.1,2
7,Food_and_drink,3.1,2
7,Medicine_&_Health,1.5,1
7,Biology,1.5,1
7,Performing_arts,1.5,1
7,Literature,1.5,1
7,Politics_and_government,1.5,1
7,Fashion,1.5,1
7,South_America,1.5,1
7,Europe*,1.5,1
7,Earth_and_environment,1.5,1
7,Transportation,1.5,1
7,Business_and_economics,1.5,1
7,Africa*,1.5,1
8,Media*,39.8,145
8,Films,17.6,64
