,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,3.0,750.0,"Домье, Оноре",0.9964163899421692,Q187506,Culture.Biography.Biography*,1854.0,2.0,2849.0,2.9892491698265076,Culture,Biography*
1,1.0,801.0,"Арбатова, Мария Ивановна",0.9972950220108032,Q4068646,Culture.Biography.Biography*,0.0,5.0,1404.0,0.9972950220108032,Culture,Biography*
2,1.0,1100.0,"Алов, Александр Александрович",0.9855064153671264,Q2359384,Culture.Biography.Biography*,0.0,4.0,1789.0,0.9855064153671264,Culture,Biography*
3,2.0,1644.0,"Чирков, Борис Петрович",0.9969346523284912,Q584450,Culture.Biography.Biography*,7393.975790946604,12.0,2101.0,1.9938693046569824,Culture,Biography*
4,3.0,2611.0,Сент-Винсент и Гренадины,0.989681839942932,Q757,Geography.Geographical,1909.1587380011288,25.0,8178.0,2.969045519828796,Geography,Geographical
5,4.0,3786.0,Корякский автономный округ,0.7431780099868774,Q17094638,History_and_Society.Society,77758.61396070612,4.0,4491.0,2.9727120399475098,History_and_Society,Society
6,6.0,6040.0,"Бондарчук, Сергей Фёдорович",0.9970290064811708,Q55190,Culture.Biography.Biography*,127869.97953866525,16.0,22133.0,5.982174038887025,Culture,Biography*
7,1.0,6246.0,Абу-Симбел,0.9890230894088744,Q134140,History_and_Society.History,0.0,2.0,2796.0,0.9890230894088744,History_and_Society,History
8,3.0,8499.0,"Штауффенберг, Клаус Шенк фон",0.9978272914886476,Q21209,Culture.Biography.Biography*,3580.767085556604,12.0,2889.0,2.993481874465943,Culture,Biography*
9,3.0,8790.0,Триасовый период,0.8903042674064636,Q47158,STEM.Earth_and_environment,7408.0,10.0,2822.0,2.670912802219391,STEM,Earth_and_environment
10,4.0,9656.0,Допинг,0.2069040536880493,Q166376,STEM.Medicine_&_Health,12946.0,27.0,3892.0,0.8276162147521972,STEM,Medicine_&_Health
11,12.0,9682.0,Краснодар,0.8933194279670715,Q3646,Geography.Geographical,196094.79333805293,16.0,76406.0,10.719833135604858,Geography,Geographical
12,1.0,11000.0,"Лелюшенко, Дмитрий Данилович",0.9946250915527344,Q2707811,Culture.Biography.Biography*,0.0,15.0,2386.0,0.9946250915527344,Culture,Biography*
13,18.0,11613.0,Алиса (группа),0.9073222279548644,Q2837199,Culture.Media.Media*,32334.09105664473,3.0,24133.0,16.331800103187557,Culture,Media*
14,11.0,11644.0,"Задерий, Святослав Геннадьевич",0.9783946871757508,Q4183898,Culture.Biography.Biography*,0.1,3.0,1689.0,10.76234155893326,Culture,Biography*
15,7.0,11756.0,"Козак, Дмитрий Николаевич",0.9954004287719728,Q714330,Culture.Biography.Biography*,5788.077566702553,4.0,3201.0,6.9678030014038095,Culture,Biography*
16,3.0,13136.0,Иероним Стридонский,0.9926641583442688,Q44248,Culture.Biography.Biography*,1854.0,20.0,2024.0,2.9779924750328064,Culture,Biography*
17,2.0,14493.0,"Саган, Франсуаза",0.9990402460098268,Q1646,Culture.Biography.Biography*,9250.0,12.0,2268.0,1.9980804920196535,Culture,Biography*
18,4.0,14880.0,"Френкель, Ян Абрамович",0.9579222798347472,Q771374,Culture.Biography.Biography*,1854.0,0.0,2328.0,3.831689119338989,Culture,Biography*
19,2.0,14945.0,Альт,0.9481645226478576,Q80284,Culture.Media.Music,1854.0,16.0,3157.0,1.896329045295715,Culture,Music
20,12.0,15184.0,Республика Косово,0.9987257122993468,Q1246,Geography.Regions.Europe.Europe*,1165.7095170171792,25.0,29127.0,11.984708547592161,Geography,Europe*
21,1.0,15846.0,Торий,0.9019306898117064,Q1115,STEM.Chemistry,0.0,4.0,2681.0,0.9019306898117064,STEM,Chemistry
22,3.0,16227.0,Вооружённые силы Венгрии,0.983095109462738,Q1161970,History_and_Society.Military_and_warfare,5.0,25.0,2501.0,2.949285328388214,History_and_Society,Military_and_warfare
23,3.0,17016.0,Сон в летнюю ночь,0.989681839942932,Q104871,Culture.Performing_arts,9254.0,0.0,3704.0,2.969045519828796,Culture,Performing_arts
24,1.0,18293.0,"Милле, Жан-Франсуа",0.9855064153671264,Q148458,Culture.Biography.Biography*,0.0,2.0,3529.0,0.9855064153671264,Culture,Biography*
25,3.0,18718.0,"Милн, Алан Александр",0.998876452445984,Q207036,Culture.Biography.Biography*,11792.683484555702,14.0,3171.0,2.996629357337952,Culture,Biography*
26,4.0,18731.0,Великая Моравия,0.8991314172744751,Q193152,History_and_Society.History,19975.703920965294,10.0,2887.0,3.5965256690979004,History_and_Society,History
27,16.0,20703.0,Список пилотов чемпионата мира Формулы-1,1.0000100135803225,Q172853,Culture.Sports,3355.0249104479203,22.0,0.0,16.00016021728516,Culture,Sports
28,2.0,20890.0,Арсеньев (город),0.9979592561721802,Q103850,History_and_Society.Society,1854.0,10.0,2651.0,1.9959185123443604,History_and_Society,Society
29,21.0,21320.0,Сербия,0.9996300339698792,Q403,Geography.Geographical,192656.3721023305,25.0,27303.0,20.992230713367462,Geography,Geographical
30,3.0,21466.0,Искусство Византии,0.8175845146179199,Q211884,History_and_Society.History,44039.0,20.0,2409.0,2.4527535438537598,History_and_Society,History
31,5.0,21750.0,Львовская область,0.9991269707679749,Q164193,Geography.Regions.Europe.Europe*,17255.087673474383,10.0,2667.0,4.995634853839874,Geography,Europe*
32,2.0,21786.0,"Ищите женщину (фильм, 1982)",0.9344051480293274,Q4205750,Culture.Media.Media*,3706.0,5.0,2725.0,1.8688102960586548,Culture,Media*
33,2.0,22532.0,"Тигипко, Сергей Леонидович",0.9669240117073059,Q379720,Culture.Biography.Biography*,0.0,26.0,1836.0,1.9338480234146118,Culture,Biography*
34,1.0,23036.0,Сунь-цзы,0.993317186832428,Q37151,Culture.Biography.Biography*,0.0,8.0,2786.0,0.993317186832428,Culture,Biography*
35,3.0,23267.0,"Канарис, Вильгельм Франц",0.9863731861114502,Q57129,Culture.Biography.Biography*,34855.58142429716,12.0,2878.0,2.9591195583343506,Culture,Biography*
36,4.0,24606.0,Кукушка (фильм),0.9149109721183776,Q387140,Culture.Media.Media*,2342.310188014016,14.0,3128.0,3.6596438884735103,Culture,Media*
37,1.0,24655.0,"Кейв, Ник",0.9990094900131226,Q192668,Culture.Biography.Biography*,0.0,23.0,2748.0,0.9990094900131226,Culture,Biography*
38,7.0,24703.0,Суматра,0.7606606483459473,Q3492,Geography.Geographical,16629.173015872886,10.0,3171.0,5.324624538421631,Geography,Geographical
39,8.0,25471.0,Ядерная война,0.1968362182378769,Q201424,History_and_Society.Politics_and_government,34669.72089556957,4.0,3549.0,1.5746897459030151,History_and_Society,Politics_and_government
40,5.0,25700.0,"Тихонов, Андрей Валерьевич",1.0000100135803225,Q502637,History_and_Society.Society,52041.72568350496,1.0,3080.0,5.000050067901612,History_and_Society,Society
41,4.0,26999.0,МиГ,0.9947898983955384,Q188508,History_and_Society.Transportation,5060.115890697726,8.0,3273.0,3.9791595935821538,History_and_Society,Transportation
42,14.0,27135.0,Губернатор,0.2689514458179474,Q132050,History_and_Society.Politics_and_government,68596.75162686268,4.0,3624.0,3.7653202414512634,History_and_Society,Politics_and_government
43,1.0,28894.0,Наши (движение),0.9019306898117064,Q866632,History_and_Society.Society,0.0,4.0,3640.0,0.9019306898117064,History_and_Society,Society
