Index,Degree,Id,Label,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
4774,7.0,5556106.0,Saison 2 de Danse avec les stars,0.9659096002578736,Q3468457,Culture.Media.Media*,0.0,9965.203889491559,129.0,0.0,152.0,25.0,19.925396,5.5962615,41.0,278.0,0.1474820143884892,Media*,Culture,277.21605527400976,4677.368940584362,0.05926751958107801
4886,6.0,5968489.0,Saison 3 de Danse avec les stars,0.9433575868606568,Q3468701,Culture.Media.Media*,0.0,6767.107509355695,129.0,0.0,152.0,22.5,-21.784355,-16.943817000000006,41.0,278.0,0.1474820143884892,Media*,Culture,232.06596636772161,4677.368940584362,0.04961463791195585
5154,5.0,7300157.0,Saison 4 de Danse avec les stars,0.9433575868606568,Q14827808,Culture.Media.Media*,0.0,11391.321868425428,129.0,0.0,152.0,20.0,2.0057836,14.085865,41.0,278.0,0.1474820143884892,Media*,Culture,193.38830530643466,4677.368940584362,0.041345531593296535
576,5.0,79916.0,Né en 17 à Leidenstadt,0.91965252161026,Q3346795,Culture.Media.Media*,0.0,2602.353243099323,129.0,0.0,152.0,20.0,23.185602,-13.202711,41.0,278.0,0.1474820143884892,Media*,Culture,188.5287669301033,4677.368940584362,0.04030658460449555
855,4.0,134369.0,Le Projet Blair Witch,0.9980832934379578,Q644554,Culture.Media.Media*,88.0,36126.22558173591,77.0,0.0,193.0,17.5,2.1556113,-8.458008999999999,41.0,278.0,0.1474820143884892,Media*,Culture,163.68566012382507,4677.368940584362,0.034995242454270714
2504,6.0,667910.0,Damien Sargue,0.6224693655967712,Q847507,Culture.Media.Media*,0.0,3898.6344594699694,129.0,0.0,152.0,22.5,8.3603525,-12.599381,41.0,278.0,0.1474820143884892,Media*,Culture,153.12746393680573,4677.368940584362,0.03273794859502251
1296,5.0,241791.0,Anggun,0.6584275364875793,Q221310,Culture.Media.Media*,0.0,853.0998230106375,129.0,0.0,152.0,20.0,-16.222063000000002,-10.061417,41.0,278.0,0.1474820143884892,Media*,Culture,134.97764497995377,4677.368940584362,0.02885760064996936
4586,3.0,4832044.0,Discographie de Julien Clerc,0.9987651705741882,Q3029951,Culture.Media.Media*,172.0,3716.273520021429,126.0,0.0,0.0,15.0,12.202887,18.164759,41.0,278.0,0.1474820143884892,Media*,Culture,122.84811598062515,4677.368940584362,0.026264363051351956
508,3.0,68084.0,"Massacre à la tronçonneuse (film, 1974)",0.9973783493041992,Q886597,Culture.Media.Media*,88.0,24358.639934300933,77.0,0.0,193.0,15.0,6.4629145,23.75218,41.0,278.0,0.1474820143884892,Media*,Culture,122.6775369644165,4677.368940584362,0.026227894041022545
2880,3.0,871156.0,"La colline a des yeux (film, 2006)",0.9790457487106324,Q1141519,Culture.Media.Media*,88.0,23711.382914000395,77.0,0.0,193.0,15.0,-10.629817,9.645187,41.0,278.0,0.1474820143884892,Media*,Culture,120.4226270914078,4677.368940584362,0.025745804665210554
577,5.0,79916.0,Né en 17 à Leidenstadt,0.9019306898117064,Q3346795,Culture.Media.Music,0.0,2602.353243099323,129.0,0.0,152.0,20.0,23.185602,-13.202711,25.0,278.0,0.08992805755395683,Music,Culture,112.7413362264633,4677.368940584362,0.024103579952446108
1183,5.0,217824.0,Jay-Z,0.5000100135803223,Q62766,Culture.Media.Media*,74.0,11612.059300895833,134.0,0.0,0.0,20.0,-22.989553,-9.20522,41.0,278.0,0.1474820143884892,Media*,Culture,102.50205278396606,4677.368940584362,0.021914468173459947
2721,3.0,791391.0,INXS,0.812877357006073,Q489801,Culture.Media.Media*,0.0,2736.0,129.0,0.0,152.0,15.0,-0.87862206,-24.857246,41.0,278.0,0.1474820143884892,Media*,Culture,99.98391491174698,4677.368940584362,0.021376101860217083
4400,2.0,4165190.0,Paranormal Activity,0.9969346523284912,Q381028,Culture.Media.Media*,88.0,1369.0,77.0,0.0,193.0,12.5,19.000174,23.296553,41.0,278.0,0.1474820143884892,Media*,Culture,81.74864149093628,4677.368940584362,0.017477484143195065
3960,2.0,2969075.0,Le Temps qui court,0.996185541152954,Q16035368,Culture.Media.Media*,0.0,2736.0,129.0,0.0,152.0,12.5,6.967467999999998,-16.09883,41.0,278.0,0.1474820143884892,Media*,Culture,81.68721437454222,4677.368940584362,0.017464351307796715
3992,2.0,3029420.0,Discographie de Jenifer,0.993317186832428,Q3029940,Culture.Media.Media*,0.0,1369.0,129.0,0.0,152.0,12.5,11.855827,9.925138,41.0,278.0,0.1474820143884892,Media*,Culture,81.4520093202591,4677.368940584362,0.01741406554730382
607,2.0,86775.0,Tueurs nés,0.990301549434662,Q748986,Culture.Media.Media*,74.0,2736.0,134.0,0.0,0.0,12.5,-16.194653,-22.038021,41.0,278.0,0.1474820143884892,Media*,Culture,81.20472705364229,4677.368940584362,0.017361197734275174
5462,2.0,8779587.0,Snowden (film),0.989681839942932,Q19315473,Culture.Media.Media*,74.0,1369.0,134.0,0.0,0.0,12.5,2.9700012000000005,-15.231282,41.0,278.0,0.1474820143884892,Media*,Culture,81.15391087532042,4677.368940584362,0.017350333468708918
1133,6.0,192229.0,Alan Stivell,0.3140605390071869,Q10681,Culture.Media.Media*,0.0,29785.834138736333,129.0,0.0,152.0,22.5,9.809653,-17.290134,41.0,278.0,0.1474820143884892,Media*,Culture,77.25889259576797,4677.368940584362,0.016517596447312904
4772,7.0,5556106.0,Saison 2 de Danse avec les stars,0.9965265989303588,Q3468457,Culture.Media.Television,0.0,9965.203889491559,129.0,0.0,152.0,25.0,19.925396,5.5962615,11.0,278.0,0.039568345323741004,Television,Culture,76.73254811763762,4677.368940584362,0.016405066414977118
4585,3.0,4832044.0,Discographie de Julien Clerc,0.9994397163391112,Q3029951,Culture.Media.Music,172.0,3716.273520021429,126.0,0.0,0.0,15.0,12.202887,18.164759,25.0,278.0,0.08992805755395683,Music,Culture,74.95797872543334,4677.368940584362,0.016025671628133006
3519,3.0,1394570.0,Shaka Ponk,0.5698626637458801,Q195380,Culture.Media.Media*,0.0,5467.0,129.0,0.0,152.0,15.0,13.574683,24.13974,41.0,278.0,0.1474820143884892,Media*,Culture,70.09310764074326,4677.368940584362,0.014985584530773888
2505,6.0,667910.0,Damien Sargue,0.4610267877578736,Q847507,Culture.Media.Music,0.0,3898.6344594699694,129.0,0.0,152.0,22.5,8.3603525,-12.599381,25.0,278.0,0.08992805755395683,Music,Culture,69.15401816368104,4677.368940584362,0.014784811513081406
650,4.0,101036.0,Emma Daumas,0.3998216390609741,Q541517,Culture.Media.Media*,0.0,12374.999822672336,129.0,0.0,152.0,17.5,6.1875589999999985,-14.122462,41.0,278.0,0.1474820143884892,Media*,Culture,65.57074880599976,4677.368940584362,0.014018724979562495
4885,6.0,5968489.0,Saison 3 de Danse avec les stars,0.9777238368988036,Q3468701,Culture.Media.Television,0.0,6767.107509355695,129.0,0.0,152.0,22.5,-21.784355,-16.943817000000006,11.0,278.0,0.039568345323741004,Television,Culture,64.52977323532103,4677.368940584362,0.013796169182937936
1132,6.0,192229.0,Alan Stivell,0.3702353835105896,Q10681,Culture.Media.Music,0.0,29785.834138736333,129.0,0.0,152.0,22.5,9.809653,-17.290134,25.0,278.0,0.08992805755395683,Music,Culture,55.53530752658844,4677.368940584362,0.011873193718956496
2722,3.0,791391.0,INXS,0.7310686111450195,Q489801,Culture.Media.Music,0.0,2736.0,129.0,0.0,152.0,15.0,-0.87862206,-24.857246,25.0,278.0,0.08992805755395683,Music,Culture,54.830145835876465,4677.368940584362,0.011722433387738347
5153,5.0,7300157.0,Saison 4 de Danse avec les stars,0.9777238368988036,Q14827808,Culture.Media.Television,0.0,11391.321868425428,129.0,0.0,152.0,20.0,2.0057836,14.085865,11.0,278.0,0.039568345323741004,Television,Culture,53.7748110294342,4677.368940584362,0.01149680765244828
4351,5.0,4024673.0,Michael Jones (chanteur),0.2509227991104126,Q438832,Culture.Media.Media*,0.0,10730.240300695259,129.0,0.0,152.0,20.0,16.932768,20.28088,41.0,278.0,0.1474820143884892,Media*,Culture,51.43917381763458,4677.368940584362,0.010997459142320316
1495,3.0,278366.0,Carole Fredericks,0.41490885615348816,Q341461,Culture.Media.Media*,0.0,0.0,129.0,0.0,152.0,15.0,3.4310896,-4.2755540000000005,41.0,278.0,0.1474820143884892,Media*,Culture,51.033789306879044,4677.368940584362,0.010910789795534752
3991,2.0,3029420.0,Discographie de Jenifer,0.9958112239837646,Q3029940,Culture.Media.Music,0.0,1369.0,129.0,0.0,152.0,12.5,11.855827,9.925138,25.0,278.0,0.08992805755395683,Music,Culture,49.79056119918823,4677.368940584362,0.01064499333528471
3961,2.0,2969075.0,Le Temps qui court,0.9919480085372924,Q16035368,Culture.Media.Music,0.0,2736.0,129.0,0.0,152.0,12.5,6.967467999999998,-16.09883,25.0,278.0,0.08992805755395683,Music,Culture,49.59740042686462,4677.368940584362,0.01060369644919826
1526,2.0,289262.0,Ja Rule,0.6001983880996704,Q309843,Culture.Media.Media*,74.0,10036.35180458083,134.0,0.0,0.0,12.5,-5.9416566,-10.87821,41.0,278.0,0.1474820143884892,Media*,Culture,49.216267824172974,4677.368940584362,0.01052221204898671
3767,2.0,1966685.0,Tri Yann,0.546748161315918,Q10703,Culture.Media.Media*,0.0,1176.6692563550716,129.0,0.0,152.0,12.5,-5.909535,19.940409,41.0,278.0,0.1474820143884892,Media*,Culture,44.83334922790527,4677.368940584362,0.009585164180421499
406,3.0,54136.0,Yann Tiersen,0.348655104637146,Q157256,Culture.Media.Media*,0.0,8919.567075693176,129.0,0.0,152.0,15.0,-22.126518,-9.059876,41.0,278.0,0.1474820143884892,Media*,Culture,42.88457787036896,4677.368940584362,0.009168525813362763
3520,3.0,1394570.0,Shaka Ponk,0.5621865391731262,Q195380,Culture.Media.Music,0.0,5467.0,129.0,0.0,152.0,15.0,13.574683,24.13974,25.0,278.0,0.08992805755395683,Music,Culture,42.16399043798447,4677.368940584362,0.009014467529413397
2759,1.0,806411.0,Bodyguard,0.9960646033287048,Q725946,Culture.Media.Media*,0.0,0.0,129.0,0.0,152.0,10.0,-22.166603,8.248078,41.0,278.0,0.1474820143884892,Media*,Culture,40.8386487364769,4677.368940584362,0.00873111555988884
5049,1.0,6622505.0,Skyfall (chanson),0.9863731861114502,Q326790,Culture.Media.Media*,0.0,0.0,129.0,0.0,152.0,10.0,22.46817,-21.06703,41.0,278.0,0.1474820143884892,Media*,Culture,40.44130063056946,4677.368940584362,0.008646164359554877
4007,1.0,3053344.0,Le Banana split,0.9724247455596924,Q2881868,Culture.Media.Media*,0.0,0.0,129.0,0.0,152.0,10.0,16.497555,-6.784284,41.0,278.0,0.1474820143884892,Media*,Culture,39.86941456794739,4677.368940584362,0.008523897745591638
5632,1.0,10012893.0,Chicago Justice,0.966924011707306,Q24068396,Culture.Media.Media*,74.0,0.0,134.0,0.0,0.0,10.0,-10.400753,2.5764744,41.0,278.0,0.1474820143884892,Media*,Culture,39.64388447999955,4677.368940584362,0.008475680448471676
1298,5.0,241791.0,Anggun,0.3140605390071869,Q221310,Culture.Media.Music,0.0,853.0998230106375,129.0,0.0,152.0,20.0,-16.222063000000002,-10.061417,25.0,278.0,0.08992805755395683,Music,Culture,39.25756737589836,4677.368940584362,0.008393087625667126
6091,1.0,11985622.0,"Saison 17 de Joséphine, ange gardien",0.9539760947227478,Q56321474,Culture.Media.Media*,0.0,0.0,129.0,0.0,152.0,10.0,-7.785559700000001,24.559702,41.0,278.0,0.1474820143884892,Media*,Culture,39.11301988363266,4677.368940584362,0.008362184035614287
1184,5.0,217824.0,Jay-Z,0.3073680400848389,Q62766,Culture.Media.Music,74.0,11612.059300895833,134.0,0.0,0.0,20.0,-22.989553,-9.20522,25.0,278.0,0.08992805755395683,Music,Culture,38.421005010604866,4677.368940584362,0.008214234433643967
5304,3.0,7828022.0,Olivier Dion,0.3007555902004242,Q16667923,Culture.Media.Media*,0.0,0.0,129.0,0.0,152.0,15.0,16.343629999999994,20.85317,41.0,278.0,0.1474820143884892,Media*,Culture,36.992937594652176,4677.368940584362,0.007908920178109898
1509,1.0,281064.0,Toni Braxton,0.8670457601547241,Q155412,Culture.Media.Media*,74.0,0.0,134.0,0.0,0.0,10.0,18.76735,10.533914,41.0,278.0,0.1474820143884892,Media*,Culture,35.54887616634369,4677.368940584362,0.0076001864761821485
5328,2.0,7993502.0,Paula Yates,0.4301573634147644,Q436394,Culture.Media.Media*,0.0,0.0,129.0,0.0,152.0,12.5,-1.3925041,6.9616804000000005,41.0,278.0,0.1474820143884892,Media*,Culture,35.27290380001068,4677.368940584362,0.007541184851585367
3886,1.0,2792190.0,Jenifer (album),0.8519628047943115,Q3176992,Culture.Media.Media*,0.0,0.0,129.0,0.0,152.0,10.0,1.8932016,-10.298115,41.0,278.0,0.1474820143884892,Media*,Culture,34.93047499656677,4677.368940584362,0.0074679751459167075
854,4.0,134369.0,Le Projet Blair Witch,0.9994215965270996,Q644554,Culture.Media.Films,88.0,36126.22558173591,77.0,0.0,193.0,17.5,2.1556113,-8.458008999999999,8.0,278.0,0.02877697841726619,Films,Culture,31.981491088867188,4677.368940584362,0.006837495928826948
651,4.0,101036.0,Emma Daumas,0.3073680400848389,Q541517,Culture.Media.Music,0.0,12374.999822672336,129.0,0.0,152.0,17.5,6.1875589999999985,-14.122462,25.0,278.0,0.08992805755395683,Music,Culture,30.736804008483894,4677.368940584362,0.006571387546915174
405,3.0,54136.0,Yann Tiersen,0.40734341740608215,Q157256,Culture.Media.Music,0.0,8919.567075693176,129.0,0.0,152.0,15.0,-22.126518,-9.059876,25.0,278.0,0.08992805755395683,Music,Culture,30.55075630545616,4677.368940584362,0.006531611402379419
4119,1.0,3347052.0,Tony Joe White,0.7248802781105042,Q983338,Culture.Media.Media*,172.0,0.0,126.0,0.0,0.0,10.0,-13.04878,-10.679085,41.0,278.0,0.1474820143884892,Media*,Culture,29.72009140253067,4677.368940584362,0.006354019060728108
3766,2.0,1966685.0,Tri Yann,0.59267657995224,Q10703,Culture.Media.Music,0.0,1176.6692563550716,129.0,0.0,152.0,12.5,-5.909535,19.940409,25.0,278.0,0.08992805755395683,Music,Culture,29.633828997612,4677.368940584362,0.006335576554692248
4352,5.0,4024673.0,Michael Jones (chanteur),0.23371636867523196,Q438832,Culture.Media.Music,0.0,10730.240300695259,129.0,0.0,152.0,20.0,16.932768,20.28088,25.0,278.0,0.08992805755395683,Music,Culture,29.214546084403995,4677.368940584362,0.006245935793286837
3031,2.0,932442.0,Louis Farrakhan,0.3557848632335663,Q49075,Culture.Media.Media*,74.0,11249.140896433377,134.0,0.0,0.0,12.5,-13.168382,-18.6104,41.0,278.0,0.1474820143884892,Media*,Culture,29.174358785152435,4677.368940584362,0.006237343933255685
1496,3.0,278366.0,Carole Fredericks,0.3629792034626007,Q341461,Culture.Media.Music,0.0,0.0,129.0,0.0,152.0,15.0,3.4310896,-4.2755540000000005,25.0,278.0,0.08992805755395683,Music,Culture,27.223440259695053,4677.368940584362,0.005820246511555688
587,3.0,81806.0,Étienne Roda-Gil,0.2069040536880493,Q2253112,Culture.Media.Media*,172.0,4142.336406177426,126.0,0.0,0.0,15.0,24.034273,0.6660268,41.0,278.0,0.1474820143884892,Media*,Culture,25.44919860363006,4677.368940584362,0.0054409217931931176
4006,1.0,3053344.0,Le Banana split,0.9732507467269896,Q2881868,Culture.Media.Music,0.0,0.0,129.0,0.0,152.0,10.0,16.497555,-6.784284,25.0,278.0,0.08992805755395683,Music,Culture,24.33126866817474,4677.368940584362,0.0052019135067705264
5050,1.0,6622505.0,Skyfall (chanson),0.9697954058647156,Q326790,Culture.Media.Music,0.0,0.0,129.0,0.0,152.0,10.0,22.46817,-21.06703,25.0,278.0,0.08992805755395683,Music,Culture,24.24488514661789,4677.368940584362,0.005183445106553618
509,3.0,68084.0,"Massacre à la tronçonneuse (film, 1974)",0.996837317943573,Q886597,Culture.Media.Films,88.0,24358.639934300933,77.0,0.0,193.0,15.0,6.4629145,23.75218,8.0,278.0,0.02877697841726619,Films,Culture,23.924095630645752,4677.368940584362,0.005114861781174102
2326,2.0,584503.0,Michael Hutchence,0.287777841091156,Q331759,Culture.Media.Media*,0.0,0.0,129.0,0.0,152.0,12.5,-11.635752,8.126902000000001,41.0,278.0,0.1474820143884892,Media*,Culture,23.597782969474792,4677.368940584362,0.005045097632714564
2881,3.0,871156.0,"La colline a des yeux (film, 2006)",0.9770326614379884,Q1141519,Culture.Media.Films,88.0,23711.382914000395,77.0,0.0,193.0,15.0,-10.629817,9.645187,8.0,278.0,0.02877697841726619,Films,Culture,23.448783874511722,4677.368940584362,0.005013242310447757
1508,1.0,281064.0,Toni Braxton,0.8774868249893188,Q155412,Culture.Media.Music,74.0,0.0,134.0,0.0,0.0,10.0,18.76735,10.533914,25.0,278.0,0.08992805755395683,Music,Culture,21.93717062473297,4677.368940584362,0.004690066339302342
3887,1.0,2792190.0,Jenifer (album),0.8267217874526978,Q3176992,Culture.Media.Music,0.0,0.0,129.0,0.0,152.0,10.0,1.8932016,-10.298115,25.0,278.0,0.08992805755395683,Music,Culture,20.668044686317444,4677.368940584362,0.004418733041771835
4233,2.0,3769631.0,Cécilia Cara,0.2509227991104126,Q900237,Culture.Media.Media*,0.0,3973.414687575195,129.0,0.0,152.0,12.5,21.712492,1.8569922,41.0,278.0,0.1474820143884892,Media*,Culture,20.575669527053833,4677.368940584362,0.004398983656928127
4773,7.0,5556106.0,Saison 2 de Danse avec les stars,0.9732507467269896,Q3468457,Culture.Performing_arts,0.0,9965.203889491559,129.0,0.0,152.0,25.0,19.925396,5.5962615,3.0,278.0,0.01079136690647482,Performing_arts,Culture,20.43826568126678,4677.368940584362,0.004369607345687242
4118,1.0,3347052.0,Tony Joe White,0.7981967926025391,Q983338,Culture.Media.Music,172.0,0.0,126.0,0.0,0.0,10.0,-13.04878,-10.679085,25.0,278.0,0.08992805755395683,Music,Culture,19.954919815063477,4677.368940584362,0.004266270219122469
3304,1.0,1195163.0,Gold (groupe),0.4843900501728058,Q3109985,Culture.Media.Media*,0.0,0.0,129.0,0.0,152.0,10.0,2.9778204,-4.8761005,41.0,278.0,0.1474820143884892,Media*,Culture,19.859992057085037,4677.368940584362,0.00424597510039562
5305,3.0,7828022.0,Olivier Dion,0.2568419873714447,Q16667923,Culture.Media.Music,0.0,0.0,129.0,0.0,152.0,15.0,16.343629999999994,20.85317,25.0,278.0,0.08992805755395683,Music,Culture,19.263149052858353,4677.368940584362,0.004118372806925026
1297,5.0,241791.0,Anggun,0.3140605390071869,Q221310,Culture.Media.Television,0.0,853.0998230106375,129.0,0.0,152.0,20.0,-16.222063000000002,-10.061417,11.0,278.0,0.039568345323741004,Television,Culture,17.27332964539528,4677.368940584362,0.0036929585552935356
