,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views,Weight,Main topic,Subtopic
0,2.0,845.0,Opération Tempête du désert,1.0,0.9591643214225768,Q2349281,History_and_Society.Military_and_warfare,160.0,0.0,96.0,12.0,153.0,11.836735000000001,-0.051336214000000005,22.154621,2732.0,1.9183286428451536,History_and_Society,Military_and_warfare
1,29.0,2894.0,Strasbourg,15.0,0.9433575868606568,Q6602,Geography.Regions.Europe.Europe*,0.0,68772.99321553732,129.0,11.0,152.0,61.428574,2.552858,-10.812111,84845.0,0.0,Geography,Europe*
2,3.0,8667.0,Saint-Christophe-et-Niévès,3.0,0.9802908897399902,Q763,Geography.Geographical,233.0,1561.0,124.0,10.0,54.0,13.673470000000002,18.324478,-4.393455,9087.0,0.0,Geography,Geographical
3,4.0,9519.0,Georges Fenech,3.0,0.997894287109375,Q12937,Culture.Biography.Biography*,233.0,4.072727272727272,124.0,10.0,54.0,15.510204000000002,-14.483621,11.640202,5596.0,0.0,Culture,Biography*
4,5.0,9968.0,Objet volant non identifié,9.0,0.3775506913661957,Q421,Culture.Philosophy_and_religion,47.0,13840.0,42.0,16.0,255.0,17.34694,14.499231,-8.421227,3093.0,1.8877534568309784,Culture,Philosophy_and_religion
5,5.0,10151.0,Marie-Anne Montchamp,17.0,0.9994572401046752,Q3291527,Culture.Biography.Biography*,183.0,6753.038725933394,168.0,3.0,0.0,17.34694,12.432577,-17.282381,919.0,0.0,Culture,Biography*
6,4.0,10182.0,Victoires de la musique,15.0,0.6654205918312073,Q2445029,History_and_Society.Society,0.0,6205.0,129.0,11.0,152.0,15.510204000000002,8.372112,9.448369999999999,2949.0,2.661682367324829,History_and_Society,Society
7,1.0,10605.0,Alain Suguenot,17.0,0.14415885508060455,Q2830299,History_and_Society.Politics_and_government,183.0,0.0,168.0,3.0,0.0,10.0,-17.04055,-21.769571,6357.0,0.14415885508060455,History_and_Society,Politics_and_government
8,28.0,11019.0,George H. W. Bush,1.0,0.585111141204834,Q23505,History_and_Society.Politics_and_government,160.0,7342.607900432816,96.0,12.0,153.0,59.591834999999996,-2.2947385,24.512808,212816.0,16.38311195373535,History_and_Society,Politics_and_government
9,3.0,13315.0,Maurice Druon,8.0,0.10375863313674928,Q223949,Culture.Literature,0.0,2000.0930429106327,163.0,0.0,60.0,13.673470000000002,-7.724684700000001,-24.054771,3872.0,0.31127589941024786,Culture,Literature
10,5.0,14304.0,Programme Voyager,9.0,0.8872146010398865,Q155311,STEM.Space,47.0,4.0,42.0,16.0,255.0,17.34694,-13.772226999999999,-23.019968,3089.0,4.436073005199432,STEM,Space
11,5.0,14400.0,Mandchourie,6.0,0.3775506913661957,Q81126,History_and_Society.Military_and_warfare,10.0,9375.666666666712,121.0,1.0,114.0,17.34694,-4.6394405,12.086260000000001,4585.0,1.8877534568309784,History_and_Society,Military_and_warfare
12,1.0,14598.0,Président des États-Unis mexicains,1.0,0.4765896201133728,Q628004,History_and_Society.Politics_and_government,160.0,0.0,96.0,12.0,153.0,10.0,-11.817503,10.836565,4415.0,0.4765896201133728,History_and_Society,Politics_and_government
