,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views
0,2.0,845.0,Opération Tempête du désert,1.0,0.9591643214225768,Q2349281,History_and_Society.Military_and_warfare,160.0,0.0,96.0,12.0,153.0,11.836735,-0.051336214000000005,22.154621,2732.0
1,2.0,845.0,Opération Tempête du désert,1.0,0.14805719256401062,Q2349281,STEM.Earth_and_environment,160.0,0.0,96.0,12.0,153.0,11.836735,-0.051336214000000005,22.154621,2732.0
2,2.0,845.0,Opération Tempête du désert,1.0,0.14034625887870789,Q2349281,STEM.STEM*,160.0,0.0,96.0,12.0,153.0,11.836735,-0.051336214000000005,22.154621,2732.0
3,2.0,845.0,Opération Tempête du désert,1.0,0.0,Q2349281,Geography.Regions.Oceania,160.0,0.0,96.0,12.0,153.0,11.836735,-0.051336214000000005,22.154621,2732.0
4,2.0,845.0,Opération Tempête du désert,1.0,0.0,Q2349281,Geography.Regions.Europe.Europe*,160.0,0.0,96.0,12.0,153.0,11.836735,-0.051336214000000005,22.154621,2732.0
5,2.0,845.0,Opération Tempête du désert,1.0,0.0,Q2349281,Geography.Regions.Europe.Northern_Europe,160.0,0.0,96.0,12.0,153.0,11.836735,-0.051336214000000005,22.154621,2732.0
6,29.0,2894.0,Strasbourg,15.0,0.9433575868606568,Q6602,Geography.Regions.Europe.Europe*,0.0,68772.99321553732,129.0,11.0,152.0,61.428574,2.552858,-10.812111,84845.0
7,29.0,2894.0,Strasbourg,15.0,0.9324633479118348,Q6602,Geography.Regions.Europe.Western_Europe,0.0,68772.99321553732,129.0,11.0,152.0,61.428574,2.552858,-10.812111,84845.0
8,29.0,2894.0,Strasbourg,15.0,0.6926519870758057,Q6602,Geography.Geographical,0.0,68772.99321553732,129.0,11.0,152.0,61.428574,2.552858,-10.812111,84845.0
9,3.0,8667.0,Saint-Christophe-et-Niévès,3.0,0.9802908897399902,Q763,Geography.Geographical,233.0,1561.0,124.0,10.0,54.0,13.673470000000002,18.324478,-4.393455,9087.0
10,3.0,8667.0,Saint-Christophe-et-Niévès,3.0,0.538993239402771,Q763,Geography.Regions.Americas.Central_America,233.0,1561.0,124.0,10.0,54.0,13.673470000000002,18.324478,-4.393455,9087.0
11,3.0,8667.0,Saint-Christophe-et-Niévès,3.0,0.19194278120994568,Q763,Geography.Regions.Europe.Europe*,233.0,1561.0,124.0,10.0,54.0,13.673470000000002,18.324478,-4.393455,9087.0
12,4.0,9519.0,Georges Fenech,3.0,0.997894287109375,Q12937,Culture.Biography.Biography*,233.0,4.072727272727272,124.0,10.0,54.0,15.510204000000002,-14.483621,11.640202,5596.0
13,4.0,9519.0,Georges Fenech,3.0,0.4440047016143799,Q12937,Geography.Regions.Europe.Western_Europe,233.0,4.072727272727272,124.0,10.0,54.0,15.510204000000002,-14.483621,11.640202,5596.0
14,4.0,9519.0,Georges Fenech,3.0,0.4139109721183777,Q12937,Geography.Regions.Europe.Europe*,233.0,4.072727272727272,124.0,10.0,54.0,15.510204000000002,-14.483621,11.640202,5596.0
15,5.0,9968.0,Objet volant non identifié,9.0,0.5312193632125854,Q421,STEM.STEM*,47.0,13840.0,42.0,16.0,255.0,17.34694,14.499231,-8.421227,3093.0
16,5.0,9968.0,Objet volant non identifié,9.0,0.3775506913661957,Q421,Culture.Philosophy_and_religion,47.0,13840.0,42.0,16.0,255.0,17.34694,14.499231,-8.421227,3093.0
17,5.0,9968.0,Objet volant non identifié,9.0,0.18714269995689392,Q421,STEM.Medicine_&_Health,47.0,13840.0,42.0,16.0,255.0,17.34694,14.499231,-8.421227,3093.0
18,5.0,9968.0,Objet volant non identifié,9.0,0.1732981950044632,Q421,History_and_Society.Society,47.0,13840.0,42.0,16.0,255.0,17.34694,14.499231,-8.421227,3093.0
19,5.0,10151.0,Marie-Anne Montchamp,17.0,0.9994572401046752,Q3291527,Culture.Biography.Biography*,183.0,6753.038725933394,168.0,3.0,0.0,17.34694,12.432577,-17.282381,919.0
20,5.0,10151.0,Marie-Anne Montchamp,17.0,0.4767238368988037,Q3291527,Geography.Regions.Europe.Western_Europe,183.0,6753.038725933394,168.0,3.0,0.0,17.34694,12.432577,-17.282381,919.0
21,5.0,10151.0,Marie-Anne Montchamp,17.0,0.4714247455596924,Q3291527,Geography.Regions.Europe.Europe*,183.0,6753.038725933394,168.0,3.0,0.0,17.34694,12.432577,-17.282381,919.0
22,5.0,10151.0,Marie-Anne Montchamp,17.0,0.3140605390071869,Q3291527,Culture.Biography.Women,183.0,6753.038725933394,168.0,3.0,0.0,17.34694,12.432577,-17.282381,919.0
