,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
48,Лавра,48,1,25,0.0,Q824786
584,"Терехова, Маргарита Борисовна",584,4,7,7325.627013911531,Q271485
604,День России,604,2,4,1850.0,Q1432329
747,Доминиканцы,747,1,12,0.0,Q131479
996,Вики,996,4,11,3.0,Q171
1086,"Жад, Клод",1086,2,22,0.0,Q183471
1090,Тегеран-43,1090,7,22,88838.01042557962,Q1125687
1182,"Стриженов, Глеб Александрович",1182,1,22,0.0,Q4443978
3651,Мантикора (чудовище),3651,2,7,0.0,Q223795
6333,"Крикалёв, Сергей Константинович",6333,2,13,7388.0,Q313815
7281,"Севастьянов, Виталий Иванович",7281,2,13,9230.0,Q252726
7353,"Ларионов, Игорь Николаевич",7353,5,5,4.666666666666666,Q456771
9555,Вояджер-2,9555,14,21,22591.70867066762,Q48475
9788,Интерфейс,9788,2,11,5544.0,Q23808
11107,"Рыбалко, Павел Семёнович",11107,1,15,0.0,Q1332642
11314,Джомолунгма,11314,13,21,22094.95,Q513
11657,Солнечный ветер,11657,4,21,8140.768600918715,Q79833
11681,Александрийская православная церковь,11681,6,25,10292.850000000055,Q251268
13431,Хизб ут-Тахрир аль-Ислами,13431,2,14,0.0,Q493302
14498,Циклопы,14498,3,7,4305.339886919151,Q128430
14922,"Добро пожаловать, или Посторонним вход воспрещён",14922,4,18,5547.0,Q4163531
16080,Украинская грекокатолическая церковь,16080,6,25,546.9166666666545,Q472189
16482,Разряд_(трансформер),16482,9,28,0.453968253968254,-1
16714,"Кочарян, Роберт Седракович",16714,2,13,0.0,Q613051
17176,Фонограф,17176,2,14,1850.0,Q116434
17204,Гостья из будущего,17204,17,6,88389.45481169783,Q2332537
17588,Автономная область (Россия),17588,12,4,194304.75762763136,Q309166
18859,Геминиды,18859,3,21,1118.3410625610234,Q1237067
19628,"Рыбкин, Иван Петрович",19628,1,14,0.0,Q1062347
21683,Генерал,21683,11,15,297765.5673808562,Q83460
21786,"Ищите женщину (фильм, 1982)",21786,2,14,5544.0,Q4205750
22354,"Буш, Джордж Уокер",22354,38,3,4732.419184200324,Q207
23267,"Канарис, Вильгельм Франц",23267,2,6,245.79277494549893,Q57129
23352,Метеорный поток,23352,3,21,1118.3410625610234,Q105000
23380,Крылатая ракета,23380,9,17,29769.905434629978,Q181860
23772,"Клинтон, Билл",23772,28,3,465.0853247567272,Q1124
24606,Кукушка (фильм),24606,3,6,5546.0,Q387140
24858,Наше радио,24858,2,27,1850.0,Q2363611
24915,"Мень, Александр Владимирович",24915,3,14,9262.134616897834,Q712471
25175,"Пауэрс, Фрэнсис Гэри",25175,2,17,1850.0,Q309840
25698,Алания (футбольный клуб),25698,2,1,87.20417106248071,Q240438
25727,Манама,25727,2,8,53588.543055392176,Q3882
28933,Элладская православная церковь,28933,3,13,76019.0,Q59778
31999,"Астрахан, Дмитрий Хананович",31999,2,6,5544.0,Q4071683
32153,"Черенков, Павел Алексеевич",32153,5,14,38035.7026048537,Q76970
32348,Тосно,32348,1,1,0.0,Q15337
32582,Гравитационный манёвр,32582,2,21,0.0,Q223776
33035,"Буковский, Владимир Константинович",33035,7,14,36.201623376623374,Q360471
33639,Автожир,33639,1,17,0.0,Q208708
35637,"Морозов, Сергей Иванович",35637,5,4,5546.0,Q4303016
35974,"Буш, Джордж",35974,2,3,0.0,Q43038
36938,Камуфляж,36938,3,8,0.3333333333333333,Q196113
40475,Пимен (патриарх Московский),40475,1,13,0.0,Q547687
40840,Дерби (игровой спорт),40840,7,1,5155.557412607556,Q3246109
41953,Охота на ведьм,41953,2,24,1850.0,Q188494
42154,Сайт,42154,6,11,16589.0,Q35127
43702,Пионер-10,43702,5,21,57749.40941311352,Q59103
44867,Каракас,44867,4,9,7392.000000000001,Q1533
45421,"Алексеев, Сергей Сергеевич",45421,2,14,1850.0,Q4061728
46076,Правдивая ложь,46076,2,3,1849.9999999999998,Q110397
46077,Тиа Каррере,46077,3,3,5545.999999999999,Q286570
46091,SpaceShipTwo,46091,2,21,18264.051445836314,Q754806
46624,Кито,46624,2,1,1850.0,Q2900
47409,"Закс, Нелли",47409,2,14,1850.0,Q57074
47887,Генерал армии,47887,6,15,372381.01282652543,Q15730331
52816,Мандерлей,52816,4,0,7392.0,Q1141731
52994,"Ульянова, Инна Ивановна",52994,2,6,1850.0,Q4475076
53525,Вице-адмирал,53525,2,8,1849.9999999999995,Q23023949
54061,"Буш, Джордж Герберт Уокер",54061,44,3,66470.48831577803,Q23505
54280,Вице-президент США,54280,27,3,11111.514605456305,Q11699
54600,"Тамм, Игорь Евгеньевич",54600,4,14,0.0,Q155759
54944,Пересвет,54944,1,17,0.0,Q1128696
55214,Патриарх (церковный сан),55214,6,25,68954.64285714286,Q171692
55461,"Платини, Мишель",55461,19,1,7496.416929152382,Q4261
58417,"Спартак (хоккейный клуб, Москва)",58417,5,5,10826.41769214121,Q744753
58716,Служебный роман,58716,9,6,47658.26308143873,Q2528155
58966,Самиздат,58966,13,14,14243.29823377965,Q152416
59015,"Кастро, Инес де",59015,2,1,1850.0,Q234022
59050,Аполлон (космический корабль),59050,11,18,97226.11027350534,Q430728
59075,Радиологическое оружие,59075,2,21,3698.0,Q757416
59448,"Коллинз, Майкл (астронавт)",59448,2,18,0.0,Q104859
59620,Стратегический бомбардировщик,59620,6,17,44966.812509982046,Q507720
59641,Почтовая марка,59641,12,26,107475.52388492865,Q37930
60506,"Милорадович, Михаил Андреевич",60506,2,4,0.0,Q176306
60694,Саундвейв,60694,13,28,2481.0650793651203,Q2076468
61654,Западный Берлин,61654,5,9,398218.96976926265,Q56036
62186,Джемини (космическая программа),62186,11,18,50328.29112268409,Q214996
62399,"Темирканов, Юрий Хатуевич",62399,3,4,80640.65979175399,Q469552
62807,Золотой мяч,62807,1,1,0.0,Q4193524
63177,Кассини (космический аппарат),63177,1,21,0.0,Q2941291
63484,Антиохийская православная церковь,63484,1,13,0.0,Q323301
63485,Болгарская православная церковь,63485,4,13,81357.0,Q242758
63493,Польская православная церковь,63493,8,25,4263.083333333379,Q463406
63769,Каботаж,63769,1,24,0.0,Q111155
63798,"Мэтьюз, Стэнли",63798,12,1,1885.2652108017926,Q216140
65550,Космический аппарат,65550,9,21,58600.31137703288,Q40218
65733,Персеиды,65733,3,21,5912.6821251219935,Q173708
66452,"Трутнев, Юрий Петрович",66452,4,4,4579.79548883598,Q1320356
67884,Пискарёвское мемориальное кладбище,67884,2,4,0.0,Q2097034
69015,"Калиновский, Кастусь",69015,1,11,0.0,Q710236
69895,"Барнет, Борис Васильевич",69895,2,6,0.0,Q203519
71071,Аполлон-1,71071,8,18,557.003571428577,Q194082
71583,А-50,71583,1,17,0.0,Q499185
71643,Британия,71643,1,11,0.0,Q229080
72712,Хоккей с шайбой на Олимпийских играх,72712,4,5,2461.733333333367,Q114581
72742,"Белохвостикова, Наталия Николаевна",72742,2,22,0.0,Q273150
73720,"Фирсов, Анатолий Васильевич",73720,2,5,400.14220099870465,Q488039
74918,Реголит,74918,1,21,0.0,Q106551
76411,"Сетон-Томпсон, Эрнест",76411,1,25,0.0,Q505017
78019,Аполлон-13,78019,11,18,87454.73745892625,Q182252
78253,Витебская область,78253,2,6,56896.88471966259,Q185700
79204,Бокситогорск,79204,1,4,0.0,Q15236
80567,Таджикская Советская Социалистическая Республика,80567,4,18,297439.16137665283,Q199711
80770,Валлония,80770,4,15,34987.897479002706,Q231
82663,"Перон, Эва",82663,4,29,1135.6662690371263,Q40933
83222,"Онопко, Виктор Савельевич",83222,2,1,1850.0,Q310544
83224,"Батистута, Габриэль",83224,11,16,2041.2038389228187,Q170376
83593,Русская православная старообрядческая церковь,83593,9,25,26321.26666666668,Q1636683
83918,"Анюков, Александр Геннадьевич",83918,7,1,5359.177898760188,Q188918
83921,"Радимов, Владислав Николаевич",83921,3,1,709.3305426040079,Q2286919
85200,"Барков, Иван Семёнович",85200,1,14,0.0,Q2361998
85443,Тивериадское озеро,85443,1,24,0.0,Q126982
87005,"Куза, Александру Иоан",87005,2,9,1850.0,Q294832
87518,Галифакс (Новая Шотландия),87518,4,5,12914.0,Q2141
90046,Гештальт (трансформер),90046,7,28,0.0,Q4137843
90317,"Богданович, Максим Адамович",90317,2,15,1850.0,Q471207
90477,Хет-трик,90477,5,9,31402.92272729283,Q123086
90550,Андреевская церковь (Киев),90550,5,25,956.1309523809409,Q167321
91568,"Шарапова, Арина Аяновна",91568,2,6,1850.0,Q4520432
92009,Теркс и Кайкос,92009,3,11,5546.0,Q18221
94303,"Качиньский, Лех",94303,5,15,120944.9793411322,Q2757
94486,Министерство сельского хозяйства Российской Федерации,94486,2,4,867.6913780663776,Q4294685
95041,"Газзаев, Валерий Георгиевич",95041,3,1,3698.0,Q319517
95594,"Вавич, Михаил Иванович",95594,1,6,0.0,Q4102154
96952,Массовые беспорядки во Франции (2005),96952,1,17,0.0,Q265873
98294,"Бердыев, Курбан Бекиевич",98294,8,1,26461.735248881145,Q368902
98528,Чрезвычайное положение,98528,4,17,131643.0,Q216227
99925,Ходжалинская резня,99925,1,14,0.0,Q218446
99932,"Тихонов, Виктор Васильевич",99932,5,5,1561.037077129366,Q392127
100225,Чандрасекхара Венката Раман,100225,1,14,0.0,Q60429
101354,Дашнакцутюн,101354,9,13,106386.50000000135,Q318657
