,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,1.0,48.0,Лавра,0.3998216390609741,Q824786,Culture.Philosophy_and_religion,0.0,25.0,2769.0,0.3998216390609741,Culture,Philosophy_and_religion
1,4.0,584.0,"Терехова, Маргарита Борисовна",0.997758150100708,Q271485,Culture.Biography.Biography*,7325.6270139115295,7.0,75915.0,3.991032600402832,Culture,Biography*
2,2.0,604.0,День России,0.9324633479118348,Q1432329,History_and_Society.Society,1850.0,4.0,4578.0,1.8649266958236697,History_and_Society,Society
3,1.0,747.0,Доминиканцы,0.4921981394290924,Q131479,Culture.Philosophy_and_religion,0.0,12.0,3056.0,0.4921981394290924,Culture,Philosophy_and_religion
4,4.0,996.0,Вики,0.5775054097175598,Q171,STEM.Technology,3.0,11.0,41625.0,2.3100216388702393,STEM,Technology
5,2.0,1086.0,"Жад, Клод",0.9984121918678284,Q183471,Culture.Biography.Biography*,0.0,22.0,840.0,1.9968243837356567,Culture,Biography*
6,7.0,1090.0,Тегеран-43,0.9637899398803712,Q1125687,Culture.Media.Films,88838.01042557963,22.0,9943.0,6.7465295791625985,Culture,Films
7,1.0,1182.0,"Стриженов, Глеб Александрович",0.9939124584197998,Q4443978,Culture.Biography.Biography*,0.0,22.0,2214.0,0.9939124584197998,Culture,Biography*
8,2.0,3651.0,Мантикора (чудовище),0.8706072568893433,Q223795,Culture.Literature,0.0,7.0,2542.0,1.7412145137786865,Culture,Literature
9,2.0,6333.0,"Крикалёв, Сергей Константинович",1.0000100135803225,Q313815,STEM.Technology,7388.0,13.0,3009.0,2.000020027160645,STEM,Technology
10,2.0,7281.0,"Севастьянов, Виталий Иванович",0.9899964332580566,Q252726,Culture.Biography.Biography*,9230.0,13.0,3566.0,1.9799928665161133,Culture,Biography*
11,5.0,7353.0,"Ларионов, Игорь Николаевич",0.9992545843124392,Q456771,Culture.Biography.Biography*,4.666666666666666,5.0,5755.0,4.996272921562196,Culture,Biography*
12,14.0,9555.0,Вояджер-2,0.9987651705741882,Q48475,STEM.Space,22591.708670667616,21.0,25410.0,13.982712388038635,STEM,Space
13,2.0,9788.0,Интерфейс,0.8634016513824463,Q23808,STEM.Computing,5544.0,11.0,14156.0,1.7268033027648926,STEM,Computing
14,1.0,11107.0,"Рыбалко, Павел Семёнович",0.9863731861114502,Q1332642,Culture.Biography.Biography*,0.0,15.0,2572.0,0.9863731861114502,Culture,Biography*
15,13.0,11314.0,Джомолунгма,0.8596737384796143,Q513,Geography.Geographical,22094.95,21.0,45630.0,11.175758600234985,Geography,Geographical
16,4.0,11657.0,Солнечный ветер,0.4378334879875183,Q79833,STEM.Space,8140.768600918715,21.0,3323.0,1.7513339519500732,STEM,Space
17,6.0,11681.0,Александрийская православная церковь,0.8080772161483765,Q251268,Geography.Regions.Africa.Africa*,10292.850000000057,25.0,1557.0,4.848463296890259,Geography,Africa*
18,2.0,13431.0,Хизб ут-Тахрир аль-Ислами,0.7431780099868774,Q493302,History_and_Society.Politics_and_government,0.0,14.0,2537.0,1.4863560199737549,History_and_Society,Politics_and_government
19,3.0,14498.0,Циклопы,0.7718535065650941,Q128430,History_and_Society.History,4305.339886919151,7.0,3101.0,2.3155605196952824,History_and_Society,History
20,4.0,14922.0,"Добро пожаловать, или Посторонним вход воспрещён",0.9648651480674744,Q4163531,Culture.Media.Media*,5547.0,18.0,3743.0,3.8594605922698975,Culture,Media*
21,6.0,16080.0,Украинская грекокатолическая церковь,0.348655104637146,Q472189,Culture.Philosophy_and_religion,546.9166666666545,25.0,5265.0,2.091930627822876,Culture,Philosophy_and_religion
22,2.0,16714.0,"Кочарян, Роберт Седракович",0.9992306232452391,Q613051,Culture.Biography.Biography*,0.0,13.0,4170.0,1.9984612464904783,Culture,Biography*
23,2.0,17176.0,Фонограф,0.19194278120994568,Q116434,History_and_Society.Society,1850.0,14.0,2312.0,0.38388556241989136,History_and_Society,Society
24,17.0,17204.0,Гостья из будущего,0.9539760947227478,Q2332537,Culture.Media.Media*,88389.45481169783,6.0,30953.0,16.217593610286713,Culture,Media*
25,12.0,17588.0,Автономная область (Россия),0.9591643214225768,Q309166,History_and_Society.Society,194304.75762763136,4.0,2832.0,11.509971857070921,History_and_Society,Society
26,3.0,18859.0,Геминиды,0.9591643214225768,Q1237067,STEM.Space,1118.3410625610234,21.0,22498.0,2.8774929642677303,STEM,Space
27,1.0,19628.0,"Рыбкин, Иван Петрович",0.997120440006256,Q1062347,Culture.Biography.Biography*,0.0,14.0,2170.0,0.997120440006256,Culture,Biography*
28,11.0,21683.0,Генерал,0.9304682612419128,Q83460,History_and_Society.Military_and_warfare,297765.5673808562,15.0,3223.0,10.235150873661041,History_and_Society,Military_and_warfare
29,2.0,21786.0,"Ищите женщину (фильм, 1982)",0.9344051480293274,Q4205750,Culture.Media.Media*,5544.0,14.0,4081.0,1.8688102960586548,Culture,Media*
30,38.0,22354.0,"Буш, Джордж Уокер",0.9972950220108032,Q207,Culture.Biography.Biography*,4732.419184200324,3.0,88945.0,37.89721083641052,Culture,Biography*
31,2.0,23267.0,"Канарис, Вильгельм Франц",0.9863731861114502,Q57129,Culture.Biography.Biography*,245.79277494549893,6.0,3167.0,1.9727463722229004,Culture,Biography*
