,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,10.0,3010.0,Alan Jay Lerner,0.997894287109375,Q961893,Culture.Biography.Biography*,87924.25524925707,8.0,3605.0,9.97894287109375,Culture,Biography*
1,26.0,4887.0,British Army,0.9219318628311156,Q222595,History_and_Society.Military_and_warfare,1071247.477990389,27.0,39164.0,23.970228433609005,History_and_Society,Military_and_warfare
2,1.0,5285.0,STS-51-F,1.0000100135803225,Q827094,STEM.Space,0.0,26.0,2904.0,1.0000100135803225,STEM,Space
3,11.0,6984.0,Colin Powell,0.9990094900131226,Q150851,Culture.Biography.Biography*,914286.878671036,25.0,93669.0,10.989104390144348,Culture,Biography*
4,4.0,7279.0,"Chapter 11, Title 11, United States Code",0.21734751760959625,Q1062835,History_and_Society.Military_and_warfare,18575.0,33.0,13194.0,0.869390070438385,History_and_Society,Military_and_warfare
5,11.0,11982.0,Gemini 10,1.0000100135803225,Q752799,STEM.Space,354.2045702861319,26.0,3355.0,11.000110149383547,STEM,Space
6,10.0,13075.0,Gosford,0.9219318628311156,Q605113,Geography.Regions.Oceania,12027.223751512784,3.0,4838.0,9.219318628311155,Geography,Oceania
7,3.0,13411.0,Transport in Hong Kong,0.4904325475692749,Q1073811,Geography.Regions.Asia.East_Asia,9291.0,24.0,4064.0,1.4712976427078246,Geography,East_Asia
8,7.0,13743.0,Harry Connick Jr.,0.997120440006256,Q313755,Culture.Biography.Biography*,368482.4080056193,30.0,78852.0,6.979843080043792,Culture,Biography*
9,3.0,14380.0,Helium-3,0.9770326614379884,Q533498,STEM.Chemistry,0.0,22.0,12460.0,2.9310979843139653,STEM,Chemistry
10,3.0,15531.0,Isaac Stern,0.998142421245575,Q311317,Culture.Biography.Biography*,13934.0,8.0,3380.0,2.994427263736725,Culture,Biography*
11,2.0,16207.0,Joseph Gurney Cannon,1.0000100135803225,Q984248,Culture.Biography.Biography*,0.0,1.0,2984.0,2.000020027160645,Culture,Biography*
12,7.0,16227.0,Jerome Kern,0.9990094900131226,Q313270,Culture.Biography.Biography*,26159.38252966751,8.0,9528.0,6.993066430091858,Culture,Biography*
13,6.0,16380.0,James Tobin,0.9946250915527344,Q211776,Culture.Biography.Biography*,8453.257126163651,25.0,2792.0,5.967750549316406,Culture,Biography*
14,7.0,17878.0,Laser science,1.0000100135803225,Q4252992,STEM.Physics,4647.075,16.0,16248.0,7.000070095062258,STEM,Physics
15,7.0,17970.0,Leon M. Lederman,0.9986850023269652,Q192695,Culture.Biography.Biography*,9291.0,16.0,61724.0,6.990795016288756,Culture,Biography*
16,23.0,18964.0,Madagascar,0.9770326614379884,Q1019,Geography.Geographical,489223.40703228547,37.0,89511.0,22.471751213073734,Geography,Geographical
17,1.0,19035.0,Mormon (word),0.6584275364875793,Q17007591,Culture.Philosophy_and_religion,0.0,43.0,3165.0,0.6584275364875793,Culture,Philosophy_and_religion
18,3.0,20108.0,Mick Doohan,0.99753737449646,Q436025,Culture.Biography.Biography*,2318.0,35.0,3641.0,2.99261212348938,Culture,Biography*
19,2.0,20861.0,Cavity magnetron,0.41490885615348816,Q194154,STEM.Technology,0.0,22.0,11769.0,0.8298177123069763,STEM,Technology
20,1.0,21344.0,Geography of New Caledonia,0.4946784844398498,Q3098269,Geography.Geographical,0.0,37.0,2150.0,0.4946784844398498,Geography,Geographical
21,15.0,21649.0,New Mexico,0.9886782765388488,Q1522,Geography.Geographical,613073.68454047,26.0,95425.0,14.830174148082731,Geography,Geographical
22,5.0,23269.0,Physicist,0.4532718360424042,Q169470,History_and_Society.Business_and_economics,36122.68371703627,22.0,14088.0,2.266359180212021,History_and_Society,Business_and_economics
23,2.0,25190.0,Politics of Qatar,0.9688661694526672,Q1155440,History_and_Society.Politics_and_government,0.0,37.0,3224.0,1.9377323389053345,History_and_Society,Politics_and_government
24,2.0,25195.0,Foreign relations of Qatar,0.9908843636512756,Q5468532,History_and_Society.Politics_and_government,0.0,37.0,1981.0,1.9817687273025513,History_and_Society,Politics_and_government
