modularity_class,Subtopic,Percentage,Count
0,Politics_and_government,19.5,31
0,Media*,15.1,24
0,History,11.9,19
0,Military_and_warfare,7.5,12
0,Transportation,5.0,8
0,Society,5.0,8
0,Visual_arts*,4.4,7
0,Sports,4.4,7
0,Fashion,3.8,6
0,Music,3.1,5
0,Architecture,3.1,5
0,Literature,2.5,4
0,Films,2.5,4
0,Philosophy_and_religion,1.9,3
0,Medicine_&_Health,1.9,3
0,Biology,1.3,2
0,STEM*,1.3,2
0,Television,1.3,2
0,List_Disambig,0.6,1
0,Food_and_drink,0.6,1
0,Northern_Europe,0.6,1
0,Performing_arts,0.6,1
0,Europe*,0.6,1
0,Education,0.6,1
0,Business_and_economics,0.6,1
1,Politics_and_government,53.8,35
1,Sports,12.3,8
1,Business_and_economics,9.2,6
1,Media*,4.6,3
1,Computing,3.1,2
1,Military_and_warfare,3.1,2
1,Architecture,1.5,1
1,Earth_and_environment,1.5,1
1,Films,1.5,1
1,Geographical,1.5,1
1,Linguistics,1.5,1
1,Literature,1.5,1
1,Performing_arts,1.5,1
1,Philosophy_and_religion,1.5,1
1,Society,1.5,1
2,Sports,100.0,93
3,Sports,86.0,117
3,Society,4.4,6
3,Media*,1.5,2
3,Oceania,1.5,2
3,Western_Europe,1.5,2
3,Central_America,0.7,1
3,History,0.7,1
3,List_Disambig,0.7,1
3,Military_and_warfare,0.7,1
3,Music,0.7,1
3,STEM*,0.7,1
3,Transportation,0.7,1
4,Sports,72.6,130
4,Society,7.8,14
4,Military_and_warfare,3.4,6
4,Media*,2.8,5
4,Business_and_economics,2.2,4
4,Politics_and_government,1.7,3
4,STEM*,1.7,3
4,Computing,1.1,2
4,History,1.1,2
4,Linguistics,1.1,2
4,Music,1.1,2
4,Transportation,1.1,2
4,Visual_arts*,1.1,2
4,Literature,0.6,1
4,Television,0.6,1
5,Sports,97.2,105
5,Military_and_warfare,0.9,1
5,Northern_Europe,0.9,1
5,Transportation,0.9,1
6,Sports,72.9,196
6,Media*,10.8,29
6,Politics_and_government,3.3,9
6,Business_and_economics,1.9,5
6,Television,1.5,4
6,Radio,1.5,4
6,North_America,1.5,4
6,Visual_arts*,1.1,3
6,Music,0.7,2
6,Linguistics,0.7,2
6,Films,0.7,2
6,Transportation,0.7,2
6,Video_games,0.7,2
6,Medicine_&_Health,0.4,1
6,Computing,0.4,1
6,History,0.4,1
6,Technology,0.4,1
6,Education,0.4,1
7,Media*,50.0,34
7,Music,19.1,13
7,Politics_and_government,7.4,5
7,Business_and_economics,2.9,2
7,Films,2.9,2
7,Medicine_&_Health,2.9,2
7,Military_and_warfare,2.9,2
7,Performing_arts,2.9,2
7,Western_Europe,2.9,2
7,Earth_and_environment,1.5,1
7,Europe*,1.5,1
7,History,1.5,1
7,Society,1.5,1
8,Media*,29.7,30
8,Television,19.8,20
8,Films,12.9,13
8,Music,10.9,11
8,Literature,8.9,9
8,History,6.9,7
8,Performing_arts,5.0,5
8,Politics_and_government,3.0,3
8,Medicine_&_Health,2.0,2
8,STEM*,1.0,1
9,Sports,91.4,331
9,Politics_and_government,2.8,10
9,Business_and_economics,1.4,5
9,Media*,1.1,4
9,Biology,0.6,2
9,History,0.6,2
9,North_America,0.6,2
9,Education,0.3,1
9,Literature,0.3,1
9,Military_and_warfare,0.3,1
9,Philosophy_and_religion,0.3,1
9,Society,0.3,1
9,Transportation,0.3,1
10,Sports,95.0,76
10,Europe*,1.2,1
10,Music,1.2,1
10,Northern_Europe,1.2,1
10,Society,1.2,1
11,Politics_and_government,30.5,54
11,Military_and_warfare,15.3,27
11,Media*,6.8,12
11,Society,6.2,11
11,Business_and_economics,5.6,10
11,History,5.1,9
11,Northern_Europe,2.8,5
11,Transportation,2.8,5
11,Philosophy_and_religion,2.3,4
11,North_America,2.3,4
11,Sports,2.3,4
11,Literature,2.3,4
11,Engineering,1.7,3
11,Education,1.7,3
11,Performing_arts,1.7,3
11,Architecture,1.7,3
11,STEM*,1.1,2
11,Entertainment,1.1,2
11,Visual_arts*,1.1,2
11,Technology,0.6,1
11,Television,0.6,1
11,Music,0.6,1
11,Oceania,0.6,1
11,Medicine_&_Health,0.6,1
11,Linguistics,0.6,1
11,Geographical,0.6,1
11,Europe*,0.6,1
11,East_Asia,0.6,1
11,West_Asia,0.6,1
12,Society,52.8,19
12,Music,22.2,8
12,Media*,19.4,7
12,Literature,2.8,1
12,Oceania,2.8,1
13,Sports,86.5,230
13,Military_and_warfare,4.5,12
13,Business_and_economics,1.5,4
13,Media*,1.5,4
13,History,1.1,3
13,Computing,0.8,2
13,Europe*,0.8,2
13,STEM*,0.8,2
13,Food_and_drink,0.4,1
13,Music,0.4,1
13,Performing_arts,0.4,1
13,Philosophy_and_religion,0.4,1
13,Politics_and_government,0.4,1
13,Southern_Europe,0.4,1
13,Western_Europe,0.4,1
14,Sports,55.2,37
14,Literature,23.9,16
14,Media*,7.5,5
14,Fashion,3.0,2
14,Films,3.0,2
14,North_America,3.0,2
14,Business_and_economics,1.5,1
14,STEM*,1.5,1
14,Television,1.5,1
15,Visual_arts*,47.4,27
15,Media*,29.8,17
15,Music,5.3,3
15,Literature,3.5,2
15,Entertainment,1.8,1
15,Films,1.8,1
15,Military_and_warfare,1.8,1
15,Northern_Europe,1.8,1
15,Philosophy_and_religion,1.8,1
