,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y
0,3.0,1668.0,Kanji,13.0,0.9381340146064758,Q82772,Culture.Linguistics,107.0,4399.999999999998,0.0,17.0,253.0,12.307692999999999,15.642170000000002,5.252994999999999
1,3.0,1668.0,Kanji,13.0,0.492317186832428,Q82772,Geography.Regions.Asia.East_Asia,107.0,4399.999999999998,0.0,17.0,253.0,12.307692999999999,15.642170000000002,5.252994999999999
2,3.0,1668.0,Kanji,13.0,0.4767238368988037,Q82772,Geography.Regions.Asia.Asia*,107.0,4399.999999999998,0.0,17.0,253.0,12.307692999999999,15.642170000000002,5.252994999999999
3,1.0,2175.0,Noël Mamère,16.0,0.9972950220108032,Q965109,Culture.Biography.Biography*,160.0,0.0,96.0,12.0,153.0,10.0,19.00013,-14.803636
4,1.0,2175.0,Noël Mamère,16.0,0.4921981394290924,Q965109,History_and_Society.Politics_and_government,160.0,0.0,96.0,12.0,153.0,10.0,19.00013,-14.803636
5,1.0,2175.0,Noël Mamère,16.0,0.4163126816749573,Q965109,Geography.Regions.Europe.Western_Europe,160.0,0.0,96.0,12.0,153.0,10.0,19.00013,-14.803636
6,1.0,2175.0,Noël Mamère,16.0,0.4163126816749573,Q965109,Geography.Regions.Europe.Europe*,160.0,0.0,96.0,12.0,153.0,10.0,19.00013,-14.803636
7,2.0,4813.0,Kirghizistan,7.0,0.9850529432296753,Q813,Geography.Geographical,47.0,1103.0,42.0,2.0,255.0,11.153846000000001,-23.728676,-2.896586
8,2.0,4813.0,Kirghizistan,7.0,0.9344051480293274,Q813,Geography.Regions.Asia.Asia*,47.0,1103.0,42.0,2.0,255.0,11.153846000000001,-23.728676,-2.896586
9,2.0,4813.0,Kirghizistan,7.0,0.91965252161026,Q813,Geography.Regions.Asia.Central_Asia,47.0,1103.0,42.0,2.0,255.0,11.153846000000001,-23.728676,-2.896586
10,2.0,4813.0,Kirghizistan,7.0,0.21734751760959625,Q813,History_and_Society.Society,47.0,1103.0,42.0,2.0,255.0,11.153846000000001,-23.728676,-2.896586
11,2.0,4813.0,Kirghizistan,7.0,0.19194278120994568,Q813,Geography.Regions.Asia.North_Asia,47.0,1103.0,42.0,2.0,255.0,11.153846000000001,-23.728676,-2.896586
12,2.0,4813.0,Kirghizistan,7.0,0.1778208613395691,Q813,Geography.Regions.Europe.Europe*,47.0,1103.0,42.0,2.0,255.0,11.153846000000001,-23.728676,-2.896586
13,2.0,4813.0,Kirghizistan,7.0,0.14034625887870789,Q813,Geography.Regions.Europe.Eastern_Europe,47.0,1103.0,42.0,2.0,255.0,11.153846000000001,-23.728676,-2.896586
14,2.0,4813.0,Kirghizistan,7.0,0.12253321707248688,Q813,History_and_Society.Politics_and_government,47.0,1103.0,42.0,2.0,255.0,11.153846000000001,-23.728676,-2.896586
15,6.0,5073.0,Paul VI,6.0,0.9949496984481812,Q16975,Culture.Biography.Biography*,0.0,1469.10000000002,129.0,16.0,152.0,15.769232,3.840822,0.071065396
16,6.0,5073.0,Paul VI,6.0,0.9241518378257751,Q16975,Culture.Philosophy_and_religion,0.0,1469.10000000002,129.0,16.0,152.0,15.769232,3.840822,0.071065396
17,6.0,5073.0,Paul VI,6.0,0.2047950496673584,Q16975,Geography.Regions.Europe.Europe*,0.0,1469.10000000002,129.0,16.0,152.0,15.769232,3.840822,0.071065396
18,6.0,5073.0,Paul VI,6.0,0.0,Q16975,Geography.Regions.Europe.Southern_Europe,0.0,1469.10000000002,129.0,16.0,152.0,15.769232,3.840822,0.071065396
19,8.0,5074.0,Jean XXIII,6.0,0.9967369437217712,Q23873,Culture.Biography.Biography*,0.0,16762.74999999993,129.0,16.0,152.0,18.076923,-9.019573,-10.458631
20,8.0,5074.0,Jean XXIII,6.0,0.9344051480293274,Q23873,Culture.Philosophy_and_religion,0.0,16762.74999999993,129.0,16.0,152.0,18.076923,-9.019573,-10.458631
21,8.0,5074.0,Jean XXIII,6.0,0.3301530351638794,Q23873,Geography.Regions.Europe.Europe*,0.0,16762.74999999993,129.0,16.0,152.0,18.076923,-9.019573,-10.458631
22,8.0,5074.0,Jean XXIII,6.0,0.0,Q23873,Geography.Regions.Europe.Southern_Europe,0.0,16762.74999999993,129.0,16.0,152.0,18.076923,-9.019573,-10.458631
23,8.0,5074.0,Jean XXIII,6.0,0.0,Q23873,Geography.Regions.Europe.Western_Europe,0.0,16762.74999999993,129.0,16.0,152.0,18.076923,-9.019573,-10.458631
24,8.0,7490.0,Dakota du Sud,6.0,0.3276783227920532,Q1211,Geography.Regions.Americas.North_America,0.0,27438.096249960352,129.0,16.0,152.0,18.076923,15.040583999999999,-8.50398
25,8.0,7490.0,Dakota du Sud,6.0,0.21207880973815918,Q1211,Geography.Geographical,0.0,27438.096249960352,129.0,16.0,152.0,18.076923,15.040583999999999,-8.50398
26,7.0,7559.0,Nebraska,6.0,0.8354935646057129,Q1553,Geography.Regions.Americas.North_America,0.0,25619.199653606982,129.0,16.0,152.0,16.923077,-19.003548000000002,-9.080069
27,7.0,7559.0,Nebraska,6.0,0.1778208613395691,Q1553,Geography.Geographical,0.0,25619.199653606982,129.0,16.0,152.0,16.923077,-19.003548000000002,-9.080069
28,14.0,9218.0,Polynésie française,7.0,0.9697954058647156,Q30971,Geography.Geographical,47.0,8209.239431401324,42.0,14.0,255.0,25.0,10.265317999999999,0.07560781
29,14.0,9218.0,Polynésie française,7.0,0.9539760947227478,Q30971,Geography.Regions.Oceania,47.0,8209.239431401324,42.0,14.0,255.0,25.0,10.265317999999999,0.07560781
30,14.0,9218.0,Polynésie française,7.0,0.6297846436500549,Q30971,Geography.Regions.Europe.Europe*,47.0,8209.239431401324,42.0,14.0,255.0,25.0,10.265317999999999,0.07560781
31,14.0,9218.0,Polynésie française,7.0,0.5156299471855164,Q30971,Geography.Regions.Europe.Western_Europe,47.0,8209.239431401324,42.0,14.0,255.0,25.0,10.265317999999999,0.07560781
32,14.0,9218.0,Polynésie française,7.0,0.1097157895565033,Q30971,Geography.Regions.Asia.Asia*,47.0,8209.239431401324,42.0,14.0,255.0,25.0,10.265317999999999,0.07560781
33,14.0,9218.0,Polynésie française,7.0,0.1067005917429924,Q30971,Geography.Regions.Africa.Africa*,47.0,8209.239431401324,42.0,14.0,255.0,25.0,10.265317999999999,0.07560781
34,10.0,9969.0,Chambéry,8.0,0.982567548751831,Q165090,Geography.Regions.Europe.Western_Europe,172.0,130234.28377304273,126.0,7.0,0.0,20.384617000000002,-13.583294,3.0749226000000003
35,10.0,9969.0,Chambéry,8.0,0.9669240117073059,Q165090,Geography.Regions.Europe.Europe*,172.0,130234.28377304273,126.0,7.0,0.0,20.384617000000002,-13.583294,3.0749226000000003
36,10.0,9969.0,Chambéry,8.0,0.6224693655967712,Q165090,Geography.Geographical,172.0,130234.28377304273,126.0,7.0,0.0,20.384617000000002,-13.583294,3.0749226000000003
37,4.0,11932.0,"Aliens, le retour",11.0,0.9928885698318481,Q104814,Culture.Media.Media*,13.0,7500.0052096028185,95.0,3.0,175.0,13.461538000000001,-1.6582731,-11.7952385
38,4.0,11932.0,"Aliens, le retour",11.0,0.9926641583442688,Q104814,Culture.Media.Films,13.0,7500.0052096028185,95.0,3.0,175.0,13.461538000000001,-1.6582731,-11.7952385
39,4.0,11932.0,"Aliens, le retour",11.0,0.3629792034626007,Q104814,Culture.Media.Entertainment,13.0,7500.0052096028185,95.0,3.0,175.0,13.461538000000001,-1.6582731,-11.7952385
40,4.0,11932.0,"Aliens, le retour",11.0,0.16452647745609283,Q104814,Culture.Literature,13.0,7500.0052096028185,95.0,3.0,175.0,13.461538000000001,-1.6582731,-11.7952385
41,4.0,11932.0,"Aliens, le retour",11.0,0.0,Q104814,Geography.Regions.Americas.North_America,13.0,7500.0052096028185,95.0,3.0,175.0,13.461538000000001,-1.6582731,-11.7952385
42,3.0,11934.0,"Alien, la résurrection",11.0,0.9983615279197693,Q458314,Culture.Media.Films,13.0,4931.692177328066,95.0,3.0,175.0,12.307692999999999,-15.37631,8.9959
43,3.0,11934.0,"Alien, la résurrection",11.0,0.9976868629455566,Q458314,Culture.Media.Media*,13.0,4931.692177328066,95.0,3.0,175.0,12.307692999999999,-15.37631,8.9959
44,3.0,11934.0,"Alien, la résurrection",11.0,0.38492217659950256,Q458314,Culture.Media.Entertainment,13.0,4931.692177328066,95.0,3.0,175.0,12.307692999999999,-15.37631,8.9959
45,3.0,11934.0,"Alien, la résurrection",11.0,0.1294127255678177,Q458314,Culture.Literature,13.0,4931.692177328066,95.0,3.0,175.0,12.307692999999999,-15.37631,8.9959
46,3.0,11934.0,"Alien, la résurrection",11.0,0.0,Q458314,Geography.Regions.Americas.North_America,13.0,4931.692177328066,95.0,3.0,175.0,12.307692999999999,-15.37631,8.9959
