,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,68.0,550.0,Иван Грозный,0.6584275364875793,Q7996,History_and_Society.Society,230631.4353976377,0.0,321328.0,44.773072481155396,History_and_Society,Society
1,3.0,1640.0,"Черкасов, Николай Константинович",0.6001983880996704,Q713014,History_and_Society.Society,7660.354478248653,8.0,2770.0,1.8005951642990112,History_and_Society,Society
2,3.0,2602.0,Народы мира,0.1259327530860901,Q4025906,Culture.Media.Media*,6456.461037217005,21.0,3226.0,0.37779825925827026,Culture,Media*
3,1.0,4089.0,Керченский пролив,0.7057950496673584,Q187890,History_and_Society.Society,0.0,17.0,2255.0,0.7057950496673584,History_and_Society,Society
4,3.0,5214.0,Гимн России,0.7931159734725952,Q1225991,Culture.Media.Media*,3910.0,18.0,20718.0,2.3793479204177856,Culture,Media*
5,3.0,5373.0,Сибирский федеральный округ,0.9808859825134276,Q41979,History_and_Society.Society,5572.886119923785,5.0,22845.0,2.9426579475402828,History_and_Society,Society
6,5.0,5383.0,Дальневосточный федеральный округ,0.9591643214225768,Q41968,History_and_Society.Society,9386.319662926342,5.0,29862.0,4.795821607112884,History_and_Society,Society
7,15.0,6041.0,"Шукшин, Василий Макарович",0.6442351341247559,Q316086,History_and_Society.Military_and_warfare,70491.45112596192,8.0,37064.0,9.663527011871338,History_and_Society,Military_and_warfare
8,5.0,7966.0,Могучая кучка,0.9637899398803712,Q190390,Culture.Media.Music,91650.20313074476,25.0,19297.0,4.818949699401856,Culture,Music
9,5.0,9158.0,Алсу,0.33459946513175964,Q270951,Culture.Media.Media*,48970.858236804495,18.0,41149.0,1.6729973256587982,Culture,Media*
10,31.0,9173.0,Сингапур,0.21734751760959625,Q334,History_and_Society.Society,516956.4070018089,12.0,146756.0,6.737773045897484,History_and_Society,Society
11,3.0,9397.0,Тобол,0.7310686111450195,Q124653,History_and_Society.Society,977.0,10.0,2696.0,2.1932058334350586,History_and_Society,Society
12,2.0,9649.0,Хайле Селассие,0.5078218579292297,Q41178,History_and_Society.Military_and_warfare,13641.26288232731,5.0,2234.0,1.0156437158584595,History_and_Society,Military_and_warfare
13,3.0,10033.0,Белый Нил,0.9149109721183776,Q4814791,Geography.Regions.Africa.Africa*,1956.0,21.0,1006.0,0.0,Geography,Africa*
14,3.0,10035.0,Голубой Нил,0.5621865391731262,Q882739,Geography.Geographical,1956.0,21.0,2925.0,0.0,Geography,Geographical
15,2.0,10328.0,История гимнов России и СССР,0.6297846436500549,Q2177093,Culture.Media.Media*,0.0,18.0,2695.0,1.2595692873001099,Culture,Media*
16,5.0,10635.0,Орбита,0.6370407938957214,Q4130,STEM.Space,19497.0,2.0,2675.0,3.185203969478607,STEM,Space
17,5.0,10653.0,Дебют (шахматы),0.9579222798347472,Q103632,Culture.Sports,561.039126906312,22.0,2283.0,4.789611399173736,Culture,Sports
18,3.0,12137.0,Веспасиан,0.9173126816749572,Q1419,History_and_Society.History,3911.0,35.0,3745.0,2.7519380450248714,History_and_Society,History
19,6.0,12519.0,Тропический циклон,0.2814156115055084,Q8092,STEM.Physics,5793.6751471937705,9.0,2861.0,1.6884936690330505,STEM,Physics
20,5.0,12520.0,Тайфун,0.233716368675232,Q140588,History_and_Society.Society,3837.675147193761,9.0,3289.0,1.16858184337616,History_and_Society,Society
21,3.0,13910.0,Рений,0.9241518378257751,Q737,STEM.Chemistry,5862.0,25.0,3276.0,2.7724555134773254,STEM,Chemistry
22,3.0,13921.0,Таллий,0.9875783920288086,Q932,STEM.Chemistry,1956.0,25.0,3793.0,2.962735176086426,STEM,Chemistry
