Index,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
4483,12.0,10325448.0,Ligue Europa 2017-2018,9.0,0.9073222279548644,Q22976888,Culture.Sports,47.0,39295.04465838081,42.0,0.0,255.0,24.347828,-15.437325,14.95411,48.0,197.0,0.2436548223350254,Sports,Culture,522.6176033020018,6810.695910021663,0.0767348315365235
2634,9.0,1368559.0,Olympique lyonnais - AS Saint-Étienne en football,8.0,0.991162657737732,Q171345,Culture.Sports,107.0,14578.0,0.0,0.0,253.0,20.434784,0.33322844,-7.145639,48.0,197.0,0.2436548223350254,Sports,Culture,428.18226814270025,6810.695910021663,0.06286909205748673
4868,9.0,11990247.0,Phase de groupes de la Ligue Europa 2018-2019,9.0,0.9808859825134276,Q54152458,Culture.Sports,47.0,4516.901493506472,42.0,0.0,255.0,20.434784,-1.4102037,12.238665,48.0,197.0,0.2436548223350254,Sports,Culture,423.7427444458007,6810.695910021663,0.062217246232103895
1572,6.0,354605.0,Red Bull Salzbourg,9.0,0.8774868249893188,Q994811,Culture.Sports,47.0,4824.843564213513,42.0,0.0,255.0,16.521739999999998,-8.188948,-5.9063690000000015,48.0,197.0,0.2436548223350254,Sports,Culture,252.71620559692383,6810.695910021663,0.03710578315867284
3697,5.0,6455773.0,Timo Werner,16.0,0.9979592561721802,Q3529022,Culture.Sports,160.0,3143.0,96.0,0.0,153.0,15.217392000000002,22.931215,15.105739000000002,48.0,197.0,0.2436548223350254,Sports,Culture,239.51022148132324,6810.695910021663,0.03516677658870273
3123,5.0,3465030.0,Timothée Kolodziejczak,8.0,0.9978272914886476,Q177595,Culture.Sports,107.0,697.3333333333403,0.0,0.0,253.0,15.217392000000002,-2.6561236,-18.149225,48.0,197.0,0.2436548223350254,Sports,Culture,239.47854995727542,6810.695910021663,0.03516212632616477
2420,5.0,977697.0,Kévin Monnet-Paquet,8.0,0.9777238368988036,Q568977,Culture.Sports,107.0,697.3333333333403,0.0,0.0,253.0,15.217392000000002,-24.064676,-4.6022243,48.0,197.0,0.2436548223350254,Sports,Culture,234.65372085571286,6810.695910021663,0.034453706927427115
3251,5.0,3937750.0,Romain Hamouma,8.0,0.9770326614379884,Q2377727,Culture.Sports,107.0,697.3333333333403,0.0,0.0,253.0,15.217392000000002,-6.99103,0.99137145,48.0,197.0,0.2436548223350254,Sports,Culture,234.48783874511722,6810.695910021663,0.03442935080981635
3454,5.0,4779645.0,RB Leipzig,9.0,0.9591643214225768,Q702455,Culture.Sports,47.0,2130.95,42.0,0.0,255.0,15.217392000000002,4.381182,3.856038,48.0,197.0,0.2436548223350254,Sports,Culture,230.19943714141843,6810.695910021663,0.033799693920071996
1738,6.0,467330.0,Chakhtar Donetsk,9.0,0.7981967926025391,Q172969,Culture.Sports,47.0,47713.4710797374,42.0,0.0,255.0,16.521739999999998,1.433663,-10.330808,48.0,197.0,0.2436548223350254,Sports,Culture,229.88067626953125,6810.695910021663,0.0337528909389819
4055,4.0,8785623.0,Loïs Diony,8.0,0.997120440006256,Q19630216,Culture.Sports,107.0,0.0,0.0,0.0,253.0,13.913044,-1.7479547,13.755471,48.0,197.0,0.2436548223350254,Sports,Culture,191.44712448120114,6810.695910021663,0.028109774244874812
2361,4.0,934492.0,Stéphane Ruffier,8.0,0.9958112239837646,Q439185,Culture.Sports,107.0,0.0,0.0,0.0,253.0,13.913044,14.206701999999998,-13.600185,48.0,197.0,0.2436548223350254,Sports,Culture,191.1957550048828,6810.695910021663,0.028072866199112784
2400,4.0,962075.0,Joachim Löw,16.0,0.9939124584197998,Q4462,Culture.Sports,160.0,2097.0,96.0,0.0,153.0,13.913044,-8.775949,24.091387,48.0,197.0,0.2436548223350254,Sports,Culture,190.83119201660156,6810.695910021663,0.028019338190654088
4842,4.0,11807056.0,Nemanja Radonjić,9.0,0.9883227348327636,Q23771922,Culture.Sports,47.0,852.5299999999803,42.0,0.0,255.0,13.913044,-12.594133,-2.241699,48.0,197.0,0.2436548223350254,Sports,Culture,189.7579650878906,6810.695910021663,0.027861758562538294
3360,4.0,4466145.0,Luiz Gustavo,9.0,0.9863731861114502,Q329451,Culture.Sports,47.0,1.0,42.0,0.0,255.0,13.913044,-19.964136,16.708744,48.0,197.0,0.2436548223350254,Sports,Culture,189.38365173339844,6810.695910021663,0.027806798928539458
