,Degree,Id,Label,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
0,4.0,511.0,Skinhead néonazi,0.7431780099868774,Q2625151,History_and_Society.Politics_and_government,49.0,0.6666666666666666,164.0,14.0,0.0,18.709677,20.288218,-16.916395,5.0,200.0,0.025,Politics_and_government,History_and_Society,14.863560199737547,5847.637107513845,0.002541806190510491
1,10.0,638.0,Corinne Lepage,0.8479777574539185,Q291341,History_and_Society.Politics_and_government,88.0,76591.26292909622,77.0,9.0,193.0,36.129032,10.421439999999999,3.7194114000000003,63.0,499.0,0.12625250501002006,Politics_and_government,History_and_Society,534.2259871959686,12917.103331230579,0.04135803310517252
2,4.0,1079.0,Escalade,0.5000100135803223,Q22857,Culture.Sports,192.0,4460.0,192.0,24.0,192.0,18.709677,-4.860350599999999,0.9009163,6.0,86.0,0.06976744186046513,Sports,Culture,12.000240325927734,240.2886951714754,0.049940927588641215
3,8.0,1713.0,Luxembourg,0.1097157895565033,Q32,History_and_Society.Politics_and_government,74.0,35563.115553548785,134.0,19.0,0.0,30.32258,-12.631236999999999,-9.442558,3.0,222.0,0.013513513513513514,Politics_and_government,History_and_Society,2.633178949356079,789.8668624833226,0.0033336997340000147
4,9.0,1773.0,Les Verts (France),0.7879412174224854,Q743390,History_and_Society.Politics_and_government,88.0,7444.514338064521,77.0,9.0,193.0,33.225807,-8.966903,-14.771386999999999,63.0,499.0,0.12625250501002006,Politics_and_government,History_and_Society,446.7626702785492,12917.103331230579,0.03458690844396824
5,7.0,2187.0,New Deal,0.3557848632335663,Q186356,History_and_Society.Politics_and_government,0.0,39907.21287875284,163.0,13.0,60.0,27.419353000000005,-14.871761,5.2229133,32.0,294.0,0.10884353741496597,Politics_and_government,History_and_Society,79.69580936431885,4480.803885035218,0.017786051657043785
6,3.0,2980.0,Transport,0.7371681928634644,Q7590,STEM.STEM*,0.0,974.7635798983624,163.0,4.0,60.0,15.806451999999998,11.108023,-17.607056,23.0,222.0,0.1036036036036036,STEM*,STEM,50.86460530757904,3293.5986822173,0.015443473906583002
7,2.0,3075.0,Traité de San Francisco,0.320831298828125,Q392541,History_and_Society.Society,0.0,0.0,163.0,2.0,60.0,12.903226,8.904845,-12.624889,16.0,213.0,0.07511737089201878,Society,History_and_Society,10.2666015625,1324.008747637272,0.007754179555702345
8,2.0,3158.0,V2 (missile),0.9871888160705566,Q174640,History_and_Society.Military_and_warfare,192.0,3345.0,192.0,18.0,192.0,12.903226,-17.719242,4.359424,10.0,67.0,0.14925373134328354,Military_and_warfare,History_and_Society,19.743776321411133,950.8856927007436,0.02076356440418624
9,6.0,4559.0,Laurent Schwartz (mathématicien),0.1067005917429924,Q212081,STEM.STEM*,172.0,3598.0682100291333,126.0,11.0,0.0,24.516129,-18.728416,6.1406225999999995,11.0,232.0,0.047413793103448267,STEM*,STEM,7.0422390550374985,2416.1380680054426,0.0029146674804271305
10,3.0,5624.0,Jean-Pierre Raffarin,0.6926519870758057,Q63263,History_and_Society.Politics_and_government,88.0,3450.4444444444457,77.0,9.0,193.0,15.806451999999998,20.042877,24.012188000000002,63.0,499.0,0.12625250501002006,Politics_and_government,History_and_Society,130.9112255573273,12917.103331230579,0.010134720006521438
11,5.0,5730.0,Daniel Cohn-Bendit,0.7431780099868774,Q76837,History_and_Society.Politics_and_government,88.0,6684.010064935063,77.0,9.0,193.0,21.612904,-14.400241000000001,2.7979486000000002,63.0,499.0,0.12625250501002006,Politics_and_government,History_and_Society,234.1010731458664,12917.103331230579,0.018123341367089936
12,15.0,6603.0,Raoul Salan,0.9796776771545408,Q241944,History_and_Society.Military_and_warfare,172.0,25088.9882518466,126.0,11.0,0.0,50.64516,1.8661251,4.297006,15.0,232.0,0.06465517241379311,Military_and_warfare,History_and_Society,220.4274773597717,2416.1380680054426,0.09123132501353197
13,1.0,7040.0,Lanza del Vasto,0.287777841091156,Q554949,Culture.Philosophy_and_religion,172.0,0.0,126.0,11.0,0.0,10.0,-7.358188,5.0734415,7.0,232.0,0.03017241379310345,Philosophy_and_religion,Culture,2.0144448876380916,2416.1380680054426,0.0008337457673936018
14,1.0,7245.0,Déchet,0.4378334879875183,Q45701,History_and_Society.Politics_and_government,192.0,0.0,192.0,13.0,192.0,10.0,-8.328608000000001,-15.500251,32.0,294.0,0.10884353741496597,Politics_and_government,History_and_Society,14.010671615600586,4480.803885035218,0.003126820984598943
15,3.0,7300.0,Joe Strummer,0.5078218579292297,Q310052,Culture.Media.Media*,116.0,2952.6091770115154,157.0,21.0,0.0,15.806451999999998,-19.916859,1.2854299999999999,34.0,212.0,0.16037735849056606,Media*,Culture,51.79782950878143,6128.893907219172,0.008451415588670774
16,8.0,7483.0,Caroline du Sud,0.6150978803634644,Q1456,Geography.Regions.Americas.North_America,13.0,29574.818320743598,95.0,13.0,175.0,30.32258,-10.487789,-10.92574,31.0,294.0,0.1054421768707483,North_America,Geography,0.0,4480.803885035218,0.0
17,2.0,7538.0,Rhode Island,0.9511522054672241,Q1387,Geography.Geographical,0.0,39460.44294999259,129.0,22.0,152.0,12.903226,10.738301,1.0604596000000002,1.0,238.0,0.004201680672268907,Geographical,Geography,0.0,2901.1226929128165,0.0
18,5.0,7568.0,New Hampshire,0.11597072333097458,Q759,History_and_Society.Politics_and_government,13.0,22049.0,95.0,13.0,175.0,21.612904,9.374077,23.499958,32.0,294.0,0.10884353741496597,Politics_and_government,History_and_Society,18.555315732955933,4480.803885035218,0.004141068479905164
19,3.0,8734.0,Xénophobie,0.6150978803634644,Q166005,History_and_Society.Society,0.0,6244.878338883304,163.0,13.0,60.0,15.806451999999998,-0.043261666,12.152141,14.0,294.0,0.047619047619047616,Society,History_and_Society,25.834110975265503,4480.803885035218,0.005765508073572486
20,3.0,9152.0,Claude Bartolone,1.0000100135803225,Q1096496,Culture.Biography.Biography*,88.0,9.808080808080806,77.0,9.0,193.0,15.806451999999998,2.1641812000000002,23.451937,81.0,499.0,0.1623246492985972,Biography*,Culture,0.0,12917.103331230579,0.0
21,2.0,10260.0,Françoise de Panafieu,0.9963027834892272,Q273143,Culture.Biography.Biography*,88.0,1632.315723532219,77.0,9.0,193.0,12.903226,23.285002,9.449314,81.0,499.0,0.1623246492985972,Biography*,Culture,0.0,12917.103331230579,0.0
