modularity_class,Subtopic,Percentage,Count
0,Society,53.4,124
0,Media*,10.8,25
0,History,9.1,21
0,Television,5.2,12
0,Music,4.7,11
0,STEM*,3.4,8
0,Films,2.6,6
0,Sports,2.2,5
0,Visual_arts*,1.3,3
0,Fashion,1.3,3
0,Transportation,0.9,2
0,Business_and_economics,0.9,2
0,Performing_arts,0.4,1
0,Politics_and_government,0.4,1
0,Biology,0.4,1
0,Military_and_warfare,0.4,1
0,Literature,0.4,1
0,Linguistics,0.4,1
0,Europe*,0.4,1
0,East_Asia,0.4,1
0,Computing,0.4,1
0,Medicine_&_Health,0.4,1
1,Society,67.0,189
1,STEM*,6.4,18
1,Politics_and_government,5.3,15
1,Visual_arts*,2.1,6
1,Education,2.1,6
1,Media*,2.1,6
1,Military_and_warfare,1.8,5
1,Transportation,1.8,5
1,Earth_and_environment,1.8,5
1,Sports,1.8,5
1,Business_and_economics,1.1,3
1,Southeast_Asia,0.7,2
1,Medicine_&_Health,0.7,2
1,Biology,0.7,2
1,List_Disambig,0.7,2
1,History,0.7,2
1,Music,0.4,1
1,North_America,0.4,1
1,Philosophy_and_religion,0.4,1
1,Linguistics,0.4,1
1,Food_and_drink,0.4,1
1,Engineering,0.4,1
1,Technology,0.4,1
1,Computing,0.4,1
1,Asia*,0.4,1
2,Sports,25.8,54
2,Politics_and_government,20.1,42
2,Media*,11.0,23
2,Business_and_economics,5.7,12
2,Society,5.7,12
2,Films,5.7,12
2,Military_and_warfare,5.3,11
2,STEM*,2.9,6
2,Education,1.9,4
2,Literature,1.9,4
2,North_America,1.4,3
2,Transportation,1.0,2
2,Performing_arts,1.0,2
2,Music,1.0,2
2,Architecture,1.0,2
2,Medicine_&_Health,1.0,2
2,History,1.0,2
2,Geographical,1.0,2
2,East_Asia,1.0,2
2,Comics_and_Anime,1.0,2
2,List_Disambig,0.5,1
2,Philosophy_and_religion,0.5,1
2,Food_and_drink,0.5,1
2,South_Asia,0.5,1
2,Earth_and_environment,0.5,1
2,Technology,0.5,1
2,Video_games,0.5,1
2,Visual_arts*,0.5,1
3,Medicine_&_Health,19.3,16
3,Politics_and_government,13.3,11
3,Biology,10.8,9
3,Media*,9.6,8
3,Society,7.2,6
3,Films,7.2,6
3,STEM*,6.0,5
3,Business_and_economics,4.8,4
3,East_Asia,3.6,3
3,Technology,3.6,3
3,History,2.4,2
3,Comics_and_Anime,2.4,2
3,Physics,1.2,1
3,Military_and_warfare,1.2,1
3,Performing_arts,1.2,1
3,Music,1.2,1
3,Literature,1.2,1
3,Libraries_&_Information,1.2,1
3,Food_and_drink,1.2,1
3,Visual_arts*,1.2,1
4,Media*,39.5,202
4,Films,36.3,186
4,Literature,6.2,32
4,Society,5.3,27
4,History,2.9,15
4,Music,1.4,7
4,Performing_arts,1.2,6
4,Military_and_warfare,1.2,6
4,STEM*,0.6,3
4,Visual_arts*,0.6,3
4,Geographical,0.6,3
4,Sports,0.6,3
4,Food_and_drink,0.4,2
4,Biology,0.4,2
4,Television,0.4,2
4,Philosophy_and_religion,0.4,2
4,Politics_and_government,0.4,2
4,Space,0.2,1
4,Transportation,0.2,1
4,Architecture,0.2,1
4,Linguistics,0.2,1
4,Engineering,0.2,1
4,Education,0.2,1
4,Comics_and_Anime,0.2,1
4,Books,0.2,1
4,Medicine_&_Health,0.2,1
5,Politics_and_government,34.7,140
5,Society,8.2,33
5,Media*,7.9,32
