,Degree,Id,Label,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views,Weight,Main topic,Subtopic
0,3.0,61.0,Advanced Micro Devices,0.9099169969558716,Q128896,History_and_Society.Business_and_economics,192.0,0.0,192.0,7.0,192.0,12.686567,9.234199,-16.520315,2144.0,2.7297509908676147,History_and_Society,Business_and_economics
1,9.0,103.0,Aton,0.9362950325012208,Q130227,History_and_Society.History,135.0,2101.806935521646,134.0,13.0,0.0,20.746270000000006,-10.841246,0.7020350999999999,3061.0,8.426655292510988,History_and_Society,History
2,2.0,206.0,Alfred Nobel,0.99219411611557,Q23810,Culture.Biography.Biography*,10.0,22046.31774916983,121.0,16.0,114.0,11.343283999999999,22.848211,24.86289,2760.0,1.98438823223114,Culture,Biography*
3,1.0,316.0,Lampe à incandescence halogène,0.4225146472454071,Q1114190,STEM.Technology,10.0,0.0,121.0,16.0,114.0,10.0,-14.543655,-12.76539,2572.0,0.4225146472454071,STEM,Technology
4,17.0,341.0,Amenhotep III,0.9890230894088744,Q42606,Culture.Biography.Biography*,135.0,5114.8996464852,134.0,13.0,0.0,31.492537,-10.848696,-14.589257,3333.0,16.813392519950863,Culture,Biography*
5,20.0,525.0,Conseil de sécurité des Nations unies,0.9304682612419128,Q37470,History_and_Society.Politics_and_government,107.0,192165.49125612964,0.0,6.0,253.0,35.52239,5.2798057,-0.8103743,3381.0,18.609365224838257,History_and_Society,Politics_and_government
6,10.0,555.0,Collège en France,0.275139719247818,Q1459186,Culture.Biography.Women,192.0,68527.46800543356,192.0,8.0,192.0,22.089554,-24.395319,-24.931620000000002,3024.0,2.75139719247818,Culture,Women
7,6.0,586.0,Château,0.9124462008476256,Q751876,Culture.Visual_arts.Visual_arts*,192.0,75408.72871548249,192.0,9.0,192.0,16.716417,13.026591999999999,21.663218,3204.0,5.4746772050857535,Culture,Visual_arts*
8,2.0,591.0,Chimie organique,0.7879412174224854,Q11351,STEM.Chemistry,192.0,2.5,192.0,9.0,192.0,11.343283999999999,19.722578,4.0417166,2503.0,1.5758824348449707,STEM,Chemistry
9,25.0,638.0,Corinne Lepage,0.9919480085372924,Q291341,Culture.Biography.Biography*,88.0,54452.69397634887,77.0,8.0,193.0,42.238808,-1.6324427,6.1709924,3847.0,24.79870021343231,Culture,Biography*
10,1.0,647.0,Liste des communes de la Charente-Maritime,0.4990100135803223,Q327345,Geography.Regions.Europe.Western_Europe,192.0,0.0,192.0,18.0,192.0,10.0,6.847831200000001,2.5269895,1612.0,0.4990100135803223,Geography,Western_Europe
11,1.0,707.0,Confucianisme,0.8706072568893433,Q9581,Culture.Philosophy_and_religion,107.0,0.0,0.0,6.0,253.0,10.0,-18.433094,20.069817999999998,3203.0,0.8706072568893433,Culture,Philosophy_and_religion
12,5.0,725.0,Cyberpunk,0.9935217499732972,Q174526,Culture.Media.Media*,47.0,24146.0,42.0,12.0,255.0,15.373135000000001,21.809832,-17.174393,4099.0,4.9676087498664865,Culture,Media*
13,1.0,844.0,Dagobert Ier,0.9963027834892272,Q109860,Culture.Biography.Biography*,0.0,0.0,129.0,11.0,152.0,10.0,6.0640554,-3.4198873,3000.0,0.9963027834892272,Culture,Biography*
14,2.0,856.0,Dragon Quest,1.0000100135803225,Q615908,Culture.Internet_culture,192.0,0.0,192.0,36.0,192.0,11.343283999999999,8.545247999999999,-20.290909,3171.0,2.000020027160645,Culture,Internet_culture
15,22.0,1080.0,Extrême droite,0.9867871999740601,Q204481,History_and_Society.Society,88.0,246358.5421375268,77.0,8.0,193.0,38.208954,16.69771,17.719089999999994,3100.0,21.70931839942932,History_and_Society,Society
16,7.0,1153.0,Jeu de tir à la première personne,0.9626831412315368,Q185029,Culture.Media.Media*,192.0,11523.044556473671,192.0,36.0,192.0,18.059701999999998,6.388925599999999,-22.597359,1925.0,6.738781988620757,Culture,Media*
17,1.0,1178.0,Fanzine,0.5775054097175598,Q181298,Culture.Media.Media*,0.0,0.0,94.0,11.0,235.0,10.0,9.05043,-1.3829907,1659.0,0.5775054097175598,Culture,Media*
18,4.0,1198.0,Ariane (fusée),0.7826725244522095,Q131535,History_and_Society.Transportation,192.0,4832.0,192.0,9.0,192.0,14.029851,-20.37687,12.522260000000001,2433.0,3.130690097808838,History_and_Society,Transportation
19,23.0,1211.0,Élection présidentielle française de 2002,1.0000100135803225,Q1129306,History_and_Society.Politics_and_government,88.0,39963.72114714225,77.0,8.0,193.0,39.55224000000001,3.5596652,-19.542157999999997,2884.0,23.000230312347416,History_and_Society,Politics_and_government
20,1.0,1331.0,Gérard Manset,0.996837317943573,Q3124164,Culture.Biography.Biography*,170.0,0.0,44.0,8.0,235.0,10.0,-0.84545964,-21.640625,2750.0,0.996837317943573,Culture,Biography*
