modularity_class,Subtopic,Percentage,Count
0,Media*,49.3,33
0,Films,17.9,12
0,History,9.0,6
0,Music,9.0,6
0,Sports,4.5,3
0,Television,3.0,2
0,Literature,1.5,1
0,Performing_arts,1.5,1
0,Society,1.5,1
0,South_America,1.5,1
0,Transportation,1.5,1
1,Media*,33.3,8
1,Music,29.2,7
1,Western_Europe,12.5,3
1,Sports,8.3,2
1,Business_and_economics,4.2,1
1,Education,4.2,1
1,Films,4.2,1
1,Military_and_warfare,4.2,1
2,Films,28.6,32
2,Media*,26.8,30
2,History,20.5,23
2,Military_and_warfare,3.6,4
2,Society,3.6,4
2,Television,2.7,3
2,Visual_arts*,1.8,2
2,Literature,1.8,2
2,Europe*,1.8,2
2,Performing_arts,1.8,2
2,Politics_and_government,1.8,2
2,Sports,0.9,1
2,Transportation,0.9,1
2,Education,0.9,1
2,Philosophy_and_religion,0.9,1
2,Music,0.9,1
2,North_America,0.9,1
3,Sports,36.8,14
3,Music,21.1,8
3,Media*,15.8,6
3,Films,10.5,4
3,Asia*,2.6,1
3,Geographical,2.6,1
3,Philosophy_and_religion,2.6,1
3,Society,2.6,1
3,Television,2.6,1
3,Transportation,2.6,1
4,Sports,90.7,165
4,Media*,2.2,4
4,Military_and_warfare,1.6,3
4,Architecture,0.5,1
4,Business_and_economics,0.5,1
4,Education,0.5,1
4,Films,0.5,1
4,Music,0.5,1
4,North_America,0.5,1
4,Politics_and_government,0.5,1
4,Society,0.5,1
4,Technology,0.5,1
4,Television,0.5,1
5,Military_and_warfare,26.3,10
5,History,15.8,6
5,Literature,10.5,4
5,Media*,10.5,4
5,Politics_and_government,7.9,3
5,Sports,7.9,3
5,Business_and_economics,5.3,2
5,Fashion,2.6,1
5,Music,2.6,1
5,Philosophy_and_religion,2.6,1
5,Society,2.6,1
5,Southern_Europe,2.6,1
5,Transportation,2.6,1
6,Politics_and_government,56.0,14
6,Linguistics,16.0,4
6,Media*,12.0,3
6,Chemistry,4.0,1
6,Earth_and_environment,4.0,1
6,Medicine_&_Health,4.0,1
6,Military_and_warfare,4.0,1
7,Sports,95.8,114
7,Music,2.5,3
7,Media*,0.8,1
7,Philosophy_and_religion,0.8,1
8,Sports,91.5,118
8,Linguistics,3.1,4
8,Business_and_economics,0.8,1
8,Media*,0.8,1
8,Politics_and_government,0.8,1
8,STEM*,0.8,1
8,Television,0.8,1
8,Transportation,0.8,1
8,Visual_arts*,0.8,1
9,History,48.2,27
9,Sports,17.9,10
9,Politics_and_government,12.5,7
9,Philosophy_and_religion,7.1,4
9,Literature,3.6,2
9,Military_and_warfare,3.6,2
9,Performing_arts,1.8,1
9,STEM*,1.8,1
9,Society,1.8,1
9,Visual_arts*,1.8,1
10,Politics_and_government,36.4,20
10,Media*,16.4,9
10,Music,9.1,5
10,North_America,9.1,5
10,Society,5.5,3
10,South_America,3.6,2
10,Sports,3.6,2
10,Business_and_economics,1.8,1
10,Europe*,1.8,1
10,Films,1.8,1
10,Linguistics,1.8,1
10,List_Disambig,1.8,1
10,Military_and_warfare,1.8,1
10,STEM*,1.8,1
10,West_Asia,1.8,1
10,Western_Europe,1.8,1
11,Films,41.5,127
11,Media*,39.9,122
11,Society,2.6,8
11,Music,2.3,7
11,History,2.0,6
11,Performing_arts,1.6,5
11,Sports,1.6,5
11,Philosophy_and_religion,1.6,5
11,Technology,1.0,3
11,Internet_culture,1.0,3
11,Linguistics,1.0,3
11,Architecture,0.7,2
11,Literature,0.7,2
11,North_America,0.3,1
11,Business_and_economics,0.3,1
11,Politics_and_government,0.3,1
11,Southern_Europe,0.3,1
11,Entertainment,0.3,1
11,Education,0.3,1
11,Television,0.3,1
11,Visual_arts*,0.3,1
12,Media*,41.2,21
12,History,13.7,7
12,Films,11.8,6
12,Literature,7.8,4
12,Music,5.9,3
12,Politics_and_government,5.9,3
12,Performing_arts,3.9,2
12,Southern_Europe,3.9,2
12,Europe*,2.0,1
12,Libraries_&_Information,2.0,1
12,Military_and_warfare,2.0,1
13,Sports,86.1,118
13,Business_and_economics,5.1,7
13,South_America,2.9,4
13,Military_and_warfare,1.5,2
13,Engineering,0.7,1
13,Europe*,0.7,1
13,Films,0.7,1
13,Politics_and_government,0.7,1
13,Society,0.7,1
13,Visual_arts*,0.7,1
14,Sports,100.0,50
15,Media*,72.7,8
15,Films,27.3,3
16,Sports,100.0,8
17,Media*,50.0,5
17,Films,40.0,4
17,Music,10.0,1
18,Films,42.9,3
18,History,28.6,2
18,Literature,14.3,1
18,Television,14.3,1
