,Degree,Id,Label,Probability,Qid,Topic,Unnamed: 0.1,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic,Label_en
0,3.0,96.0,Argon,0.8439050912857056,Q696,STEM.Chemistry,96.0,10432.0,2.0,9449.0,2.5317152738571167,STEM,Chemistry,argon
1,2.0,98.0,Astat,0.9763205647468568,Q999,STEM.Chemistry,98.0,0.0,2.0,2643.0,1.9526411294937136,STEM,Chemistry,Astat
2,9.0,416.0,Altes Reich,0.9972090721130372,Q177819,History_and_Society.History,416.0,44245.556440183034,6.0,3502.0,8.974881649017336,History_and_Society,History,Old empire
3,5.0,481.0,Barry Levinson,0.14415885508060455,Q269692,Culture.Media.Media*,481.0,157204.43080272028,14.0,1192.0,0.7207942754030228,Culture,Media*,Barry Levinson
4,2.0,1248.0,Europium,0.9539760947227478,Q1396,STEM.Chemistry,1248.0,0.0,2.0,1869.0,1.907952189445496,STEM,Chemistry,Europium
5,1.0,1597.0,Fritz Kuhn,0.2120788097381592,Q78408,History_and_Society.Politics_and_government,1597.0,0.0,26.0,1865.0,0.2120788097381592,History_and_Society,Politics_and_government,Fritz Kuhn
6,5.0,1724.0,Fledertiere,0.991162657737732,Q28425,STEM.Biology,1724.0,58290.77187730669,23.0,4164.0,4.955813288688661,STEM,Biology,Bats
7,24.0,1845.0,Gene Hackman,0.3775506913661957,Q150943,Culture.Sports,1845.0,227779.6002415506,21.0,35859.0,9.061216592788695,Culture,Sports,Gene Hackman
8,2.0,1903.0,Ferdinand von Zeppelin,0.6584275364875793,Q75780,History_and_Society.Military_and_warfare,1903.0,5217.0,34.0,2458.0,1.3168550729751587,History_and_Society,Military_and_warfare,Ferdinand von Zeppelin
9,13.0,1980.0,Gemini-Programm,0.880807101726532,Q214996,History_and_Society.Transportation,1980.0,1097.3995391862322,3.0,3225.0,11.450492322444914,History_and_Society,Transportation,Gemini program
10,2.0,2101.0,Gerhard Schröder (CDU),0.1520422399044037,Q60781,History_and_Society.Politics_and_government,2101.0,5217.0,1.0,3650.0,0.3040844798088074,History_and_Society,Politics_and_government,Gerhard Schröder (CDU)
