,Unnamed: 0,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
0,96,Argon,96,3,2,10432.0,Q696
1,98,Astat,98,2,2,0.0,Q999
2,416,Altes Reich,416,9,6,44245.556440183034,Q177819
3,481,Barry Levinson,481,5,14,157204.43080272028,Q269692
4,1248,Europium,1248,2,2,0.0,Q1396
5,1597,Fritz Kuhn,1597,1,26,0.0,Q78408
6,1724,Fledertiere,1724,5,23,58290.77187730669,Q28425
7,1845,Gene Hackman,1845,24,21,227779.6002415506,Q150943
8,1903,Ferdinand von Zeppelin,1903,2,34,5217.0,Q75780
9,1980,Gemini-Programm,1980,13,3,1097.3995391862322,Q214996
10,2101,Gerhard Schröder (CDU),2101,2,1,5217.0,Q60781
11,2209,Hugo Chávez,2209,3,23,26209.948550589077,Q8440
12,2379,Io (Mond),2379,2,21,26065.0,Q3123
13,2423,Internierungslager,2423,10,9,18331.065860542032,Q14916829
14,2652,Karl Richard Lepsius,2652,2,6,0.0,Q77231
15,2750,Kalifornischer Goldrausch,2750,2,11,0.0,Q17550
16,2804,Konzentrationslager (historischer Begriff),2804,8,9,144241.30927745116,Q152081
17,2914,Loriot,2914,8,2,183129.81420598718,Q44736
18,2968,Leonberg,2968,7,9,68029.99362089174,Q7010
19,3309,Lunarkalender,3309,3,16,2611.0000000000005,Q185688
20,3325,Monty Python,3325,28,19,237674.5256568907,Q16402
21,3750,Olympiade,3750,3,8,5217.0,Q221956
22,3781,Liste der Städte und Gemeinden in Thüringen,3781,3,22,25848.057268593242,Q896894
23,4005,Pickelhaube,4005,3,17,22303.357466852158,Q163733
24,4836,Sally Potter,4836,2,13,10432.0,Q268840
25,5023,Terry Gilliam,5023,20,19,62753.87198517378,Q25078
26,5280,Tannhäuser und der Sängerkrieg auf Wartburg,5280,1,14,0.0,Q560619
27,5723,Landkreis Waldeck-Frankenberg,5723,5,25,10980.301842209456,Q7893
28,5742,Yard,5742,40,11,31564.34098758417,Q482798
29,7809,Markgräflerland,7809,2,29,12030.479250483886,Q566224
30,8159,Nationalfeiertag,8159,3,31,5349.154014922989,Q57598
31,8320,Johannes Reuchlin,8320,1,2,0.0,Q61067
32,8462,Baudouin (Belgien),8462,8,15,1048.318274499547,Q12976
33,8552,Palästina,8552,2,15,5217.0,Q15954638
34,8639,Markus Wasmeier,8639,20,8,397640.1126741443,Q45216
35,8970,Verbrechen gegen die Menschlichkeit,8970,19,9,118858.54683993662,Q173462
36,9569,Amedeo Modigliani,9569,8,15,54461.46362154622,Q120993
37,9669,Graupel,9669,2,5,0.0,Q213202
38,9677,Hagel,9677,2,5,0.0,Q37602
39,9699,Landkreis Starnberg,9699,8,33,96802.26042707004,Q10504
40,9714,Abgeordnetenhaus von Berlin,9714,14,1,112395.20099687883,Q640859
41,10228,Samuel Hahnemann,10228,1,5,0.0,Q157056
42,10260,Wolfgang Thierse,10260,2,9,0.0,Q62703
43,10605,Endokrine Drüse,10605,2,13,0.0,Q324663
44,10647,Ashmore- und Cartierinseln,10647,4,31,3564.702686523667,Q133888
45,11471,Erich Heckel,11471,1,9,0.0,Q156700
46,12298,Haus Wettin,12298,5,6,52430.28464285249,Q152909
47,12667,Santo Domingo,12667,1,9,0.0,Q34820
48,12777,Kasimir Sewerinowitsch Malewitsch,12777,4,34,28710.98740734412,Q130777
49,13662,Der Bettelstudent,13662,1,2,0.0,Q1192509
50,13819,Dülmen,13819,1,7,0.0,Q6910
51,13829,Nischni Nowgorod,13829,12,34,87698.31750141985,Q891
52,13875,Kaunas,13875,11,9,213873.9786622282,Q4115712
53,13938,Fränkische Saale,13938,1,15,0.0,Q708356
