modularity_class,Subtopic,Percentage,Count
0,Society,35.3,183
0,Military_and_warfare,22.9,119
0,Media*,17.9,93
0,Films,9.8,51
0,History,3.7,19
0,Performing_arts,2.7,14
0,Music,2.1,11
0,Politics_and_government,1.5,8
0,Literature,1.0,5
0,STEM*,0.8,4
0,Sports,0.4,2
0,Transportation,0.4,2
0,Eastern_Europe,0.4,2
0,Philosophy_and_religion,0.2,1
0,Business_and_economics,0.2,1
0,Linguistics,0.2,1
0,Earth_and_environment,0.2,1
0,Television,0.2,1
0,Books,0.2,1
1,Media*,28.9,22
1,Sports,19.7,15
1,Films,18.4,14
1,Television,3.9,3
1,History,3.9,3
1,Military_and_warfare,3.9,3
1,Technology,2.6,2
1,Society,2.6,2
1,Performing_arts,2.6,2
1,Literature,2.6,2
1,Business_and_economics,2.6,2
1,Books,1.3,1
1,North_America,1.3,1
1,Geographical,1.3,1
1,Computing,1.3,1
1,Comics_and_Anime,1.3,1
1,Biology,1.3,1
2,Sports,78.6,239
2,Society,7.2,22
2,Media*,3.0,9
2,Military_and_warfare,2.0,6
2,History,1.3,4
2,Europe*,1.3,4
2,Politics_and_government,1.0,3
2,Films,1.0,3
2,Southern_Europe,0.7,2
2,STEM*,0.7,2
2,Engineering,0.7,2
2,Linguistics,0.7,2
2,Transportation,0.7,2
2,Philosophy_and_religion,0.3,1
2,Literature,0.3,1
2,Geographical,0.3,1
2,Television,0.3,1
3,Society,56.2,18
3,Transportation,37.5,12
3,Military_and_warfare,6.2,2
4,Society,39.6,105
4,Media*,27.2,72
4,Music,10.2,27
4,Sports,4.5,12
4,Films,3.8,10
4,Military_and_warfare,3.8,10
4,Television,2.6,7
4,Transportation,1.9,5
4,Performing_arts,1.5,4
4,STEM*,1.1,3
4,Visual_arts*,1.1,3
4,History,0.8,2
4,Linguistics,0.8,2
4,Computing,0.4,1
4,Literature,0.4,1
4,Medicine_&_Health,0.4,1
5,Media*,33.9,59
5,Films,28.2,49
5,Society,6.9,12
5,History,4.6,8
5,Literature,4.0,7
5,Business_and_economics,3.4,6
5,Military_and_warfare,2.9,5
5,Performing_arts,2.9,5
5,Television,2.9,5
5,Politics_and_government,2.3,4
5,Sports,1.1,2
5,Visual_arts*,1.1,2
5,Music,1.1,2
5,Europe*,1.1,2
5,North_America,0.6,1
5,Philosophy_and_religion,0.6,1
5,Internet_culture,0.6,1
5,Food_and_drink,0.6,1
5,Entertainment,0.6,1
5,Biology,0.6,1
6,Society,39.6,84
6,Politics_and_government,22.6,48
6,Media*,6.1,13
6,STEM*,4.2,9
6,Business_and_economics,3.3,7
6,Military_and_warfare,2.8,6
6,Medicine_&_Health,2.4,5
6,Transportation,2.4,5
6,History,2.4,5
6,Philosophy_and_religion,1.9,4
6,Films,1.9,4
6,Linguistics,0.9,2
6,Literature,0.9,2
6,Geographical,0.9,2
6,Technology,0.9,2
6,Biology,0.9,2
6,Performing_arts,0.9,2
6,Radio,0.5,1
6,Sports,0.5,1
6,Architecture,0.5,1
6,North_America,0.5,1
6,Music,0.5,1
6,Asia*,0.5,1
6,Internet_culture,0.5,1
6,Education,0.5,1
6,Computing,0.5,1
6,Visual_arts*,0.5,1
7,Sports,74.3,78
7,Society,16.2,17
7,Geographical,2.9,3
7,Business_and_economics,1.0,1
7,Media*,1.0,1
7,Military_and_warfare,1.0,1
7,North_America,1.0,1
7,STEM*,1.0,1
7,Space,1.0,1
7,Visual_arts*,1.0,1
8,Films,38.1,112
8,Media*,36.7,108
8,Society,5.4,16
8,History,4.8,14
8,Literature,3.7,11
8,Performing_arts,2.7,8
8,Politics_and_government,1.7,5
8,Music,1.4,4
8,Sports,1.0,3
8,Linguistics,1.0,3
8,Television,0.7,2
8,Business_and_economics,0.7,2
8,Military_and_warfare,0.7,2
8,Books,0.3,1
8,Medicine_&_Health,0.3,1
8,Education,0.3,1
8,Visual_arts*,0.3,1
9,History,19.7,28
9,Society,10.6,15
9,Philosophy_and_religion,9.2,13
9,Biology,8.5,12
9,Literature,7.7,11
9,Military_and_warfare,5.6,8
9,Visual_arts*,5.6,8
9,STEM*,4.9,7
9,Transportation,3.5,5
9,Technology,2.8,4
9,Politics_and_government,2.1,3
9,Media*,2.1,3
9,Medicine_&_Health,2.1,3
9,Computing,2.1,3
9,Business_and_economics,2.1,3
9,Chemistry,1.4,2
9,South_Asia,0.7,1
9,South_America,0.7,1
9,Sports,0.7,1
9,West_Asia,0.7,1
9,Space,0.7,1
9,Architecture,0.7,1
9,Linguistics,0.7,1
9,Geographical,0.7,1
9,Food_and_drink,0.7,1
9,Films,0.7,1
9,Europe*,0.7,1
9,Engineering,0.7,1
9,Earth_and_environment,0.7,1
9,Western_Europe,0.7,1
10,Society,15.9,30
10,History,13.8,26
10,Politics_and_government,12.2,23
10,Military_and_warfare,7.4,14
10,Philosophy_and_religion,6.9,13
10,Media*,6.3,12
10,Literature,6.3,12
10,Business_and_economics,5.3,10
10,Visual_arts*,3.7,7
