modularity_class,Subtopic,Percentage,Count
0,History,20.5,24
0,Media*,17.9,21
0,Politics_and_government,6.8,8
0,Business_and_economics,6.8,8
0,Literature,6.8,8
0,Philosophy_and_religion,5.1,6
0,Transportation,4.3,5
0,Performing_arts,4.3,5
0,Music,3.4,4
0,Military_and_warfare,3.4,4
0,Western_Europe,2.6,3
0,Engineering,2.6,3
0,Films,1.7,2
0,Physics,1.7,2
0,Biology,1.7,2
0,Food_and_drink,0.9,1
0,Asia*,0.9,1
0,Europe*,0.9,1
0,Education,0.9,1
0,Earth_and_environment,0.9,1
0,Books,0.9,1
0,STEM*,0.9,1
0,Society,0.9,1
0,Sports,0.9,1
0,Technology,0.9,1
0,Television,0.9,1
0,Architecture,0.9,1
1,Media*,42.2,57
1,Films,18.5,25
1,History,11.9,16
1,Military_and_warfare,3.7,5
1,Television,3.7,5
1,Performing_arts,3.0,4
1,Earth_and_environment,3.0,4
1,Literature,2.2,3
1,North_America,2.2,3
1,Medicine_&_Health,1.5,2
1,Fashion,1.5,2
1,Visual_arts*,1.5,2
1,Western_Europe,1.5,2
1,Entertainment,0.7,1
1,Linguistics,0.7,1
1,Politics_and_government,0.7,1
1,Sports,0.7,1
1,Transportation,0.7,1
2,Business_and_economics,24.2,24
2,Western_Europe,21.2,21
2,Media*,9.1,9
2,Transportation,7.1,7
2,Politics_and_government,5.1,5
2,History,5.1,5
2,Visual_arts*,5.1,5
2,Food_and_drink,4.0,4
2,Sports,3.0,3
2,Europe*,2.0,2
2,Television,2.0,2
2,Military_and_warfare,2.0,2
2,Literature,2.0,2
2,List_Disambig,2.0,2
2,Films,1.0,1
2,STEM*,1.0,1
2,Society,1.0,1
2,Earth_and_environment,1.0,1
2,Medicine_&_Health,1.0,1
2,Philosophy_and_religion,1.0,1
3,Sports,75.0,39
3,Western_Europe,7.7,4
3,Europe*,3.8,2
3,Northern_Europe,3.8,2
3,Southern_Europe,3.8,2
3,Media*,1.9,1
3,Society,1.9,1
3,Transportation,1.9,1
4,Military_and_warfare,13.8,13
4,History,10.6,10
4,Visual_arts*,9.6,9
4,Technology,6.4,6
4,Media*,5.3,5
4,Transportation,5.3,5
4,Engineering,5.3,5
4,Europe*,5.3,5
4,Philosophy_and_religion,4.3,4
4,Western_Europe,4.3,4
4,Biology,4.3,4
4,Music,3.2,3
4,Geographical,3.2,3
4,Society,3.2,3
4,South_America,3.2,3
4,Literature,2.1,2
4,Performing_arts,2.1,2
4,Politics_and_government,2.1,2
4,Films,2.1,2
4,Architecture,1.1,1
4,Sports,1.1,1
4,Business_and_economics,1.1,1
4,Africa*,1.1,1
5,Media*,18.1,25
5,Transportation,16.7,23
5,Sports,12.3,17
5,Politics_and_government,8.0,11
5,Engineering,5.8,8
5,Military_and_warfare,5.8,8
5,Business_and_economics,4.3,6
5,Geographical,4.3,6
5,Society,4.3,6
5,Music,3.6,5
5,Films,2.2,3
5,History,2.2,3
5,Linguistics,2.2,3
5,Television,2.2,3
5,Western_Europe,1.4,2
5,Visual_arts*,0.7,1
5,Architecture,0.7,1
5,Performing_arts,0.7,1
5,Northern_Africa,0.7,1
5,Biology,0.7,1
5,Literature,0.7,1
5,Computing,0.7,1
5,Chemistry,0.7,1
5,Medicine_&_Health,0.7,1
6,Military_and_warfare,19.2,14
6,History,12.3,9
6,Visual_arts*,8.2,6
6,Food_and_drink,8.2,6
6,Literature,6.8,5
6,Society,5.5,4
6,STEM*,5.5,4
6,Western_Europe,5.5,4
6,Philosophy_and_religion,4.1,3
6,Business_and_economics,4.1,3
6,Media*,2.7,2
6,Northern_Europe,2.7,2
6,Politics_and_government,2.7,2
6,Europe*,2.7,2
6,Architecture,2.7,2
6,Films,1.4,1
6,Books,1.4,1
6,Music,1.4,1
6,Performing_arts,1.4,1
6,Earth_and_environment,1.4,1
7,Politics_and_government,30.4,82
7,History,8.1,22
7,Military_and_warfare,8.1,22
7,Western_Europe,7.0,19
7,Media*,6.7,18
7,Society,6.7,18
7,Visual_arts*,4.8,13
7,Business_and_economics,4.4,12
7,Philosophy_and_religion,4.1,11
7,Literature,3.7,10
7,Sports,2.6,7
7,Transportation,1.9,5
7,STEM*,1.9,5
7,Medicine_&_Health,1.9,5
7,Linguistics,0.7,2
7,Internet_culture,0.7,2
7,North_America,0.7,2
7,Films,0.7,2
7,Europe*,0.7,2
7,Architecture,0.7,2
7,Oceania,0.4,1
7,Performing_arts,0.4,1
7,Geographical,0.4,1
7,Fashion,0.4,1
7,South_America,0.4,1
7,Entertainment,0.4,1
7,Engineering,0.4,1
7,Education,0.4,1
7,West_Asia,0.4,1
8,Media*,41.3,118
8,Films,26.6,76
8,History,5.9,17
8,Literature,3.1,9
8,Television,2.8,8
8,Performing_arts,2.8,8
8,Society,2.4,7
8,Visual_arts*,2.1,6
8,Biology,2.1,6
8,Transportation,1.7,5
8,Politics_and_government,1.4,4
8,Military_and_warfare,1.4,4
8,Architecture,1.0,3
8,Western_Europe,1.0,3
8,Philosophy_and_religion,0.7,2
8,Sports,0.7,2
8,Engineering,0.7,2
8,Music,0.7,2
8,Entertainment,0.3,1
8,Technology,0.3,1
8,Business_and_economics,0.3,1
8,Books,0.3,1
9,Media*,32.6,73
9,Sports,10.3,23
9,Music,9.8,22
9,History,8.0,18
9,Performing_arts,7.6,17
9,Television,6.7,15
9,Politics_and_government,3.6,8
9,Business_and_economics,3.6,8
9,Society,3.1,7
9,Western_Europe,3.1,7
9,Literature,2.2,5
9,Visual_arts*,1.8,4
9,Films,1.3,3
9,Transportation,1.3,3
9,Military_and_warfare,0.9,2
9,Fashion,0.9,2
9,Architecture,0.9,2
9,Philosophy_and_religion,0.4,1
9,Physics,0.4,1
9,List_Disambig,0.4,1
9,Technology,0.4,1
9,Europe*,0.4,1
10,Sports,94.3,164
10,Media*,1.7,3
10,Western_Europe,1.1,2
10,Business_and_economics,0.6,1
10,Europe*,0.6,1
10,Politics_and_government,0.6,1
10,Television,0.6,1
10,Visual_arts*,0.6,1
11,Media*,52.5,31
11,History,13.6,8
11,Television,10.2,6
11,Literature,6.8,4
11,Films,3.4,2
11,Biology,1.7,1
11,Europe*,1.7,1
11,Linguistics,1.7,1
