,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Count,Total,Degree Ratio,Subtopic,Main topic,Weight,Total Weight,Ratio Weight
0,2.0,1004.0,Espéranto,23.0,0.2069040536880493,Q143,History_and_Society.Society,49.0,44560.0,164.0,1.0,0.0,12.8125,-5.570476,7.649980999999999,6.0,193.0,0.031088082901554407,Society,History_and_Society,2.482848644256592,2971.0095805302262,0.0008356919010047371
1,6.0,7490.0,Dakota du Sud,3.0,0.3276783227920532,Q1211,Geography.Regions.Americas.North_America,192.0,28379.5,192.0,5.0,192.0,24.0625,3.1262347999999998,4.867628599999999,41.0,260.0,0.1576923076923077,North_America,Geography,0.0,2047.5058817490933,0.0
2,4.0,7545.0,Maryland,3.0,0.8933194279670715,Q1391,Geography.Regions.Americas.North_America,192.0,3455.0,192.0,5.0,192.0,18.4375,-6.8982368,7.7248363,41.0,260.0,0.1576923076923077,North_America,Geography,0.0,2047.5058817490933,0.0
3,4.0,8338.0,City Hunter,17.0,0.9991804361343384,Q714064,Culture.Literature,192.0,0.0,192.0,14.0,192.0,18.4375,9.734305,16.181738,12.0,334.0,0.03592814371257485,Literature,Culture,47.96066093444824,2334.417765915394,0.020545020533478276
4,3.0,9407.0,Nauru,3.0,0.14805719256401062,Q697,History_and_Society.Society,192.0,3453.0,192.0,5.0,192.0,15.625,15.628523000000001,-3.2695293,4.0,260.0,0.015384615384615384,Society,History_and_Society,1.7766863107681274,2047.5058817490933,0.000867731969224129
5,5.0,9462.0,États fédérés de Micronésie,3.0,0.9916942119598388,Q702,Geography.Geographical,192.0,17101.0,192.0,5.0,192.0,21.25,-2.0884109,20.75716,10.0,260.0,0.038461538461538464,Geographical,Geography,0.0,2047.5058817490933,0.0
6,1.0,9599.0,Élisabeth Guigou,27.0,0.5775054097175598,Q274689,History_and_Society.Politics_and_government,192.0,0.0,192.0,2.0,192.0,10.0,-9.867503,-4.1273589999999984,42.0,397.0,0.10579345088161207,Politics_and_government,History_and_Society,24.255227208137512,3596.657535009086,0.006743824501510743
7,4.0,9836.0,Ryô Saeba,17.0,0.8031837940216064,Q3454058,Culture.Media.Media*,192.0,0.0,192.0,14.0,192.0,18.4375,18.592014000000002,-14.474599,25.0,334.0,0.0748502994011976,Media*,Culture,80.31837940216064,2334.417765915394,0.03440617209776308
8,4.0,9839.0,Kaori Makimura,17.0,1.0000100135803225,Q766827,Culture.Literature,192.0,0.0,192.0,14.0,192.0,18.4375,15.418453,4.540322,12.0,334.0,0.03592814371257485,Literature,Culture,48.000480651855476,2334.417765915394,0.020562078198986408
9,4.0,9863.0,Umibôzu (City Hunter),17.0,0.754925012588501,Q4003531,Culture.Literature,192.0,0.0,192.0,14.0,192.0,18.4375,1.0399675,-8.781592,12.0,334.0,0.03592814371257485,Literature,Culture,36.23640060424805,2334.417765915394,0.015522671705695613
10,7.0,11782.0,François Cavanna,9.0,0.3998216390609741,Q324820,Culture.Media.Media*,183.0,50732.94251435818,168.0,6.0,0.0,26.875,9.136578,9.8539505,43.0,371.0,0.11590296495956873,Media*,Culture,120.34631335735321,3658.312461569905,0.0328966742511952
11,5.0,13315.0,Maurice Druon,8.0,0.10375863313674928,Q223949,Culture.Literature,0.0,10543.461063884633,163.0,4.0,60.0,21.25,19.827710999999997,4.412953,8.0,314.0,0.025477707006369428,Literature,Culture,4.150345325469972,2399.5741315335035,0.0017296174645863502
12,4.0,13892.0,Max Jacob,21.0,0.19194278120994568,Q156214,Culture.Literature,107.0,5255.86519460072,0.0,14.0,253.0,18.4375,16.577267000000006,-22.981136,12.0,334.0,0.03592814371257485,Literature,Culture,9.213253498077393,2334.417765915394,0.00394670295634278
13,5.0,17598.0,Édouard Herriot,0.0,0.1968362182378769,Q274344,History_and_Society.Politics_and_government,233.0,688.8819928337332,124.0,2.0,54.0,21.25,20.478626000000002,-8.879535,42.0,397.0,0.10579345088161207,Politics_and_government,History_and_Society,41.33560582995415,3596.657535009086,0.011492783348873863
14,3.0,23409.0,Francisque Collomb,0.0,0.7773098945617676,Q800007,History_and_Society.Politics_and_government,233.0,0.0,124.0,2.0,54.0,15.625,22.644484,-14.614061999999999,42.0,397.0,0.10579345088161207,Politics_and_government,History_and_Society,97.94104671478271,3596.657535009086,0.02723112939206632
15,3.0,23410.0,Michel Noir,0.0,0.9996055364608764,Q3310469,Culture.Biography.Biography*,233.0,0.0,124.0,2.0,54.0,15.625,-24.704546,20.882595000000002,58.0,397.0,0.14609571788413098,Biography*,Culture,0.0,3596.657535009086,0.0
