,Degree,Id,Label,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y
0,7.0,40.0,Aude (département),0.9963027834892273,Q3207,Geography.Regions.Europe.Europe*,192.0,12375.7,192.0,24.0,192.0,25.0,24.567013,-3.6368767999999996
1,7.0,40.0,Aude (département),0.9669240117073059,Q3207,Geography.Regions.Europe.Western_Europe,192.0,12375.7,192.0,24.0,192.0,25.0,24.567013,-3.6368767999999996
2,7.0,40.0,Aude (département),0.15611489117145538,Q3207,Geography.Geographical,192.0,12375.7,192.0,24.0,192.0,25.0,24.567013,-3.6368767999999996
3,6.0,430.0,Billy Wilder,0.997758150100708,Q51547,Culture.Biography.Biography*,0.0,4242.696613697573,139.0,14.0,41.0,22.5,2.8700468999999997,-2.1335354
4,6.0,430.0,Billy Wilder,0.34697775745391846,Q51547,Geography.Regions.Americas.North_America,0.0,4242.696613697573,139.0,14.0,41.0,22.5,2.8700468999999997,-2.1335354
5,6.0,430.0,Billy Wilder,0.287777841091156,Q51547,Culture.Performing_arts,0.0,4242.696613697573,139.0,14.0,41.0,22.5,2.8700468999999997,-2.1335354
6,6.0,430.0,Billy Wilder,0.2814156115055084,Q51547,Culture.Media.Media*,0.0,4242.696613697573,139.0,14.0,41.0,22.5,2.8700468999999997,-2.1335354
7,6.0,430.0,Billy Wilder,0.14805719256401062,Q51547,History_and_Society.Society,0.0,4242.696613697573,139.0,14.0,41.0,22.5,2.8700468999999997,-2.1335354
8,6.0,430.0,Billy Wilder,0.13297423720359802,Q51547,History_and_Society.Military_and_warfare,0.0,4242.696613697573,139.0,14.0,41.0,22.5,2.8700468999999997,-2.1335354
9,6.0,430.0,Billy Wilder,0.0,Q51547,Geography.Regions.Europe.Europe*,0.0,4242.696613697573,139.0,14.0,41.0,22.5,2.8700468999999997,-2.1335354
10,6.0,430.0,Billy Wilder,0.0,Q51547,Geography.Regions.Europe.Western_Europe,0.0,4242.696613697573,139.0,14.0,41.0,22.5,2.8700468999999997,-2.1335354
11,6.0,728.0,Cecil B. DeMille,0.9991540908813477,Q72267,Culture.Biography.Biography*,0.0,4167.148999365062,139.0,14.0,41.0,22.5,-17.897793,17.07912
12,6.0,728.0,Cecil B. DeMille,0.13604079389572143,Q72267,Geography.Regions.Americas.North_America,0.0,4167.148999365062,139.0,14.0,41.0,22.5,-17.897793,17.07912
13,6.0,728.0,Cecil B. DeMille,0.0,Q72267,Geography.Regions.Europe.Europe*,0.0,4167.148999365062,139.0,14.0,41.0,22.5,-17.897793,17.07912
14,5.0,1166.0,Finnois,0.9931061863899231,Q1412,Culture.Linguistics,172.0,23065.0,126.0,21.0,0.0,20.0,-1.5331038000000001,9.383853
15,5.0,1166.0,Finnois,0.9669240117073059,Q1412,Geography.Regions.Europe.Europe*,172.0,23065.0,126.0,21.0,0.0,20.0,-1.5331038000000001,9.383853
16,5.0,1166.0,Finnois,0.9450047016143799,Q1412,Geography.Regions.Europe.Northern_Europe,172.0,23065.0,126.0,21.0,0.0,20.0,-1.5331038000000001,9.383853
17,5.0,1166.0,Finnois,0.2568419873714447,Q1412,Geography.Regions.Asia.North_Asia,172.0,23065.0,126.0,21.0,0.0,20.0,-1.5331038000000001,9.383853
18,5.0,1166.0,Finnois,0.18714269995689392,Q1412,Geography.Regions.Europe.Eastern_Europe,172.0,23065.0,126.0,21.0,0.0,20.0,-1.5331038000000001,9.383853
