,Label,Id,Degree,modularity_class,betweenesscentrality,Qid
1179,"Филозов, Альберт Леонидович",1179,5,2,2298.04564115487,Q3391400
1182,"Стриженов, Глеб Александрович",1182,3,2,1568.3755257101336,Q4443978
1470,Индонезия,1470,24,5,223427.08748439822,Q252
1644,"Чирков, Борис Петрович",1644,3,17,18670.201245269716,Q584450
1868,Центральноафриканская Республика,1868,4,5,29878.18571696964,Q929
2768,Коморы,2768,4,6,11393.0,Q970
3641,Учкудук,3641,1,2,0.0,Q6364
4089,Керченский пролив,4089,3,11,0.0,Q187890
6224,Аболиционизм,6224,2,7,1902.9999999999998,Q169390
9812,Хаб,9812,1,5,0.0,Q475436
9998,РЖД Арена,9998,2,4,1903.0,Q595937
10478,Пионер,10478,2,16,39292.25761533378,Q7196871
12108,Автономная церковь,12108,7,26,4755.969913419914,Q2654450
13431,Хизб ут-Тахрир аль-Ислами,13431,3,7,5382.618412295853,Q493302
14035,Террор,14035,2,7,7600.0,Q13648784
14097,Террористический акт в Беслане,14097,39,7,245323.48938792903,Q193733
14483,Список российских военных объектов за рубежом,14483,5,5,25638.337855753685,Q2850327
14493,"Саган, Франсуаза",14493,4,17,22148.342881706572,Q1646
16010,Керчь,16010,13,11,95441.72021272771,Q157065
16528,"Гараж (фильм, 1979)",16528,7,2,12659.096062919036,Q1212842
16609,"Арафат, Ясир",16609,3,19,7603.0,Q34211
18014,Флувоксамин,18014,1,7,0.0,Q409236
18602,"Ле Гуин, Урсула Крёбер",18602,1,8,0.0,Q181659
19346,Христианско-демократический союз Германии,19346,7,5,13299.0,Q49762
20851,Алапаевск,20851,4,22,5706.0,Q103212
21234,Турбореактивный двигатель,21234,7,5,17038.177723169912,Q723916
21237,"Пелевин, Виктор Олегович",21237,4,15,15187.0,Q246722
21786,"Ищите женщину (фильм, 1982)",21786,5,2,3805.0,Q4205750
22206,Палестинская национальная администрация,22206,4,22,8278.576693320398,Q42620
22512,Партия регионов,22512,4,22,25212.49646442619,Q4266
22532,"Тигипко, Сергей Леонидович",22532,5,22,17076.0,Q379720
22732,"Ван Сент, Гас",22732,5,7,37388.641828928805,Q25186
23599,"Морозов, Николай Александрович (1854)",23599,2,7,5703.0,Q211551
24022,Монофизитство,24022,2,26,0.0,Q183091
24506,Карс,24506,2,11,45137.3504667968,Q127063
24606,Кукушка (фильм),24606,3,2,0.0,Q387140
24935,Уральский автомобильный завод,24935,3,25,20833.0,Q1473229
25175,"Пауэрс, Фрэнсис Гэри",25175,2,8,0.0,Q309840
25375,"Ким, Юлий Черсанович",25375,3,17,15433.17016959103,Q750943
25804,Авиационная катастрофа,25804,18,5,20831.887178025023,Q3002150
30028,"Караченцов, Николай Петрович",30028,80,2,409432.22613291274,Q2365826
30763,Трансформатор Теслы,30763,1,12,0.0,Q622424
30839,"Мирный, Максим Николаевич",30839,3,5,3805.0,Q221359
32416,"Наумов, Владимир Наумович",32416,4,22,40784.01269894833,Q2360791
32421,"Ростоцкий, Станислав Иосифович",32421,2,2,1903.0,Q734925
33035,"Буковский, Владимир Константинович",33035,3,1,6.5,Q360471
34233,"Слуцкая, Ирина Эдуардовна",34233,10,9,201.35888197215849,Q231590
34642,Яуза,34642,1,17,0.0,Q1126808
35845,"Родченко, Александр Михайлович",35845,9,21,7597.333333333333,Q312631
35987,Юнона и Авось (спектакль),35987,19,2,27266.733978113007,Q4534601
40512,"Котёночкин, Вячеслав Михайлович",40512,1,13,0.0,Q2627337
41564,Афанасий (Сахаров),41564,1,1,0.0,Q4072543
