,Degree,Id,Label,Probability,Qid,Topic,betweenesscentrality,modularity_class,Views,Weight,Main topic,Subtopic
0,3.0,876.0,Motor neuron disease,1.0000100135803225,Q3221083,STEM.Medicine_&_Health,1702.1387016277872,11.0,40534.0,3.0000300407409677,STEM,Medicine_&_Health
1,12.0,2345.0,Archbishop of Canterbury,0.91965252161026,Q29282,Culture.Philosophy_and_religion,126216.78838203115,29.0,18381.0,11.03583025932312,Culture,Philosophy_and_religion
2,1.0,2864.0,Archaeoastronomy,0.960371196269989,Q463923,STEM.Space,0.0,0.0,3798.0,0.960371196269989,STEM,Space
3,10.0,3335.0,Baltic Sea,0.9855064153671264,Q545,Geography.Regions.Europe.Europe*,107521.96784469477,0.0,24928.0,9.855064153671263,Geography,Europe*
4,4.0,3776.0,Bornholm,0.9399233460426332,Q769680,Geography.Regions.Europe.Europe*,4825.999999999612,0.0,9049.0,3.7596933841705327,Geography,Europe*
5,4.0,4540.0,Balts,0.14805719256401062,Q207761,History_and_Society.Society,3619.0,0.0,7688.0,0.5922287702560425,History_and_Society,Society
6,1.0,5192.0,Geography of Canada,0.3981314172744751,Q2939,Geography.Regions.Americas.North_America,0.0,0.0,151873.0,0.3981314172744751,Geography,North_America
7,23.0,5363.0,Video game,0.9893575310707092,Q7889,Culture.Internet_culture,148872.88986606884,25.0,62149.0,22.755223214626312,Culture,Internet_culture
8,2.0,6176.0,Cecil B. DeMille,0.9991540908813475,Q72267,Culture.Biography.Biography*,3621.0,21.0,16642.0,1.998308181762695,Culture,Biography*
9,1.0,7003.0,Cauchy distribution,0.6791887283325195,Q726441,STEM.Physics,0.0,0.0,60306.0,0.6791887283325195,STEM,Physics
10,2.0,7397.0,Color blindness,0.994455099105835,Q133696,STEM.Medicine_&_Health,3621.0000000000014,8.0,57828.0,1.98891019821167,STEM,Medicine_&_Health
11,3.0,7655.0,Clay Mathematics Institute,0.3998216390609741,Q857975,History_and_Society.Business_and_economics,3623.8333333333344,0.0,3435.0,1.1994649171829224,History_and_Society,Business_and_economics
12,6.0,14644.0,Geography of Indonesia,0.4792908897399902,Q1977576,Geography.Regions.Asia.Asia*,8104.381818181819,1.0,3748.0,2.875745338439941,Geography,Asia*
13,9.0,16550.0,"John, King of England",0.9965265989303588,Q129308,Culture.Biography.Biography*,4823.150000000242,29.0,54673.0,8.968739390373228,Culture,Biography*
14,1.0,17190.0,Kipchoge Keino,1.0000100135803225,Q28947,Culture.Sports,0.0,33.0,3107.0,1.0000100135803225,Culture,Sports
15,5.0,18595.0,Lex Luthor,0.9149109721183776,Q694790,Culture.Literature,157475.0,12.0,40296.0,4.5745548605918875,Culture,Literature
16,11.0,19121.0,Politics of the Maldives,0.1259327530860901,Q1153958,History_and_Society.History,125848.95,38.0,2591.0,1.385260283946991,History_and_Society,History
17,1.0,19327.0,Master shot,0.2942249774932861,Q473220,STEM.STEM*,0.0,8.0,4800.0,0.0,STEM,STEM*
18,9.0,20698.0,Michael Atiyah,0.998803436756134,Q208356,Culture.Biography.Biography*,18091.16666666667,0.0,107832.0,8.989230930805206,Culture,Biography*
19,6.0,21559.0,Nasdaq,0.7981967926025391,Q82059,History_and_Society.Business_and_economics,64135.53466720652,2.0,101462.0,4.789180755615234,History_and_Society,Business_and_economics
20,2.0,21746.0,Nolo contendere,0.585111141204834,Q1733896,History_and_Society.Politics_and_government,36120.0,7.0,8174.0,1.170222282409668,History_and_Society,Politics_and_government
21,1.0,22451.0,Offshore powerboat racing,0.1778208613395691,Q946535,History_and_Society.Transportation,0.0,24.0,4669.0,0.1778208613395691,History_and_Society,Transportation
22,5.0,23829.0,Pope Adrian V,0.9886782765388488,Q173000,Culture.Biography.Biography*,723.2500000000695,29.0,1518.0,4.9433913826942435,Culture,Biography*
23,21.0,23964.0,PlayStation (console),0.9958112239837646,Q10677,Culture.Media.Video_games,48337.59999999833,32.0,60052.0,20.912035703659058,Culture,Video_games
