modularity_class,Subtopic,Percentage,Count
0,Earth_and_environment,22.5,25
0,Space,11.7,13
0,Military_and_warfare,9.9,11
0,Physics,5.4,6
0,Visual_arts*,4.5,5
0,Biology,4.5,5
0,Society,4.5,5
0,Medicine_&_Health,4.5,5
0,Politics_and_government,3.6,4
0,Technology,2.7,3
0,Philosophy_and_religion,2.7,3
0,Mathematics,2.7,3
0,Education,2.7,3
0,Computing,2.7,3
0,Europe*,1.8,2
0,STEM*,1.8,2
0,Business_and_economics,1.8,2
0,Transportation,1.8,2
0,Literature,0.9,1
0,History,0.9,1
0,Media*,0.9,1
0,Geographical,0.9,1
0,North_America,0.9,1
0,Engineering,0.9,1
0,East_Asia,0.9,1
0,Chemistry,0.9,1
0,Architecture,0.9,1
1,Politics_and_government,24.3,17
1,Media*,22.9,16
1,Earth_and_environment,15.7,11
1,Asia*,7.1,5
1,Southeast_Asia,5.7,4
1,Sports,2.9,2
1,Society,2.9,2
1,Television,1.4,1
1,Technology,1.4,1
1,South_Asia,1.4,1
1,STEM*,1.4,1
1,Philosophy_and_religion,1.4,1
1,Biology,1.4,1
1,Military_and_warfare,1.4,1
1,Literature,1.4,1
1,Geographical,1.4,1
1,Films,1.4,1
1,Education,1.4,1
1,Business_and_economics,1.4,1
1,Transportation,1.4,1
2,Politics_and_government,56.1,92
2,Business_and_economics,11.6,19
2,Media*,7.9,13
2,North_America,3.7,6
2,Education,3.0,5
2,Military_and_warfare,3.0,5
2,Sports,2.4,4
2,STEM*,2.4,4
2,Visual_arts*,1.2,2
2,Computing,1.2,2
2,History,1.2,2
2,Linguistics,1.2,2
2,Philosophy_and_religion,0.6,1
2,Transportation,0.6,1
2,Architecture,0.6,1
2,Performing_arts,0.6,1
2,Internet_culture,0.6,1
2,Geographical,0.6,1
2,Engineering,0.6,1
2,Medicine_&_Health,0.6,1
3,Sports,63.8,44
3,North_America,15.9,11
3,Architecture,4.3,3
3,Business_and_economics,2.9,2
3,Media*,2.9,2
3,Transportation,2.9,2
3,Geographical,1.4,1
3,Military_and_warfare,1.4,1
3,Philosophy_and_religion,1.4,1
3,STEM*,1.4,1
3,Society,1.4,1
4,Sports,86.2,343
4,Media*,4.5,18
4,Politics_and_government,3.8,15
4,Business_and_economics,1.0,4
4,Education,1.0,4
4,North_America,0.8,3
4,Radio,0.8,3
4,Television,0.8,3
4,Linguistics,0.3,1
4,Music,0.3,1
4,Performing_arts,0.3,1
4,STEM*,0.3,1
4,Society,0.3,1
5,Military_and_warfare,50.0,26
5,Transportation,7.7,4
5,Society,5.8,3
5,Politics_and_government,5.8,3
5,Media*,3.8,2
5,Business_and_economics,3.8,2
5,Films,3.8,2
5,Linguistics,1.9,1
5,History,1.9,1
5,Earth_and_environment,1.9,1
5,North_America,1.9,1
5,Oceania,1.9,1
5,Geographical,1.9,1
5,Technology,1.9,1
5,Television,1.9,1
5,Engineering,1.9,1
5,Visual_arts*,1.9,1
6,Media*,37.5,9
6,Films,29.2,7
6,History,16.7,4
6,Music,8.3,2
6,Internet_culture,4.2,1
6,Politics_and_government,4.2,1
7,Sports,73.3,77
7,Media*,5.7,6
7,Politics_and_government,4.8,5
7,Society,4.8,5
7,STEM*,2.9,3
7,Music,1.9,2
7,North_America,1.9,2
7,Business_and_economics,1.0,1
7,Fashion,1.0,1
7,Films,1.0,1
7,Philosophy_and_religion,1.0,1
7,Visual_arts*,1.0,1
8,Media*,38.9,82
8,Society,19.0,40
8,Films,7.6,16
8,Television,6.6,14
8,Literature,4.7,10
8,Performing_arts,3.3,7
8,History,3.3,7
8,STEM*,2.4,5
8,Computing,1.9,4
8,Entertainment,1.9,4
8,Music,1.9,4
8,Architecture,0.9,2
8,Politics_and_government,0.9,2
8,North_America,0.9,2
8,Medicine_&_Health,0.9,2
8,Visual_arts*,0.9,2
8,Philosophy_and_religion,0.5,1
8,Business_and_economics,0.5,1
8,List_Disambig,0.5,1
8,Space,0.5,1
8,Sports,0.5,1
8,Technology,0.5,1
8,Education,0.5,1
8,Transportation,0.5,1
9,Sports,83.0,220
9,Politics_and_government,4.2,11
9,Media*,3.8,10
9,North_America,3.0,8
9,Education,1.9,5
9,STEM*,0.8,2
9,Television,0.8,2
9,Business_and_economics,0.4,1
9,Films,0.4,1
9,Internet_culture,0.4,1
9,Linguistics,0.4,1
9,Music,0.4,1
9,Performing_arts,0.4,1
9,Visual_arts*,0.4,1
10,Sports,95.5,107
10,North_America,1.8,2
10,Media*,0.9,1
10,Politics_and_government,0.9,1
10,Transportation,0.9,1
11,Sports,91.8,247
11,Politics_and_government,1.1,3
11,Business_and_economics,0.7,2
11,Media*,0.7,2
11,Military_and_warfare,0.7,2
11,Society,0.7,2
11,Southern_Europe,0.7,2
11,Western_Europe,0.7,2
11,Engineering,0.4,1
