modularity_class,Subtopic,Percentage,Count
0,Media*,23.9,33
0,Music,19.6,27
0,Politics_and_government,13.0,18
0,Television,10.9,15
0,Society,5.8,8
0,Education,5.1,7
0,STEM*,5.1,7
0,Sports,5.1,7
0,Philosophy_and_religion,4.3,6
0,Technology,1.4,2
0,Business_and_economics,1.4,2
0,History,0.7,1
0,Films,0.7,1
0,Medicine_&_Health,0.7,1
0,Military_and_warfare,0.7,1
0,Comics_and_Anime,0.7,1
0,Performing_arts,0.7,1
1,Politics_and_government,33.9,62
1,Military_and_warfare,18.6,34
1,Society,8.7,16
1,Media*,6.6,12
1,History,4.9,9
1,Philosophy_and_religion,3.8,7
1,Business_and_economics,2.7,5
1,Films,2.7,5
1,East_Asia,2.2,4
1,STEM*,2.2,4
1,Visual_arts*,1.6,3
1,Geographical,1.6,3
1,Transportation,1.1,2
1,Architecture,1.1,2
1,Literature,1.1,2
1,Asia*,1.1,2
1,Education,1.1,2
1,Linguistics,1.1,2
1,North_America,0.5,1
1,Oceania,0.5,1
1,Internet_culture,0.5,1
1,Europe*,0.5,1
1,Engineering,0.5,1
1,Sports,0.5,1
1,Biology,0.5,1
2,Society,46.5,125
2,STEM*,10.0,27
2,Politics_and_government,6.3,17
2,Media*,5.6,15
2,Business_and_economics,5.2,14
2,Military_and_warfare,4.5,12
2,Literature,4.5,12
2,History,2.2,6
2,Philosophy_and_religion,2.2,6
2,Transportation,1.5,4
2,Visual_arts*,1.5,4
2,Linguistics,1.5,4
2,Biology,1.1,3
2,Education,1.1,3
2,Video_games,1.1,3
2,Medicine_&_Health,0.7,2
2,East_Asia,0.7,2
2,Sports,0.7,2
2,Music,0.4,1
2,North_America,0.4,1
2,Internet_culture,0.4,1
2,Computing,0.4,1
2,Technology,0.4,1
2,Television,0.4,1
2,Chemistry,0.4,1
2,Asia*,0.4,1
3,Politics_and_government,27.6,63
3,Society,12.7,29
3,Business_and_economics,10.5,24
3,Media*,9.2,21
3,STEM*,7.5,17
3,East_Asia,3.9,9
3,Military_and_warfare,3.9,9
3,Medicine_&_Health,3.5,8
3,Sports,2.2,5
3,Education,2.2,5
3,Transportation,1.8,4
3,Literature,1.3,3
3,Asia*,1.3,3
3,Television,1.3,3
3,Visual_arts*,1.3,3
3,Films,1.3,3
3,Biology,1.3,3
3,History,0.9,2
3,Music,0.9,2
3,Philosophy_and_religion,0.9,2
3,Chemistry,0.9,2
3,Architecture,0.9,2
3,Linguistics,0.4,1
3,Geographical,0.4,1
3,Food_and_drink,0.4,1
3,Earth_and_environment,0.4,1
3,Comics_and_Anime,0.4,1
3,Technology,0.4,1
4,Society,46.9,158
4,Sports,10.4,35
4,Media*,10.4,35
4,STEM*,8.0,27
4,Television,4.5,15
4,History,3.6,12
4,Music,3.6,12
4,Literature,2.1,7
4,Philosophy_and_religion,1.8,6
4,Films,1.8,6
4,Business_and_economics,1.5,5
4,Medicine_&_Health,0.9,3
4,Politics_and_government,0.9,3
4,Visual_arts*,0.9,3
4,Fashion,0.6,2
4,Education,0.6,2
4,Computing,0.6,2
4,Military_and_warfare,0.3,1
4,Comics_and_Anime,0.3,1
4,Transportation,0.3,1
4,Biology,0.3,1
5,Society,22.5,71
5,Military_and_warfare,15.9,50
5,Politics_and_government,12.7,40
5,Transportation,9.5,30
5,STEM*,4.8,15
5,Media*,4.4,14
5,Engineering,3.2,10
5,Sports,2.9,9
5,Earth_and_environment,2.5,8
5,History,2.2,7
5,Visual_arts*,2.2,7
5,Films,2.2,7
5,Business_and_economics,2.2,7
5,Biology,1.6,5
5,North_America,1.6,5
5,Philosophy_and_religion,1.6,5
5,East_Asia,1.3,4
5,Linguistics,0.6,2
5,Medicine_&_Health,0.6,2
5,Geographical,0.6,2
