,Degree,Id,Label,Modularity Class,Probability,Qid,Topic,b,betweenesscentrality,g,modularity_class,r,size,x,y,Views,Weight,Main topic,Subtopic
0,31.0,53.0,Arménie,18.0,0.3629792034626007,Q399,History_and_Society.Society,88.0,146366.182971155,77.0,3.0,193.0,35.714287,11.572415,18.158169,134750.0,11.252355307340622,History_and_Society,Society
1,17.0,273.0,Arménien,18.0,0.9304682612419128,Q8785,Culture.Linguistics,88.0,32075.642562115787,77.0,3.0,193.0,23.714287,-3.3540544999999997,22.663908,10748.0,15.817960441112518,Culture,Linguistics
2,12.0,2346.0,Prix Nobel de chimie,15.0,0.8519628047943115,Q44585,History_and_Society.Society,135.0,3418.356219118096,134.0,9.0,0.0,19.428572,5.092757,-6.174616,7938.0,10.223553657531738,History_and_Society,Society
3,2.0,2442.0,Phosphore,15.0,0.880807101726532,Q674,STEM.Chemistry,135.0,1345.0,134.0,9.0,0.0,10.857142,-10.072848,12.752747,9441.0,1.761614203453064,STEM,Chemistry
4,10.0,3120.0,Var (département),1.0,0.9926641583442688,Q12789,Geography.Regions.Europe.Europe*,0.0,53838.163237576904,94.0,8.0,235.0,17.714287,-22.743174,-8.5528345,8092.0,0.0,Geography,Europe*
5,3.0,7489.0,Dakota du Nord,4.0,0.11921291798353195,Q1207,History_and_Society.Politics_and_government,172.0,49149.068985435246,126.0,2.0,0.0,11.714286,-3.5856812000000007,1.3066876,2454.0,0.35763875395059586,History_and_Society,Politics_and_government
6,7.0,7490.0,Dakota du Sud,4.0,0.3276783227920532,Q1211,Geography.Regions.Americas.North_America,172.0,125547.20178578961,126.0,2.0,0.0,15.142857000000001,-5.875222,12.687117,3061.0,0.0,Geography,North_America
7,7.0,7545.0,Maryland,4.0,0.8933194279670715,Q1391,Geography.Regions.Americas.North_America,172.0,135251.4873036269,126.0,2.0,0.0,15.142857000000001,2.929907,23.397373,3039.0,0.0,Geography,North_America
8,6.0,7583.0,Oklahoma,4.0,0.9814634323120116,Q1649,Geography.Geographical,172.0,15702.269918771955,126.0,2.0,0.0,14.285714000000002,7.0809546,-14.483158999999999,3474.0,0.0,Geography,Geographical
9,2.0,9366.0,Julien Dray,10.0,0.14415885508060455,Q3189473,History_and_Society.Politics_and_government,10.0,4029.0,121.0,14.0,114.0,10.857142,20.230482000000002,15.648879999999998,2199.0,0.2883177101612091,History_and_Society,Politics_and_government
10,1.0,9989.0,François Lamy,1.0,0.9991540908813475,Q560944,Culture.Biography.Biography*,0.0,0.0,94.0,8.0,235.0,10.0,12.178045,-24.557272,2015.0,0.0,Culture,Biography*
11,8.0,10182.0,Victoires de la musique,18.0,0.6654205918312073,Q2445029,History_and_Society.Society,88.0,6142.917761678325,77.0,3.0,193.0,16.0,2.3886483,9.314033,2834.0,5.323364734649658,History_and_Society,Society
12,4.0,12059.0,Étienne Chatiliez,12.0,0.998977780342102,Q289512,Culture.Biography.Biography*,0.0,2016.5,163.0,5.0,60.0,12.571428,-0.33479583,13.57632,1627.0,0.0,Culture,Biography*
13,11.0,12123.0,Georges Lautner,6.0,1.0000100135803225,Q1351715,Culture.Biography.Biography*,47.0,97909.77140707539,42.0,13.0,255.0,18.571428,13.885867000000001,-17.518656,3820.0,0.0,Culture,Biography*
14,2.0,12587.0,Magdebourg,4.0,0.18714269995689392,Q1733,History_and_Society.History,172.0,1345.0,126.0,2.0,0.0,10.857142,20.537457999999997,-9.810476,2497.0,0.37428539991378784,History_and_Society,History
15,13.0,13138.0,Carcassonne,1.0,0.9836069941520692,Q6582,Geography.Regions.Europe.Europe*,0.0,16755.48957446054,94.0,8.0,235.0,20.285713,2.1419639999999998,-13.9439945,11053.0,0.0,Geography,Europe*
16,1.0,13939.0,Simetierre (roman),16.0,0.9994742274284364,Q742226,Culture.Media.Books,0.0,0.0,129.0,6.0,152.0,10.0,-7.70285,12.020119000000001,9608.0,0.9994742274284364,Culture,Books
