modularity_class,Subtopic,Percentage,Count
0,Politics_and_government,26.5,99
0,Military_and_warfare,16.3,61
0,Media*,9.9,37
0,Society,5.6,21
0,Asia*,4.5,17
0,East_Asia,4.0,15
0,Transportation,3.5,13
0,History,3.5,13
0,Sports,2.7,10
0,STEM*,2.7,10
0,Education,2.7,10
0,Visual_arts*,2.1,8
0,Business_and_economics,1.9,7
0,Philosophy_and_religion,1.9,7
0,Literature,1.3,5
0,Books,1.3,5
0,Technology,1.1,4
0,Food_and_drink,1.1,4
0,Linguistics,0.8,3
0,Medicine_&_Health,0.8,3
0,List_Disambig,0.5,2
0,Computing,0.5,2
0,Earth_and_environment,0.5,2
0,Engineering,0.5,2
0,Music,0.5,2
0,Films,0.5,2
0,Architecture,0.5,2
0,Physics,0.3,1
0,Europe*,0.3,1
0,Performing_arts,0.3,1
0,Software,0.3,1
0,Space,0.3,1
0,Internet_culture,0.3,1
0,Television,0.3,1
0,Biology,0.3,1
1,Sports,83.9,644
1,Media*,6.8,52
1,Education,2.6,20
1,Politics_and_government,2.3,18
1,STEM*,1.3,10
1,North_America,1.2,9
1,Television,0.5,4
1,Business_and_economics,0.3,2
1,Music,0.3,2
1,Society,0.3,2
1,Transportation,0.3,2
1,Films,0.1,1
1,Linguistics,0.1,1
1,Military_and_warfare,0.1,1
2,Politics_and_government,25.5,73
2,Media*,24.1,69
2,Television,5.9,17
2,Business_and_economics,5.6,16
2,History,4.9,14
2,Education,4.5,13
2,Literature,3.5,10
2,STEM*,3.5,10
2,Military_and_warfare,3.1,9
2,Films,3.1,9
2,Visual_arts*,2.1,6
2,Music,1.7,5
2,North_America,1.7,5
2,Architecture,1.4,4
2,Transportation,1.0,3
2,Northern_Europe,1.0,3
2,Society,1.0,3
2,Sports,1.0,3
2,Medicine_&_Health,0.7,2
2,Performing_arts,0.7,2
2,Geographical,0.7,2
2,Fashion,0.7,2
2,Technology,0.3,1
2,Entertainment,0.3,1
2,Internet_culture,0.3,1
2,Europe*,0.3,1
2,Biology,0.3,1
2,Philosophy_and_religion,0.3,1
3,Media*,34.1,57
3,Music,21.6,36
3,Performing_arts,13.2,22
3,Literature,9.6,16
3,Sports,4.8,8
3,Books,3.0,5
3,Films,3.0,5
3,Architecture,1.8,3
3,Linguistics,1.2,2
3,History,1.2,2
3,Radio,1.2,2
3,Business_and_economics,1.2,2
3,Biology,0.6,1
3,Medicine_&_Health,0.6,1
3,Europe*,0.6,1
3,Entertainment,0.6,1
3,STEM*,0.6,1
3,Television,0.6,1
3,Visual_arts*,0.6,1
4,Sports,77.0,184
4,Education,4.6,11
4,North_America,4.6,11
4,Media*,4.2,10
4,Politics_and_government,2.9,7
4,Business_and_economics,1.7,4
4,Linguistics,1.3,3
4,Music,0.8,2
4,Entertainment,0.4,1
4,Fashion,0.4,1
4,Films,0.4,1
4,Performing_arts,0.4,1
4,Philosophy_and_religion,0.4,1
4,Society,0.4,1
4,Television,0.4,1
5,Sports,31.7,45
5,Biology,11.3,16
5,Medicine_&_Health,11.3,16
5,Politics_and_government,9.2,13
5,Society,7.7,11
5,Education,4.9,7
5,Media*,3.5,5
5,Space,2.1,3
5,Military_and_warfare,2.1,3
5,Earth_and_environment,2.1,3
5,History,1.4,2
5,Business_and_economics,1.4,2
5,Philosophy_and_religion,1.4,2
5,Physics,1.4,2
5,Geographical,1.4,2
5,Europe*,1.4,2
5,Visual_arts*,1.4,2
5,Linguistics,0.7,1
5,Northern_Europe,0.7,1
5,Food_and_drink,0.7,1
5,South_America,0.7,1
5,Southern_Africa,0.7,1
5,Western_Europe,0.7,1
6,Sports,89.7,140
6,Business_and_economics,4.5,7
6,STEM*,2.6,4
6,Education,1.3,2
6,Films,0.6,1
6,Media*,0.6,1
6,Politics_and_government,0.6,1
7,Films,50.0,58
7,Media*,31.9,37
7,Entertainment,4.3,5
7,Music,2.6,3
7,Asia*,1.7,2
7,Literature,1.7,2
7,STEM*,1.7,2
7,Education,0.9,1
7,History,0.9,1
